Date,FAR EAST IMI GROWTH
1994-05-31,1232.402922298293
1994-06-30,1292.3822231840477
1994-07-29,1252.9578465464188
1994-08-31,1262.4757413060797
1994-09-30,1229.030739728924
1994-10-31,1255.3718752696625
1994-11-30,1169.951007468704
1994-12-30,1190.3860168178705
1995-01-31,1120.8755660900304
1995-02-28,1061.1803785683167
1995-03-31,1144.5734326442384
1995-04-28,1195.9262156152772
1995-05-31,1131.530712870627
1995-06-30,1077.4827294612394
1995-07-31,1154.2757415437402
1995-08-31,1109.7696579165467
1995-09-29,1119.4502798769017
1995-10-31,1064.3063968443755
1995-11-30,1120.5823269964842
1995-12-29,1171.54865638363
1996-01-31,1158.4093849295377
1996-02-29,1139.051529522329
1996-03-29,1179.5006014011399
1996-04-30,1245.3341633173548
1996-05-31,1196.113658689206
1996-06-28,1192.9822887549817
1996-07-31,1130.165858141024
1996-08-30,1093.072305640409
1996-09-30,1121.6945959909679
1996-10-31,1055.973717950926
1996-11-29,1061.465044849784
1996-12-31,992.0009888712035
1997-01-01,992.0539829780087
1997-01-02,993.3845584280855
1997-01-03,990.1218800063797
1997-01-06,1000.6187274348482
1997-01-07,988.7500980572354
1997-01-08,975.0149229853475
1997-01-09,946.220957806651
1997-01-10,916.496156726828
1997-01-13,937.3226073778044
1997-01-14,934.6827541394093
1997-01-15,936.5347359707147
1997-01-16,946.6216536223282
1997-01-17,938.712828140166
1997-01-20,918.002056511435
1997-01-21,910.8613794662563
1997-01-22,920.0834006860229
1997-01-23,909.1720814411772
1997-01-24,903.0354269779068
1997-01-27,883.3054961835724
1997-01-28,881.693581189325
1997-01-29,888.4412744058345
1997-01-30,878.3216990496635
1997-01-31,893.9954064986104
1997-02-03,892.0092019169874
1997-02-04,894.3940332074169
1997-02-05,876.6547246539682
1997-02-06,872.5769208459026
1997-02-07,860.5191843212451
1997-02-10,878.1228601791546
1997-02-11,875.9525545974636
1997-02-12,879.3896391208802
1997-02-13,883.1605367432513
1997-02-14,888.502570319216
1997-02-17,888.0812688407691
1997-02-18,883.3625428421268
1997-02-19,882.3659767202587
1997-02-20,908.2469472940844
1997-02-21,921.4684850048649
1997-02-24,924.565118084059
1997-02-25,925.9687006420362
1997-02-26,920.5182261041343
1997-02-27,927.9288359783118
1997-02-28,913.5531286578931
1997-03-03,906.4373760625123
1997-03-04,905.5609816347885
1997-03-05,899.5857217181616
1997-03-06,886.8697715730864
1997-03-07,887.6522642635643
1997-03-10,885.8066144160606
1997-03-11,890.0644262782904
1997-03-12,880.9854897084139
1997-03-13,868.9770232856446
1997-03-14,866.0809736258211
1997-03-17,867.360531871432
1997-03-18,881.6807684315643
1997-03-19,883.3985682624788
1997-03-20,877.1930141371693
1997-03-21,891.0046663378939
1997-03-24,882.8739294264946
1997-03-25,884.2211023154363
1997-03-26,886.9088729957568
1997-03-27,881.5480650111462
1997-03-28,876.6792181960512
1997-03-31,871.6544734286947
1997-04-01,868.5415887358369
1997-04-02,879.1434020487857
1997-04-03,878.4629219903077
1997-04-04,865.8394261833553
1997-04-07,849.1378910571742
1997-04-08,853.4136220052533
1997-04-09,839.2135293289026
1997-04-10,826.8531685635515
1997-04-11,834.5059937361882
1997-04-14,826.3013213341976
1997-04-15,833.8520387158343
1997-04-16,847.7855920112812
1997-04-17,852.8443909247333
1997-04-18,865.8372518937591
1997-04-21,878.2399895867851
1997-04-22,874.2295522215527
1997-04-23,883.3369290674459
1997-04-24,880.9829757000533
1997-04-25,876.787063339785
1997-04-28,870.6083493432369
1997-04-29,869.2781368184264
1997-04-30,887.4853821984598
1997-05-01,901.4728828565771
1997-05-02,907.5862235729546
1997-05-05,910.2711783641781
1997-05-06,940.892680326546
1997-05-07,941.3993776858474
1997-05-08,946.2114504471969
1997-05-09,953.0775775135004
1997-05-12,985.7973695901941
1997-05-13,988.5139873292359
1997-05-14,998.4575249316513
1997-05-15,1004.9087242681455
1997-05-16,1021.8206598944539
1997-05-19,1022.1711754663305
1997-05-20,1037.142361479808
1997-05-21,1014.8316734649054
1997-05-22,1002.6816762156312
1997-05-23,1014.543423574548
1997-05-26,1011.2438814117527
1997-05-27,1004.151291156058
1997-05-28,1023.608548553011
1997-05-29,1020.3592352141058
1997-05-30,1012.0574353999282
1997-06-02,1020.3518702103576
1997-06-03,1023.7868951649897
1997-06-04,1028.7540978663892
1997-06-05,1032.2200344310788
1997-06-06,1027.1591838149911
1997-06-09,1046.1058023200062
1997-06-10,1048.6116843874377
1997-06-11,1057.1289650672275
1997-06-12,1042.950457463263
1997-06-13,1040.927578895475
1997-06-16,1059.3218321345394
1997-06-17,1055.8733352843067
1997-06-18,1054.52428529239
1997-06-19,1049.412764776189
1997-06-20,1046.7269473663093
1997-06-23,1040.1028623264867
1997-06-24,1044.1551994288016
1997-06-25,1069.153946205588
1997-06-26,1072.2498141043773
1997-06-27,1057.5240846188626
1997-06-30,1064.4331466862657
1997-07-01,1048.2145234158586
1997-07-02,1051.4399421360743
1997-07-03,1054.455024498845
1997-07-04,1045.8893033134336
1997-07-07,1042.2701610246988
1997-07-08,1044.4196056225182
1997-07-09,1039.8342818889091
1997-07-10,1042.6277921022454
