Date,NORTH AMERICA IMI GROWTH
1994-05-31,287.56066399871617
1994-06-30,277.2798239313806
1994-07-29,285.6612228095397
1994-08-31,300.4697574866024
1994-09-30,297.32796301053975
1994-10-31,302.91294379487215
1994-11-30,292.4048818002028
1994-12-30,296.4431884327459
1995-01-31,300.1559500880426
1995-02-28,312.2082832355229
1995-03-31,321.9767074648151
1995-04-28,327.6988716845928
1995-05-31,337.7593428268496
1995-06-30,353.1274459612452
1995-07-31,369.51400893165834
1995-08-31,370.58938769604663
1995-09-29,383.4915838435988
1995-10-31,380.4557478905809
1995-11-30,395.8432847754764
1995-12-29,397.1974320256269
1996-01-31,407.72634512825067
1996-02-29,417.52617860550674
1996-03-29,420.7407449225002
1996-04-30,437.1425131282504
1996-05-31,451.8665053937074
1996-06-28,444.89463703150125
1996-07-31,414.2211572860999
1996-08-30,430.4729282510689
1996-09-30,458.98183869388424
1996-10-31,457.87640324689943
1996-11-29,488.83193811924855
1996-12-31,477.71392376480327
1997-01-01,477.71400305205964
1997-01-02,472.84878477700056
1997-01-03,481.1202759895558
1997-01-06,481.70510011454667
1997-01-07,487.2647398821885
1997-01-08,484.8175636504354
1997-01-09,488.0904225473195
1997-01-10,491.5854729756238
1997-01-13,491.3061268081568
1997-01-14,496.69243423262765
1997-01-15,494.51775332488336
1997-01-16,497.39821898289716
1997-01-17,501.74653598655334
1997-01-20,503.6912703308155
1997-01-21,506.7603385232839
1997-01-22,510.19052748247907
1997-01-23,506.1889239634055
1997-01-24,500.7710738626453
1997-01-27,495.99179138725015
1997-01-28,497.4733352949158
1997-01-29,500.0557277964755
1997-01-30,507.2196306301771
1997-01-31,509.80838427392484
1997-02-03,508.9073686102142
1997-02-04,508.48085695663656
1997-02-05,500.2689754032285
1997-02-06,501.94926859229696
1997-02-07,507.67734588318916
1997-02-10,502.4403923165826
1997-02-11,503.36002417418285
1997-02-12,512.7675581369765
1997-02-13,518.4349104528594
1997-02-14,517.0171666532686
1997-02-17,516.973809367455
1997-02-18,519.9704534050144
1997-02-19,519.288911617743
1997-02-20,512.4064117097629
1997-02-21,509.7131784205383
1997-02-24,513.8225986975881
1997-02-25,514.3894986322039
1997-02-26,510.7373573486145
1997-02-27,503.0606279159983
1997-02-28,500.3594512088614
1997-03-03,502.344864998373
