Date,WORLD ex UK IMI GROWTH
1994-05-31,399.29357606489447
1994-06-30,399.32973576638653
1994-07-29,402.74610480867517
1994-08-31,414.5275031970004
1994-09-30,406.3375983078296
1994-10-31,414.8648738483457
1994-11-30,394.86247146341066
1994-12-30,401.0080831248149
1995-01-31,393.51034838347044
1995-02-28,395.2003877415715
1995-03-31,413.183524977688
1995-04-28,426.8681272571997
1995-05-31,425.73383034224946
1995-06-30,429.9128826578345
1995-07-31,453.8166426917091
1995-08-31,445.6013239786088
1995-09-29,457.189083369344
1995-10-31,446.91163817934614
1995-11-30,462.17154076651997
1995-12-29,471.92328457333286
1996-01-31,477.2770029308323
1996-02-29,483.5845036175765
1996-03-29,492.88348202979273
1996-04-30,511.1879914901553
1996-05-31,514.442414175028
1996-06-28,512.4318604899962
1996-07-31,484.3689319487503
1996-08-30,491.45398479875695
1996-09-30,512.2471303147906
1996-10-31,504.5239556291828
1996-11-29,526.7118987915231
1996-12-31,512.9228841846082
1997-01-01,512.9297058884327
1997-01-02,509.24544394276825
1997-01-03,513.2277209064923
1997-01-06,515.0699983017141
1997-01-07,517.0254655607591
1997-01-08,514.3408524185355
1997-01-09,512.7803593747982
1997-01-10,510.81448748218946
1997-01-13,514.2099820620873
1997-01-14,517.4025323652696
1997-01-15,517.0142927990318
1997-01-16,520.4665189664988
1997-01-17,521.1741408826973
1997-01-20,519.0042141862825
1997-01-21,519.1248204098624
1997-01-22,522.3672255561997
1997-01-23,519.0912875099644
1997-01-24,514.9317875899517
1997-01-27,508.9139305108503
1997-01-28,509.329221411339
1997-01-29,511.28407991478446
1997-01-30,514.9019854748834
1997-01-31,519.5257236265726
1997-02-03,518.6116690692286
1997-02-04,518.7168767044416
1997-02-05,512.3968187552039
1997-02-06,512.9308008993477
1997-02-07,514.510232199537
1997-02-10,515.3242512430533
1997-02-11,514.6931771357044
1997-02-12,520.276549206307
1997-02-13,524.3302029254658
1997-02-14,524.3309838761064
1997-02-17,523.5743572642072
1997-02-18,525.0380463773362
1997-02-19,523.8826679250737
1997-02-20,523.2173977436593
1997-02-21,523.6453545131351
1997-02-24,526.762841645078
1997-02-25,527.9602184819923
1997-02-26,524.2199616226917
1997-02-27,520.8193785831494
1997-02-28,516.5797035662109
1997-03-03,516.3880131037586
1997-03-04,516.7503324158935
1997-03-05,520.4878666416615
1997-03-06,518.2609308201705
1997-03-07,519.8413363551978
1997-03-10,523.7058274675983
1997-03-11,523.7996491118627
1997-03-12,519.5725365255405
1997-03-13,514.0440080722251
1997-03-14,514.3477549927021
1997-03-17,513.3157742021816
1997-03-18,512.5469875544468
1997-03-19,510.3235031838769
1997-03-20,508.13787741173735
1997-03-21,511.0858571679425
1997-03-24,509.72519787543706
1997-03-25,510.78498470390946
1997-03-26,513.9768624532956
1997-03-27,509.71565928265886
1997-03-28,509.0899003487827
1997-03-31,501.627827509941
1997-04-01,497.9389907400005
1997-04-02,495.8854202355571
1997-04-03,496.04427574344464
1997-04-04,499.2605953432117
1997-04-07,499.10473141668587
1997-04-08,500.88469157945985
1997-04-09,498.16299356940317
1997-04-10,494.76300844807656
1997-04-11,487.7557578420844
1997-04-14,487.9526728051712
1997-04-15,493.18543810565825
1997-04-16,497.4724168534356
1997-04-17,498.6183175648082
1997-04-18,501.29671492348336
1997-04-21,500.896814958568
1997-04-22,504.25976772015775
1997-04-23,507.1911863193826
1997-04-24,506.71472676669595
1997-04-25,501.4522308049209
1997-04-28,502.30736674973866
1997-04-29,510.72986911104516
1997-04-30,517.2327130917932
1997-05-01,519.8647050151505
1997-05-02,527.2037806573755
1997-05-05,535.0779367247967
1997-05-06,538.4614676435377
1997-05-07,535.8724943618038
1997-05-08,538.2028478490744
1997-05-09,542.078673139613
1997-05-12,550.5234647086097
1997-05-13,550.3882518115626
1997-05-14,552.6207641025788
1997-05-15,556.7715526726965
1997-05-16,556.0943789225688
1997-05-19,556.2899784816381
1997-05-20,561.681307745636
1997-05-21,560.5006523019994
1997-05-22,557.116998778154
1997-05-23,563.456292926807
1997-05-26,563.0879176545075
1997-05-27,563.5147872688725
1997-05-28,564.5099596409153
1997-05-29,562.9045970635623
1997-05-30,560.4697510266593
1997-06-02,562.405852328021
1997-06-03,561.5460114844103
1997-06-04,561.0540812094023
1997-06-05,563.4047970672461
1997-06-06,568.0929187509824
1997-06-09,574.1740629696401
1997-06-10,573.413041416868
1997-06-11,576.2546553389875
1997-06-12,578.7814234134478
1997-06-13,582.2202134359003
1997-06-16,585.6234030304526
1997-06-17,585.2749765674232
1997-06-18,583.8946243161465
1997-06-19,588.2695489271839
1997-06-20,588.7725420730858
1997-06-23,583.132411417887
1997-06-24,588.9283214737217
1997-06-25,592.2281117075025
1997-06-26,590.743692366399
1997-06-27,590.141763356739
1997-06-30,590.0167839903526
1997-07-01,590.5559231541679
1997-07-02,595.0238754742519
1997-07-03,600.887820099151
1997-07-04,600.3404779953696
1997-07-07,600.9928482998056
1997-07-08,603.5845263123587
1997-07-09,601.569664007401
1997-07-10,603.1298009077085
1997-07-11,605.6479431918365
1997-07-14,609.0577029709173
1997-07-15,609.8464665327307
1997-07-16,618.637288773878
1997-07-17,618.4119160722743
1997-07-18,610.9747084305137
1997-07-21,606.4106522495009
1997-07-22,613.4930859508682
1997-07-23,616.9206259924313
1997-07-24,617.298003116218
1997-07-25,616.0401101531027
1997-07-28,613.9530387116422
1997-07-29,614.8459170944271
1997-07-30,618.2982429533404
1997-07-31,619.7799927070402
1997-08-01,614.7309014680793
1997-08-04,612.655543001599
1997-08-05,611.9568042809126
1997-08-06,618.3286006222921
1997-08-07,616.8128807894797
1997-08-08,613.4447689998512
1997-08-11,606.1650811763942
1997-08-12,603.7778097816565
1997-08-13,603.663563907935
1997-08-14,602.1371107360258
1997-08-15,595.9642722071761
1997-08-18,595.1000336380419
1997-08-19,600.7505408396169
1997-08-20,607.5463221255799
1997-08-21,604.174212616952
1997-08-22,598.1551911221989
1997-08-25,596.0212347814265
1997-08-26,593.5490796068736
1997-08-27,591.7194254247104
1997-08-28,586.691558731463
1997-08-29,581.6031949654889
1997-09-01,579.2804304260198
1997-09-02,589.6035220223856
1997-09-03,595.7112197747804
1997-09-04,596.1078845008233
1997-09-05,598.5044937916334
1997-09-08,598.8095693906112
1997-09-09,601.1033675764263
1997-09-10,595.2240394947383
1997-09-11,589.3426355747598
1997-09-12,591.3132722175214
1997-09-15,592.323735877478
1997-09-16,600.1863696075825
1997-09-17,601.3883911377161
1997-09-18,602.2444945156494
1997-09-19,605.1284803137526
1997-09-22,608.9754928492607
1997-09-23,608.7181622112872
1997-09-24,610.9762650986578
1997-09-25,608.3550304246802
1997-09-26,609.0827714821143
1997-09-29,611.7256859816258
1997-09-30,611.4055910557531
1997-10-01,612.902579043051
1997-10-02,615.348024268603
1997-10-03,618.2100532317597
1997-10-06,620.4251678681386
1997-10-07,623.6384487623579
1997-10-08,623.1119127830901
1997-10-09,619.5391113407933
1997-10-10,618.0739973857509
1997-10-13,616.9981475158241
1997-10-14,615.5400236470443
1997-10-15,614.2380740059648
1997-10-16,612.6040887778864
1997-10-17,602.8922688614309
1997-10-20,604.3032827139455
1997-10-21,610.9054945051189
1997-10-22,609.5622076486555
1997-10-23,594.2426096828432
1997-10-24,591.2484584811447
1997-10-27,560.5844179253652
1997-10-28,568.3589295111897
1997-10-29,577.56110225927
1997-10-30,568.0749098479185
1997-10-31,573.713573041449
1997-11-03,584.3000054556193
1997-11-04,585.1209085382366
1997-11-05,587.1600736137161
1997-11-06,583.6297076270422
1997-11-07,572.8355099426279
1997-11-10,567.8550498965589
1997-11-11,567.9008954030375
1997-11-12,555.8407373635856
1997-11-13,559.8108253154874
1997-11-14,562.9396417028756
1997-11-17,578.4203739188192
1997-11-18,577.2076376632497
1997-11-19,573.0166496719548
1997-11-20,581.9353648464163
1997-11-21,587.1639997406327
1997-11-24,578.2774981440664
1997-11-25,573.4972785417565
1997-11-26,574.5087114241092
1997-11-27,577.1685021749023
1997-11-28,579.1424109353409
1997-12-01,586.8236296080382
1997-12-02,586.645757464621
1997-12-03,587.1466064619283
1997-12-04,586.0395592173791
1997-12-05,589.6169513902663
1997-12-08,590.0990375706654
1997-12-09,587.359535478078
1997-12-10,582.9514441501826
1997-12-11,571.4492902421274
1997-12-12,568.8188264325948
1997-12-15,569.8523778236008
1997-12-16,573.4926659384182
1997-12-17,578.8920506273918
1997-12-18,572.6996460866944
1997-12-19,565.4964825659811
1997-12-22,564.5410561831434
1997-12-23,560.980583408477
1997-12-24,559.2603876065829
1997-12-25,559.3371122814895
1997-12-26,561.5242745543552
1997-12-29,570.8769397496809
1997-12-30,580.06431055298
1997-12-31,580.8601688978631
1998-01-01,580.8776187662677
1998-01-02,581.9057030547899
1998-01-05,583.6147866851217
1998-01-06,578.7817432842792
1998-01-07,578.1113595193001
1998-01-08,574.7780855879786
1998-01-09,561.1035845608768
1998-01-12,556.3277652733381
1998-01-13,565.025224753508
1998-01-14,570.3119442032487
1998-01-15,568.2536326130449
1998-01-16,578.848866451586
1998-01-19,581.9481113751418
1998-01-20,590.0617061321595
1998-01-21,589.7445226308236
1998-01-22,586.3780662671617
1998-01-23,588.0514549994809
1998-01-26,587.8983695463733
1998-01-27,593.0216686451843
