Date,WORLD IMI GROWTH
1994-05-31,382.27143436071583
1994-06-30,382.19063438756405
1994-07-29,386.5503449166093
1994-08-31,398.81804901362085
1994-09-30,390.19767008668276
1994-10-31,399.1844139720247
1994-11-30,380.16541103795885
1994-12-30,385.6000348452074
1995-01-31,378.6254384554612
1995-02-28,380.2508891134628
1995-03-31,398.5962108643543
1995-04-28,411.2253269218244
1995-05-31,410.9384993196965
1995-06-30,415.23753640730587
1995-07-31,438.42050648678145
1995-08-31,430.89459732772605
1995-09-29,442.8089091406137
1995-10-31,434.03460493039944
1995-11-30,447.70414348506364
1995-12-29,457.159138822926
1996-01-31,461.91760933432755
1996-02-29,468.13542744955026
1996-03-29,476.9885247110866
1996-04-30,494.49085690624435
1996-05-31,498.24653058417334
1996-06-28,496.45511897628523
1996-07-31,470.97650256045364
1996-08-30,479.83650238244576
1996-09-30,499.3982235523834
1996-10-31,494.86047822836207
1996-11-29,516.8008094200188
1996-12-31,505.6123219698537
1997-01-01,505.618094394182
1997-01-02,501.31193046254674
1997-01-03,505.25636517772153
1997-01-06,506.9302637585484
1997-01-07,508.7142420773991
1997-01-08,506.213210494892
1997-01-09,504.8981365211645
1997-01-10,502.37108232385583
1997-01-13,505.51139794796853
1997-01-14,508.9454358948643
1997-01-15,508.72845698477
1997-01-16,512.0781953871121
1997-01-17,512.68813174216
1997-01-20,510.4820676223979
1997-01-21,510.59614633582044
1997-01-22,513.4611731173866
1997-01-23,510.3283929561947
1997-01-24,506.29073615920936
1997-01-27,500.8317843792163
1997-01-28,501.0325309637618
1997-01-29,502.83306140494994
1997-01-30,506.19628379936995
1997-01-31,510.4883499066649
1997-02-03,509.7282140346061
1997-02-04,510.01877649817334
1997-02-05,504.7748080195814
1997-02-06,505.1485112020517
1997-02-07,506.72808585093185
1997-02-10,507.8092216356886
1997-02-11,507.5735520422857
1997-02-12,512.3427033468007
1997-02-13,516.0010831774806
1997-02-14,516.2379307581033
1997-02-17,515.4298795041836
1997-02-18,516.352386972146
1997-02-19,515.9260923471497
1997-02-20,515.240183157374
1997-02-21,515.7237037189255
1997-02-24,518.9399215572038
1997-02-25,520.1858927659714
1997-02-26,516.6942837273144
1997-02-27,513.5749671110589
1997-02-28,509.6225732018391
1997-03-03,509.17039293185627
1997-03-04,509.78262680612454
1997-03-05,512.9778782759242
1997-03-06,511.3603640040737
1997-03-07,512.7594488190394
1997-03-10,516.4215555467327
1997-03-11,516.7106417044345
1997-03-12,512.3601807969766
1997-03-13,507.30982397782446
1997-03-14,507.82534641204427
1997-03-17,506.41772818468695
1997-03-18,505.4996375868307
1997-03-19,503.4411370132245
1997-03-20,500.57692381232226
1997-03-21,503.4303376117328
1997-03-24,502.18711350412957
1997-03-25,503.81606718443066
1997-03-26,507.1495338977363
1997-03-27,503.5552667627228
1997-03-28,503.10452027572853
1997-03-31,496.57970768340664
1997-04-01,492.74488533582496
1997-04-02,490.74154570557755
1997-04-03,490.5682294518981
1997-04-04,493.65976918517106
1997-04-07,493.5723558920771
1997-04-08,494.92828934680256
1997-04-09,492.7179888813131
1997-04-10,489.8155433075321
1997-04-11,483.1049847149299
1997-04-14,483.0700900376761
1997-04-15,488.17104249865605
1997-04-16,492.0001156132583
1997-04-17,493.3440705706226
1997-04-18,495.9299117449643
1997-04-21,495.8282649757639
1997-04-22,499.05003048642607
1997-04-23,501.6321255307797
1997-04-24,501.3016075062679
1997-04-25,496.32071713109787
1997-04-28,497.3443615137205
1997-04-29,505.4800505451611
1997-04-30,511.1214451454913
1997-05-01,513.6369435461318
1997-05-02,520.1485118138054
1997-05-05,527.3303212921
1997-05-06,531.3687438716564
1997-05-07,529.1901352965448
1997-05-08,531.2249282739295
1997-05-09,535.0314334606045
1997-05-12,543.0263412198836
1997-05-13,543.3642633795498
1997-05-14,545.5889092920505
1997-05-15,549.3445691460252
1997-05-16,548.7249661160622
1997-05-19,548.4672512779408
1997-05-20,553.1261795318057
1997-05-21,552.4270220042162
1997-05-22,548.9375990856001
1997-05-23,554.4389862936661
1997-05-26,554.3811435376733
1997-05-27,554.7308667158002
1997-05-28,555.9765431415329
1997-05-29,554.6568977705641
1997-05-30,551.8594103430162
1997-06-02,553.1627193541549
1997-06-03,552.3234947567418
1997-06-04,551.6712715625677
1997-06-05,554.0981419887728
1997-06-06,558.8249367523747
1997-06-09,564.9403055758589
1997-06-10,564.9633014021349
1997-06-11,567.3146033560947
1997-06-12,569.835630189037
1997-06-13,573.1381001103239
1997-06-16,575.9624886225968
1997-06-17,575.1706503964307
1997-06-18,573.7393928204082
1997-06-19,577.8524819293992
1997-06-20,578.1362607850127
1997-06-23,573.1136451505132
1997-06-24,578.5717465556268
1997-06-25,581.9498134913047
1997-06-26,580.6586241227648
1997-06-27,579.7540478393407
1997-06-30,579.4019495597971
1997-07-01,580.6843572186258
1997-07-02,584.7045445166408
1997-07-03,591.3331163923104
1997-07-04,590.9046356179349
1997-07-07,591.2787197822049
1997-07-08,593.4186546077456
1997-07-09,591.4203547042916
1997-07-10,592.860231512968
1997-07-11,595.6795425560647
1997-07-14,599.2009348966443
1997-07-15,599.8762962257083
1997-07-16,608.3666112954298
1997-07-17,607.598945542959
1997-07-18,600.3757213715993
1997-07-21,595.679020434479
1997-07-22,602.4472764553607
1997-07-23,605.8851364316743
1997-07-24,605.9600707429049
1997-07-25,604.4930059970092
1997-07-28,601.7729081844675
1997-07-29,602.5675771006398
1997-07-30,606.2302881846078
1997-07-31,607.5195686418774
1997-08-01,603.2451844152087
1997-08-04,601.0848974543688
1997-08-05,600.8767439420695
1997-08-06,606.3386757988912
1997-08-07,604.9585685359671
1997-08-08,601.2849989082996
1997-08-11,595.1557132272402
