Date,NORDIC COUNTRIES IMI GROWTH
2007-05-31,1000.0
2007-06-01,1007.2797054779545
2007-06-04,1009.6543773883556
2007-06-05,1011.0244392870782
2007-06-06,999.7839962463033
2007-06-07,972.6303156067896
2007-06-08,967.2689690371002
2007-06-11,975.7763018173359
2007-06-12,959.8338052998919
2007-06-13,964.7409017044
2007-06-14,983.4275464769867
2007-06-15,999.4114352454839
2007-06-18,1002.1354077897478
2007-06-19,999.7810555183817
2007-06-20,1013.1423268183116
2007-06-21,995.9393405493603
2007-06-22,998.2731275668355
2007-06-25,994.6454947480647
2007-06-26,990.5778412047988
2007-06-27,983.8401410068404
2007-06-28,1003.092636561917
2007-06-29,1007.4809461792213
2007-07-02,1022.241392817648
2007-07-03,1038.3134853980841
2007-07-04,1043.4847885615618
2007-07-05,1038.5541635456573
2007-07-06,1043.8940510507614
2007-07-09,1049.8372983987704
2007-07-10,1050.5604868820071
2007-07-11,1054.8788428042262
2007-07-12,1071.2540616452725
2007-07-13,1075.1382649121533
2007-07-16,1078.0739376606914
2007-07-17,1071.4349421573017
2007-07-18,1066.440807046099
2007-07-19,1075.3180262359601
2007-07-20,1062.1207364905304
2007-07-23,1064.0586779215093
2007-07-24,1045.300898223346
2007-07-25,1021.882534186011
2007-07-26,991.8693041799739
2007-07-27,988.9753493199255
2007-07-30,1001.8212045314326
2007-07-31,1013.8212228180978
2007-08-01,990.7604495145134
2007-08-02,1018.5871274101423
2007-08-03,1011.5918500099583
2007-08-06,997.9429720463861
2007-08-07,1001.5998970829127
2007-08-08,1032.1581671082179
2007-08-09,1000.3089290527757
2007-08-10,968.6833794547059
2007-08-13,989.8511729758342
2007-08-14,980.7761812878517
2007-08-15,958.0834183143841
2007-08-16,911.0661335053841
2007-08-17,938.6526411284065
2007-08-20,952.068994780563
2007-08-21,949.6756630911974
2007-08-22,975.7601460030594
2007-08-23,978.795589536898
2007-08-24,993.469838470185
2007-08-27,993.3375785990631
2007-08-28,971.9251702852722
2007-08-29,988.1277116396843
2007-08-30,1002.7487365907559
2007-08-31,1016.49273823901
2007-09-03,1018.9894055352863
2007-09-04,1026.2641618904152
2007-09-05,1012.5827589076707
2007-09-06,1023.612972286217
2007-09-07,1007.765568530773
2007-09-10,998.0075890064437
2007-09-11,1025.7845184643288
2007-09-12,1030.5588319105739
2007-09-13,1040.9231651593166
2007-09-14,1034.1223877249492
2007-09-17,1022.5870867834343
2007-09-18,1037.7100735313106
2007-09-19,1082.283146677271
2007-09-20,1083.678902729344
2007-09-21,1089.3044837452373
2007-09-24,1086.4150394220649
2007-09-25,1077.9108750409819
2007-09-26,1091.2854659159182
2007-09-27,1101.5419645179538
2007-09-28,1108.8314495826137
2007-10-01,1114.3657262489467
2007-10-02,1106.5255502892705
2007-10-03,1105.6293731652286
2007-10-04,1099.8270133565688
2007-10-05,1115.3022518191942
2007-10-08,1108.1855462398705
2007-10-09,1111.8481196981297
2007-10-10,1126.2142846412123
2007-10-11,1151.287777695584
2007-10-12,1135.6784127862838
2007-10-15,1131.9279081909215
2007-10-16,1083.7560626741754
2007-10-17,1097.6876211376207
2007-10-18,1095.8340293032995
2007-10-19,1083.4698812744955
2007-10-22,1054.3575727001385
2007-10-23,1089.9217315990015
2007-10-24,1081.2704172772808
2007-10-25,1104.8695972945875
2007-10-26,1118.240765556208
2007-10-29,1120.9936982091917
2007-10-30,1113.333955714195
2007-10-31,1125.895624523017
2007-11-01,1111.685949275199
2007-11-02,1105.6206039201877
2007-11-05,1109.3010599989368
2007-11-06,1134.4230139146912
2007-11-07,1147.6989744339878
2007-11-08,1132.3182243095393
2007-11-09,1098.8935584116725
2007-11-12,1079.3344471855658
2007-11-13,1076.1490645543438
2007-11-14,1093.2526012071694
2007-11-15,1069.8128417991136
2007-11-16,1055.586229899774
2007-11-19,1031.7184903476198
2007-11-20,1052.3889738587104
2007-11-21,1020.8828490145487
2007-11-22,1025.8133665734094
2007-11-23,1035.7127297914888
2007-11-26,1049.303994083665
2007-11-27,1030.2242703248135
2007-11-28,1057.2854398665884
2007-11-29,1063.168487923266
2007-11-30,1063.7083727840784
2007-12-03,1065.4096944612118
2007-12-04,1045.3525151858228
2007-12-05,1060.1536493453964
2007-12-06,1059.01016317133
2007-12-07,1071.788265360907
2007-12-10,1086.208371839329
2007-12-11,1087.4131585074617
2007-12-12,1087.4746313406258
2007-12-13,1051.5008505072308
2007-12-14,1038.8536083050603
2007-12-17,1002.4035723823233
2007-12-18,996.7276196542973
2007-12-19,997.529189676456
2007-12-20,1001.7694382346103
2007-12-21,1027.374634827135
2007-12-24,1029.0121099560686
2007-12-25,1029.0121099560686
2007-12-26,1037.7843339970475
2007-12-27,1040.0021958429516
2007-12-28,1053.4177936748456
2007-12-31,1048.018281916216
2008-01-01,1048.018281916216
2008-01-02,1037.0209562071893
2008-01-03,1032.861067405206
2008-01-04,1001.7892037900851
2008-01-07,979.067894427238
2008-01-08,992.2623854858065
2008-01-09,960.5616538119799
2008-01-10,954.5666517507414
2008-01-11,953.5462217363848
2008-01-14,976.1246638747647
