Date,WORLD ex AUSTRALIA IMI GROWTH
1994-05-31,386.91930662647434
1994-06-30,387.08865521339504
1994-07-29,391.2849349055176
1994-08-31,403.55655731229115
1994-09-30,394.9756949536215
1994-10-31,404.0534814760758
1994-11-30,384.77540731509504
1994-12-30,390.29484107117815
1995-01-31,383.58546928042136
1995-02-28,385.1607388296754
1995-03-31,404.0524169731077
1995-04-28,416.56418127083947
1995-05-31,416.3931952098204
1995-06-30,420.82650751956567
1995-07-31,444.0122362400243
1995-08-31,436.1942594536119
1995-09-29,448.5200027702478
1995-10-31,439.6810184989112
1995-11-30,453.52606583930464
1995-12-29,463.16344256262187
1996-01-31,467.92814545695745
1996-02-29,474.07595753960607
1996-03-29,483.1169953575891
1996-04-30,500.7325384290269
1996-05-31,504.65826074577313
1996-06-28,503.06058807094763
1996-07-31,477.31122153688125
1996-08-30,486.0248065778326
1996-09-30,506.207442962184
1996-10-31,501.31550822977135
1996-11-29,523.6935883870709
1996-12-31,512.3015169811936
1997-01-01,512.3074454584267
1997-01-02,507.9770385346078
1997-01-03,512.0445833485538
1997-01-06,513.7529375368326
1997-01-07,515.5862960701745
1997-01-08,513.0378521404721
1997-01-09,511.6646083227045
1997-01-10,509.05916801703637
1997-01-13,512.2843086924773
1997-01-14,515.8045454964342
1997-01-15,515.5453895900084
1997-01-16,518.9538404191173
1997-01-17,519.5909738473138
1997-01-20,517.3232772347491
1997-01-21,517.4973572001597
1997-01-22,520.4478741229702
1997-01-23,517.2955986577978
1997-01-24,513.1869502882698
1997-01-27,507.5932567707492
1997-01-28,507.8853161787202
1997-01-29,509.7005423598165
1997-01-30,513.217530417765
1997-01-31,517.6414153220968
1997-02-03,516.8164146239419
1997-02-04,517.2011191654302
1997-02-05,511.737513213916
1997-02-06,512.1015142481617
1997-02-07,513.7159725585251
1997-02-10,514.8836378609309
1997-02-11,514.6088589943473
1997-02-12,519.491747930666
1997-02-13,523.0818251490325
1997-02-14,523.3920787976576
1997-02-17,522.5448816871393
1997-02-18,523.5003208995466
1997-02-19,523.1117600282616
1997-02-20,522.4031782588207
1997-02-21,522.8177652752279
1997-02-24,526.0928521427411
1997-02-25,527.3249254254301
1997-02-26,523.8095129853174
1997-02-27,520.6328287401521
1997-02-28,516.6629751734065
1997-03-03,516.2139795766273
1997-03-04,516.7697857328817
1997-03-05,520.092624173936
1997-03-06,518.386600741962
1997-03-07,519.8310132411848
1997-03-10,523.5534822720259
1997-03-11,523.7562875250087
1997-03-12,519.3041811437334
1997-03-13,514.1582365650436
1997-03-14,514.7269109321066
1997-03-17,513.3203708789348
1997-03-18,512.5114221199884
1997-03-19,510.44765936493206
1997-03-20,507.4466034472352
1997-03-21,510.39613570121406
1997-03-24,509.0597840224995
1997-03-25,510.78599973396103
1997-03-26,514.2171887985029
1997-03-27,510.50521598840794
1997-03-28,510.0227045475502
1997-03-31,503.3258021667309
1997-04-01,499.55806216484314
1997-04-02,497.4824598454391
1997-04-03,497.3290412265708
1997-04-04,500.4931105844959
1997-04-07,500.41444168293145
1997-04-08,501.77598558621844
1997-04-09,499.4385102767366
1997-04-10,496.437082887262
1997-04-11,489.55833692883454
1997-04-14,489.621268254176
1997-04-15,494.8483113647084
1997-04-16,498.75118705806216
1997-04-17,500.1042464119251
1997-04-18,502.66288854543876
1997-04-21,502.5334737500875
1997-04-22,505.8148364016592
1997-04-23,508.3888775442902
1997-04-24,508.04264592368975
1997-04-25,502.9201068708017
1997-04-28,503.9923941938559
1997-04-29,512.2878548613212
1997-04-30,518.0569658382423
1997-05-01,520.6083691713291
1997-05-02,527.3055192698523
1997-05-05,534.7092633346772
1997-05-06,538.8300601124025
1997-05-07,536.5940785667447
1997-05-08,538.6869222111502
1997-05-09,542.5340022726195
1997-05-12,550.7371869223949
1997-05-13,551.0488185507887
1997-05-14,553.362297840284
1997-05-15,557.2472116824041
1997-05-16,556.5349773615073
1997-05-19,556.2520137291749
1997-05-20,561.0229797013552
1997-05-21,560.2024522494455
1997-05-22,556.6150948313041
1997-05-23,562.3694144572323
1997-05-26,562.2786693569802
1997-05-27,562.7452700456699
1997-05-28,564.0112144199358
1997-05-29,562.611640997588
1997-05-30,559.7182367255285
1997-06-02,561.0424463359041
1997-06-03,560.2018964740648
1997-06-04,559.5316739509391
1997-06-05,562.0598213032977
1997-06-06,566.9557495321785
1997-06-09,573.2418838322669
1997-06-10,573.1889214152673
1997-06-11,575.7211246422409
1997-06-12,578.3101737623107
1997-06-13,581.6641046752985
1997-06-16,584.5743060826071
1997-06-17,583.6847008214655
1997-06-18,582.22415981768
1997-06-19,586.4233605804274
1997-06-20,586.5953016523231
1997-06-23,581.4333092353107
1997-06-24,587.1600663881642
1997-06-25,590.6117554332213
1997-06-26,589.3204191607417
1997-06-27,588.4201614305673
1997-06-30,587.927011277272
1997-07-01,589.2181579674391
1997-07-02,593.3077489551075
1997-07-03,600.1350415989111
1997-07-04,599.8034742609881
1997-07-07,600.3512300009617
1997-07-08,602.6520264907125
1997-07-09,600.5933163955295
1997-07-10,602.1744627593773
1997-07-11,605.0776173270099
1997-07-14,608.8785469892243
1997-07-15,609.6804041935947
1997-07-16,618.41904923483
1997-07-17,617.5432734493897
1997-07-18,609.9539087050069
1997-07-21,605.2305314694852
1997-07-22,612.246201208244
1997-07-23,615.7579391517683
1997-07-24,615.8417035599426
1997-07-25,614.2663280085709
1997-07-28,611.3639834479019
1997-07-29,612.0673547656144
1997-07-30,615.8365497497789
1997-07-31,617.1750353805432
1997-08-01,612.8691715755494
1997-08-04,610.7046134942444
1997-08-05,610.4857593472027
1997-08-06,616.116857806485
1997-08-07,614.7385642008222
1997-08-08,611.0604552780501
1997-08-11,604.7958036475607
