Date,EUROPE & MIDDLE EAST IMI GROWTH
2010-05-26,1000.0
2010-05-27,1030.554196519725
2010-05-28,1033.6946089524956
2010-05-31,1034.7083715584085
2010-06-01,1041.8296427484609
2010-06-02,1037.6310290321187
2010-06-03,1053.5520393081713
2010-06-04,1024.6908756081148
2010-06-07,1008.4824478667782
2010-06-08,1000.1340913757784
2010-06-09,1030.418012927251
2010-06-10,1051.2418396136825
2010-06-11,1048.2444621075367
2010-06-14,1079.2175844119117
2010-06-15,1088.0887906600988
2010-06-16,1090.3581599516813
2010-06-17,1093.8074637188329
2010-06-18,1096.6542994178485
2010-06-21,1110.1681817627498
2010-06-22,1098.531144220955
2010-06-23,1085.5553175675316
2010-06-24,1074.0041664173198
2010-06-25,1066.3120323973533
2010-06-28,1082.3574518546602
2010-06-29,1040.2828530480338
2010-06-30,1040.9440165424483
2010-07-01,1029.6238240466387
2010-07-02,1041.9061272753304
2010-07-05,1035.0649279789245
2010-07-06,1070.022106702072
2010-07-07,1077.4599149323105
2010-07-08,1090.9727799156706
2010-07-09,1093.2765337398082
2010-07-12,1092.459198039782
2010-07-13,1119.2954573577924
2010-07-14,1124.9500991628297
2010-07-15,1128.0017917020646
2010-07-16,1112.757427871447
2010-07-19,1104.3402561043804
2010-07-20,1098.914059903612
2010-07-21,1108.120323121413
2010-07-22,1135.0624013153074
2010-07-23,1136.7353327887947
2010-07-26,1148.3014969879182
2010-07-27,1149.8807269012714
2010-07-28,1148.7587902649204
2010-07-29,1146.7146506512493
2010-07-30,1139.7463566887022
2010-08-02,1179.6712314437052
2010-08-03,1183.563151395399
2010-08-04,1176.9067035948274
2010-08-05,1172.5436049731056
2010-08-06,1173.3735628903441
2010-08-09,1184.1175796504865
2010-08-10,1161.4227371036147
2010-08-11,1125.7837881542105
2010-08-12,1124.3149132729918
2010-08-13,1122.2728780635794
2010-08-16,1133.3972983162048
2010-08-17,1147.4986483892067
2010-08-18,1144.2502738042938
2010-08-19,1132.169001112769
2010-08-20,1110.4997119209472
2010-08-23,1113.4681224327596
2010-08-24,1098.3673385302784
2010-08-25,1085.8176617724052
2010-08-26,1105.4681255776413
2010-08-27,1109.3777146562497
2010-08-30,1108.5344095931441
2010-08-31,1111.1669176839332
2010-09-01,1150.4814738792973
2010-09-02,1150.936407213998
2010-09-03,1161.9774011213897
2010-09-06,1164.7838641351113
2010-09-07,1147.93673579234
2010-09-08,1162.1311385318838
2010-09-09,1173.9770333307167
2010-09-10,1170.87368965354
2010-09-13,1190.0702222785822
2010-09-14,1200.140777622829
2010-09-15,1201.9439767555848
2010-09-16,1197.6889820389658
2010-09-17,1194.297483449319
2010-09-20,1212.7397396473932
2010-09-21,1212.0365362143923
2010-09-22,1222.4757458512981
2010-09-23,1217.1362047029565
2010-09-24,1242.4176554067074
2010-09-27,1238.0839364251817
2010-09-28,1242.8395272525067
2010-09-29,1242.2657480830571
2010-09-30,1239.340045232148
2010-10-01,1243.4782442021312
2010-10-04,1233.1045963135873
2010-10-05,1260.38764538054
2010-10-06,1271.2527829957157
2010-10-07,1271.774018816081
2010-10-08,1272.265365667697
2010-10-11,1274.0920677915576
2010-10-12,1268.4469275491986
2010-10-13,1295.5772308583628
2010-10-14,1304.579004723688
2010-10-15,1298.556271940412
2010-10-18,1295.6760635862033
2010-10-19,1270.5640014086491
2010-10-20,1292.4814822675532
2010-10-21,1304.3705243020831
2010-10-22,1292.194921203273
2010-10-25,1304.6359604431507
2010-10-26,1290.2569321119984
2010-10-27,1272.2060441978226
2010-10-28,1286.4823554941916
2010-10-29,1287.0517629053154
2010-11-01,1290.5196499874698
2010-11-02,1306.700834425863
2010-11-03,1303.7463694254268
2010-11-04,1345.6758096767521
2010-11-05,1338.2808648717453
2010-11-08,1325.9707547275837
2010-11-09,1333.7801654144973
2010-11-10,1306.4796306924784
2010-11-11,1306.2474743122389
2010-11-12,1301.4994029984273
2010-11-15,1301.8932499057125
2010-11-16,1268.4851809233248
2010-11-17,1273.792387374634
2010-11-18,1298.8467851866835
2010-11-19,1295.8178453976357
2010-11-22,1287.1401037991207
2010-11-23,1254.8178370942378
2010-11-24,1266.7336330009582
2010-11-25,1273.669226953364
2010-11-26,1256.1595586130152
2010-11-29,1226.6119309915919
2010-11-30,1220.468590356274
2010-12-01,1246.109718655647
2010-12-02,1277.5996604249399
2010-12-03,1295.7102574623304
2010-12-06,1291.1074366397688
2010-12-07,1308.5642411556269
2010-12-08,1296.238203349225
2010-12-09,1292.0430682864603
2010-12-10,1300.0646267369057
2010-12-13,1320.6881888260232
2010-12-14,1321.717792894375
2010-12-15,1310.6713308957944
2010-12-16,1303.7828601015751
2010-12-17,1297.4847046326977
2010-12-20,1301.423124214518
2010-12-21,1316.7925720260748
2010-12-22,1317.4337731157163
2010-12-23,1315.6725784299103
2010-12-24,1319.3644644626036
2010-12-27,1313.172713848849
2010-12-28,1314.5724052716198
2010-12-29,1319.0740785963967
2010-12-30,1317.4659274592577
2010-12-31,1324.7763694297732
2011-01-03,1327.1922049995085
2011-01-04,1332.2423086126028
2011-01-05,1313.4583785776179
2011-01-06,1306.7838385240868
2011-01-07,1302.7767343012526
2011-01-10,1289.46071457715
2011-01-11,1307.377936241956
2011-01-12,1329.7554748577684
2011-01-13,1339.183474173694
2011-01-14,1338.0681220580036
2011-01-17,1333.5207083012012
2011-01-18,1353.6344218663824
2011-01-19,1341.1356061101237
2011-01-20,1308.5340632543528
2011-01-21,1329.098568648863
2011-01-24,1339.3521845798432
2011-01-25,1332.902410268248
2011-01-26,1351.2070067905715
2011-01-27,1352.8571253249609
2011-01-28,1330.4438743266912
2011-01-31,1336.5172114398918
2011-02-01,1360.8830097011517
2011-02-02,1367.0618867597534
2011-02-03,1354.799548827547
2011-02-04,1350.8117703990233
2011-02-07,1364.5976542642202
2011-02-08,1375.1240170680646
2011-02-09,1373.2868385057432
2011-02-10,1361.2527995515281
2011-02-11,1367.0684194177122
2011-02-14,1366.9485715806038
2011-02-15,1368.7935831558104
2011-02-16,1369.0561717165824
2011-02-17,1375.3675677526385
2011-02-18,1378.3868000131215
2011-02-21,1366.6300316208485
2011-02-22,1362.6783305120812
2011-02-23,1352.2002267017588
2011-02-24,1346.5899487677973
2011-02-25,1362.4303950957853
2011-02-28,1378.7885020156311
2011-03-01,1374.8117906760954
2011-03-02,1372.1182118084773
2011-03-03,1384.4826216946076
2011-03-04,1380.1750148854792
2011-03-07,1377.3979153974917
2011-03-08,1370.7287664657608
2011-03-09,1372.2136731736796
2011-03-10,1342.1486734229277
2011-03-11,1334.136586450779
2011-03-14,1333.650765339086
2011-03-15,1303.0056431018463
2011-03-16,1282.9620389379882
2011-03-17,1313.397597543229
2011-03-18,1329.5596381978155
2011-03-21,1354.9807931737173
2011-03-22,1353.0634115154405
2011-03-23,1353.4261587776193
2011-03-24,1374.4510586299996
2011-03-25,1370.6734574322459
2011-03-28,1368.870634453442
2011-03-29,1369.677754214139
2011-03-30,1385.885043882804
2011-03-31,1383.7826120154632
2011-04-01,1398.2497579621677
2011-04-04,1411.1734922484634
2011-04-05,1412.523168165526
2011-04-06,1426.4757574336363
2011-04-07,1413.6258817452538
2011-04-08,1431.407421177512
2011-04-11,1429.6039964804527
2011-04-12,1407.889143949314
2011-04-13,1420.5284308105463
2011-04-14,1415.1562645636861
2011-04-15,1417.5719641004457
2011-04-18,1378.700779582779
2011-04-19,1399.6175375520813
2011-04-20,1442.0894186639634
2011-04-21,1458.9670265705447
2011-04-22,1458.9670265705447
2011-04-25,1455.3457348046136
2011-04-26,1465.7917976862946
2011-04-27,1468.049411576146
