Date,EUROPE ex EMU IMI GROWTH
2007-05-31,1000.0
2007-06-01,1006.4857968762894
2007-06-04,1008.2037441451781
2007-06-05,1004.0923408902953
2007-06-06,987.1409564342429
2007-06-07,970.9056358193726
2007-06-08,962.2524804982401
2007-06-11,972.2256340878441
2007-06-12,967.5689827712773
2007-06-13,971.5571145967784
2007-06-14,985.1049745487918
2007-06-15,1000.4005974273682
2007-06-18,1000.6078564666717
2007-06-19,995.6668545157155
2007-06-20,999.7539028523422
2007-06-21,988.8488319127572
2007-06-22,988.0704976259843
2007-06-25,988.8353787026077
2007-06-26,985.5153445603316
2007-06-27,980.8633665445485
2007-06-28,992.9899223035715
2007-06-29,1000.2689388212573
2007-07-02,1006.7218186330342
2007-07-03,1015.9289751709729
2007-07-04,1021.7627963498325
2007-07-05,1015.4937698401894
2007-07-06,1021.5004871484938
2007-07-09,1026.4346462181652
2007-07-10,1022.7735252109603
2007-07-11,1029.6649311277918
2007-07-12,1038.5735980242662
2007-07-13,1042.3393344554656
2007-07-16,1043.1106056314875
2007-07-17,1037.2585839091892
2007-07-18,1027.3099376846424
2007-07-19,1040.7935092078255
2007-07-20,1035.385040325832
2007-07-23,1038.9062009987456
2007-07-24,1023.8161652159965
2007-07-25,1007.0138693454361
2007-07-26,976.3847295139981
2007-07-27,965.064746251494
2007-07-30,967.2873481971529
2007-07-31,990.2465045967484
2007-08-01,976.1894234716465
2007-08-02,980.2030743544512
2007-08-03,975.1075441340249
2007-08-06,966.373828767831
2007-08-07,975.1204756056368
2007-08-08,999.2068180181274
2007-08-09,977.1085068125483
2007-08-10,941.7269669747623
2007-08-13,959.0023769505881
2007-08-14,943.9973615537659
2007-08-15,935.8460578382036
2007-08-16,893.3568408093216
2007-08-17,918.2639758265193
2007-08-20,924.3362192212928
2007-08-21,924.7134085516855
2007-08-22,947.3988085023469
2007-08-23,955.0952425473097
2007-08-24,964.6988255360494
2007-08-27,967.3145327053473
2007-08-28,950.9184607449557
2007-08-29,956.3964137846345
2007-08-30,967.8823819915401
2007-08-31,982.5579120296336
2007-09-03,983.6331236682687
2007-09-04,988.6960668473785
2007-09-05,977.3883010925508
2007-09-06,985.421779616067
2007-09-07,971.0643727297611
2007-09-10,961.6929179571607
2007-09-11,984.4692271038016
2007-09-12,991.6979979795702
2007-09-13,999.5481355338833
2007-09-14,982.662000145734
2007-09-17,966.5859212811474
2007-09-18,977.36707811706
2007-09-19,1008.276570993306
2007-09-20,1010.5848554718564
2007-09-21,1017.6575014731808
2007-09-24,1022.3137268428136
2007-09-25,1011.5316254595193
2007-09-26,1015.7791366731049
2007-09-27,1025.0696898631204
2007-09-28,1033.6083381501596
2007-10-01,1044.3649952395044
2007-10-02,1039.9664584841232
2007-10-03,1041.6912174266258
2007-10-04,1041.9857112292068
2007-10-05,1050.112185600385
2007-10-08,1042.0460530293876
2007-10-09,1049.7985351551556
2007-10-10,1061.332029650548
2007-10-11,1073.0182141558114
2007-10-12,1066.8593140856333
2007-10-15,1062.328044136281
2007-10-16,1044.1478020908796
2007-10-17,1055.599015581981
2007-10-18,1052.0705341331436
2007-10-19,1039.6358212475782
2007-10-22,1015.9153826358146
2007-10-23,1038.3142116582599
2007-10-24,1030.4257565374696
2007-10-25,1048.2801006899613
2007-10-26,1058.687902912332
2007-10-29,1066.6753264383894
2007-10-30,1061.9429319727724
2007-10-31,1078.16938531083
2007-11-01,1064.6945645461324
2007-11-02,1058.613586396821
2007-11-05,1049.2821358076849
2007-11-06,1062.8468388021702
2007-11-07,1062.1200397527577
2007-11-08,1071.7472440247031
2007-11-09,1054.487669131146
2007-11-12,1037.031573900437
2007-11-13,1040.9621118924733
2007-11-14,1053.2110257674371
2007-11-15,1034.2008266218145
2007-11-16,1025.7565793060771
2007-11-19,998.6166908683508
2007-11-20,1017.9404578506835
2007-11-21,990.0092676198351
2007-11-22,1005.087842374568
2007-11-23,1021.9250833989521
2007-11-26,1021.2101708402145
2007-11-27,1014.5924082924729
2007-11-28,1038.0667585707545
2007-11-29,1046.7819447374472
2007-11-30,1051.72913849634
2007-12-03,1045.521367890034
2007-12-04,1035.085382821821
2007-12-05,1044.3653272861395
2007-12-06,1038.982322427483
2007-12-07,1050.7140702629083
2007-12-10,1061.052762980585
2007-12-11,1056.3148605690635
2007-12-12,1058.6377448012304
2007-12-13,1028.5824714359258
2007-12-14,1019.5529794731002
2007-12-17,998.2384554744995
2007-12-18,997.0415058412187
2007-12-19,990.282923359144
2007-12-20,989.4280112982419
2007-12-21,1004.7059154358939
2007-12-24,1006.7154749255518
2007-12-25,1006.7154749255518
2007-12-26,1011.7675599170527
2007-12-27,1018.6393671004029
2007-12-28,1024.4155724849752
2007-12-31,1020.9171947997244
2008-01-01,1020.9171947997244
2008-01-02,1014.630072431656
2008-01-03,1010.782322478375
2008-01-04,990.5968911792021
2008-01-07,982.5072408089334
2008-01-08,995.6665857125148
2008-01-09,980.3460042482137
2008-01-10,973.7858215285313
2008-01-11,967.2727149234086
2008-01-14,975.7906124963131
2008-01-15,950.3147673600922
2008-01-16,929.8391088312491
2008-01-17,927.3859057713362
2008-01-18,921.485502014264
2008-01-21,870.2663972348126
2008-01-22,898.4068806018417
2008-01-23,877.2729260996646
2008-01-24,919.3169627482907
2008-01-25,924.6335288939412
2008-01-28,915.5376027918157
2008-01-29,931.902618211033
2008-01-30,928.2641233010525
2008-01-31,936.8733696958408
2008-02-01,958.0836690424146
2008-02-04,957.6786726489554
2008-02-05,924.7403663033291
2008-02-06,928.883520739581
2008-02-07,900.8006645185632
2008-02-08,908.6503918505566
2008-02-11,901.861774133029
2008-02-12,936.2270297463493
2008-02-13,933.602514391027
2008-02-14,944.0523951963994
2008-02-15,931.6030775483666
2008-02-18,946.5814676712681
2008-02-19,953.3298346014438
2008-02-20,937.9525420381193
2008-02-21,956.0715417050352
2008-02-22,951.8554715877292
2008-02-25,965.5842863491088
2008-02-26,980.1162271632397
2008-02-27,995.9540855778527
2008-02-28,985.8360841891271
2008-02-29,975.5009383884865
2008-03-03,964.7264187950227
2008-03-04,960.2731387141953
2008-03-05,975.7071196284708
2008-03-06,978.0443621115392
2008-03-07,967.0918368727894
2008-03-10,951.8047627283369
2008-03-11,951.2794267204772
2008-03-12,971.6683571406461
2008-03-13,970.5153992400406
2008-03-14,963.3662003720691
2008-03-17,924.3526960109803
2008-03-18,953.717026268115
2008-03-19,934.5990037550579
2008-03-20,918.9389167041635
2008-03-21,918.9389167041635
2008-03-24,916.5722902867666
2008-03-25,951.6134617336082
2008-03-26,954.754995682608
2008-03-27,970.6857466874507
2008-03-28,962.7089321095347
2008-03-31,966.7116942587394
2008-04-01,977.5562349684203
2008-04-02,985.7407506543262
