Date,EUROPE IMI GROWTH
1994-05-31,258.99540260167737
1994-06-30,256.22265286600316
1994-07-29,267.1116503540278
1994-08-31,276.18413068203415
1994-09-30,267.7659902651973
1994-10-31,276.12118558998145
1994-11-30,265.0319648174737
1994-12-30,268.0471654926778
1995-01-31,266.1534505185441
1995-02-28,271.83501135571646
1995-03-31,283.27143311529414
1995-04-28,292.7597167521631
1995-05-31,298.0794672401786
1995-06-30,305.10016491986306
1995-07-31,320.8678749987976
1995-08-31,312.2093020479453
1995-09-29,324.25514418706535
1995-10-31,321.4233335252989
1995-11-30,320.36140718907563
1995-12-29,328.56765031148177
1996-01-31,330.83370312014387
1996-02-29,339.70420895225993
1996-03-29,346.9378538070216
1996-04-30,351.20197452317814
1996-05-31,356.6592125176016
1996-06-28,362.8960231823419
1996-07-31,355.61259564857124
1996-08-30,368.1462193647578
1996-09-30,374.1284561018565
1996-10-31,382.9393251526821
1996-11-29,398.8239371996539
1996-12-31,405.92707559058476
1997-01-01,405.92599846120845
1997-01-02,400.44543685212153
1997-01-03,400.86519063229787
1997-01-06,401.30369719051595
1997-01-07,402.27359683630186
1997-01-08,403.20147307300067
1997-01-09,404.08406652292
1997-01-10,401.55973979361875
1997-01-13,404.1116103314329
1997-01-14,406.98895123005667
1997-01-15,408.7268699411159
1997-01-16,410.73476915348346
1997-01-17,408.8622477686533
1997-01-20,406.55684230212637
1997-01-21,405.0104906602756
1997-01-22,405.27002003957875
1997-01-23,405.85901454284294
1997-01-24,404.2749754294621
1997-01-27,402.09075642038783
1997-01-28,401.34094888199394
1997-01-29,400.4629970795728
1997-01-30,403.21618082898436
1997-01-31,406.6511594472782
1997-02-03,406.3226204911869
1997-02-04,407.26996164834605
1997-02-05,409.71994791851716
1997-02-06,409.6577008760284
1997-02-07,409.8837621865837
1997-02-10,414.86779585957095
1997-02-11,413.5079090017973
1997-02-12,412.40283649140605
1997-02-13,412.92037322409345
1997-02-14,414.0965218618073
1997-02-17,411.9586543017811
1997-02-18,411.8593812714601
1997-02-19,412.0917620886307
1997-02-20,411.5294422080173
1997-02-21,412.25362536175373
1997-02-24,414.3894980298591
1997-02-25,416.55338813447054
