Date,EAFE ex UK IMI GROWTH
1994-05-31,523.7571001635491
1994-06-30,536.819024094897
1994-07-29,533.8120259990369
1994-08-31,541.3272201272584
1994-09-30,527.1104589321594
1994-10-31,538.9928729530997
1994-11-30,507.88918065242444
1994-12-30,516.4226199115606
1995-01-31,495.3962091297454
1995-02-28,484.3189955529667
1995-03-31,511.7808961498189
1995-04-28,534.759336139842
1995-05-31,520.0090619843112
1995-06-30,510.08854408614724
1995-07-31,542.4991265728659
1995-08-31,522.9800564644296
1995-09-29,532.5082656407595
1995-10-31,513.5590001538468
1995-11-30,528.0912471311306
1995-12-29,547.9799136128486
1996-01-31,546.6629534647091
1996-02-29,548.3588726854567
1996-03-29,564.9584180057932
1996-04-30,584.9674853852571
1996-05-31,573.6444570040493
1996-06-28,577.8577115357996
1996-07-31,554.0653985674804
1996-08-30,549.5883117305361
1996-09-30,560.185125931253
1996-10-31,544.6407828070402
1996-11-29,555.3936704257013
1996-12-31,538.7781255247598
1997-01-01,538.7930890932765
1997-01-02,536.7014678678783
1997-01-03,535.2315882474928
1997-01-06,538.5415840911967
1997-01-07,536.0506680385378
1997-01-08,533.1664700846839
1997-01-09,525.7806952793215
1997-01-10,517.2205185775418
1997-01-13,524.9844094256628
1997-01-14,525.3957694347594
1997-01-15,527.198292109466
1997-01-16,531.2319596069586
1997-01-17,527.4779292793626
1997-01-20,520.3646107375746
1997-01-21,516.8870232656471
1997-01-22,519.7925142258036
1997-01-23,517.509988184983
1997-01-24,515.022397715478
1997-01-27,507.69596105452325
1997-01-28,506.79837251451005
1997-01-29,507.9236836547161
1997-01-30,507.1020308051522
1997-01-31,514.050300395174
1997-02-03,513.150861777893
1997-02-04,513.9052028895627
1997-02-05,510.11934842319096
1997-02-06,509.228361767406
1997-02-07,505.66133030271834
1997-02-10,513.8748274173779
1997-02-11,511.3614836785497
1997-02-12,512.0655797349449
1997-02-13,514.0035304280664
1997-02-14,515.7446601869171
1997-02-17,514.1382219758137
1997-02-18,513.6717893993189
1997-02-19,511.97360609198427
1997-02-20,518.9595552446068
1997-02-21,523.2033677174638
1997-02-24,524.9981015713134
1997-02-25,526.9295782692388
1997-02-26,523.2064759149133
1997-02-27,525.1763513869005
1997-02-28,519.188889694061
1997-03-03,516.3391047229873
1997-03-04,517.775014373138
1997-03-05,517.159041056291
1997-03-06,515.6407683239282
1997-03-07,516.2354109682395
1997-03-10,519.4093416043462
1997-03-11,520.9822440796014
1997-03-12,516.2210209103531
1997-03-13,511.80884362084254
1997-03-14,511.6211091708883
1997-03-17,510.42829388499115
1997-03-18,512.9977255985605
1997-03-19,513.6067491284803
1997-03-20,508.07974156450473
1997-03-21,514.7146545023664
1997-03-24,511.5214248453408
1997-03-25,513.6183212763721
1997-03-26,516.7470940646232
1997-03-27,519.0330390777045
1997-03-28,517.7315493443433
1997-03-31,517.2750629394887
1997-04-01,508.4770234596925
1997-04-02,510.34566638563007
1997-04-03,508.3056853890175
1997-04-04,505.0984958990614
1997-04-07,500.8005369505703
1997-04-08,502.41088211664254
1997-04-09,499.73717656552856
1997-04-10,496.3368003317676
1997-04-11,497.0094224160349
1997-04-14,492.5851538353213
1997-04-15,497.2256130250292
1997-04-16,501.9133263544626
1997-04-17,504.6093269050247
1997-04-18,508.59904009913737
1997-04-21,513.6908610920293
1997-04-22,511.4896934230468
1997-04-23,515.9132843237188
1997-04-24,515.8414209543885
