Date,KOKUSAI INDEX (WORLD ex JP) IMI GROWTH
1994-05-31,284.34127681420614
1994-06-30,276.51313085457
1994-07-29,286.47499310982045
1994-08-31,299.1984132736009
1994-09-30,293.5430946624987
1994-10-31,300.3981329793229
1994-11-30,288.47891230042893
1994-12-30,291.6863959944817
1995-01-31,291.5255891968665
1995-02-28,301.2834065021126
1995-03-31,311.59262468652463
1995-04-28,319.176831862727
1995-05-31,327.83890731734675
1995-06-30,338.8306097982792
1995-07-31,355.19732212651604
1995-08-31,352.0064706818811
1995-09-29,364.5063269019416
1995-10-31,361.6808962268806
1995-11-30,369.965341932542
1995-12-29,374.7708719411777
1996-01-31,383.1272345377469
1996-02-29,392.4615632839308
1996-03-29,397.0747548922023
1996-04-30,408.35859341059773
1996-05-31,419.07216365511044
1996-06-28,417.22736327138165
1996-07-31,395.91578777892516
1996-08-30,410.86380455017786
1996-09-30,429.4476176637218
1996-10-31,433.1838713460828
1996-11-29,458.3251656086058
1996-12-31,454.9682702339735
1997-01-01,454.9747188581743
1997-01-02,449.8063950457358
1997-01-03,454.69509557880485
1997-01-06,455.38388837346906
1997-01-07,458.9103782493628
1997-01-08,457.92945562177084
1997-01-09,459.87148879164783
1997-01-10,460.65938703109026
1997-01-13,461.4933870680809
1997-01-14,465.6502641994039
1997-01-15,465.6447083925886
1997-01-16,468.09524411926367
1997-01-17,469.88341414842546
1997-01-20,470.10810449478527
1997-01-21,471.0540214016966
1997-01-22,473.1488877895303
1997-01-23,471.02376260931425
1997-01-24,467.0829961106318
1997-01-27,463.3323004113699
1997-01-28,463.8266567275202
1997-01-29,464.94606137889724
1997-01-30,469.9578068831412
1997-01-31,472.74265613501956
1997-02-03,472.28525842138293
1997-02-04,472.3842974789855
1997-02-05,468.842546655421
1997-02-06,469.80191428268375
1997-02-07,473.1054287846132
1997-02-10,471.9633052174406
1997-02-11,471.8853236689595
1997-02-12,476.8680033619379
1997-02-13,480.3729132277676
1997-02-14,479.8994767376948
1997-02-17,479.04811383883396
1997-02-18,480.502715923802
1997-02-19,480.1853430712707
1997-02-20,476.39653620711454
1997-02-21,475.22905459284095
1997-02-24,478.2403978049897
1997-02-25,479.51330043124966
1997-02-26,476.36618338115704
1997-02-27,471.95657317651194
1997-02-28,469.30078948206506
1997-03-03,469.70971778653507
1997-03-04,470.53322312891845
1997-03-05,474.73390091154073
1997-03-06,474.4944412678457
1997-03-07,475.8932452806088
1997-03-10,480.1077559632703
1997-03-11,479.9124433220634
1997-03-12,476.03129826221397
1997-03-13,471.6879715257368
1997-03-14,472.41931089072506
1997-03-17,470.74278187079716
1997-03-18,467.74282722829855
1997-03-19,465.16987943290366
1997-03-20,462.5149028728486
1997-03-21,463.82271246877986
1997-03-24,463.80381468433796
1997-03-25,465.6713518303977
1997-03-26,468.9038427217223
1997-03-27,465.3965480843978
1997-03-28,465.5116870156949
1997-03-31,458.783390251271
1997-04-01,454.6207827871203
1997-04-02,451.09122954883924
1997-04-03,450.796197709552
1997-04-04,456.0678610022562
1997-04-07,458.1790853233514
1997-04-08,459.31879267733444
1997-04-09,458.65742064632593
1997-04-10,456.8693408393205
1997-04-11,448.4134395628422
1997-04-14,449.1505531301368
1997-04-15,453.84400039448474
1997-04-16,456.58185485382717
