Date,EUROPE ex UK IMI GROWTH
1994-05-31,261.7933651030542
1994-06-30,258.366629920878
1994-07-29,268.5710598747204
1994-08-31,274.61245326095167
1994-09-30,267.8209930456646
1994-10-31,274.2331801403089
1994-11-30,263.2402003845483
1994-12-30,267.58593282435527
1995-01-31,266.1605753121432
1995-02-28,273.80183815701145
1995-03-31,280.974830151713
1995-04-28,292.5915041244999
1995-05-31,297.4924368760724
1995-06-30,305.2480936428876
1995-07-31,320.1447909007224
1995-08-31,308.7057091003312
1995-09-29,319.6092726027693
1995-10-31,314.23022612897984
1995-11-30,312.30361977290477
1995-12-29,320.9488061066115
1996-01-31,324.19785587599216
1996-02-29,334.478686030553
1996-03-29,342.49814018839834
1996-04-30,343.6537659495351
1996-05-31,348.0545427516892
1996-06-28,356.9181496205589
1996-07-31,348.51790392611537
1996-08-30,356.2595541746831
1996-09-30,360.7026391135615
1996-10-31,363.97968313470136
1996-11-29,377.9460469620305
1996-12-31,382.79363044366596
1997-01-01,382.79363044366596
1997-01-02,379.190938233461
1997-01-03,378.36531031743726
1997-01-06,378.9064324752642
1997-01-07,380.13230861239
1997-01-08,381.6850405582834
1997-01-09,382.524207502167
1997-01-10,381.98846711668625
1997-01-13,385.1245361354251
1997-01-14,386.89036170083773
1997-01-15,388.7233961792238
1997-01-16,390.5276447564866
1997-01-17,388.11620776890936
1997-01-20,385.9600890875863
1997-01-21,383.8602574798156
1997-01-22,384.43413510678624
1997-01-23,385.90117755054695
1997-01-24,384.85595631212703
1997-01-27,382.03829575345463
1997-01-28,381.68895017621537
1997-01-29,380.36721068300994
1997-01-30,383.68880045335027
1997-01-31,387.84495837412
1997-02-03,387.1551151141558
1997-02-04,387.683266487029
1997-02-05,389.2462232674891
1997-02-06,389.57601937922016
1997-02-07,389.28436045891783
1997-02-10,394.6834631586324
1997-02-11,391.56672077240694
1997-02-12,391.0928797366649
1997-02-13,391.7794568271134
1997-02-14,392.46142008532723
1997-02-17,390.05689706042045
1997-02-18,391.4483824689595
1997-02-19,389.39834820263377
1997-02-20,388.969226282051
1997-02-21,389.57242142222213
1997-02-24,390.9010778444279
1997-02-25,393.1836804448673
1997-02-26,390.0158843011901
1997-02-27,389.99238330112104
1997-02-28,387.20415187189536
1997-03-03,385.84466707339317
1997-03-04,388.17163708284954
1997-03-05,389.99384642403396
1997-03-06,393.02075584867475
1997-03-07,393.6164318589976
1997-03-10,399.3204438907287
1997-03-11,399.5826214466233
1997-03-12,396.1276096633487
1997-03-13,394.67593682251834
1997-03-14,395.84753072897973
1997-03-17,393.5357282299301
1997-03-18,391.80547229530026
1997-03-19,392.21387920251965
1997-03-20,385.988899924753
1997-03-21,390.3932243018083
1997-03-24,388.70624223181204
1997-03-25,391.63823403557524
1997-03-26,395.4215402787769
1997-03-27,401.24894624223293
1997-03-28,401.2706460520504
1997-03-31,402.780433644098
1997-04-01,390.93559451696353
1997-04-02,389.13877283972806
1997-04-03,386.3137882085376
1997-04-04,386.78909932054216
1997-04-07,387.4167999311019
1997-04-08,387.95763331827425
1997-04-09,389.7304182813464
1997-04-10,389.7160849335344
1997-04-11,387.4444069389419
1997-04-14,384.4707214663706
1997-04-15,388.4182018235902
1997-04-16,389.5421550454265
1997-04-17,391.4447885509889
1997-04-18,391.6348318147686
1997-04-21,394.09464505635236
1997-04-22,392.28977758202944
1997-04-23,394.96723095110866
1997-04-24,395.8786040515576
1997-04-25,391.8372842563327
1997-04-28,390.68343264130044
1997-04-29,395.76940923310553
1997-04-30,397.98193491509056
1997-05-01,400.76859630699903
1997-05-02,401.59757907372494
1997-05-05,405.2802389200562
1997-05-06,408.537942555895
1997-05-07,409.178296167153
1997-05-08,412.01233790693067
1997-05-09,415.7958749295908
1997-05-12,417.2043894196889
1997-05-13,419.9313554846777
1997-05-14,421.27446910511435
1997-05-15,422.3257495806982
1997-05-16,425.861878671872
1997-05-19,422.9556472248716
1997-05-20,423.4959453591039
1997-05-21,428.5112736643339
1997-05-22,426.4795272683783
1997-05-23,429.10934893106037
1997-05-26,428.9496565939373
1997-05-27,426.6271962808017
1997-05-28,422.3548518184683
1997-05-29,421.82226067737173
1997-05-30,414.5742304495884
1997-06-02,415.95199758687426
1997-06-03,418.8066214637631
1997-06-04,419.8869730350572
1997-06-05,421.8872771437561
1997-06-06,424.28043061914906
1997-06-09,428.37064473821556
1997-06-10,426.5572156615126
1997-06-11,428.69492621897
1997-06-12,431.46400140633745
1997-06-13,432.50198064202357
1997-06-16,434.7850821796747
1997-06-17,431.15150556211864
1997-06-18,433.8917697599932
1997-06-19,437.74895612709304
1997-06-20,439.7261826645525
1997-06-23,442.9332053496518
1997-06-24,443.395108475737
1997-06-25,449.6806412494584
1997-06-26,449.3459914455288
1997-06-27,447.55471474599227
1997-06-30,443.64773289751133
1997-07-01,448.53709284651706
1997-07-02,447.37551788534205
1997-07-03,453.00411744229405
1997-07-04,455.1756616736225
1997-07-07,461.54053221295726
1997-07-08,459.767760048429
1997-07-09,462.1596348388905
1997-07-10,460.1042232500214
1997-07-11,458.667389448952
1997-07-14,458.01201702679134
1997-07-15,456.0848089500998
1997-07-16,463.1254975562084
1997-07-17,464.5376061224611
1997-07-18,457.8282948655954
1997-07-21,451.1706305060443
1997-07-22,454.7714057711453
1997-07-23,460.8854604000393
1997-07-24,456.9601368475042
1997-07-25,455.5102582294354
1997-07-28,455.6166564194816
1997-07-29,455.55092060704794
1997-07-30,458.40789513445594
1997-07-31,458.4347902484878
1997-08-01,452.62855121576894
1997-08-04,445.54855392888817
1997-08-05,442.3438525462414
1997-08-06,448.1288783511938
1997-08-07,453.72270500942284
1997-08-08,452.9805227417212
1997-08-11,448.96738756058284
1997-08-12,448.90199540942893
1997-08-13,446.9481352213761
1997-08-14,441.3112818917873
1997-08-15,442.54505809545753
1997-08-18,436.116091524938
1997-08-19,441.1170281064669
1997-08-20,443.1547569256827
1997-08-21,445.87391987222014
1997-08-22,439.52121479103187
1997-08-25,439.18503034391847
1997-08-26,436.7597855126072
1997-08-27,435.922981435489
1997-08-28,432.73193323736115
1997-08-29,427.95495354204445
1997-09-01,430.7681525335256
1997-09-02,436.20254649649945
1997-09-03,441.0967113415619
1997-09-04,439.84402318456745
1997-09-05,444.35583279650683
1997-09-08,442.9947869352197
1997-09-09,441.87882680196697
1997-09-10,438.9668787812724
1997-09-11,434.60848056866297
1997-09-12,436.12976179540937
1997-09-15,441.7069017534888
1997-09-16,445.0616762466966
1997-09-17,450.7408313020531
1997-09-18,452.7539356783511
1997-09-19,453.4884493327043
1997-09-22,455.51520483783713
1997-09-23,455.4530631899545
1997-09-24,462.0587584391639
1997-09-25,462.0870109353771
1997-09-26,463.0058025356798
1997-09-29,463.8013220236098
1997-09-30,465.3730715022873
1997-10-01,465.9668975795221
1997-10-02,469.8439539735246
1997-10-03,474.92025673042707
1997-10-06,473.6907390405293
1997-10-07,474.76125280173324
1997-10-08,473.80145035893855
1997-10-09,467.70462495927063
1997-10-10,463.1005525346991
1997-10-13,469.1374965827693
1997-10-14,468.82791582806703
1997-10-15,468.4571866606372
1997-10-16,467.6026384784988
1997-10-17,455.4321521606309
1997-10-20,454.2986294611336
1997-10-21,457.0620187644055
1997-10-22,457.04165113777924
1997-10-23,445.24518369862915
1997-10-24,447.52397447645967
1997-10-27,436.8762650779062
1997-10-28,423.75579780152356
1997-10-29,440.0612591699407
1997-10-30,436.46427846143763
1997-10-31,438.90763549388817
1997-11-03,444.30340217449793
1997-11-04,444.8191185490176
1997-11-05,448.8288715318778
1997-11-06,446.4341509352207
1997-11-07,440.2999308420151
1997-11-10,441.0200485489313
1997-11-11,439.2717562871678
1997-11-12,431.8849216020403
1997-11-13,432.21794784543613
1997-11-14,431.60246965205744
1997-11-17,439.4877104013738
1997-11-18,443.52032091990384
1997-11-19,441.1421863616711
1997-11-20,448.854502184618
1997-11-21,449.8518668572275
1997-11-24,444.4843136387873
1997-11-25,442.10044385106653
1997-11-26,442.49036040713474
1997-11-27,443.78896512090023
1997-11-28,444.9468166473146
1997-12-01,450.60469948399
1997-12-02,452.3378652428409
1997-12-03,451.8392868437337
1997-12-04,455.6360655214595
1997-12-05,453.1330011451834
1997-12-08,453.91229132689944
1997-12-09,450.69129224633264
1997-12-10,448.88447908727517
1997-12-11,442.5522300747345
1997-12-12,443.954134280301
1997-12-15,443.82590958101474
1997-12-16,446.28985350114345
1997-12-17,452.23395334218895
1997-12-18,451.093496789384
1997-12-19,442.44320927273793
1997-12-22,442.1906163307136
1997-12-23,445.10237660087444
1997-12-24,445.8142561590435
1997-12-25,445.8142561590437
1997-12-26,445.853345950471
1997-12-29,452.9841311872694
1997-12-30,455.1079308254261
1997-12-31,454.4088260339934
1998-01-01,454.40956945560504
1998-01-02,458.15752309837
1998-01-05,463.2411576741833
1998-01-06,460.0119729388312
1998-01-07,459.3783464488998
1998-01-08,457.3508475056813
1998-01-09,450.69601170028267
1998-01-12,438.75406056680316
1998-01-13,445.24000907957054
1998-01-14,448.804909050961
1998-01-15,446.9150158406856
1998-01-16,453.2934990018491
1998-01-19,456.1565102374145
1998-01-20,458.35194294200295
1998-01-21,461.06971245059725
1998-01-22,463.8317335164746
1998-01-23,469.32498240099017
1998-01-26,468.6258385274088
1998-01-27,472.6918975348609
1998-01-28,474.61686797433384
1998-01-29,472.8601055348623
1998-01-30,474.341184824365
1998-02-02,481.1760474152614
1998-02-03,482.0430374406951
1998-02-04,483.950957556006
1998-02-05,492.8366733496284
1998-02-06,492.73025735534225
1998-02-09,489.56240081766583
1998-02-10,490.257696250468
1998-02-11,492.0674653629493
1998-02-12,491.0589389439352
1998-02-13,487.5181960433928
1998-02-16,491.6600479535689
1998-02-17,497.50918100515344
1998-02-18,499.69221268187334
1998-02-19,495.91033961258785
1998-02-20,497.6601482607347
1998-02-23,506.52654255133166
1998-02-24,504.4475588698214
1998-02-25,509.0144698986721
1998-02-26,513.3274677050194
1998-02-27,515.0355177764358
1998-03-02,522.8191431239131
1998-03-03,522.4111126044817
1998-03-04,515.8038949096531
1998-03-05,508.68969817429877
1998-03-06,517.5546122995029
1998-03-09,522.8322300652538
1998-03-10,524.0442590177369
1998-03-11,524.5665570425258
1998-03-12,527.6962774268319
1998-03-13,536.5701105482116
1998-03-16,536.5058983712725
1998-03-17,542.1413125016287
1998-03-18,535.0768254035773
1998-03-19,537.0577776419132
1998-03-20,541.4323610686822
1998-03-23,544.4298847711971
1998-03-24,548.9745057761038
1998-03-25,554.362315685282
1998-03-26,551.2069132304525
1998-03-27,553.1982424279536
1998-03-30,546.2261975275574
1998-03-31,547.8405848989817
1998-04-01,551.9335444598753
1998-04-02,555.7772315626141
1998-04-03,560.3506569837294
1998-04-06,568.5027328367144
1998-04-07,565.7049228003748
1998-04-08,562.7039227041064
1998-04-09,566.9918914729903
1998-04-10,567.7360915061541
1998-04-13,566.489282344081
1998-04-14,577.2113523401456
1998-04-15,581.7450807765548
1998-04-16,572.0929425336864
1998-04-17,571.2969198765222
1998-04-20,578.9193721374547
1998-04-21,581.8332334561824
1998-04-22,577.8636339062562
1998-04-23,568.295996391154
1998-04-24,561.8861936239924
1998-04-27,547.3382757278542
1998-04-28,553.0712011833195
1998-04-29,551.4026478417102
1998-04-30,560.9132414814068
1998-05-01,568.5813769038115
1998-05-04,583.479114290653
1998-05-05,581.1131155029162
1998-05-06,583.8802404582236
1998-05-07,578.8824293694507
1998-05-08,580.2311343062449
1998-05-11,586.602379903105
1998-05-12,582.5686302105142
