Date,PACIFIC IMI GROWTH
1994-05-31,1002.6798666506962
1994-06-30,1047.0908711396398
1994-07-29,1018.5992001318751
1994-08-31,1028.572916487337
1994-09-30,1000.5398515378268
1994-10-31,1022.3933772580144
1994-11-30,954.3090861399154
1994-12-30,970.4835701148246
1995-01-31,913.3457219266845
1995-02-28,867.668288756445
1995-03-31,932.4256164679415
1995-04-28,976.1611402696336
1995-05-31,925.1053474079682
1995-06-30,882.676623714017
1995-07-31,947.0714764308041
1995-08-31,912.8547981423143
1995-09-29,919.8263927852565
1995-10-31,876.1156122987098
1995-11-30,920.8897069565728
1995-12-29,961.0630263540686
1996-01-31,951.6490336647731
1996-02-29,938.2409577945184
1996-03-29,970.382479811268
1996-04-30,1024.2195353021305
1996-05-31,984.7039835617504
1996-06-28,980.8290981415544
1996-07-31,929.3683244204913
1996-08-30,903.1801012701359
1996-09-30,924.8775049464138
1996-10-31,875.7423501108792
1996-11-29,881.150000552081
1996-12-31,826.3843306502857
1997-01-01,826.4256106447577
1997-01-02,826.8665537071198
1997-01-03,824.2353390069136
1997-01-06,832.5646761790482
1997-01-07,823.3612487876289
1997-01-08,812.4650838099179
1997-01-09,790.2009134500325
1997-01-10,767.1109386271426
1997-01-13,783.2925055579321
1997-01-14,781.2784331479808
1997-01-15,783.051159069869
1997-01-16,791.1441915782566
1997-01-17,784.9277529963697
1997-01-20,768.8138901374911
1997-01-21,762.8145344432663
1997-01-22,769.9475223751567
1997-01-23,760.8986859178942
1997-01-24,755.7865683614889
1997-01-27,740.2620453115595
1997-01-28,738.367490341826
1997-01-29,743.904149897429
1997-01-30,735.6279732031741
1997-01-31,747.6852041510816
1997-02-03,746.3967892630094
1997-02-04,747.5663611249407
1997-02-05,734.2557805142648
1997-02-06,731.1903914291696
1997-02-07,721.7661920975969
1997-02-10,735.1217406867574
1997-02-11,733.6212532402398
1997-02-12,736.4203355629651
1997-02-13,740.6087817261362
1997-02-14,744.2566513170091
1997-02-17,744.0254124005345
1997-02-18,740.2690315889274
1997-02-19,739.1558756314045
1997-02-20,759.3770311745371
1997-02-21,770.1362674465511
1997-02-24,772.7916149386516
1997-02-25,774.1443342411612
1997-02-26,769.3625270804984
1997-02-27,774.8869594584789
1997-02-28,763.1313793856333
1997-03-03,757.5837294449226
1997-03-04,757.4660416736766
1997-03-05,752.5131780808183
1997-03-06,742.9033160768952
1997-03-07,743.5073593568742
1997-03-10,742.2531371076254
1997-03-11,746.177244975864
1997-03-12,739.0111580165704
1997-03-13,729.2856381516334
1997-03-14,726.6973872714486
1997-03-17,727.4518526462089
1997-03-18,737.6569429907722
1997-03-19,738.6326935971267
1997-03-20,734.217178628891
1997-03-21,744.9266698608349
1997-03-24,739.0098089087275
1997-03-25,739.679689051628
1997-03-26,741.7221670544939
1997-03-27,737.7980927617016
1997-03-28,734.1311918193502
1997-03-31,730.1896771853128
1997-04-01,726.5985507536333
1997-04-02,734.9837268710611
1997-04-03,734.2895923222777
1997-04-04,724.5083839520935
1997-04-07,711.4168966858438
1997-04-08,714.9504272436607
1997-04-09,704.3633061475588
1997-04-10,694.9083056260974
1997-04-11,700.7992966244782
1997-04-14,693.7209577521328
1997-04-15,699.6808765366749
1997-04-16,710.7580220504884
1997-04-17,714.9104555018063
1997-04-18,725.6889697501861
1997-04-21,735.532302336318
1997-04-22,732.5853178900824
1997-04-23,740.1814944445447
1997-04-24,738.3756262571394
1997-04-25,735.1678729159835
1997-04-28,730.1983156066142
1997-04-29,729.5787521016713
1997-04-30,743.960326571121
1997-05-01,755.0317335663259
1997-05-02,759.7808011210576
1997-05-05,761.6664787809897
1997-05-06,785.7413184734202
1997-05-07,786.2035814945042
1997-05-08,789.9189790045162
1997-05-09,795.6820509025787
1997-05-12,821.294122709724
1997-05-13,823.6389841686151
1997-05-14,831.1759265173706
1997-05-15,836.0356137234077
1997-05-16,849.7179744263279
1997-05-19,850.0671809397534
1997-05-20,861.8405194304063
1997-05-21,845.164995591609
1997-05-22,835.7341965998983
1997-05-23,844.2538445172808
1997-05-26,841.9255186898213
1997-05-27,835.7163625132981
1997-05-28,850.9863492130431
1997-05-29,848.8103156742195
1997-05-30,842.5206519607043
1997-06-02,848.9610075445562
1997-06-03,851.4205795626145
1997-06-04,855.1961039748318
1997-06-05,857.668183384015
1997-06-06,853.7330366993975
1997-06-09,868.3563124736872
1997-06-10,870.7754012361693
1997-06-11,876.6452949008816
1997-06-12,865.8466168464414
1997-06-13,864.5749613617755
1997-06-16,878.6664805887302
1997-06-17,876.5050213262126
1997-06-18,875.4734808657872
1997-06-19,871.8468451455474
1997-06-20,870.6019279386792
1997-06-23,865.3801084388123
1997-06-24,867.784775147576
1997-06-25,887.0939960834298
1997-06-26,889.2367211577838
1997-06-27,877.8289998627631
1997-06-30,884.1633426777599
1997-07-01,871.9747814244714
1997-07-02,874.8125904736157
1997-07-03,877.2572994423822
1997-07-04,870.0261580522977
1997-07-07,866.1398331578695
1997-07-08,867.1492832918702
1997-07-09,863.650325003598
1997-07-10,865.1105988322462
1997-07-11,867.65636341634
1997-07-14,875.6974166523555
1997-07-15,863.1725923516432
1997-07-16,873.6543447238296
1997-07-17,877.7237235901745
1997-07-18,874.6741655180883
1997-07-21,872.4705592561996
1997-07-22,870.1522857862844
1997-07-23,870.4319312865149
1997-07-24,874.3101492064698
1997-07-25,873.0055645392347
1997-07-28,873.3830573983452
1997-07-29,873.2055328429616
1997-07-30,866.5190472783487
1997-07-31,871.5208006394716
1997-08-01,860.6063574945684
1997-08-04,851.9278789316113
1997-08-05,839.8649214208289
1997-08-06,856.0334790367882
1997-08-07,853.1043107932113
1997-08-08,871.4465083664569
1997-08-11,847.6758775997786
1997-08-12,853.3420287466074
1997-08-13,858.4460936169507
1997-08-14,852.5731064321716
1997-08-15,859.1240937305694
1997-08-18,848.6957810124394
1997-08-19,838.8613012483465
1997-08-20,844.9799118868093
1997-08-21,846.6524617112079
1997-08-22,829.3834609106491
1997-08-25,821.493352300916
1997-08-26,827.1806269840514
1997-08-27,815.1243637718177
1997-08-28,807.7713228752599
1997-08-29,787.7192750993731
1997-09-01,768.3855485390119
1997-09-02,769.6779648926388
1997-09-03,794.4908763108422
1997-09-04,791.5097601922455
1997-09-05,793.0628949383544
1997-09-08,794.692522650794
1997-09-09,807.8952496641799
1997-09-10,805.7635379670539
1997-09-11,787.7330866310284
1997-09-12,774.7979951909917
1997-09-15,779.098590121295
1997-09-16,773.4494341673817
1997-09-17,769.9115583471906
1997-09-18,767.5733751194812
1997-09-19,772.2515220985186
1997-09-22,774.6033727040777
1997-09-23,778.5732080074129
1997-09-24,798.9629075601641
1997-09-25,795.6958645985445
1997-09-26,785.9240257856551
1997-09-29,782.1561651872356
1997-09-30,786.988119286544
1997-10-01,786.678624449044
1997-10-02,778.0554210074606
1997-10-03,776.149599705199
1997-10-06,782.8053683636031
1997-10-07,774.8991119066691
