Date,EUROPE ex SWITZERLAND IMI GROWTH
2007-05-31,1000.0
2007-06-01,1006.0004784370917
2007-06-04,1008.2064069739845
2007-06-05,1004.6953338292536
2007-06-06,983.9130564423748
2007-06-07,968.9135453392662
2007-06-08,960.0049009674706
2007-06-11,971.1030549846395
2007-06-12,964.8948091698637
2007-06-13,969.4226190169893
2007-06-14,985.6176449504052
2007-06-15,1002.9407461459226
2007-06-18,1002.182685252039
2007-06-19,998.0840474294818
2007-06-20,1002.3854901695325
2007-06-21,991.0946768022444
2007-06-22,990.6625723097756
2007-06-25,990.9362080166292
2007-06-26,986.1581724269842
2007-06-27,980.8622897018993
2007-06-28,993.5940981793957
2007-06-29,1001.839272529031
2007-07-02,1008.495990605828
2007-07-03,1017.785122365076
2007-07-04,1023.8783309853177
2007-07-05,1017.4007081644927
2007-07-06,1024.513039172256
2007-07-09,1027.9622160237923
2007-07-10,1023.4287357274563
2007-07-11,1027.6882638049533
2007-07-12,1040.6062372818296
2007-07-13,1044.7417365354447
2007-07-16,1045.1100308414623
2007-07-17,1040.8219084736186
2007-07-18,1031.711850510068
2007-07-19,1044.2846991269566
2007-07-20,1034.8545164237887
2007-07-23,1040.3156202350365
2007-07-24,1025.0694679872815
2007-07-25,1007.5893941775633
2007-07-26,977.3034398115907
2007-07-27,965.6511476523258
2007-07-30,967.902642096453
2007-07-31,988.4036066474908
2007-08-01,971.2159456917291
2007-08-02,980.346020993242
2007-08-03,975.2093260964921
2007-08-06,966.1079131954033
2007-08-07,973.6390950419335
2007-08-08,998.233048264814
2007-08-09,974.9007229788787
2007-08-10,944.2197127842869
2007-08-13,959.9692936095557
2007-08-14,946.3073614911575
2007-08-15,934.357140742241
2007-08-16,891.4494472424478
2007-08-17,913.1902744091122
2007-08-20,919.306482529879
2007-08-21,920.8112224416773
2007-08-22,943.4412234127874
2007-08-23,950.5030088399059
2007-08-24,959.8572632451333
2007-08-27,961.7481802155928
2007-08-28,946.2395604064238
2007-08-29,953.0362784892293
2007-08-30,966.3969297530523
2007-08-31,980.75773056205
2007-09-03,981.910365028903
2007-09-04,986.5102104371445
2007-09-05,973.2233080702616
2007-09-06,981.04552554442
2007-09-07,964.3792860528077
2007-09-10,955.2384572846365
2007-09-11,977.1014803127171
2007-09-12,982.844665041348
2007-09-13,990.5846689600056
2007-09-14,977.3788290698913
2007-09-17,963.11078090816
2007-09-18,977.9357929882362
2007-09-19,1010.3069302547499
2007-09-20,1013.9732600588973
2007-09-21,1021.5779045512068
2007-09-24,1024.3917385659115
2007-09-25,1014.5319615200169
2007-09-26,1021.7739154426378
2007-09-27,1030.8220631113766
2007-09-28,1036.486702257712
2007-10-01,1046.6869103964307
2007-10-02,1043.63110500644
2007-10-03,1045.3801986671367
2007-10-04,1044.4842224517852
2007-10-05,1054.8416304103425
2007-10-08,1046.1155840334272
2007-10-09,1052.6923988800495
2007-10-10,1062.5902461987075
2007-10-11,1077.1286015178293
2007-10-12,1071.9624860164415
2007-10-15,1066.561495618055
2007-10-16,1051.5428058705606
2007-10-17,1065.7895032183644
2007-10-18,1063.0063416077892
2007-10-19,1054.3298673407382
2007-10-22,1030.3646315238518
2007-10-23,1053.0826845912256
2007-10-24,1045.1705055756222
2007-10-25,1064.4025125156593
2007-10-26,1074.672332970627
2007-10-29,1083.662408144942
2007-10-30,1078.4555690384295
