Date,PACIFIC ex JAPAN IMI GROWTH
1994-05-31,322.97834654106464
1994-06-30,306.52734828436337
1994-07-29,320.80108405000317
1994-08-31,334.5609430184681
1994-09-30,326.45192158987015
1994-10-31,332.569546092925
1994-11-30,307.2673104789422
1994-12-30,303.44009744730107
1995-01-31,281.7066473000948
1995-02-28,294.9839429898318
1995-03-31,298.82626966965177
1995-04-28,307.1285483253236
1995-05-31,322.5887172576221
1995-06-30,317.29093071896426
1995-07-31,331.82352544750114
1995-08-31,327.8264540701729
1995-09-29,335.54313887882023
1995-10-31,335.5523819910988
1995-11-30,339.3918177031009
1995-12-29,350.80489357897943
1996-01-31,376.64453688291775
1996-02-29,381.6367787494058
1996-03-29,380.4444533958986
1996-04-30,387.6789778366351
1996-05-31,392.9354994888397
1996-06-28,385.1439104724104
1996-07-31,363.9931102969529
1996-08-30,378.15597663481566
1996-09-30,383.65397968898174
1996-10-31,396.2803755327718
1996-11-29,421.23338989656554
1996-12-31,423.29938088333836
1997-01-01,423.40755909473137
1997-01-02,418.91622043361235
1997-01-03,419.61748116803756
1997-01-06,422.61170956043213
1997-01-07,423.0501583116167
1997-01-08,423.4062373091042
1997-01-09,419.5475807869127
1997-01-10,416.76097791059635
1997-01-13,416.46009624838086
1997-01-14,416.4256880434088
1997-01-15,424.82768217556014
1997-01-16,425.4811074846775
1997-01-17,426.92226284539674
1997-01-20,427.6563100317711
1997-01-21,425.04526212659295
1997-01-22,426.13770202977804
1997-01-23,424.31912170210165
1997-01-24,419.9194686083849
1997-01-27,416.6266786149939
1997-01-28,415.9909702160828
1997-01-29,416.28860093065845
1997-01-30,414.77963390144953
1997-01-31,414.37064830860356
1997-02-03,417.2052981510802
1997-02-04,416.6865166512902
1997-02-05,418.58225652321204
1997-02-06,419.1833650531731
1997-02-07,419.025110699443
1997-02-10,416.63748734804255
1997-02-11,415.655977654334
1997-02-12,417.5802630478288
1997-02-13,419.3530989442515
1997-02-14,417.178815168167
1997-02-17,417.37385631150255
1997-02-18,414.31165230957777
1997-02-19,413.91690648296617
1997-02-20,418.76827805692227
1997-02-21,419.7885712055002
1997-02-24,417.5596207739964
1997-02-25,419.22590781913283
1997-02-26,418.6260147605693
1997-02-27,418.33312022512786
1997-02-28,415.4644828079607
1997-03-03,415.4869687028679
1997-03-04,417.40775501237323
1997-03-05,414.57288092456673
1997-03-06,414.33373205258044
1997-03-07,413.336852175748
1997-03-10,412.10548271505314
1997-03-11,414.1257825525669
1997-03-12,410.855425871566
1997-03-13,405.96365804253645
1997-03-14,401.71400809892407
1997-03-17,402.0059812468716
1997-03-18,397.4349068031888
1997-03-19,395.6364014592421
1997-03-20,392.7002049757938
1997-03-21,390.98216039471333
1997-03-24,397.1469138933562
1997-03-25,399.66273651737737
1997-03-26,397.30062740482947
1997-03-27,395.03708287156286
1997-03-28,395.26787925678053
1997-03-31,393.7060505839258
1997-04-01,386.2245822216687
1997-04-02,387.54730016703246
1997-04-03,384.1549891099367
1997-04-04,387.5199212911593
1997-04-07,388.3810658407587
1997-04-08,391.6611497076884
1997-04-09,392.62442224233183
1997-04-10,390.9472458970542
1997-04-11,390.93355201150973
1997-04-14,384.8192062996898
1997-04-15,384.5743405490391
1997-04-16,389.13461962726535
1997-04-17,388.39539074184876
1997-04-18,391.2275095527829
1997-04-21,391.88148103915006
1997-04-22,391.2140060453346
1997-04-23,393.2367771378132
1997-04-24,391.9937949271909
1997-04-25,390.71413176377325
1997-04-28,387.660823335576
1997-04-29,388.2255776318772
1997-04-30,393.3380173554797
1997-05-01,397.00858545701595
1997-05-02,397.77966503645905
1997-05-05,402.98007323576974
1997-05-06,405.4229763483304
1997-05-07,406.9490631457601
1997-05-08,406.5148367299207
1997-05-09,412.02358195195876
1997-05-12,414.19285058248687
1997-05-13,415.003430930453
1997-05-14,416.68551459284697
1997-05-15,413.44789084147186
1997-05-16,414.18813982215414
1997-05-19,414.80790926050156
1997-05-20,417.36963759082306
1997-05-21,419.227427137177
1997-05-22,419.7643665371583
1997-05-23,418.6359898427551
1997-05-26,421.94099853397466
1997-05-27,418.6038366268835
1997-05-28,418.6023870360874
1997-05-29,417.60266813656085
1997-05-30,421.5318286296665
1997-06-02,425.0246515758126
1997-06-03,421.6485218782165
1997-06-04,423.04777084188044
1997-06-05,422.13291497760747
1997-06-06,417.85180257132873
1997-06-09,417.87850068307193
1997-06-10,417.63988700417434
1997-06-11,415.63601876782803
1997-06-12,408.68814513112613
1997-06-13,410.65374079133613
1997-06-16,413.46759433900206
1997-06-17,414.5219267692718
1997-06-18,413.38822685786755
1997-06-19,417.98407471107384
1997-06-20,426.7945228112357
1997-06-23,426.4532750899515
1997-06-24,423.8370879650397
1997-06-25,425.88897455052563
1997-06-26,425.3935033482069
1997-06-27,424.0044831094584
1997-06-30,427.6651407635227
1997-07-01,429.2994830656834
1997-07-02,429.4501228906008
1997-07-03,427.2791806230235
1997-07-04,423.0336675952481
1997-07-07,422.13895757779045
1997-07-08,421.1100670758386
1997-07-09,417.97085809334936
1997-07-10,417.3208616326185
1997-07-11,420.7433138244988
1997-07-14,417.5779912052246
1997-07-15,415.1220725013817
1997-07-16,413.55971776922377
1997-07-17,416.5451780252053
1997-07-18,418.90823925290954
1997-07-21,418.3435709444628
1997-07-22,417.0861149054717
1997-07-23,421.1000307066191
1997-07-24,422.37234377080296
1997-07-25,423.83965130258036
1997-07-28,426.1852866649486
1997-07-29,430.3122285211014
1997-07-30,432.0256675111392
1997-07-31,436.2512168437712
1997-08-01,435.92678694387666
1997-08-04,434.66178923449354
1997-08-05,434.3269709370712
1997-08-06,437.75264738360795
1997-08-07,436.704854910095
1997-08-08,434.6681819408598
1997-08-11,427.8500387231244
1997-08-12,425.54438815816343
1997-08-13,425.679681791216
1997-08-14,424.30743711244423
1997-08-15,422.1329194112287
1997-08-18,417.45940189917445
1997-08-19,411.1419717399814
1997-08-20,419.5075389340796
1997-08-21,419.79860061826594
1997-08-22,416.7270321387781
1997-08-25,420.13822503484863
1997-08-26,418.859921793537
1997-08-27,416.716040562727
1997-08-28,402.6072322639797
1997-08-29,387.8710789790759
1997-09-01,376.4944383834254
1997-09-02,376.92975569388767
1997-09-03,389.9706132959374
1997-09-04,385.7735652611745
1997-09-05,393.74022216698114
1997-09-08,400.7770715609913
1997-09-09,406.56272935712576
1997-09-10,402.40644739446117
1997-09-11,393.664403586129
1997-09-12,393.79636757914494
1997-09-15,397.5237930652591
1997-09-16,393.02485577164197
1997-09-17,393.72236241978135
1997-09-18,392.9934094076239
1997-09-19,394.210368593497
1997-09-22,390.76602660144187
1997-09-23,392.6472453926897
1997-09-24,393.72545068446306
1997-09-25,401.02023628468766
1997-09-26,401.8501984077361
1997-09-29,400.4898049262099
1997-09-30,405.893373883643
1997-10-01,405.5949614528937
1997-10-02,405.5542546404227
1997-10-03,403.2581918548616
1997-10-06,397.6827192263521
1997-10-07,396.8697854026892
1997-10-08,398.7351192928098
1997-10-09,393.8808510411224
1997-10-10,393.2276872934619
1997-10-13,390.03866442794686
1997-10-14,385.96429178074993
1997-10-15,378.0161035590346
1997-10-16,379.22749878593277
1997-10-17,378.5487158886078
1997-10-20,367.1812491781276
1997-10-21,358.61580497585516
1997-10-22,343.1887075488789
1997-10-23,323.582670977696
1997-10-24,326.5652479098482
1997-10-27,314.08066972717864
1997-10-28,290.0350778530591
1997-10-29,318.5075041216485
1997-10-30,312.3393294016416
1997-10-31,317.0630134606908
1997-11-03,333.0581986379149
1997-11-04,329.0085198118252
1997-11-05,326.63779928739604
1997-11-06,325.0519798040297
1997-11-07,316.9452210332656
1997-11-10,313.72397900894504
1997-11-11,314.24533071395103
1997-11-12,308.09641608299063
1997-11-13,308.8040759899236
1997-11-14,309.6389578312912
1997-11-17,317.29480867412207
1997-11-18,314.2933883734993
1997-11-19,308.4396569571261
1997-11-20,307.04851562237593
1997-11-21,317.6830820691599
1997-11-24,318.8828805429809
1997-11-25,311.5002961238057
1997-11-26,314.5553791358839
1997-11-27,315.42936223976767
1997-11-28,315.76149069687557
1997-12-01,318.1873468113311
1997-12-02,323.96545176246593
1997-12-03,324.2709796435165
1997-12-04,326.14412614268207
1997-12-05,326.5918284347455
1997-12-08,330.0885103138729
1997-12-09,325.9576442025458
1997-12-10,319.91590645324146
1997-12-11,309.94149102981044
1997-12-12,309.2847652748675
1997-12-15,305.5600921407288
1997-12-16,303.846040954197
1997-12-17,311.38638820587835
1997-12-18,313.5779416518208
1997-12-19,309.27587026493825
1997-12-22,305.50771215021103
1997-12-23,310.46209988243817
1997-12-24,308.8024141038478
1997-12-25,308.80050128258364
1997-12-26,308.48772548831477
1997-12-29,310.98003491209147
1997-12-30,314.0222804292348
1997-12-31,315.4448093322644
1998-01-01,315.6862620637413
1998-01-02,313.972482593652
1998-01-05,309.21616397441204
1998-01-06,303.8935115141095
1998-01-07,297.99419148205095
1998-01-08,292.1247705442431
1998-01-09,286.9623323672508
1998-01-12,270.86332999878795
1998-01-13,282.59757717268286
1998-01-14,291.5333320661339
1998-01-15,286.2490996814384
1998-01-16,294.98218650671447
1998-01-19,303.85633983340705
1998-01-20,304.2520065597396
1998-01-21,301.2180076477394
1998-01-22,294.196468301836
1998-01-23,296.116104472998
1998-01-26,299.12970255540415
1998-01-27,302.3930529029048
1998-01-28,303.9767656276538
1998-01-29,304.8079458575864
1998-01-30,307.4611756346169
1998-02-02,323.77883969691925
1998-02-03,321.2039834185996
1998-02-04,318.9766933404412
1998-02-05,320.9665891681307
1998-02-06,321.1778256286381
1998-02-09,326.7388702310154
1998-02-10,327.4393794336906
1998-02-11,328.22274710040494
1998-02-12,325.39229063728556
1998-02-13,319.9261684521708
1998-02-16,311.5439547383834
1998-02-17,319.2595778164363
1998-02-18,325.4504657719746
1998-02-19,327.8406678222889
1998-02-20,325.7015213193607
1998-02-23,326.59345260008126
1998-02-24,326.6128530505431
1998-02-25,330.43331574744695
1998-02-26,337.71012487167184
1998-02-27,343.0137963581367
1998-03-02,341.0932647440713
1998-03-03,338.5067015191513
1998-03-04,336.37943624601877
1998-03-05,327.52751111656187
1998-03-06,328.54124646430466
1998-03-09,328.7781292391404
1998-03-10,330.6342935064196
1998-03-11,334.10267890373314
1998-03-12,336.6216629792059
1998-03-13,341.005718353088
1998-03-16,339.9571799011316
1998-03-17,343.0768006705175
1998-03-18,340.8409102951469
1998-03-19,344.055397711287
1998-03-20,345.5150758957795
1998-03-23,347.2398099238703
1998-03-24,350.17182234385507
1998-03-25,350.59165513325
1998-03-26,348.5161326866876
1998-03-27,348.2733828928423
1998-03-30,340.97249017989736
1998-03-31,339.5150819851476
1998-04-01,336.59702723658785
1998-04-02,333.9443578727637
1998-04-03,332.39650514022907
1998-04-06,333.1675263679995
1998-04-07,332.59919671190096
1998-04-08,335.6298987620901
1998-04-09,337.14256269201945
1998-04-10,337.1550166676157
1998-04-13,336.3487277902285
1998-04-14,336.5116953443868
1998-04-15,337.1341182580511
1998-04-16,335.95273497582497
1998-04-17,334.1899790927175
1998-04-20,334.4750569419194
1998-04-21,333.7510759119751
1998-04-22,332.6001931738816
1998-04-23,333.31644954132827
1998-04-24,331.0469358289992
1998-04-27,325.5023842678455
1998-04-28,324.1870412397236
1998-04-29,321.8091079873571
1998-04-30,323.39394313874413
1998-05-01,327.2970850135059
1998-05-04,325.2181814565473
1998-05-05,320.8668931770517
1998-05-06,317.2026927389748
1998-05-07,313.3040079378781
1998-05-08,314.26319841150973
1998-05-11,314.75636249164165
1998-05-12,311.39190551883405
1998-05-13,303.80291513724575
1998-05-14,303.062773091646
1998-05-15,304.6461758929745
1998-05-18,299.86540203252173
1998-05-19,300.7854015954847
1998-05-20,301.10558192762244
1998-05-21,304.6335955752476
1998-05-22,304.7584704179536
1998-05-25,302.1791294146183
1998-05-26,302.3927695481938
1998-05-27,294.7455364238816
1998-05-28,295.0656738466238
1998-05-29,294.9257971237004
1998-06-01,286.8028736826443
1998-06-02,286.3469029912452
1998-06-03,287.7342283342853
1998-06-04,284.8387242972306
1998-06-05,280.4238400467933
1998-06-08,277.70924674643595
1998-06-09,274.73787419254313
1998-06-10,263.9909621073542
1998-06-11,259.782097197781
1998-06-12,262.1476463722636
1998-06-15,256.13020982441157
1998-06-16,255.47982481443148
1998-06-17,268.1346380979073
1998-06-18,278.4625870416566
1998-06-19,283.5404743378104
