Date,WORLD ex EMU IMI GROWTH
1994-05-31,401.279109436913
1994-06-30,402.2691056454234
1994-07-29,404.28388082991177
1994-08-31,417.66698393280177
1994-09-30,409.15904879978063
1994-10-31,418.81121136839823
1994-11-30,398.7869675463286
1994-12-30,404.5622851146759
1995-01-31,396.5733445595779
1995-02-28,397.06461934342275
1995-03-31,417.7334525399971
1995-04-28,430.40153184965413
1995-05-31,429.19005009208445
1995-06-30,432.9288203295524
1995-07-31,457.20517343494936
1995-08-31,451.22660701396484
1995-09-29,464.2866702039402
1995-10-31,455.48746398139076
1995-11-30,473.0774081060121
1995-12-29,482.46782880384063
1996-01-31,486.11738062698805
1996-02-29,492.07194733757757
1996-03-29,501.99055403772365
1996-04-30,521.8932350935453
1996-05-31,524.945991140884
1996-06-28,521.1261493747618
1996-07-31,492.3013645766174
1996-08-30,502.2594231211827
1996-09-30,524.2246511395599
1996-10-31,518.3642893036765
1996-11-29,541.2228222106585
1996-12-31,526.1979176572078
1997-01-01,526.2048747136813
1997-01-02,521.9528981310893
1997-01-03,526.9173296901748
1997-01-06,528.7307219104081
1997-01-07,530.6229193037228
1997-01-08,527.3935845799401
1997-01-09,525.6660878029453
1997-01-10,522.4275403783054
1997-01-13,525.6417694714853
1997-01-14,529.349025257357
1997-01-15,528.6566506474119
1997-01-16,532.2487765249583
1997-01-17,533.340955746449
1997-01-20,531.0184441097211
1997-01-21,531.7917359265745
1997-01-22,535.3504590541511
1997-01-23,531.3055610137952
1997-01-24,526.8962421577689
1997-01-27,520.9677970849597
1997-01-28,521.3883882961833
1997-01-29,523.8331548501748
1997-01-30,527.1834154158873
1997-01-31,531.714272979791
1997-02-03,531.0134221675956
1997-02-04,531.1499150699459
1997-02-05,524.2601375626662
1997-02-06,524.6577923650216
1997-02-07,526.5461471606991
1997-02-10,526.8411454926837
1997-02-11,527.3152825543652
1997-02-12,533.1401896375903
1997-02-13,537.3264792486407
1997-02-14,537.4218600057973
1997-02-17,537.1168753431683
1997-02-18,537.8212564254766
1997-02-19,537.9946550562145
1997-02-20,537.283296916837
1997-02-21,537.9199109015439
1997-02-24,541.2370626851397
1997-02-25,542.1137777050591
1997-02-26,538.6771165638988
1997-02-27,534.6905133256714
1997-02-28,530.5607569708602
1997-03-03,530.1690555042123
1997-03-04,530.4170790571261
1997-03-05,534.0003099481133
1997-03-06,531.3997423254684
1997-03-07,533.0820859740487
1997-03-10,536.3479389067998
1997-03-11,536.5448588207385
1997-03-12,532.1728841201162
1997-03-13,526.4523750024364
1997-03-14,526.6642566864451
1997-03-17,525.3700658151519
1997-03-18,524.7306191423631
1997-03-19,522.0934066450645
1997-03-20,519.8986795689744
1997-03-21,522.2838936134993
1997-03-24,521.1759230952936
1997-03-25,522.5025648255822
1997-03-26,525.7131546553298
1997-03-27,520.2737824685247
1997-03-28,519.7910031805691
1997-03-31,511.6869478512056
1997-04-01,509.2988941095272
1997-04-02,507.2091583890793
1997-04-03,507.85020379793
1997-04-04,511.43303483873837
1997-04-07,511.1861097400195
1997-04-08,512.5999581122711
1997-04-09,509.4454049253295
1997-04-10,506.12373101000424
1997-04-11,498.67217291618607
1997-04-14,499.3591848521883
1997-04-15,504.53571014834984
1997-04-16,508.7450967848505
1997-04-17,509.94324758180926
1997-04-18,513.3499984078641
1997-04-21,512.855086075453
1997-04-22,517.221341520938
1997-04-23,519.5576878085247
1997-04-24,519.1733099790434
1997-04-25,513.8431095728358
1997-04-28,515.3130609084634
1997-04-29,524.0245181834331
1997-04-30,530.2328414158471
1997-05-01,532.5967102311871
1997-05-02,540.482151065306
1997-05-05,548.3196655331504
1997-05-06,552.4913861477695
1997-05-07,550.0344873376085
1997-05-08,551.9463550156494
1997-05-09,555.6431502179765
1997-05-12,564.8340716337955
1997-05-13,564.7574310281634
1997-05-14,567.3498884519005
1997-05-15,571.8742605571535
1997-05-16,570.4088296102822
1997-05-19,570.7131483262361
1997-05-20,576.4378100505783
1997-05-21,574.6041388213101
1997-05-22,570.9824186704861
1997-05-23,576.9948597778737
1997-05-26,577.1528461535797
1997-05-27,577.7901595302576
1997-05-28,580.2462594552511
1997-05-29,578.7040062184672
1997-05-30,576.8777481616461
1997-06-02,578.2824591729346
1997-06-03,576.6411682229104
1997-06-04,575.4837301639551
