Date,WORLD ex ISRAEL IMI GROWTH
2010-05-26,1000.0
2010-05-27,1030.736174707737
2010-05-28,1027.0284872981051
2010-05-31,1027.5372052768607
2010-06-01,1017.4649688878358
2010-06-02,1028.6902832736002
2010-06-03,1042.2056982537483
2010-06-04,1012.8802186163443
2010-06-07,993.1427675038824
2010-06-08,995.2269349941638
2010-06-09,1001.3227887352222
2010-06-10,1026.1754228666143
2010-06-11,1031.6006275923976
2010-06-14,1043.3259949510687
2010-06-15,1059.9478573152066
2010-06-16,1062.8785017275748
2010-06-17,1063.4408889796905
2010-06-18,1065.3859619086954
2010-06-21,1070.2944930381611
2010-06-22,1055.8054433784441
2010-06-23,1047.7930090013763
2010-06-24,1035.3214753328236
2010-06-25,1032.6888832921682
2010-06-28,1035.3981593368346
2010-06-29,1000.8699749757903
2010-06-30,993.0555696515212
2010-07-01,987.9657305378868
2010-07-02,988.4735766939076
2010-07-05,986.162399773483
2010-07-06,1001.0007112208602
2010-07-07,1019.1965595693177
2010-07-08,1031.3217497311084
2010-07-09,1037.9688655808839
2010-07-12,1037.6077928260854
2010-07-13,1054.342586642485
2010-07-14,1059.9522734321886
2010-07-15,1060.0540532974635
2010-07-16,1037.5098412210662
2010-07-19,1037.04154890923
2010-07-20,1042.9339119740202
2010-07-21,1038.3204676567627
2010-07-22,1059.1854191398334
2010-07-23,1068.573082014388
2010-07-26,1079.6295960101759
2010-07-27,1076.2739992475704
2010-07-28,1074.1807326315422
2010-07-29,1072.1447607990406
2010-07-30,1069.9438127120025
2010-08-02,1093.7717348693968
2010-08-03,1094.4771223486173
2010-08-04,1095.0310219941005
2010-08-05,1094.933950276933
2010-08-06,1094.9891992263529
2010-08-09,1100.6826742193048
2010-08-10,1087.2720220755114
2010-08-11,1056.6799500014417
2010-08-12,1050.0767320990474
2010-08-13,1047.8053916163033
2010-08-16,1051.9504529607395
2010-08-17,1065.5126492974985
2010-08-18,1067.110376253002
2010-08-19,1056.74135476339
2010-08-20,1045.2334194540053
2010-08-23,1042.2459873683601
2010-08-24,1028.1890279103413
2010-08-25,1024.6202842973032
2010-08-26,1028.0629645304166
2010-08-27,1039.5146526387714
2010-08-30,1034.9126847855334
2010-08-31,1030.404074122506
2010-09-01,1060.114942569915
2010-09-02,1069.1043873425517
2010-09-03,1080.9133259534676
2010-09-06,1085.2145941956912
2010-09-07,1074.3374608659285
2010-09-08,1079.2187826556274
2010-09-09,1085.135336837393
2010-09-10,1087.7560344282333
2010-09-13,1103.1294690244083
2010-09-14,1108.0327659824197
2010-09-15,1110.3494736683147
2010-09-16,1108.9949854806684
2010-09-17,1110.6317038495156
2010-09-20,1125.47641498989
2010-09-21,1123.8152928074742
2010-09-22,1125.8365785025824
2010-09-23,1121.1523036472315
2010-09-24,1140.527848846663
2010-09-27,1139.8005126981527
2010-09-28,1144.8452635835079
2010-09-29,1146.4886531536024
2010-09-30,1141.4837202249314
2010-10-01,1145.0871338073146
2010-10-04,1136.652998711028
2010-10-05,1158.7939458480814
2010-10-06,1163.583748867472
2010-10-07,1163.771876950273
2010-10-08,1169.0904127980418
2010-10-11,1170.360102721033
2010-10-12,1168.694844605413
2010-10-13,1184.1606541507208
2010-10-14,1189.0596522725104
2010-10-15,1190.133242626305
2010-10-18,1191.5662899737822
2010-10-19,1171.0934122317665
2010-10-20,1183.7028021748233
2010-10-21,1187.7543545738718
2010-10-22,1187.8832282164462
2010-10-25,1196.7877630260116
2010-10-26,1191.4863688163725
2010-10-27,1182.428481525896
2010-10-28,1188.6468259071628
2010-10-29,1190.258127900258
2010-11-01,1192.6178381249053
2010-11-02,1204.0295091263765
2010-11-03,1204.4571358634232
2010-11-04,1233.4201880438477
2010-11-05,1235.9564974252703
2010-11-08,1235.1003117935927
2010-11-09,1232.7568654311226
2010-11-10,1225.4851219816735
2010-11-11,1223.5297638321815
2010-11-12,1209.2668070292004
2010-11-15,1208.001108444723
2010-11-16,1185.53911371511
2010-11-17,1188.5944921234873
2010-11-18,1209.139226075067
2010-11-19,1211.20835998769
2010-11-22,1212.0680077535633
2010-11-23,1192.8439237626187
2010-11-24,1206.9354866658236
2010-11-25,1209.7578710731432
2010-11-26,1198.181655519446
2010-11-29,1188.8920325280835
2010-11-30,1182.1704041931666
2010-12-01,1204.4799419815895
2010-12-02,1225.2914808699265
2010-12-03,1236.5472853221117
2010-12-06,1236.2772739312286
2010-12-07,1240.4302304650769
2010-12-08,1234.7000607440832
2010-12-09,1236.4602087006438
2010-12-10,1241.7651743558333
2010-12-13,1249.5732397548297
2010-12-14,1251.322579481229
2010-12-15,1243.9374473406356
2010-12-16,1244.9334101254462
2010-12-17,1245.1578111807862
2010-12-20,1247.185623179111
2010-12-21,1258.2496000294923
2010-12-22,1259.2765785111574
2010-12-23,1259.0231445307472
2010-12-24,1259.8510483028633
2010-12-27,1258.6239133986571
2010-12-28,1260.2735882383008
2010-12-29,1264.9449179737635
2010-12-30,1263.5851955574442
2010-12-31,1266.0635055697526
2011-01-03,1273.226843089445
2011-01-04,1270.8346655702758
2011-01-05,1266.9969316738093
2011-01-06,1265.7261124803285
2011-01-07,1264.3773773908586
2011-01-10,1260.8889634462787
2011-01-11,1268.4803498911867
2011-01-12,1282.0652078298167
2011-01-13,1286.412733030947
2011-01-14,1288.1271517605828
2011-01-17,1287.076181570134
2011-01-18,1296.2689504268897
2011-01-19,1286.4598687527352
2011-01-20,1267.791675558972
2011-01-21,1269.6230221897956
2011-01-24,1280.0139317616604
2011-01-25,1279.3514731613038
2011-01-26,1291.3506913241947
2011-01-27,1292.6828775925112
2011-01-28,1272.5485635899724
2011-01-31,1279.1529670760472
2011-02-01,1299.5407040699592
2011-02-02,1302.8292975125755
2011-02-03,1301.5831220620605
2011-02-04,1304.8650761113897
2011-02-07,1312.2324384342244
2011-02-08,1320.0904780380927
2011-02-09,1314.7937048782437
2011-02-10,1310.6108002000697
2011-02-11,1316.12720149976
2011-02-14,1321.7338923002142
2011-02-15,1319.1519820699127
2011-02-16,1325.3109401559982
2011-02-17,1331.659468652545
2011-02-18,1332.8780459095858
2011-02-21,1329.2026311081727
2011-02-22,1307.1816387735669
2011-02-23,1296.6518112687158
2011-02-24,1295.0097006124925
2011-02-25,1313.0386929877943
2011-02-28,1321.2879985352026
2011-03-01,1311.421488806206
2011-03-02,1310.6329446046518
2011-03-03,1326.0242151284185
2011-03-04,1323.6244081108073
2011-03-07,1312.2371106415019
2011-03-08,1313.3973041710467
2011-03-09,1311.0193526982182
