Date,EMU IMI GROWTH
1994-05-31,269.34470727845724
1994-06-30,264.62869737974984
1994-07-29,278.7399824395255
1994-08-31,285.19811237092546
1994-09-30,276.7086746291258
1994-10-31,282.0807296834424
1994-11-30,268.9435925319352
1994-12-30,272.45126431062647
1995-01-31,270.513852573222
1995-02-28,277.0947466227949
1995-03-31,283.72215327048093
1995-04-28,295.22785560612976
1995-05-31,299.07643093649057
1995-06-30,305.62949764877845
1995-07-31,322.22564321061043
1995-08-31,308.0880384574818
1995-09-29,313.9105318735699
1995-10-31,305.8494719593255
1995-11-30,300.6761168996761
1995-12-29,309.963251894872
1996-01-31,319.8899644290201
1996-02-29,327.056527050569
1996-03-29,330.25579711306744
1996-04-30,335.1524647238022
1996-05-31,342.1234997589342
1996-06-28,350.12725739608595
1996-07-31,342.0900951308357
1996-08-30,345.2169594327055
1996-09-30,352.2623076019206
1996-10-31,354.1764634510005
1996-11-29,370.4617741086682
1996-12-31,377.4381810380254
1997-01-01,377.4381810380254
1997-01-02,373.18338639691046
1997-01-03,372.23053133284395
1997-01-06,373.15339433600934
1997-01-07,374.3223177768161
1997-01-08,375.32449703879615
1997-01-09,375.98664263591985
1997-01-10,376.89393079845
1997-01-13,379.48613001611966
1997-01-14,381.4374028423695
1997-01-15,383.41766087058124
1997-01-16,385.43265273210716
1997-01-17,383.79013732332095
1997-01-20,382.2652141552068
1997-01-21,379.34806829703973
1997-01-22,378.84124570057287
1997-01-23,380.0994888698603
1997-01-24,378.0352674940811
1997-01-27,375.0931301968746
1997-01-28,374.2727253354003
1997-01-29,373.00061981540193
1997-01-30,376.198494763133
1997-01-31,379.10945674591187
1997-02-03,378.1298087750289
1997-02-04,379.1043225078319
1997-02-05,381.73042185191025
1997-02-06,381.96952942084556
1997-02-07,382.03208879042324
1997-02-10,386.62904836988173
1997-02-11,383.1689539182488
1997-02-12,382.7973482933297
1997-02-13,383.7991553206513
1997-02-14,384.66556671580054
1997-02-17,381.6160372042067
1997-02-18,383.4719628500466
1997-02-19,380.33592454896325
1997-02-20,379.81251373378893
1997-02-21,379.56432948124825
1997-02-24,382.1026861125012
1997-02-25,384.9509757238617
1997-02-26,381.4440851489614
1997-02-27,382.49337806273854
1997-02-28,379.61753504172157
1997-03-03,378.91965345413456
1997-03-04,381.1541157034276
1997-03-05,382.36194437626517
1997-03-06,385.34293371613285
1997-03-07,385.3540424160219
1997-03-10,390.57867019586024
1997-03-11,391.26934746162914
1997-03-12,387.30632192961286
1997-03-13,385.6710614013658
1997-03-14,387.54845210226904
1997-03-17,385.7126639515144
1997-03-18,383.57524572697434
1997-03-19,384.3130704111277
1997-03-20,378.56193764237696
1997-03-21,383.3782936905777
1997-03-24,381.5953228781054
1997-03-25,384.5061534844147
1997-03-26,388.183498162846
1997-03-27,393.3050440198766
1997-03-28,393.03137586408724
1997-03-31,394.1937557647363
1997-04-01,383.9694642219351
1997-04-02,382.49609624403445
1997-04-03,378.5933915168912
1997-04-04,379.2226064822355
1997-04-07,379.8738114124954
1997-04-08,380.8736327677037
1997-04-09,383.14599555002724
1997-04-10,382.36155331878854
1997-04-11,379.4996611486835
1997-04-14,376.1524364110872
1997-04-15,380.5671416858798
1997-04-16,382.3934585036911
1997-04-17,384.3204586084844
1997-04-18,382.95702120961346
1997-04-21,384.6723393527829
1997-04-22,382.4060256055149
1997-04-23,385.95066545550816
1997-04-24,385.8901771725509
1997-04-25,382.84769956178775
1997-04-28,381.7471913865416
1997-04-29,386.6930293878592
1997-04-30,389.352620532467
1997-05-01,392.40367962247154
1997-05-02,392.1464275829487
1997-05-05,395.829819511663
1997-05-06,398.9878912211088
1997-05-07,398.236917667288
1997-05-08,400.70598867912406
1997-05-09,404.76949974040394
1997-05-12,406.71628792301254
1997-05-13,408.9462058789572
1997-05-14,409.32674896578675
1997-05-15,409.2941917833976
1997-05-16,412.61216144055095
1997-05-19,409.7830809475901
1997-05-20,409.2221370134236
1997-05-21,413.79921039890763
1997-05-22,411.1495459362375
1997-05-23,413.93090886615096
1997-05-26,412.8812279488083
1997-05-27,411.8811335342881
1997-05-28,407.4623707327213
1997-05-29,407.2563750677513
1997-05-30,400.16084129764937
1997-06-02,400.92379710832256
1997-06-03,403.6022648903017
1997-06-04,405.1766238846105
1997-06-05,408.239407756319
1997-06-06,410.55035792268166
1997-06-09,413.69323994284656
1997-06-10,411.6701996222424
1997-06-11,414.9625769886906
1997-06-12,418.1342468779122
1997-06-13,419.13311921290176
1997-06-16,421.9872852860781
1997-06-17,418.02168768628405
1997-06-18,420.3811954117632
1997-06-19,422.76672614957437
1997-06-20,424.8165503404021
1997-06-23,427.61517857504026
1997-06-24,428.37064227924054
1997-06-25,434.4240898813095
1997-06-26,433.53968602742395
1997-06-27,431.84049338679296
1997-06-30,428.95247104496957
1997-07-01,434.74521994864796
1997-07-02,433.3328594364353
1997-07-03,437.3863990635155
1997-07-04,439.3324341588364
1997-07-07,445.1464715265829
1997-07-08,442.2059028571659
1997-07-09,445.2430881759863
1997-07-10,443.3645730684178
1997-07-11,443.0439957741462
1997-07-14,442.2456447081363
1997-07-15,439.9831558271026
1997-07-16,447.45909365157036
1997-07-17,449.6523686688651
1997-07-18,443.1348338577223
1997-07-21,436.91265090169253
1997-07-22,440.33262886523454
1997-07-23,445.7948695604837
1997-07-24,441.59018224691107
1997-07-25,441.13973581114766
1997-07-28,441.05339398597636
1997-07-29,441.3901664101937
1997-07-30,443.5679362507195
1997-07-31,444.17326269269296
1997-08-01,437.09889380192465
1997-08-04,430.2541531662155
1997-08-05,426.49839810189553
1997-08-06,432.0131420124281
1997-08-07,437.08241301334505
1997-08-08,435.59809584118034
1997-08-11,431.70588266319044
1997-08-12,432.120613986562
1997-08-13,431.1036486633034
1997-08-14,426.4089417843309
1997-08-15,428.1092475261735
1997-08-18,422.4364583275
1997-08-19,425.980505121206
1997-08-20,427.659988598416
1997-08-21,430.67135386049665
1997-08-22,424.88421088132407
1997-08-25,424.72355006967376
1997-08-26,422.3797150861759
1997-08-27,421.03135258277183
1997-08-28,419.3945171056299
1997-08-29,413.8069303085792
1997-09-01,416.7790300816176
1997-09-02,421.17850447501553
1997-09-03,426.69480863571766
1997-09-04,425.05255367397524
1997-09-05,428.6371228537488
1997-09-08,426.8456625398707
1997-09-09,425.76021099633806
1997-09-10,423.4433783280346
1997-09-11,419.7767185146761
1997-09-12,419.8218016189154
1997-09-15,425.43942265908584
1997-09-16,428.55958386180583
1997-09-17,433.56691296323646
1997-09-18,434.4434661180777
1997-09-19,435.9234501999743
1997-09-22,437.72732735549374
1997-09-23,437.0603737017381
1997-09-24,443.3316208580957
1997-09-25,444.6402904996182
1997-09-26,443.9915480249571
1997-09-29,444.933381314007
1997-09-30,447.5230879319293
1997-10-01,446.99810886007566
1997-10-02,450.2980875213411
1997-10-03,454.80303416435635
1997-10-06,454.2344455743519
1997-10-07,455.5755313317763
1997-10-08,454.39881751779455
1997-10-09,449.33172487040616
1997-10-10,444.8670447778887
1997-10-13,451.8633795603942
1997-10-14,450.77533589096885
1997-10-15,451.15085225060676
1997-10-16,449.3800325698452
1997-10-17,437.3064301326629
1997-10-20,435.148515213029
1997-10-21,438.13562187428425
1997-10-22,438.235653049629
1997-10-23,425.8178642243504
1997-10-24,428.0917734699103
1997-10-27,417.72422630714453
1997-10-28,403.4990621362889
1997-10-29,420.7862358885086
1997-10-30,417.33243888557
1997-10-31,418.44273069241933
1997-11-03,424.61746719145566
1997-11-04,425.4647921482525
1997-11-05,429.44390527009404
1997-11-06,427.2304319892738
1997-11-07,420.8377720232226
1997-11-10,421.5813487687593
1997-11-11,419.6731106813557
1997-11-12,411.7502778756059
1997-11-13,413.67746736321726
1997-11-14,413.73478404219355
1997-11-17,421.0773888984132
1997-11-18,424.88718852048595
1997-11-19,421.5208575411279
1997-11-20,428.31276576563744
1997-11-21,429.27932036467746
1997-11-24,423.2269887497593
1997-11-25,421.50691221198736
1997-11-26,422.4362595510088
1997-11-27,423.88528100800346
1997-11-28,425.2745196414746
1997-12-01,431.3385910534385
1997-12-02,432.7457668776461
1997-12-03,432.9858134105197
1997-12-04,436.2469743391565
1997-12-05,433.73040319115023
1997-12-08,434.82424058364825
1997-12-09,431.8339485064141
1997-12-10,429.14165617432025
1997-12-11,421.5516275518562
1997-12-12,423.32771641471015
1997-12-15,423.6555549313897
1997-12-16,425.4715360671306
1997-12-17,431.9831687132522
1997-12-18,431.31271044270926
1997-12-19,423.10112810972834
1997-12-22,422.3532600554754
1997-12-23,425.9547065451184
1997-12-24,426.9124899641904
1997-12-25,426.9124899641904
1997-12-26,427.09777306631423
1997-12-29,432.9472703668423
1997-12-30,434.6999437494257
1997-12-31,433.8956852776978
1998-01-01,433.8956852776978
1998-01-02,439.7241469417133
1998-01-05,443.22063852672363
1998-01-06,440.16035895013937
1998-01-07,440.3550910218623
1998-01-08,438.84670052532016
1998-01-09,432.38417336911
1998-01-12,423.0283997315719
1998-01-13,429.358757103572
1998-01-14,433.3476691840021
1998-01-15,431.2604202609361
1998-01-16,437.0846342066682
1998-01-19,439.7854458417675
1998-01-20,442.27165827293163
1998-01-21,444.66427445815765
1998-01-22,447.37055912859137
1998-01-23,451.7837056152038
1998-01-26,451.1383500802601
1998-01-27,455.3121006110107
1998-01-28,457.0194079735682
1998-01-29,455.46955466442347
1998-01-30,457.6039168558763
1998-02-02,463.8263239249777
1998-02-03,464.2893781105392
1998-02-04,465.5591830493561
1998-02-05,474.99303891603824
1998-02-06,473.5857102980039
1998-02-09,471.10174975330943
1998-02-10,471.2467557736426
1998-02-11,472.7727677001638
1998-02-12,471.54396096603136
1998-02-13,467.4541461349513
1998-02-16,472.6177323123086
1998-02-17,479.6314842869322
1998-02-18,483.15299551460225
1998-02-19,478.4238657744278
1998-02-20,480.0054536352929
1998-02-23,489.56787563278243
1998-02-24,487.98905549591285
1998-02-25,492.69506879102806
1998-02-26,497.54398033729683
1998-02-27,498.91093860228125
1998-03-02,506.4289460296088
1998-03-03,506.76723669043025
1998-03-04,501.1628560932254
1998-03-05,493.6663881235423
1998-03-06,503.5731458855715
1998-03-09,509.83212965437093
1998-03-10,509.7076450518465
1998-03-11,509.1340065192951
1998-03-12,511.7540762107889
1998-03-13,520.4396980223739
1998-03-16,522.2900976350404
1998-03-17,529.4693633747622
1998-03-18,523.5552826875946
1998-03-19,526.6828003696035
1998-03-20,531.0907781897521
1998-03-23,533.5931652409563
1998-03-24,538.3265892685006
1998-03-25,544.684700595124
1998-03-26,541.2434690817308
1998-03-27,542.8010720875576
1998-03-30,535.9009221444273
1998-03-31,538.6000911185754
1998-04-01,543.9451236783475
1998-04-02,549.2660858804754
1998-04-03,552.996183619619
1998-04-06,562.8510039916249
1998-04-07,560.6579990950974
1998-04-08,556.968767861597
1998-04-09,561.2038405868126
1998-04-10,562.2960577774655
1998-04-13,560.9009214339937
1998-04-14,571.479820304044
1998-04-15,577.090096477078
1998-04-16,566.9415179072756
1998-04-17,566.8892631787813
1998-04-20,575.5541801437555
1998-04-21,579.6931910499794
1998-04-22,577.1003855592301
1998-04-23,566.4391335841723
1998-04-24,558.6922012267249
1998-04-27,542.372785661488
1998-04-28,547.6654831526918
1998-04-29,545.3034929648425
1998-04-30,555.0968069169326
1998-05-01,564.0064515595105
1998-05-04,579.4239257157797
1998-05-05,576.2784605463042
1998-05-06,577.1310149284101
1998-05-07,571.4119419649267
1998-05-08,573.5163447368734
1998-05-11,580.4261927993682
1998-05-12,575.7802649507183
1998-05-13,576.6723883980609
1998-05-14,576.0891107932534
1998-05-15,576.0805704632405
1998-05-18,566.6156378569933
1998-05-19,576.3735162569219
1998-05-20,587.6872799030443
1998-05-21,593.7224240934216
1998-05-22,596.4599930127769
1998-05-25,601.2585895761858
1998-05-26,601.865042685991
1998-05-27,585.8484700959789
1998-05-28,583.5317311687648
1998-05-29,586.2043156448242
1998-06-01,584.482620055957
1998-06-02,588.0582166350772
1998-06-03,595.5044313487292
1998-06-04,595.720570067058
1998-06-05,599.1192587951881
1998-06-08,607.744452082465
1998-06-09,604.3252770464
1998-06-10,597.7058483936352
1998-06-11,590.2956906602958
1998-06-12,579.1028532999644
1998-06-15,564.4432742542843
1998-06-16,573.5695115342266
1998-06-17,587.1599573777636
1998-06-18,582.4903726780227
1998-06-19,580.8458889667813
1998-06-22,571.8241413557947
1998-06-23,577.7178933078277
1998-06-24,579.228917152677
1998-06-25,590.2447318725076
1998-06-26,585.724337129117
1998-06-29,589.128131151556
1998-06-30,590.5196703960373
1998-07-01,593.8741162380779
1998-07-02,595.9494860459652
1998-07-03,603.2229558432696
1998-07-06,608.4021075975403
1998-07-07,610.5806725316195
1998-07-08,613.0982625523292
1998-07-09,607.7689574524006
1998-07-10,608.9030220821104
1998-07-13,617.1710345959757
1998-07-14,622.983907999396
1998-07-15,625.0479088027879
1998-07-16,631.5253630992811
1998-07-17,639.9169075180396
1998-07-20,645.3917408006346
1998-07-21,639.7698204001995
1998-07-22,630.0461986831306
1998-07-23,626.6965619109586
1998-07-24,628.9500043921342
1998-07-27,618.4847727144097
1998-07-28,619.8164630586352
1998-07-29,616.6137486247085
1998-07-30,620.8110719352736
1998-07-31,616.069400069169
1998-08-03,603.5635496970106
1998-08-04,604.7671251070353
1998-08-05,595.4653421051644
1998-08-06,591.1593341144243
1998-08-07,599.0286798846404
1998-08-10,587.5456024027171
1998-08-11,568.3817279255317
1998-08-12,582.2008085795898
1998-08-13,575.0517451826285
1998-08-14,577.7050065432861
1998-08-17,577.2383608319302
1998-08-18,589.6346414203136
1998-08-19,591.6072547989257
1998-08-20,585.9097776359768
1998-08-21,562.6243083620265
1998-08-24,562.3999182710651
1998-08-25,572.6999698725322
1998-08-26,556.52572361897
1998-08-27,537.102231112472
1998-08-28,534.833188509226
1998-08-31,530.3701610998786
1998-09-01,524.3645813585248
1998-09-02,541.3329157091196
1998-09-03,536.7223006807887
1998-09-04,535.3383208438823
1998-09-07,544.0158366109465
1998-09-08,558.4497181061546
1998-09-09,554.0338222877317
1998-09-10,536.3513889309772
1998-09-11,530.9390524283789
1998-09-14,540.7122889125961
1998-09-15,540.7040013351507
1998-09-16,543.2801360591926
1998-09-17,522.1426570231288
1998-09-18,508.52802174968383
1998-09-21,490.36010766023844
1998-09-22,502.22091833418847
1998-09-23,515.0842355352743
1998-09-24,517.9132909728869
1998-09-25,511.72972322176696
1998-09-28,519.0601358431943
1998-09-29,518.7479745860599
1998-09-30,506.69201655930556
1998-10-01,486.2604951489322
1998-10-02,471.19962535048995
1998-10-05,465.47562160560796
1998-10-06,481.17161659519985
1998-10-07,481.41443753508594
1998-10-08,461.38712544280475
