Date,ASIA APEX 50
2002-05-31,339.1173038949349
2002-06-03,341.65855171373045
2002-06-04,340.24891391946124
2002-06-05,341.692156900545
2002-06-06,341.0408848171931
2002-06-07,336.4836804217701
2002-06-10,339.7193221798695
2002-06-11,337.96247262410463
2002-06-12,335.7005200221967
2002-06-13,337.4092812410734
2002-06-14,334.282574997956
2002-06-17,331.55270120425496
2002-06-18,331.54986361471543
2002-06-19,323.6670468349823
2002-06-20,325.3923228491708
2002-06-21,323.87901387983317
2002-06-24,324.1970288128988
2002-06-25,323.46792643927375
2002-06-26,311.87092383662076
2002-06-27,314.6292546075418
2002-06-28,320.3607827738143
2002-07-01,318.55346921286093
2002-07-02,317.90696080612736
2002-07-03,320.8297585865062
2002-07-04,327.77319171988984
2002-07-05,333.2718026268156
2002-07-08,335.587758467788
2002-07-09,339.03173876238094
2002-07-10,335.5112534813843
2002-07-11,326.79953448315314
2002-07-12,334.58930081875184
2002-07-15,333.0094085703291
2002-07-16,328.8437236835895
2002-07-17,326.36367572298263
2002-07-18,326.3463202152622
2002-07-19,320.9248121326626
2002-07-22,313.3175499627775
2002-07-23,320.7329892554384
2002-07-24,311.1571743211501
2002-07-25,309.6466704753903
2002-07-26,298.3866822813536
2002-07-29,299.21879533386476
2002-07-30,307.1182337639879
2002-07-31,307.51780564754876
2002-08-01,305.0654728174568
2002-08-02,301.3550214403317
2002-08-05,290.53917414798394
2002-08-06,285.1272962232096
2002-08-07,292.9746045041029
2002-08-08,291.8213303758799
2002-08-09,295.0050712661116
2002-08-12,294.10062401891645
2002-08-13,299.63440808689
2002-08-14,299.7598623464715
2002-08-15,303.6191871811823
2002-08-16,304.5183224444222
2002-08-19,303.73615363735365
2002-08-20,310.0192595757614
2002-08-21,311.6746438150966
2002-08-22,312.0047225365006
2002-08-23,309.221583001781
2002-08-26,306.3311969670129
2002-08-27,303.24211347516757
2002-08-28,300.4545976404165
2002-08-29,299.0534716274291
2002-08-30,299.529952193341
2002-09-02,298.3702274958475
2002-09-03,295.86843774982515
2002-09-04,294.2327118120786
2002-09-05,292.1107080023991
2002-09-06,290.7666659507028
2002-09-09,290.24473744686765
2002-09-10,295.4717734756884
2002-09-11,296.6028219003304
2002-09-12,297.94692516672427
2002-09-13,291.27404274257805
2002-09-16,284.7068156477778
2002-09-17,292.060814797651
2002-09-18,284.9454901727261
2002-09-19,285.7213300273253
2002-09-20,282.2226623974776
2002-09-23,275.9095923422765
2002-09-24,271.92596751883565
2002-09-25,267.63036246922314
2002-09-26,271.24237270391444
2002-09-27,271.359904910354
2002-09-30,265.2835239672881
2002-10-01,264.67945334472665
2002-10-02,264.74730189996916
2002-10-03,261.779579577127
2002-10-04,263.15841948243826
2002-10-07,256.7313853101471
2002-10-08,258.54786049455373
2002-10-09,256.8202824621745
2002-10-10,248.53559458673286
2002-10-11,249.26644583378112
2002-10-14,254.92501523550692
2002-10-15,265.33227527570904
2002-10-16,271.00826962505124
2002-10-17,275.49109733214846
2002-10-18,281.2365998561149
2002-10-21,278.33990443298063
2002-10-22,275.18756043825647
2002-10-23,283.5466973714565
2002-10-24,283.4254316663235
2002-10-25,284.35856744448307
2002-10-28,290.2810918543939
2002-10-29,285.84979644179936
2002-10-30,281.2865573287236
2002-10-31,282.15841122967305
2002-11-01,276.9866383662641
2002-11-04,287.32894097558307
2002-11-05,286.3184048994413
2002-11-06,290.96085739632673
2002-11-07,292.8302009295669
2002-11-08,291.4974073528333
2002-11-11,285.04502026342834
2002-11-12,284.08046268023463
2002-11-13,283.7515665917294
2002-11-14,283.1924197687085
2002-11-15,291.72890915321966
2002-11-18,288.93824504069585
2002-11-19,289.48397966052585
2002-11-20,289.09514923425826
2002-11-21,291.1392502493104
2002-11-22,295.20210501604237
2002-11-25,297.4521353064467
2002-11-26,295.5476370964656
2002-11-27,295.0162070228248
2002-11-28,298.7360778454749
2002-11-29,299.32404004814947
2002-12-02,301.15605890769285
2002-12-03,303.1977214448245
2002-12-04,295.02766898554546
2002-12-05,295.11125055224784
2002-12-06,294.77828497123033
2002-12-09,293.01026543393306
2002-12-10,290.45051551349326
2002-12-11,289.8416437270574
2002-12-12,291.52094443647746
2002-12-13,289.60833459596006
2002-12-16,286.68617500073833
2002-12-17,288.3443487608812
2002-12-18,286.46017219281384
2002-12-19,286.57646988441434
2002-12-20,288.17184816364227
2002-12-23,284.278044224308
2002-12-24,282.4705738278283
2002-12-25,282.2624378736843
2002-12-26,282.384028557588
2002-12-27,279.5090081286926
2002-12-30,271.1751734890944
2002-12-31,272.8833081008499
2003-01-01,272.8833081008499
2003-01-02,273.9673275261901
2003-01-03,282.61746798501275
2003-01-06,285.4566721880051
2003-01-07,282.75578045199194
2003-01-08,284.36209507654996
2003-01-09,281.37547683063383
2003-01-10,283.094004100574
2003-01-13,290.12824270808096
2003-01-14,290.9288925380724
2003-01-15,290.1208309715015
2003-01-16,287.84396663677614
2003-01-17,283.4915444539847
2003-01-20,281.74463651066
2003-01-21,280.79703708006275
2003-01-22,280.58479964117186
2003-01-23,284.02395319281607
2003-01-24,281.21120243840437
2003-01-27,275.0431338639547
2003-01-28,276.8802794042866
2003-01-29,272.042628778411
2003-01-30,272.8411993436376
2003-01-31,272.9229360502817
2003-02-03,272.9845224592758
2003-02-04,273.1402789505457
2003-02-05,271.82139474179263
2003-02-06,267.30348022703373
2003-02-07,263.63506722981447
2003-02-10,262.5844666575882
2003-02-11,262.78447494162697
2003-02-12,266.58125959058304
2003-02-13,260.7051338865965
2003-02-14,260.7699735535329
2003-02-17,269.68531609517976
2003-02-18,270.1579474912284
2003-02-19,270.87412281130025
2003-02-20,271.25551775994796
2003-02-21,270.42785396348455
2003-02-24,272.35883809653313
2003-02-25,265.2119380385263
2003-02-26,263.6431005523013
2003-02-27,262.73631433119294
2003-02-28,261.10018241268943
2003-03-03,267.0744378256833
2003-03-04,262.8804804907869
2003-03-05,258.7374162592753
2003-03-06,254.8224002319086
2003-03-07,252.5947893921417
2003-03-10,251.09616907379836
2003-03-11,250.12728098509376
2003-03-12,250.04433149662617
2003-03-13,249.31403093688016
2003-03-14,254.86567389773538
2003-03-17,248.55997032031732
2003-03-18,256.8719808425478
2003-03-19,260.0162143906748
2003-03-20,266.8974622979326
2003-03-21,267.5304001015075
2003-03-24,264.5996697761468
2003-03-25,262.1119308669811
2003-03-26,262.4272719344504
2003-03-27,258.32817148002175
2003-03-28,258.58560508142835
2003-03-31,248.41621061389412
2003-04-01,248.60095742688907
2003-04-02,249.86540913193755
2003-04-03,249.18092287069055
2003-04-04,254.72088120571618
2003-04-07,260.9048134455354
2003-04-08,258.08107406383414
2003-04-09,251.99230410678194
2003-04-10,254.20717122988242
2003-04-11,254.88463183488125
2003-04-14,253.01030388130806
2003-04-15,257.25903722804935
2003-04-16,261.9072231756681
2003-04-17,259.3378886407476
2003-04-18,262.434787672349
2003-04-21,260.8526729618032
2003-04-22,256.85427149898567
2003-04-23,255.53714958398973
2003-04-24,251.06912217874816
2003-04-25,245.6962277839563
2003-04-28,246.87577701750266
2003-04-29,257.99842709149453
2003-04-30,258.0932640227371
2003-05-01,258.2377988193409
2003-05-02,260.45218430902696
2003-05-05,263.1515309463717
2003-05-06,264.04583062372984
2003-05-07,266.4884315455113
2003-05-08,265.9381503480127
2003-05-09,267.25546996437345
2003-05-12,272.2768346738671
2003-05-13,270.4299102256533
2003-05-14,268.540583648391
2003-05-15,270.49319904772256
2003-05-16,267.2146311085039
2003-05-19,264.93539814690763
2003-05-20,265.4282544243331
2003-05-21,264.68542529034033
2003-05-22,266.39121974310245
2003-05-23,271.68240821439355
2003-05-26,276.0159352625483
2003-05-27,273.6149748014531
2003-05-28,277.1721992979024
2003-05-29,278.6439617366723
2003-05-30,278.7122809026887
2003-06-02,287.1026787341755
2003-06-03,285.5406778075886
2003-06-04,287.5520379029152
2003-06-05,289.67848402621104
2003-06-06,290.6910536709373
2003-06-09,294.5161016320214
2003-06-10,293.58239857766904
2003-06-11,293.54933215781915
2003-06-12,297.17221801725907
2003-06-13,299.5408947713659
2003-06-16,297.30833250931585
2003-06-17,304.5011322911444
2003-06-18,303.6037186813928
2003-06-19,307.43206225280375
2003-06-20,305.88644400539926
2003-06-23,299.36593746917896
2003-06-24,294.5051173369348
2003-06-25,296.8475665604276
2003-06-26,297.96682080673594
2003-06-27,298.696777615831
2003-06-30,294.6580755354636
2003-07-01,297.85642678619416
2003-07-02,301.5609515244397
2003-07-03,304.547713555435
2003-07-04,306.358348012887
2003-07-07,314.28430905294323
2003-07-08,319.22367915972484
2003-07-09,319.21756207511135
2003-07-10,316.006946766838
2003-07-11,316.01299634442336
2003-07-14,324.5483206408168
2003-07-15,323.9255533589222
2003-07-16,326.4016408555845
2003-07-17,323.181546185263
2003-07-18,319.9979179273616
2003-07-21,319.43517626159394
2003-07-22,318.4694193144985
2003-07-23,317.3664345989742
2003-07-24,320.72474319750773
2003-07-25,321.6796210200361
2003-07-28,327.19013693355106
2003-07-29,328.1457264478437
