Date,EM (EMERGING MARKETS) ex CHINA
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1018.4946814539826
1999-01-05,1028.6654527261705
1999-01-06,1052.3468076496733
1999-01-07,1063.0140596933309
1999-01-08,1056.70149694559
1999-01-11,1042.8153251682768
1999-01-12,1017.8645339470265
1999-01-13,963.9349778311624
1999-01-14,948.9552846965735
1999-01-15,983.3324470010638
1999-01-18,993.6525082984386
1999-01-19,994.9718850232996
1999-01-20,1012.7481708282088
1999-01-21,991.9196905140566
1999-01-22,971.3185534850857
1999-01-25,958.1811589684689
1999-01-26,971.1494067556393
1999-01-27,985.863026733918
1999-01-28,988.4721168813969
1999-01-29,987.9385707010133
1999-02-01,1006.7286236232628
1999-02-02,1008.1220670244047
1999-02-03,1004.2552047794799
1999-02-04,996.3775072980831
1999-02-05,990.8407560466303
1999-02-08,993.7876365269989
1999-02-09,980.5575619288716
1999-02-10,986.9656405168654
1999-02-11,999.9253385854723
1999-02-12,1009.9457315654172
1999-02-15,1008.5558913942922
1999-02-16,1011.36253987573
1999-02-17,1006.6622586841809
1999-02-18,1001.1162580529602
1999-02-19,995.6880489277854
1999-02-22,998.9963924444323
1999-02-23,986.5877618121082
1999-02-24,992.1801061871878
1999-02-25,992.0345573436482
1999-02-26,997.0843944782899
1999-03-01,1001.6358904949827
1999-03-02,998.5695805720281
1999-03-03,1008.8040826995623
1999-03-04,1010.7420700593013
1999-03-05,1023.8673834042817
1999-03-08,1047.6451398967206
1999-03-09,1060.9075045634388
1999-03-10,1069.743311599513
1999-03-11,1073.24598163999
1999-03-12,1079.6662067821576
1999-03-15,1097.0818739448707
1999-03-16,1105.3480521187926
1999-03-17,1108.2941891164203
1999-03-18,1111.4984162386113
1999-03-19,1124.016679424193
1999-03-22,1120.7736412759386
1999-03-23,1109.4240988706292
1999-03-24,1100.6400783947154
1999-03-25,1115.8838004443314
1999-03-26,1111.4951644113614
1999-03-29,1112.131176978955
1999-03-30,1127.1516969821807
1999-03-31,1128.395402476498
1999-04-01,1129.6404078244213
1999-04-02,1141.733945503774
1999-04-05,1144.2165705276968
1999-04-06,1155.3380473908328
1999-04-07,1168.2001555645784
1999-04-08,1175.0020019064198
1999-04-09,1174.498567257096
1999-04-12,1178.039856561703
1999-04-13,1183.06775327022
1999-04-14,1193.131456055381
1999-04-15,1209.3307980046263
1999-04-16,1237.018946049533
1999-04-19,1253.9760481834942
1999-04-20,1245.8261941511053
1999-04-21,1228.5162557891013
1999-04-22,1234.0712824801305
1999-04-23,1243.0267421654742
1999-04-26,1240.5488616784723
1999-04-27,1245.7422917095575
1999-04-28,1257.5975322814666
1999-04-29,1250.9866995874754
1999-04-30,1267.1353705053434
1999-05-03,1281.5899400543813
1999-05-04,1300.3782684525868
1999-05-05,1308.7160887949456
1999-05-06,1342.2962314912343
1999-05-07,1348.9348685853936
1999-05-10,1359.9623202284608
1999-05-11,1351.5438238967
1999-05-12,1328.6761011811525
1999-05-13,1331.7904785091582
1999-05-14,1333.0733667410525
1999-05-17,1317.7943036722177
1999-05-18,1332.831842714786
1999-05-19,1321.9154004926743
1999-05-20,1313.2911388597895
1999-05-21,1299.783815069228
1999-05-24,1280.5322913815608
1999-05-25,1260.6123269684745
1999-05-26,1271.4200673965756
1999-05-27,1257.5081986388413
1999-05-28,1250.7897769094386
1999-05-31,1259.7432907634527
1999-06-01,1269.7466508796708
1999-06-02,1273.3178569538547
1999-06-03,1282.7001606246658
1999-06-04,1299.2875482920083
1999-06-07,1323.4296135678755
1999-06-08,1334.3579301273444
1999-06-09,1323.0473518973297
1999-06-10,1339.6123855088097
1999-06-11,1334.3825287895406
1999-06-14,1323.207864409048
1999-06-15,1322.3401494718557
1999-06-16,1353.4707905412927
1999-06-17,1372.2170168202974
1999-06-18,1383.1698266822623
1999-06-21,1409.8591086038434
1999-06-22,1417.1850221451627
1999-06-23,1398.2789426824406
1999-06-24,1387.08861421003
1999-06-25,1373.5688672717267
1999-06-28,1386.6696588582963
1999-06-29,1393.634690503093
1999-06-30,1399.9355080325402
1999-07-01,1421.051749086161
1999-07-02,1436.2455745788084
1999-07-05,1459.9218119688817
1999-07-06,1458.3637074448616
1999-07-07,1454.2327468260214
1999-07-08,1441.7375305625044
1999-07-09,1447.9131172314824
1999-07-12,1435.935948388084
1999-07-13,1424.5016327770218
1999-07-14,1417.560285774644
1999-07-15,1430.72774344926
1999-07-16,1430.2040360869346
1999-07-19,1438.537311744804
1999-07-20,1428.2586684581704
1999-07-21,1419.7431232871763
1999-07-22,1413.004980966706
1999-07-23,1379.1819463035513
1999-07-26,1352.3427074246674
1999-07-27,1357.9954819193642
1999-07-28,1372.914481729417
1999-07-29,1372.2875642742629
1999-07-30,1361.9840832062182
1999-08-02,1338.7595781011162
1999-08-03,1348.744592930188
1999-08-04,1349.1203094307168
