Date,EFM AFRICA
2002-05-31,253.62779351523284
2002-06-03,257.7664335514953
2002-06-04,261.9236892245835
2002-06-05,252.61591457385205
2002-06-06,252.79777665584695
2002-06-07,250.28887513692226
2002-06-10,245.676679446746
2002-06-11,241.78277200494315
2002-06-12,243.99079652291903
2002-06-13,236.51209983660974
2002-06-14,232.04668493107442
2002-06-17,228.9956655267128
2002-06-18,235.4671000969753
2002-06-19,235.3158345655836
2002-06-20,235.19661600986092
2002-06-21,234.47770256402774
2002-06-24,233.03864546102054
2002-06-25,229.83868913103305
2002-06-26,225.261229834836
2002-06-27,225.03317232769587
2002-06-28,228.08669818669938
2002-07-01,232.7016924078018
2002-07-02,230.3582323062955
2002-07-03,223.27275744774374
2002-07-04,224.0841935701941
2002-07-05,229.9282060416291
2002-07-08,230.4837550559977
2002-07-09,232.38785701280307
2002-07-10,228.86439475101335
2002-07-11,223.92946742618753
2002-07-12,225.9336926737288
2002-07-15,225.47723636467904
2002-07-16,223.854041222115
2002-07-17,223.64295557190218
2002-07-18,229.69937004493045
2002-07-19,227.67024253882036
2002-07-22,218.30891105589689
2002-07-23,209.69012561680935
2002-07-24,200.43368456567944
2002-07-25,207.27515280460332
2002-07-26,200.81847566643646
2002-07-29,199.50680415022663
2002-07-30,203.43125907826985
2002-07-31,193.02461856133473
2002-08-01,192.7486649628427
2002-08-02,191.29707715024682
2002-08-05,184.17134653358235
2002-08-06,184.26678652978256
2002-08-07,190.00304576476964
2002-08-08,193.7738059048772
2002-08-09,193.02988115235325
2002-08-12,194.62913650589758
2002-08-13,192.67521095159313
2002-08-14,192.9757918418493
2002-08-15,193.886253623435
2002-08-16,192.79117386808315
2002-08-19,192.88492854352114
2002-08-20,190.89559724520092
2002-08-21,192.36140792271001
2002-08-22,194.853885640824
2002-08-23,196.8473818147741
2002-08-26,194.48449323497985
2002-08-27,202.4292920766839
2002-08-28,200.44267986360103
2002-08-29,198.05708903504953
2002-08-30,201.6749671299244
2002-09-02,201.64089879914806
2002-09-03,194.99312322312662
2002-09-04,195.18017040771178
2002-09-05,195.33140211186455
2002-09-06,198.83221551751677
2002-09-09,203.88541943786527
2002-09-10,205.4659813498475
2002-09-11,207.16489930637326
2002-09-12,207.25458304683147
2002-09-13,204.03729429705513
2002-09-16,203.6587964374484
2002-09-17,205.05358367793596
2002-09-18,201.7239195155701
2002-09-19,199.77379191561073
2002-09-20,200.82407295609843
2002-09-23,199.11789281913227
2002-09-24,198.7240080235949
2002-09-25,200.0314786580756
2002-09-26,202.82580274559697
2002-09-27,205.08276236911726
2002-09-30,201.95731006736895
2002-10-01,204.8996390652376
2002-10-02,204.65351005806914
2002-10-03,205.20771291489697
2002-10-04,206.3124675484671
2002-10-07,200.43073201807027
2002-10-08,198.5668803973032
