Date,EM EUROPE
2000-12-29,100.0
2001-01-01,100.00000256715194
2001-01-02,100.51422950142533
2001-01-03,97.47005258275938
2001-01-04,101.69046750162042
2001-01-05,100.80212541058371
2001-01-08,100.82078593474887
2001-01-09,101.02393734321134
2001-01-10,103.07482850218291
2001-01-11,105.83876835306903
2001-01-12,105.66878984814274
2001-01-15,102.9967929334482
2001-01-16,102.3077355305796
2001-01-17,104.43363527310366
2001-01-18,104.71954303476909
2001-01-19,105.4560197496349
2001-01-22,102.85641333844984
2001-01-23,102.585235966391
2001-01-24,102.15155484270443
2001-01-25,102.73702053252964
2001-01-26,102.1384204367407
2001-01-29,100.75766772316007
2001-01-30,102.09377454349487
2001-01-31,104.98132249331923
2001-02-01,104.90755849140079
2001-02-02,103.36547664082103
2001-02-05,100.40245206572308
2001-02-06,101.53237818818569
2001-02-07,99.48211633981907
2001-02-08,99.38431988781294
2001-02-09,99.00787390075142
2001-02-12,98.36426083289835
2001-02-13,99.66385638892027
2001-02-14,100.58555858022739
2001-02-15,100.57163617127934
2001-02-16,100.70420807642256
2001-02-19,97.51376539742232
2001-02-20,97.22182717124619
2001-02-21,90.65951801968909
2001-02-22,86.60901026398675
2001-02-23,84.25902887247689
2001-02-26,88.0458792856373
2001-02-27,87.84452718220149
2001-02-28,88.30089025348224
2001-03-01,89.71949352983371
2001-03-02,90.96191522238257
2001-03-05,92.05742219855715
2001-03-06,93.61793881510503
2001-03-07,93.47359027346818
2001-03-08,94.65068963152868
2001-03-09,94.49390049506918
2001-03-12,90.40237386790326
2001-03-13,88.71559562554931
2001-03-14,84.29487007966071
2001-03-15,85.84372662342804
2001-03-16,85.74634867977444
2001-03-19,85.57719596280681
2001-03-20,87.33653470619372
2001-03-21,85.29345901411897
2001-03-22,83.27773663228109
2001-03-23,84.29467225454277
2001-03-26,85.36373282770711
2001-03-27,84.37714837169831
2001-03-28,82.94993438328497
2001-03-29,79.85854065217761
2001-03-30,81.76966697917294
2001-04-02,80.18725077266984
2001-04-03,77.78945556058379
2001-04-04,78.31189978593397
