Date,EMERGING MARKETS HORIZON
2003-05-30,1000.0
2003-06-02,1004.9940521784392
2003-06-03,1004.4443779439536
2003-06-04,1002.0052350680867
2003-06-05,1011.8229676721569
2003-06-06,1013.9784993027723
2003-06-09,1014.5284120649239
2003-06-10,1009.4664087269811
2003-06-11,1015.141750440721
2003-06-12,1022.5289073777509
2003-06-13,1025.5692909784332
2003-06-16,1035.3817244642566
2003-06-17,1046.0214689771728
2003-06-18,1036.6209627041208
2003-06-19,1039.996518426719
2003-06-20,1039.0403530440794
2003-06-23,1033.6707947393463
2003-06-24,1022.1960419275504
2003-06-25,1030.379511413074
2003-06-26,1029.5336447885672
2003-06-27,1035.851367543833
2003-06-30,1040.2795476501065
2003-07-01,1046.7434248053894
2003-07-02,1059.227964109398
2003-07-03,1070.0776350030017
2003-07-04,1070.6544799038131
2003-07-07,1077.1442565696032
2003-07-08,1073.851393698283
2003-07-09,1070.743537036248
2003-07-10,1064.4243169803005
2003-07-11,1069.2277830864614
2003-07-14,1074.1520325905958
2003-07-15,1078.6065430699077
2003-07-16,1071.8906019995372
2003-07-17,1062.616475865716
2003-07-18,1063.5189132366606
2003-07-21,1058.5485433288477
2003-07-22,1052.1856431497768
2003-07-23,1045.5248707230921
2003-07-24,1043.5975799978016
2003-07-25,1049.982464892576
2003-07-28,1055.5942725396678
2003-07-29,1056.3783249458552
2003-07-30,1056.498441478429
2003-07-31,1058.2957766374582
2003-08-01,1059.08021646702
2003-08-04,1057.7602022124074
2003-08-05,1056.0848913756638
2003-08-06,1051.0237335623813
2003-08-07,1059.5287525428455
2003-08-08,1062.6713694705486
2003-08-11,1069.1357258121743
2003-08-12,1070.6166245354225
2003-08-13,1082.5211857684508
2003-08-14,1086.345685755819
2003-08-15,1087.1407621246708
2003-08-18,1088.4728084362964
2003-08-19,1092.6553969639365
2003-08-20,1089.9549817674913
2003-08-21,1100.3052804888243
2003-08-22,1103.1193500739696
2003-08-25,1101.2710592004714
2003-08-26,1097.555612565048
2003-08-27,1103.8590627866074
2003-08-28,1108.4311591041
2003-08-29,1112.0327006021216
2003-09-01,1118.1009234044361
2003-09-02,1117.859658546308
2003-09-03,1129.8401703300347
2003-09-04,1136.3210728863555
2003-09-05,1143.439104978683
2003-09-08,1145.539344475517
2003-09-09,1143.0864952679565
2003-09-10,1135.401447378252
2003-09-11,1137.6099048989095
2003-09-12,1140.989352219889
2003-09-15,1141.0434782799596
2003-09-16,1149.1490574747368
2003-09-17,1151.7300584276977
2003-09-18,1154.3348291919488
2003-09-19,1160.7341903813483
2003-09-22,1158.7627556287275
2003-09-23,1164.9017064710079
2003-09-24,1175.9472432719192
2003-09-25,1168.251381687165
2003-09-26,1167.9830598333351
2003-09-29,1160.8431039190561
2003-09-30,1156.3294168618545
2003-10-01,1170.0132088693213
2003-10-02,1178.3208030703345
2003-10-03,1184.7909564568247
2003-10-06,1195.111031284272
2003-10-07,1195.8088646615622
2003-10-08,1209.3804715444032
2003-10-09,1225.6889983951428
2003-10-10,1240.7229779091517
2003-10-13,1237.0483352227395
2003-10-14,1232.959831147222
2003-10-15,1239.5307034407288
2003-10-16,1241.7292078459075
2003-10-17,1236.423150388911
2003-10-20,1239.4563693434002
2003-10-21,1241.7176341369825
2003-10-22,1244.342060244283
2003-10-23,1233.9585508505013
2003-10-24,1232.6196011001762
2003-10-27,1225.2700535363822
2003-10-28,1232.463929119866
2003-10-29,1239.792842397667
2003-10-30,1247.1475176085185
2003-10-31,1249.3816660302546
2003-11-03,1260.532827402807
2003-11-04,1263.3614306351637
2003-11-05,1265.929880687651
2003-11-06,1256.6687790108713
2003-11-07,1255.487087597945
2003-11-10,1245.5637745126762
2003-11-11,1233.758055839356
2003-11-12,1241.5834401605907
2003-11-13,1247.6061819638546
2003-11-14,1250.4310244216865
2003-11-17,1234.662464181831
2003-11-18,1235.063418859222
2003-11-19,1219.16232181132
2003-11-20,1207.1813188477977
2003-11-21,1216.9641582381817
2003-11-24,1219.6575764197814
2003-11-25,1222.8543925924437
2003-11-26,1232.6849993358655
2003-11-27,1232.7204973664075
2003-11-28,1235.567276419852
2003-12-01,1261.1016375921881
2003-12-02,1263.117708694137
2003-12-03,1268.801346713419
2003-12-04,1259.9438694604203
2003-12-05,1261.141199945057
2003-12-08,1265.2399676341229
2003-12-09,1274.2926220533113
2003-12-10,1266.9254831345227
2003-12-11,1276.694343968575
2003-12-12,1287.4166459049513
2003-12-15,1296.082329262056
2003-12-16,1288.2480285886845
2003-12-17,1280.272159397841
2003-12-18,1289.1772744911789
2003-12-19,1296.2519083222674
2003-12-22,1304.5539220734872
2003-12-23,1310.033540742065
2003-12-24,1316.0800756508406
2003-12-25,1318.108769085704
2003-12-26,1325.676702315784
2003-12-29,1342.5886415819493
2003-12-30,1351.5933458691238
2003-12-31,1357.5212997975266
2004-01-01,1357.5631970860218
2004-01-02,1367.3656375080398
2004-01-05,1407.418800036548
2004-01-06,1403.4557583746687
2004-01-07,1398.1900297882887
2004-01-08,1411.8168396812712
2004-01-09,1432.5405582442006
2004-01-12,1433.1447063583091
2004-01-13,1430.658784875995
2004-01-14,1417.3905159548672
2004-01-15,1409.9502231845531
2004-01-16,1406.523226867867
2004-01-19,1411.3259320251998
2004-01-20,1429.7207232651597
2004-01-21,1424.6022921902472
2004-01-22,1421.665950613234
2004-01-23,1422.5140326780217
2004-01-26,1415.017892844958
2004-01-27,1415.550878523346
2004-01-28,1404.575544150973
2004-01-29,1379.2190903558655
2004-01-30,1381.9003315683685
2004-02-02,1378.5462336185278
2004-02-03,1385.139135270258
2004-02-04,1379.8307338781221
2004-02-05,1385.9774567302532
2004-02-06,1394.1043378182408
2004-02-09,1416.0304862425708
2004-02-10,1415.0532361149178
2004-02-11,1426.8994597372543
2004-02-12,1446.6476544737063
2004-02-13,1448.5036389026213
2004-02-16,1450.497012736161
2004-02-17,1463.3860902159004
2004-02-18,1465.3931031639058
2004-02-19,1452.8426816513138
2004-02-20,1449.5065093851229
2004-02-23,1446.608525920481
2004-02-24,1448.0235032506366
2004-02-25,1446.0570742806572
2004-02-26,1446.2624749970553
2004-02-27,1449.4538810196166
2004-03-01,1463.1957191059844
2004-03-02,1471.2971539216992
2004-03-03,1451.2127711119288
2004-03-04,1454.3764408759307
2004-03-05,1464.8595388719536
2004-03-08,1464.4996471792779
2004-03-09,1463.7182762331865
2004-03-10,1453.7134810335267
2004-03-11,1438.529137792624
2004-03-12,1436.5235764680735
2004-03-15,1430.0963545974541
2004-03-16,1427.1117584885442
2004-03-17,1435.0525898448902
2004-03-18,1450.0139214584638
2004-03-19,1451.9359844715825
2004-03-22,1445.365022636432
2004-03-23,1438.3276664379512
2004-03-24,1433.216324649808
2004-03-25,1433.3260249177995
2004-03-26,1435.780591992602
2004-03-29,1439.9815111909422
2004-03-30,1442.4443684274381
2004-03-31,1455.9659850304986
2004-04-01,1463.4244926703514
2004-04-02,1474.8693778810782
2004-04-05,1483.5206228574643
2004-04-06,1483.64125917699
2004-04-07,1485.68218039257
2004-04-08,1482.6595376747105
2004-04-09,1481.2915644621676
2004-04-12,1476.2445593237885
2004-04-13,1476.4799023385096
2004-04-14,1453.1128813294822
2004-04-15,1450.6634676644596
2004-04-16,1456.9695553412985
2004-04-19,1460.5281676874408
2004-04-20,1470.0089723304875
2004-04-21,1462.9626964047209
2004-04-22,1456.9871534789945
2004-04-23,1466.6421736941757
2004-04-26,1451.670655645243
2004-04-27,1449.2932945375474
2004-04-28,1439.3073194717122
2004-04-29,1416.073379382189
2004-04-30,1404.2827100007446
2004-05-03,1393.9490532075465
2004-05-04,1407.2027061849974
2004-05-05,1410.346005167645
2004-05-06,1388.4827584359987
2004-05-07,1365.260630803521
2004-05-10,1317.3619287480508
2004-05-11,1325.0717222667683
2004-05-12,1336.0569767432798
2004-05-13,1316.9198051061471
2004-05-14,1312.626069137462
2004-05-17,1288.4147428456313
2004-05-18,1298.3703029224519
2004-05-19,1331.746862292458
2004-05-20,1319.3254163077463
2004-05-21,1332.5691845331921
2004-05-24,1341.4840717073675
2004-05-25,1337.7214028748099
2004-05-26,1348.593899842882
2004-05-27,1367.3160567373573
2004-05-28,1370.0356197409155
2004-05-31,1368.2819571020714
2004-06-01,1362.123599315953
2004-06-02,1364.0860353215985
2004-06-03,1355.1270960621478
2004-06-04,1354.7362989251155
2004-06-07,1373.5298809526753
2004-06-08,1371.3622430436592
2004-06-09,1362.5407048731818
2004-06-10,1363.0798537105325
2004-06-11,1358.6220246238597
2004-06-14,1349.156998082988
2004-06-15,1352.0062165129366
2004-06-16,1360.6270474619234
2004-06-17,1360.9156977425391
2004-06-18,1364.9320835304059
2004-06-21,1369.7567331038304
2004-06-22,1366.836977018037
2004-06-23,1375.2694521656458
2004-06-24,1389.698766520584
2004-06-25,1396.7496199401248
2004-06-28,1399.5077216567531
2004-06-29,1399.3041257166972
2004-06-30,1407.5695311507154
2004-07-01,1414.649290146786
2004-07-02,1426.0860372784625
2004-07-05,1432.8618217042506
2004-07-06,1438.415734123652
2004-07-07,1447.8220657764832
2004-07-08,1439.0870312202192
2004-07-09,1442.1248194365871
2004-07-12,1440.7754942247082
2004-07-13,1436.335375937153
2004-07-14,1432.1896718433072
2004-07-15,1424.9816691248275
2004-07-16,1438.2692783728723
2004-07-19,1431.2818581776373
2004-07-20,1431.6856308704937
2004-07-21,1431.7971186955374
2004-07-22,1422.4116810533214
2004-07-23,1416.1533670240756
2004-07-26,1397.7182884462204
2004-07-27,1397.5849359767883
2004-07-28,1388.5844240604274
2004-07-29,1394.6238147641357
2004-07-30,1400.107376363827
2004-08-02,1394.5315568347435
2004-08-03,1390.5702425285633
2004-08-04,1382.954418745845
2004-08-05,1389.1412468102014
2004-08-06,1386.548944818879
2004-08-09,1379.910189167837
2004-08-10,1381.384742966894
2004-08-11,1363.9195285510552
2004-08-12,1361.0603666411484
2004-08-13,1358.9115720159552
2004-08-16,1362.1708295525716
2004-08-17,1378.9087828190425
2004-08-18,1377.9510900179255
2004-08-19,1383.0556190093848
2004-08-20,1380.871978891988
2004-08-23,1377.7927771658863
2004-08-24,1380.0810407221186
2004-08-25,1378.9079264193924
2004-08-26,1386.2105185059606
2004-08-27,1396.649681340168
2004-08-30,1395.9830248482185
2004-08-31,1405.0778728962225
2004-09-01,1411.812346989827
2004-09-02,1419.3019981264508
2004-09-03,1418.9044234545843
2004-09-06,1425.4674444880104
2004-09-07,1431.0229710403576
2004-09-08,1440.200371666325
2004-09-09,1442.9138559048172
2004-09-10,1449.2794189313893
2004-09-13,1459.5513199054908
2004-09-14,1476.7281656614286
2004-09-15,1476.6237274043938
2004-09-16,1481.8257634006845
2004-09-17,1480.6906146506496
2004-09-20,1484.5592820501001
2004-09-21,1492.3539029502397
2004-09-22,1483.1905197306032
2004-09-23,1475.8285978660929
2004-09-24,1477.114946896205
2004-09-27,1471.995773362738
2004-09-28,1468.4337574469512
2004-09-29,1473.6789352853239
2004-09-30,1483.3960031229026
2004-10-01,1495.5767379004828
2004-10-04,1521.3259120197513
2004-10-05,1520.0498720567095
2004-10-06,1520.5913708842497
2004-10-07,1524.2605842197838
2004-10-08,1528.7071168219966
2004-10-11,1521.5045304374414
2004-10-12,1500.9319367072055
2004-10-13,1503.4504350969398
2004-10-14,1491.370639196883
2004-10-15,1496.7035923236856
2004-10-18,1499.779798696119
2004-10-19,1513.919219061395
2004-10-20,1505.1803937036539
2004-10-21,1512.005751970058
2004-10-22,1518.4966252358017
2004-10-25,1513.5539511794775
2004-10-26,1512.9657525645475
2004-10-27,1515.0590688589639
2004-10-28,1517.542759589124
2004-10-29,1531.570758491832
2004-11-01,1538.7573728132193
2004-11-02,1548.3633513178129
2004-11-03,1557.6984131369575
2004-11-04,1559.241294536425
2004-11-05,1567.5162069615308
2004-11-08,1562.8415785472334
2004-11-09,1571.9671257210089
2004-11-10,1580.1495174801473
2004-11-11,1584.4490077859537
2004-11-12,1594.7693316749912
2004-11-15,1600.968234562829
2004-11-16,1603.1525286678452
2004-11-17,1619.7847306047984
2004-11-18,1629.952748819456
2004-11-19,1634.3623958095554
2004-11-22,1624.485676726213
2004-11-23,1642.3310339776863
2004-11-24,1648.4958575868918
2004-11-25,1654.0362504471025
2004-11-26,1656.0151484492849
2004-11-29,1656.7322995912775
2004-11-30,1661.616079625465
2004-12-01,1671.485931206375
2004-12-02,1685.5860288051897
2004-12-03,1687.7483326926333
2004-12-06,1691.721805030279
2004-12-07,1689.6446385232223
2004-12-08,1668.078926120318
2004-12-09,1652.1282080923208
2004-12-10,1647.9414617856823
2004-12-13,1667.8241143261782
2004-12-14,1673.8119564127546
2004-12-15,1693.041630001487
2004-12-16,1699.5328811575068
2004-12-17,1711.627454808838
2004-12-20,1726.1516987150248
2004-12-21,1717.3223327134174
2004-12-22,1720.9867364545883
2004-12-23,1725.4149397391132
2004-12-24,1729.3924155008956
2004-12-27,1738.0182847954432
2004-12-28,1736.9401784286883
2004-12-29,1743.490138787435
2004-12-30,1752.3557722683347
2004-12-31,1754.654792851213
2005-01-03,1755.3188361796542
2005-01-04,1745.3947654272704
2005-01-05,1727.996853227115
2005-01-06,1721.8475335634782
2005-01-07,1731.115234321954
2005-01-10,1737.4866590762947
2005-01-11,1746.1824372323747
2005-01-12,1758.5607941596031
2005-01-13,1762.794340501676
2005-01-14,1763.3605891885456
2005-01-17,1773.6051683148653
2005-01-18,1760.834955017134
2005-01-19,1766.946672319501
2005-01-20,1765.8930555124734
2005-01-21,1766.002730250459
2005-01-24,1763.127403987136
2005-01-25,1762.4681320178647
2005-01-26,1776.9002299039169
2005-01-27,1778.3541525056535
2005-01-28,1780.420180691232
2005-01-31,1794.5764827842463
2005-02-01,1800.1351101130983
2005-02-02,1810.7872041473152
2005-02-03,1817.333660780663
2005-02-04,1826.467926991156
2005-02-07,1833.9013931317509
2005-02-08,1828.18830231543
2005-02-09,1823.018926311458
2005-02-10,1827.5068624585324
2005-02-11,1830.7360679843532
2005-02-14,1851.2665642427405
2005-02-15,1855.0395477905906
2005-02-16,1860.774296916696
2005-02-17,1862.4483348352462
2005-02-18,1867.5960154356185
2005-02-21,1860.879724156133
2005-02-22,1871.9788343639243
2005-02-23,1872.0012478230508
2005-02-24,1885.5328255456918
2005-02-25,1903.0355104805726
2005-02-28,1928.9237057166717
2005-03-01,1922.5750372733562
2005-03-02,1887.2650179747025
2005-03-03,1892.5675081572363
2005-03-04,1909.7411879467104
2005-03-07,1930.8196699849273
2005-03-08,1934.0229719663816
2005-03-09,1938.751210311611
2005-03-10,1922.741495484793
2005-03-11,1919.5561932124463
2005-03-14,1894.3227701494209
2005-03-15,1881.7003357984343
2005-03-16,1863.4860363319906
2005-03-17,1853.6725714013844
2005-03-18,1863.3900911593773
2005-03-21,1836.2937655925398
2005-03-22,1842.3125551463147
2005-03-23,1811.0678248842457
2005-03-24,1810.0712807091181
2005-03-25,1812.880915404726
2005-03-28,1800.2091037135156
2005-03-29,1788.2193358641712
2005-03-30,1791.3856894830508
2005-03-31,1817.9555432293032
2005-04-01,1832.4208956789328
2005-04-04,1811.3311943909769
2005-04-05,1822.245951361369
2005-04-06,1830.4631286833207
2005-04-07,1837.517730128509
2005-04-08,1832.0856759005962
2005-04-11,1838.878393691022
2005-04-12,1838.5605149176704
2005-04-13,1845.5876992228555
2005-04-14,1825.1061240249878
2005-04-15,1812.1052133243563
2005-04-18,1783.1397497100215
