Date,EM GCC COUNTRIES
2014-05-30,1000.0
2014-06-02,976.4369263192042
2014-06-03,952.7326359463793
2014-06-04,938.1649969210335
2014-06-05,949.1419280710182
2014-06-06,949.1300270498377
2014-06-09,909.5148179088367
2014-06-10,902.1203031846927
2014-06-11,893.335077062118
2014-06-12,906.8151807535847
2014-06-13,906.8094632447926
2014-06-16,861.0744019989598
2014-06-17,848.4681802124077
2014-06-18,861.1030121558115
2014-06-19,862.7869148473947
2014-06-20,862.7869148473947
2014-06-23,839.7052193121618
2014-06-24,818.9939232186176
2014-06-25,822.3809766622547
2014-06-26,809.7894314131602
2014-06-27,809.784385894933
2014-06-30,769.655600394214
2014-07-01,802.7530833735149
2014-07-02,842.3969283485583
2014-07-03,836.3712826616577
2014-07-04,836.376599245537
2014-07-07,850.5347117376612
2014-07-08,854.3579958276957
2014-07-09,860.5249649704338
2014-07-10,877.7373747940281
2014-07-11,877.7373747940284
2014-07-14,879.1414129776603
2014-07-15,890.6552379295495
2014-07-16,903.0736684861495
2014-07-17,907.173019569186
2014-07-18,907.173019569186
2014-07-21,883.5703716500715
2014-07-22,886.731471434716
2014-07-23,879.996906160867
2014-07-24,865.951237040117
2014-07-25,865.951237040117
2014-07-28,870.4388223780197
2014-07-29,870.4552888887893
2014-07-30,870.4552888887893
2014-07-31,883.6474213147
2014-08-01,883.6474213147
2014-08-04,882.0866919945317
2014-08-05,885.7209015366611
2014-08-06,872.3663831119758
2014-08-07,874.1552049321004
2014-08-08,874.1552049321004
2014-08-11,884.1501513004885
2014-08-12,887.8974569899702
2014-08-13,901.1572663740592
2014-08-14,902.8241230432352
2014-08-15,902.8070362810065
2014-08-18,906.5827990367823
2014-08-19,911.8534147548493
2014-08-20,911.3627246858255
2014-08-21,916.4087834799101
2014-08-22,916.3794808190039
2014-08-25,918.2353322649592
2014-08-26,924.7215249449198
2014-08-27,923.4686102083684
2014-08-28,887.961199012514
2014-08-29,887.9778534222564
2014-09-01,922.8095340485731
2014-09-02,926.0676692919895
2014-09-03,937.5867361413947
2014-09-04,940.5893018194987
2014-09-05,940.5893018194987
2014-09-08,941.7615710324832
2014-09-09,939.1325266855208
2014-09-10,927.463729802322
2014-09-11,936.836209655452
2014-09-12,936.836209655452
2014-09-15,943.2324100568522
2014-09-16,941.0317521821313
2014-09-17,942.8182502235206
2014-09-18,966.4895367986497
2014-09-19,966.48953679865
2014-09-22,949.3154192917423
2014-09-23,946.5169106653909
2014-09-24,942.261747413614
2014-09-25,939.5576319238348
2014-09-26,939.5629617640102
2014-09-29,931.6653438175434
2014-09-30,926.548503046447
2014-10-01,927.1759176195093
2014-10-02,924.3086439475398
2014-10-03,924.3020340112662
2014-10-06,924.291644978376
2014-10-07,928.1923236374371
2014-10-08,918.829877114853
2014-10-09,922.7781265317245
2014-10-10,922.7847361049919
2014-10-13,889.2515384392999
2014-10-14,885.5210008585818
2014-10-15,875.0835616284725
2014-10-16,849.3338567927749
2014-10-17,849.3276312136827
2014-10-20,847.3340574720471
2014-10-21,858.2775047018736
2014-10-22,872.7134689858951
2014-10-23,882.4132960410044
2014-10-24,882.4392652070214
2014-10-27,887.3439935165437
2014-10-28,886.8247476407905
2014-10-29,895.195016041886
2014-10-30,871.6816829913599
2014-10-31,871.6577134766201
2014-11-03,893.8293570563618
2014-11-04,892.6723731430855
2014-11-05,866.8095078578768
2014-11-06,866.943001700301
2014-11-07,866.943001700301
2014-11-10,889.8172154435409
2014-11-11,890.0574755287844
2014-11-12,886.9385306303369
2014-11-13,894.6519516599133
2014-11-14,894.6389348180782
2014-11-17,889.7870250326604
2014-11-18,897.5536490732677
2014-11-19,898.9910622488717
2014-11-20,900.6283088865988
2014-11-21,900.6283088865988
2014-11-24,902.6603458383619
2014-11-25,882.5696296123656
2014-11-26,876.6462265712771
2014-11-27,875.252514895268
2014-11-28,875.2298376360972
2014-12-01,845.8122624089374
2014-12-02,841.3336095369432
2014-12-03,834.2854377037697
2014-12-04,829.92402283654
2014-12-05,829.8983648891933
2014-12-08,819.8795922336484
2014-12-09,799.4406302569694
2014-12-10,801.2580272174721
2014-12-11,755.3880615674369
2014-12-12,755.3880615674369
2014-12-15,731.7120474875276
2014-12-16,693.0945406877726
2014-12-17,705.9172763621501
2014-12-18,737.1261389374297
2014-12-19,737.1261389374298
2014-12-22,803.3670800564453
2014-12-23,784.1133130547029
2014-12-24,797.3498089238781
2014-12-25,801.738487152863
2014-12-26,801.738487152863
2014-12-29,806.6236200946744
2014-12-30,785.8280216577026
2014-12-31,788.332792110277
2015-01-01,788.3327921102772
2015-01-02,788.3101282508793
2015-01-05,763.0812111992318
2015-01-06,744.3529755980576
2015-01-07,758.0195663899674
2015-01-08,780.7029094361035
2015-01-09,780.7029094361034
2015-01-12,764.5404454351911
2015-01-13,775.9946999961193
2015-01-14,771.6126679592065
2015-01-15,767.4869549154128
2015-01-16,767.5167839167019
2015-01-19,773.5850124591135
2015-01-20,767.79542951841
2015-01-21,765.3802445040683
2015-01-22,756.7140952514984
2015-01-23,756.6791693647633
2015-01-26,756.4226946497216
2015-01-27,759.7988442159476
2015-01-28,758.8786628931391
2015-01-29,747.1059773825555
2015-01-30,747.0524106642387
2015-02-02,770.2891552995131
2015-02-03,785.4777949086968
2015-02-04,787.0463347198771
2015-02-05,788.4238770681192
2015-02-06,788.4238770681192
2015-02-09,793.9525410187523
2015-02-10,792.5400480780257
2015-02-11,792.3221365616222
2015-02-12,792.3034708153195
2015-02-13,792.3034708153198
2015-02-16,793.4559875316298
2015-02-17,794.0493043501473
2015-02-18,795.9766023277623
2015-02-19,796.2779818065071
2015-02-20,796.2779818065071
2015-02-23,796.3812061741428
2015-02-24,797.007847346679
2015-02-25,798.9763351296428
2015-02-26,798.1196778585479
2015-02-27,798.0983877084159
2015-03-02,798.4957355206
2015-03-03,792.8256892147605
2015-03-04,782.2104245740419
2015-03-05,779.610659171176
2015-03-06,779.610659171176
2015-03-09,782.8890600784524
2015-03-10,782.2282750988118
2015-03-11,771.9772158633987
2015-03-12,770.6424564255454
2015-03-13,770.6424564255457
2015-03-16,742.4856648290273
2015-03-17,736.4796532410886
2015-03-18,716.5713507588349
2015-03-19,729.7528427187683
2015-03-20,729.7528427187682
2015-03-23,735.3152239430335
2015-03-24,744.1340613611474
2015-03-25,730.983576853971
2015-03-26,729.1299494037744
2015-03-27,729.1004519192263
2015-03-30,744.5518785581168
2015-03-31,755.3494833940583
2015-04-01,749.2132526424846
2015-04-02,767.9224963878735
2015-04-03,767.9224963878735
2015-04-06,773.0246297957575
2015-04-07,780.8155388027823
2015-04-08,782.8815644809973
2015-04-09,782.2994875933052
2015-04-10,782.2994875933052
2015-04-13,780.0612610152965
2015-04-14,779.0424236832154
2015-04-15,788.9260967366222
2015-04-16,807.8907433065231
2015-04-17,807.889075088856
2015-04-20,804.0926567355045
2015-04-21,809.7132371540116
2015-04-22,811.2108767929891
2015-04-23,805.5782840429038
2015-04-24,805.5963791430012
2015-04-27,815.702772834911
2015-04-28,817.7408488114822
2015-04-29,820.168936132229
2015-04-30,815.3756227205961
2015-05-01,815.3547543526491
2015-05-04,800.6499280861497
2015-05-05,804.8844764194405
2015-05-06,808.2121354116886
2015-05-07,805.7078631588947
2015-05-08,805.7078631588947
2015-05-11,806.4652140630322
2015-05-12,805.0873725851461
2015-05-13,804.6801391595272
2015-05-14,802.8140481849478
2015-05-15,802.8140481849478
2015-05-18,803.9647299613318
2015-05-19,805.9047080090005
2015-05-20,803.6714787287407
2015-05-21,804.0506468608268
2015-05-22,804.0506468608268
2015-05-25,796.6879816883333
2015-05-26,795.630352900031
2015-05-27,782.3288653061422
2015-05-28,764.8738066798293
2015-05-29,764.9025459894469
2015-06-01,777.7367966168756
2015-06-02,783.0000496807157
2015-06-03,784.1183339971708
2015-06-04,778.7250176108136
2015-06-05,778.704924190939
2015-06-08,769.3396506240299
2015-06-09,777.3589124971156
2015-06-10,774.3013630644173
