Date,EM EMEA
2000-12-29,100.0
2001-01-01,99.9106783461111
2001-01-02,98.02031549274746
2001-01-03,97.75166572532399
2001-01-04,100.80684635595317
2001-01-05,99.16707540630391
2001-01-08,98.28995429860504
2001-01-09,98.18691379684667
2001-01-10,98.84268348157708
2001-01-11,100.96537357040806
2001-01-12,101.32722239928346
2001-01-15,100.79983823433635
2001-01-16,99.88673695217886
2001-01-17,101.59001145423524
2001-01-18,102.2030832893762
2001-01-19,103.12653190883152
2001-01-22,100.95820218116997
2001-01-23,101.22424188156553
2001-01-24,100.95933698867437
2001-01-25,101.57063772631683
2001-01-26,101.910059779149
2001-01-29,102.04060170831889
2001-01-30,103.31861302798625
2001-01-31,104.20783469730947
2001-02-01,105.45114370191888
2001-02-02,103.53849188749798
2001-02-05,102.44570307449852
2001-02-06,103.20318114139828
2001-02-07,101.16003147654452
2001-02-08,100.67756995847067
2001-02-09,100.42334454719378
2001-02-12,100.84151363020848
2001-02-13,101.14988699181868
2001-02-14,101.52730371679564
2001-02-15,102.4939713035784
2001-02-16,101.95826294146934
2001-02-19,100.97170106817022
2001-02-20,100.64479177064614
2001-02-21,96.44095036044008
2001-02-22,93.30081381688174
2001-02-23,92.11286937096187
2001-02-26,94.80459380731679
2001-02-27,94.88482771030802
2001-02-28,93.77208231295819
2001-03-01,94.63878516229124
2001-03-02,94.40386443219504
2001-03-05,94.65806882636618
2001-03-06,95.86400970420783
2001-03-07,95.91698566256207
2001-03-08,96.58894924380556
2001-03-09,96.1856543684404
2001-03-12,93.28658379690638
2001-03-13,92.42368086271246
2001-03-14,88.56166470130555
2001-03-15,88.8356516684962
2001-03-16,87.29229832812759
2001-03-19,87.06185068156118
2001-03-20,87.62505858512571
2001-03-21,86.61656900392057
2001-03-22,84.84369459103931
2001-03-23,85.87696441427225
2001-03-26,87.23540420506762
2001-03-27,86.73886072155625
2001-03-28,84.95626138482066
2001-03-29,82.46846645618683
2001-03-30,82.75474135849058
2001-04-02,81.21809165764607
2001-04-03,78.72667813702466
2001-04-04,79.56390210581796
2001-04-05,82.53963861933332
2001-04-06,81.95300575756033
2001-04-09,82.61542587073647
2001-04-10,84.11607747417263
2001-04-11,85.86750152695649
2001-04-12,86.94683166903796
2001-04-13,87.09544697702931
2001-04-16,87.24061268973348
2001-04-17,86.34494721780645
2001-04-18,88.6685353874671
2001-04-19,90.554696462736
2001-04-20,89.90523574132763
2001-04-23,88.78424572709092
2001-04-24,88.47265325546017
2001-04-25,89.07207568389664
2001-04-26,90.41381479003829
2001-04-27,92.52914354238382
2001-04-30,93.12467557755546
2001-05-01,93.34495364404219
2001-05-02,93.19331328088667
2001-05-03,92.75420052404338
2001-05-04,93.12156698065309
2001-05-07,93.01895809789875
2001-05-08,93.51117395183849
2001-05-09,92.67968074070518
2001-05-10,93.18023136292653
2001-05-11,92.04209451519881
2001-05-14,91.03213319432624
2001-05-15,91.00596508073389
2001-05-16,92.23326661588368
2001-05-17,94.3030943241643
2001-05-18,95.2166126425713
2001-05-21,96.84789864862992
2001-05-22,96.49928401646528
2001-05-23,95.16093477104656
2001-05-24,94.9586526022289
2001-05-25,94.96734628191355
2001-05-28,94.83415749696282
2001-05-29,93.70930280832057
2001-05-30,92.9606983612438
2001-05-31,93.11208828736503
2001-06-01,93.00939835644306
2001-06-04,93.16024298895412
2001-06-05,92.30185142970291
2001-06-06,92.08839089931602
2001-06-07,92.04837497676311
2001-06-08,92.04425913051759
2001-06-11,90.66152669463888
2001-06-12,90.02998792682412
2001-06-13,89.58372373668942
2001-06-14,90.00545597299012
2001-06-15,89.95226474823073
2001-06-18,88.95526568825736
2001-06-19,89.85062162505281
2001-06-20,89.02145668049458
2001-06-21,89.73012638930751
2001-06-22,90.17302224045073
2001-06-25,90.19728500590239
2001-06-26,90.19031683232642
2001-06-27,90.73775954976811
2001-06-28,89.99888002532602
2001-06-29,89.82669946092007
2001-07-02,90.08723637269308
2001-07-03,88.20150453655607
2001-07-04,87.24378207075642
2001-07-05,86.20845004658078
2001-07-06,84.06311936296922
2001-07-09,83.82826500723702
2001-07-10,83.40417173585958
2001-07-11,81.29875029957478
2001-07-12,83.19434549938761
2001-07-13,83.3649916496051
2001-07-16,83.16636405623498
2001-07-17,81.69454068324877
2001-07-18,81.11701227156294
2001-07-19,82.51050883313165
2001-07-20,81.37946101518065
2001-07-23,81.96081447243317
2001-07-24,81.38090617937112
2001-07-25,80.9105298910542
2001-07-26,82.2414661508644
2001-07-27,82.09041277163632
2001-07-30,82.40774919446226
2001-07-31,81.85756000706756
2001-08-01,82.9306780080844
2001-08-02,83.9462497594126
2001-08-03,83.39350362458707
2001-08-06,82.24226267926898
2001-08-07,80.9021375043091
2001-08-08,80.04566774456643
2001-08-09,80.00582271562128
2001-08-10,80.10987220990503
2001-08-13,80.19252263074132
2001-08-14,80.57501116585155
2001-08-15,80.38409084893586
2001-08-16,80.42085016118219
2001-08-17,80.18489820612172
2001-08-20,79.83881415524242
2001-08-21,79.72995831308266
2001-08-22,80.87944239787389
2001-08-23,81.11576637391651
