Date,AC ASEAN
2000-12-29,999.99999989009
2001-01-01,999.99999989009
2001-01-02,981.32614854194
2001-01-03,967.6808569378
2001-01-04,989.05866986222
2001-01-05,1013.75588243349
2001-01-08,1015.83988264729
2001-01-09,1023.69041148908
2001-01-10,1020.37328848826
2001-01-11,1004.35526783913
2001-01-12,1015.87256274307
2001-01-15,1021.70724021786
2001-01-16,1012.8250591068
2001-01-17,1009.21098465077
2001-01-18,1002.80671761774
2001-01-19,1018.25431255365
2001-01-22,1038.0820207958
2001-01-23,1036.6507833881
2001-01-24,1037.88234504651
2001-01-25,1043.432973343
2001-01-26,1037.91792738231
2001-01-29,1043.17566700466
2001-01-30,1046.99940700771
2001-01-31,1067.46608542665
2001-02-01,1064.75647887125
2001-02-02,1072.43808698004
2001-02-05,1062.63685655986
2001-02-06,1059.47758268353
2001-02-07,1055.42609095658
2001-02-08,1062.34191321947
2001-02-09,1061.3011297671
2001-02-12,1065.78845603536
2001-02-13,1062.04729608219
2001-02-14,1052.71748677216
2001-02-15,1053.89934457147
2001-02-16,1053.93344718593
2001-02-19,1043.27541039896
2001-02-20,1050.32281293269
2001-02-21,1044.50312690986
2001-02-22,1040.31784919574
2001-02-23,1044.72261160961
2001-02-26,1046.7008262247
2001-02-27,1042.42438161168
2001-02-28,1040.23661214683
2001-03-01,1021.92303361472
2001-03-02,1020.19370674196
2001-03-05,1016.1104060064
2001-03-06,1017.91282313164
2001-03-07,1016.76457541802
2001-03-08,1011.17564184453
2001-03-09,1010.46177954173
2001-03-12,992.66779411617
2001-03-13,970.95701468985
2001-03-14,965.35996447038
2001-03-15,957.10136955086
2001-03-16,943.00904938578
2001-03-19,928.17207652957
2001-03-20,922.3376981473
2001-03-21,926.78077057478
2001-03-22,911.7888574613
2001-03-23,922.123647322
2001-03-26,921.93008476292
2001-03-27,907.14555858208
2001-03-28,899.22609206195
2001-03-29,886.74886890311
2001-03-30,896.36874323905
2001-04-02,886.32637413531
2001-04-03,875.56650719484
2001-04-04,846.71071291197
2001-04-05,857.60488031014
2001-04-06,847.90934362056
2001-04-09,812.52625053603
2001-04-10,820.53107139376
2001-04-11,830.66969918005
2001-04-12,825.1729673945
2001-04-13,832.19559925783
2001-04-16,831.52502287932
2001-04-17,819.41493868818
2001-04-18,829.86732229915
2001-04-19,837.25829745371
2001-04-20,836.75131751467
2001-04-23,843.70525014164
2001-04-24,843.08972144291
2001-04-25,839.49285314663
2001-04-26,840.95353800446
2001-04-27,851.07769077434
2001-04-30,860.1960303106
2001-05-01,863.07070351519
2001-05-02,880.77582739858
2001-05-03,878.11721410826
2001-05-04,855.09577258742
2001-05-07,854.20795955751
2001-05-08,847.83199008295
2001-05-09,845.41949213211
2001-05-10,849.53626807143
2001-05-11,853.67098997571
