Date,BRIC
2000-12-29,100.0
2001-01-01,99.86707353600625
2001-01-02,100.45924085507805
2001-01-03,101.6539858927877
2001-01-04,104.27066804207342
2001-01-05,104.55003698544694
2001-01-08,104.57455964204775
2001-01-09,106.19275738405769
2001-01-10,106.24596059668774
2001-01-11,105.42281743330435
2001-01-12,106.01865585884795
2001-01-15,107.29686543106023
2001-01-16,107.09903986636581
2001-01-17,107.99460176964973
2001-01-18,109.77111994317181
2001-01-19,111.70195693168147
2001-01-22,111.75292219970174
2001-01-23,112.70419627106087
2001-01-24,113.05324213380078
2001-01-25,112.78290179770761
2001-01-26,113.00022438527357
2001-01-29,112.18874516271767
2001-01-30,112.53035232616179
2001-01-31,112.78281398407007
2001-02-01,110.97598267202282
2001-02-02,110.8994272878611
2001-02-05,109.45520292793383
2001-02-06,110.53180768023981
2001-02-07,109.43808497013282
2001-02-08,111.07939401631518
2001-02-09,110.83037989134695
2001-02-12,110.4250907402887
2001-02-13,110.98060162702399
2001-02-14,110.82781223766733
2001-02-15,111.62975222386443
2001-02-16,108.15499677228993
2001-02-19,107.18183696301345
2001-02-20,107.25728304318159
2001-02-21,104.28234159328932
2001-02-22,103.88153078147703
2001-02-23,103.16366943073932
2001-02-26,103.41723499755363
2001-02-27,102.79668855678557
2001-02-28,103.72888486694875
2001-03-01,103.20317782310666
2001-03-02,100.84864602368815
2001-03-05,101.37170550948444
2001-03-06,101.97855184390154
2001-03-07,101.5227889972376
2001-03-08,101.85995407060425
2001-03-09,100.030259985546
2001-03-12,96.42967875325724
2001-03-13,94.79428839569694
2001-03-14,94.42956183275483
2001-03-15,95.0260963003676
2001-03-16,94.63639406118365
2001-03-19,93.17089136760285
2001-03-20,93.51522671396364
2001-03-21,94.07826098695678
2001-03-22,89.74044767097179
2001-03-23,89.0690125696296
2001-03-26,91.41923826159294
2001-03-27,91.76408747920163
2001-03-28,92.38044025882947
2001-03-29,90.5504976037013
2001-03-30,89.72203840906064
2001-04-02,88.5218244501532
2001-04-03,87.04416355146873
2001-04-04,85.52650823240847
2001-04-05,87.13101970673365
2001-04-06,88.85980224634186
2001-04-09,88.5711572191997
2001-04-10,89.63185220117266
2001-04-11,89.29774765674952
2001-04-12,88.5574638476961
2001-04-13,88.66472847400398
2001-04-16,87.87277040517091
2001-04-17,87.23017582397102
