Date,EM EUROPE & MIDDLE EAST
2000-12-29,100.0
2001-01-01,99.86623692585574
2001-01-02,97.67880317598211
2001-01-03,97.93914971764094
2001-01-04,100.77372161743841
2001-01-05,98.40014171290161
2001-01-08,97.32375965118278
2001-01-09,97.95946307785871
2001-01-10,99.91717988241705
2001-01-11,102.2173499490165
2001-01-12,102.12626115042171
2001-01-15,100.52614048859031
2001-01-16,99.73667686859247
2001-01-17,101.9522933522546
2001-01-18,102.99746834890566
2001-01-19,104.39145503365522
2001-01-22,101.7403855077164
2001-01-23,101.71630553954319
2001-01-24,101.14287522794727
2001-01-25,101.41241055189965
2001-01-26,101.92548758815637
2001-01-29,101.3584201112099
2001-01-30,102.19241053683099
2001-01-31,103.32452426317151
2001-02-01,103.54291397222103
2001-02-02,101.21736187586488
2001-02-05,99.67112202618556
2001-02-06,100.563946010666
2001-02-07,98.67270231845282
2001-02-08,98.26321580697883
2001-02-09,97.24044806936661
2001-02-12,97.16330336175393
2001-02-13,97.93940739706144
2001-02-14,99.34559169862099
2001-02-15,100.09333606272946
2001-02-16,99.53799289261018
2001-02-19,97.07950700153884
2001-02-20,96.82146939338753
2001-02-21,91.35973741032234
2001-02-22,87.15139361640618
2001-02-23,86.1491044690477
2001-02-26,89.27830489258969
2001-02-27,88.29816646168938
2001-02-28,87.4389708194219
2001-03-01,89.09497773585623
2001-03-02,89.14454547131997
2001-03-05,89.26502693471195
2001-03-06,91.18535351742548
2001-03-07,91.37240314872008
2001-03-08,91.47696544389413
2001-03-09,91.34161975427564
2001-03-12,87.51150274715458
2001-03-13,86.86491398481733
2001-03-14,83.09975487181147
2001-03-15,83.61418506625029
2001-03-16,82.81566254269976
2001-03-19,82.43639377622465
2001-03-20,82.8577492338373
2001-03-21,81.40372874494723
2001-03-22,80.01201797673811
2001-03-23,80.8446848724206
2001-03-26,81.78453700443072
2001-03-27,81.32740898537622
2001-03-28,79.6547637735713
2001-03-29,76.44570758545699
2001-03-30,78.10874015974314
2001-04-02,76.59742523355992
2001-04-03,73.91893844837955
2001-04-04,74.49840751268053
2001-04-05,77.83243613478801
2001-04-06,77.55113328908519
2001-04-09,77.84743899787765
2001-04-10,79.11462033888864
2001-04-11,80.39510219775549
2001-04-12,81.88390400192696
2001-04-13,82.10579114963186
2001-04-16,82.42996832038004
2001-04-17,81.55268629498929
2001-04-18,84.13102117012662
2001-04-19,86.56175815902463
2001-04-20,85.93182202395094
2001-04-23,84.7935952786207
2001-04-24,83.74464879524886
2001-04-25,84.33314341404922
2001-04-26,85.58292003949619
2001-04-27,88.41527006686957
2001-04-30,88.25989380707782
2001-05-01,88.53798446498965
2001-05-02,88.8470436623165
2001-05-03,88.80947632080975
2001-05-04,89.02442369947907
2001-05-07,88.24760141976893
2001-05-08,89.13054005061072
2001-05-09,87.4139194149355
2001-05-10,87.67942489627971
2001-05-11,86.35995198407096
2001-05-14,85.06575255250604
2001-05-15,84.72699501862182
2001-05-16,85.5284800856337
2001-05-17,87.41794948021507
2001-05-18,88.74487269236876
2001-05-21,89.95101626155575
2001-05-22,89.76342493121288
2001-05-23,88.48904245711475
2001-05-24,88.20470009477988
2001-05-25,88.42576859379379
2001-05-28,87.61768677354827
2001-05-29,86.31693274167934
2001-05-30,85.12200867996867
2001-05-31,85.30717968265044
2001-06-01,86.60404391874717
2001-06-04,86.64903817931165
2001-06-05,85.14433482169603
2001-06-06,85.57881675152059
2001-06-07,85.71533227178891
2001-06-08,85.7203843147457
2001-06-11,83.5574797166729
2001-06-12,82.93595141868053
2001-06-13,82.1631354364919
2001-06-14,83.10214868671301
2001-06-15,83.430281827752
2001-06-18,82.1920344501296
2001-06-19,82.40150470548575
2001-06-20,81.99997430281051
2001-06-21,82.4181101737924
2001-06-22,83.1003196319064
2001-06-25,82.27414896947228
2001-06-26,82.62083493593101
2001-06-27,83.49801624548647
2001-06-28,82.69979775778317
2001-06-29,82.44223434221848
