Date,ANDEAN
2002-05-31,1000.0
2002-06-03,996.4650025259466
2002-06-04,982.6248173694232
2002-06-05,982.6226199003321
2002-06-06,978.2488182946131
2002-06-07,972.9122214484203
2002-06-10,972.1512765432688
2002-06-11,956.8738754508098
2002-06-12,946.8046525912387
2002-06-13,944.907182403932
2002-06-14,949.900485795115
2002-06-17,960.1190178052943
2002-06-18,959.7247147727196
2002-06-19,944.4975896542412
2002-06-20,936.7673181507705
2002-06-21,920.5403960471798
2002-06-24,912.5769650294117
2002-06-25,916.1144155138712
2002-06-26,891.484695750181
2002-06-27,898.4987073760653
2002-06-28,901.9121399925697
2002-07-01,896.6484621515517
2002-07-02,879.3525417863477
2002-07-03,863.9817662090235
2002-07-04,875.0204623153668
2002-07-05,881.4242801839981
2002-07-08,877.4067058623647
2002-07-09,875.0579260376323
2002-07-10,866.7088892522712
2002-07-11,862.2505393848717
2002-07-12,866.8127156867137
2002-07-15,853.6885117787285
2002-07-16,848.2593003506458
2002-07-17,852.607855542704
2002-07-18,860.7807916323949
2002-07-19,869.3015708769178
2002-07-22,855.3008869325067
2002-07-23,836.7745558769913
2002-07-24,840.3888645724454
2002-07-25,836.5849346924285
2002-07-26,837.1087904927699
2002-07-29,858.014342785135
2002-07-30,869.5984460112454
2002-07-31,872.4129548605529
2002-08-01,867.4883506855682
2002-08-02,878.2117558254707
2002-08-05,856.9904607816346
2002-08-06,867.0104997711436
2002-08-07,889.7309165194073
2002-08-08,907.5251243471894
2002-08-09,899.1144425188852
2002-08-12,887.8409342060171
2002-08-13,884.725198628919
2002-08-14,892.7508371213354
2002-08-15,897.4812948063452
2002-08-16,904.1482989453705
2002-08-19,905.347146443798
2002-08-20,896.9186817761647
2002-08-21,889.070342978734
2002-08-22,896.2026185321834
2002-08-23,890.9371178891205
2002-08-26,889.9751992935345
2002-08-27,885.4960687570823
2002-08-28,868.7154694843548
2002-08-29,871.0834918429379
2002-08-30,876.9568299641838
2002-09-02,873.1876888887629
2002-09-03,863.0886479257516
2002-09-04,859.8840348438381
2002-09-05,852.4021308077113
2002-09-06,846.1498221931308
2002-09-09,856.4702204534134
2002-09-10,859.2493849445605
2002-09-11,856.4537069732523
2002-09-12,847.597022859359
2002-09-13,842.098131804331
2002-09-16,832.6678819512351
2002-09-17,826.7724442577188
2002-09-18,827.2125401826978
2002-09-19,827.0896266009089
2002-09-20,803.7535363287111
2002-09-23,780.2115176253841
2002-09-24,769.40972266379
2002-09-25,781.0482580208122
2002-09-26,785.3653191745516
2002-09-27,774.9563308987788
2002-09-30,770.5553286715068
2002-10-01,780.5761878934594
2002-10-02,777.0493042233014
2002-10-03,777.1969537230283
2002-10-04,783.836698539715
2002-10-07,769.1542253858246
2002-10-08,766.0566268044838
2002-10-09,744.8971899846883
2002-10-10,742.1869724058813
2002-10-11,758.1371340079876
2002-10-14,755.5915128537157
2002-10-15,752.5385979879146
2002-10-16,743.858250644461
2002-10-17,748.5856878386676
2002-10-18,763.07069542231
2002-10-21,762.8149058499366
2002-10-22,768.387835143442
2002-10-23,771.6562003209731
2002-10-24,777.7670614647698
2002-10-25,777.8769302175017
2002-10-28,784.3617619046861
2002-10-29,783.9622944637202
2002-10-30,791.795311616396
2002-10-31,807.2861908749181
2002-11-01,809.7464765264272
2002-11-04,818.7005278653808
2002-11-05,825.1618239826308
2002-11-06,831.0761974050796
2002-11-07,831.8178453261453
2002-11-08,831.5136019213114
2002-11-11,828.630244325497
2002-11-12,832.513552183203
2002-11-13,835.4732687365068
2002-11-14,847.8592738041452
2002-11-15,859.3251847822035
2002-11-18,865.6434845907438
2002-11-19,862.8043921303756
2002-11-20,862.1601984220715
2002-11-21,865.0446271972787
2002-11-22,853.4707171859125
2002-11-25,845.4994007323429
2002-11-26,840.800299447631
2002-11-27,840.7540473059379
2002-11-28,848.6404917863058
2002-11-29,854.0638172844751
2002-12-02,853.1649776651178
2002-12-03,848.7015883948795
2002-12-04,845.5264873023916
2002-12-05,862.8093429491577
2002-12-06,874.172495346061
