Date,EFM LATIN AMERICA & CARIBBEAN INDEX
2009-05-29,1000.0
2009-06-01,1038.109443686991
2009-06-02,1027.6544248183623
2009-06-03,995.7095518788044
2009-06-04,1013.2987850427528
2009-06-05,1009.5634305053004
2009-06-08,1002.3678446997951
2009-06-09,1010.1124399141598
2009-06-10,1014.4013063207062
2009-06-11,1017.6426749115819
2009-06-12,1029.7024684994155
2009-06-15,999.3151971137617
2009-06-16,985.0711040979519
2009-06-17,957.4437541967075
2009-06-18,971.1049011065464
2009-06-19,980.4111612047119
2009-06-22,930.4369019304393
2009-06-23,929.5201659525924
2009-06-24,945.2919778803107
2009-06-25,970.6070954163623
2009-06-26,984.0007503902244
2009-06-29,992.0116094539771
2009-06-30,979.0744451666159
2009-07-01,992.0116852533525
2009-07-02,972.8132775385427
2009-07-03,968.878437823425
2009-07-06,951.0670332251023
2009-07-07,938.8759828681807
2009-07-08,922.459917750006
2009-07-09,919.0717497737086
2009-07-10,916.3616886841769
2009-07-13,923.1112539028765
2009-07-14,930.6546804255701
2009-07-15,979.3780645767391
2009-07-16,993.2027579002719
2009-07-17,1001.9533150874885
2009-07-20,1031.952201378644
2009-07-21,1035.209656582821
2009-07-22,1034.1077145988527
2009-07-23,1060.5355939473618
2009-07-24,1055.0151027373945
2009-07-27,1061.4023609044161
2009-07-28,1057.4872315977623
2009-07-29,1038.7713158868885
2009-07-30,1059.5692671442268
2009-07-31,1066.967803624682
2009-08-03,1110.5052295127198
2009-08-04,1110.4253231195785
2009-08-05,1118.1366692413376
2009-08-06,1111.4238653300563
2009-08-07,1123.0138516206755
2009-08-10,1123.0086138523336
2009-08-11,1091.5928486008954
2009-08-12,1112.0782444510403
2009-08-13,1123.985537669463
2009-08-14,1113.3996882905376
2009-08-17,1070.6106182924696
2009-08-18,1083.7261973749012
2009-08-19,1097.6901097228274
2009-08-20,1114.6142274408219
2009-08-21,1134.5554193787807
2009-08-24,1137.053068673405
2009-08-25,1131.422227045513
2009-08-26,1117.0943072270702
2009-08-27,1106.0977210474252
2009-08-28,1112.28536261779
2009-08-31,1090.2891185985332
2009-09-01,1071.7798732989784
2009-09-02,1059.7371806796923
2009-09-03,1073.9683486473855
2009-09-04,1100.2882563832807
2009-09-07,1106.9630719209968
2009-09-08,1139.40041848853
2009-09-09,1140.634515043859
2009-09-10,1149.6095847013714
2009-09-11,1157.0254872159232
2009-09-14,1156.7406478289688
2009-09-15,1168.9680541024009
2009-09-16,1196.2074605872497
2009-09-17,1197.0406980616592
2009-09-18,1201.3817839308085
2009-09-21,1193.0976154474642
2009-09-22,1205.5083980220588
2009-09-23,1197.2678089632439
2009-09-24,1182.4276971929758
2009-09-25,1184.6489459335583
2009-09-28,1209.455038345299
2009-09-29,1211.0888395966172
2009-09-30,1220.6583908813443
