Date,BRIC WITH BRAZIL ADR
2003-05-30,1000.0
2003-06-02,1004.3218568285705
2003-06-03,1008.4149135337126
2003-06-04,1010.1136640687547
2003-06-05,1011.6018639706739
2003-06-06,1023.0894448442685
2003-06-09,1030.0619646446285
2003-06-10,1017.8721784847683
2003-06-11,1019.7475754140721
2003-06-12,1029.8586296066728
2003-06-13,1044.940904001515
2003-06-16,1058.8027381479496
2003-06-17,1082.8906759839247
2003-06-18,1075.022941143058
2003-06-19,1070.2463619062466
2003-06-20,1075.9672720878186
2003-06-23,1066.9509285509823
2003-06-24,1063.7316516110911
2003-06-25,1077.8402451599654
2003-06-26,1075.789122811471
2003-06-27,1086.867286522214
2003-06-30,1088.3143959144195
2003-07-01,1087.9462652015316
2003-07-02,1101.195702543281
2003-07-03,1100.3612619230769
2003-07-04,1101.7065560754872
2003-07-07,1121.5085705910938
2003-07-08,1128.103853656209
2003-07-09,1118.6704354656015
2003-07-10,1110.216579967388
2003-07-11,1098.6901479992014
2003-07-14,1126.8360117116888
2003-07-15,1128.000767236164
2003-07-16,1112.9064572459092
2003-07-17,1078.7756821838168
2003-07-18,1087.7783656721938
2003-07-21,1090.088478272114
2003-07-22,1088.8074096632815
2003-07-23,1073.1530110939698
2003-07-24,1089.519845705381
2003-07-25,1098.4633681820396
2003-07-28,1111.3973519118683
2003-07-29,1113.5887523236838
2003-07-30,1109.3080152404232
2003-07-31,1122.7852283566342
2003-08-01,1127.9601413824505
2003-08-04,1135.281229833537
2003-08-05,1129.0470271905676
2003-08-06,1116.042933606617
2003-08-07,1122.9560812964692
2003-08-08,1121.01191022966
2003-08-11,1142.438394205691
2003-08-12,1149.8837775237707
2003-08-13,1159.953567490835
2003-08-14,1163.7844262168544
2003-08-15,1173.8505542971845
2003-08-18,1197.7809413290188
2003-08-19,1198.2541965240284
2003-08-20,1194.5008446827298
2003-08-21,1210.1450606252663
2003-08-22,1221.267799996918
2003-08-25,1202.9675035819523
2003-08-26,1201.5091784762458
2003-08-27,1205.617955189172
2003-08-28,1220.4158752876497
2003-08-29,1241.255290210641
2003-09-01,1257.3472922753556
2003-09-02,1261.041526392192
2003-09-03,1260.5144404419034
2003-09-04,1270.1162892602604
2003-09-05,1272.623906143891
2003-09-08,1271.53464968659
2003-09-09,1260.0404911456599
2003-09-10,1249.1204725505947
2003-09-11,1254.8321081355257
2003-09-12,1249.6911058075052
2003-09-15,1251.7004337511348
2003-09-16,1264.1395593285451
2003-09-17,1252.8556174450182
2003-09-18,1233.458034554903
2003-09-19,1224.2136134271707
2003-09-22,1214.4958800481525
2003-09-23,1240.7910199802557
2003-09-24,1273.45164835051
2003-09-25,1260.497559417174
2003-09-26,1271.3505775833753
2003-09-29,1279.1042560359936
2003-09-30,1294.8231002186724
2003-10-01,1303.8075389439502
2003-10-02,1323.4329671026865
2003-10-03,1342.6374288840382
2003-10-06,1359.432391590701
2003-10-07,1380.693281574408
2003-10-08,1407.4478512220135
2003-10-09,1427.95382761175
2003-10-10,1432.3421295821342
2003-10-13,1446.2295589841092
2003-10-14,1445.7128557275407
2003-10-15,1445.5124068776784
2003-10-16,1469.4272192232777
2003-10-17,1476.7515295511937
2003-10-20,1473.5428414998232
2003-10-21,1444.886484763168
2003-10-22,1423.604883320132
2003-10-23,1379.6026101261673
2003-10-24,1398.5684128927314
2003-10-27,1360.749572814997
2003-10-28,1397.554108425905
2003-10-29,1395.97925378039
2003-10-30,1360.3563668041897
2003-10-31,1385.733641978376
2003-11-03,1439.4961984444599
2003-11-04,1451.5100307620376
2003-11-05,1439.3160698042243
2003-11-06,1420.5637341673366
2003-11-07,1416.6402592107659
2003-11-10,1415.293863301747
2003-11-11,1393.0401366045237
2003-11-12,1391.788181594239
2003-11-13,1402.2182626908439
2003-11-14,1391.1843110208106
2003-11-17,1377.0692761193188
2003-11-18,1362.178676015504
2003-11-19,1336.337559045019
2003-11-20,1331.1571125795974
2003-11-21,1347.0947027583431
2003-11-24,1354.6715251668395
2003-11-25,1375.303013113456
2003-11-26,1393.2562741408294
2003-11-27,1406.1860530318042
2003-11-28,1425.6276449971433
2003-12-01,1453.5090496565806
2003-12-02,1458.4510594673336
2003-12-03,1476.5714072101716
2003-12-04,1472.478450536164
2003-12-05,1455.4298382255206
2003-12-08,1459.9520131162114
2003-12-09,1498.4638095302419
2003-12-10,1505.6265028647495
2003-12-11,1514.0157674269726
2003-12-12,1521.7578185162436
2003-12-15,1514.7488276408408
2003-12-16,1504.46943327609
2003-12-17,1494.210440730598
2003-12-18,1517.4822164708467
2003-12-19,1552.9406122489538
2003-12-22,1572.6653529207704
2003-12-23,1561.4234161906638
2003-12-24,1572.5725224351686
2003-12-25,1571.1392475363255
2003-12-26,1577.0832497090557
2003-12-29,1593.9330683557237
2003-12-30,1604.9707512043733
2003-12-31,1615.8365693034873
2004-01-01,1622.9962942806146
2004-01-02,1664.5329358471474
2004-01-05,1697.726453968949
2004-01-06,1676.8369186661669
2004-01-07,1675.728825167791
2004-01-08,1687.4129799165457
2004-01-09,1706.6176288803235
2004-01-12,1673.075053561968
2004-01-13,1670.9676473717243
2004-01-14,1669.2030863897508
2004-01-15,1650.7052928052053
2004-01-16,1633.577312393107
2004-01-19,1655.4471401179335
2004-01-20,1674.2611471223179
2004-01-21,1672.9317572174343
2004-01-22,1665.1135938467537
2004-01-23,1691.0311362938544
2004-01-26,1673.9744543525774
2004-01-27,1693.4539173621672
2004-01-28,1657.5560087600707
2004-01-29,1648.7024980306123
2004-01-30,1624.4516554573374
2004-02-02,1604.5427708536909
2004-02-03,1613.067910049007
2004-02-04,1621.9921704487097
2004-02-05,1612.1416173764678
2004-02-06,1633.1084893518569
2004-02-09,1677.6561307519141
2004-02-10,1661.6893529651236
2004-02-11,1664.340219948844
2004-02-12,1676.8034742561354
2004-02-13,1697.5917153196567
2004-02-16,1708.2597613094727
2004-02-17,1720.0633590940008
2004-02-18,1721.600789625636
2004-02-19,1690.8865317019836
2004-02-20,1697.542269383955
2004-02-23,1683.9063327612357
2004-02-24,1673.6967049635077
2004-02-25,1657.7627751291532
2004-02-26,1674.6477072339278
2004-02-27,1701.2023851231713
2004-03-01,1723.6731646382968
2004-03-02,1723.0381098538671
2004-03-03,1703.700879249929
2004-03-04,1702.7672921908659
2004-03-05,1713.360037575725
2004-03-08,1727.0893945236573
2004-03-09,1727.8349147350903
2004-03-10,1694.1708130277227
2004-03-11,1654.8330293063882
2004-03-12,1659.5653917976383
2004-03-15,1655.2814536843305
2004-03-16,1655.7326128669927
2004-03-17,1679.8525238601492
2004-03-18,1658.620283512589
2004-03-19,1664.0694225051186
2004-03-22,1630.9397389645198
2004-03-23,1642.093960053619
2004-03-24,1647.106948912381
2004-03-25,1629.8887258942807
2004-03-26,1644.8147235688775
2004-03-29,1647.081816365498
2004-03-30,1671.604073979323
2004-03-31,1702.2984765519775
2004-04-01,1711.9616142198824
2004-04-02,1728.3828923156275
2004-04-05,1738.5101017167592
2004-04-06,1744.419853971186
2004-04-07,1759.1547055215676
2004-04-08,1770.162066933396
2004-04-09,1772.708862137199
2004-04-12,1769.4078751255643
2004-04-13,1762.4677268747798
2004-04-14,1710.3803745218847
2004-04-15,1697.5841698449863
2004-04-16,1693.9408443185523
2004-04-19,1680.0734618735912
2004-04-20,1654.4052220038009
2004-04-21,1617.830306747839
2004-04-22,1612.956626909511
2004-04-23,1636.6353626211624
2004-04-26,1616.2563515415718
2004-04-27,1579.7685656536655
2004-04-28,1583.910050523521
2004-04-29,1533.1921140375657
2004-04-30,1521.5245586829817
2004-05-03,1517.2003843705613
2004-05-04,1547.657622633293
2004-05-05,1556.5492241756929
2004-05-06,1573.562128194438
2004-05-07,1533.0451512103061
2004-05-10,1477.9850983360786
2004-05-11,1449.303481742844
2004-05-12,1468.4333010973514
2004-05-13,1461.7981990526898
2004-05-14,1412.9272629995214
2004-05-17,1350.5624097876635
2004-05-18,1401.0189504118773
2004-05-19,1463.3094399403983
2004-05-20,1449.3981914102462
2004-05-21,1468.9178261950308
2004-05-24,1497.9696210504783
2004-05-25,1487.0936731277827
2004-05-26,1497.7889533199375
2004-05-27,1507.7302193161786
2004-05-28,1468.0163359426692
2004-05-31,1467.075077335799
2004-06-01,1449.0710261743561
2004-06-02,1472.5471771270052
2004-06-03,1438.3374413731847
2004-06-04,1439.2764701142812
2004-06-07,1479.5130360287087
2004-06-08,1485.8406005378085
2004-06-09,1490.4671570678167
2004-06-10,1481.869679203557
2004-06-11,1476.067015639524
2004-06-14,1442.400927844763
2004-06-15,1427.0578899715247
2004-06-16,1418.5217922165727
2004-06-17,1443.9793812208159
2004-06-18,1428.5715421985851
2004-06-21,1437.988796747136
2004-06-22,1427.6147091812084
2004-06-23,1428.1977453105328
2004-06-24,1456.2956600852865
2004-06-25,1464.722959461165
2004-06-28,1467.4100649814986
2004-06-29,1449.1372161111701
2004-06-30,1462.2295965719406
2004-07-01,1471.947766174934
2004-07-02,1459.9727959714223
2004-07-05,1456.793584316504
2004-07-06,1470.8598284083475
2004-07-07,1483.9821518431688
2004-07-08,1456.868493939391
2004-07-09,1465.8507092347786
