Date,EFM EMEA
2002-05-31,238.45838410639962
2002-06-03,241.7140735469507
2002-06-04,243.39932889042615
2002-06-05,238.44697285968786
2002-06-06,239.172471008211
2002-06-07,236.7177722787385
2002-06-10,234.29595866661435
2002-06-11,231.4601089186248
2002-06-12,232.21554394428387
2002-06-13,227.96703293706602
2002-06-14,223.1971013397128
2002-06-17,221.54416619446107
2002-06-18,224.6141848292022
2002-06-19,222.9934215645851
2002-06-20,220.94999557693893
2002-06-21,221.01577159533244
2002-06-24,218.31035967837965
2002-06-25,216.97213472040903
2002-06-26,212.309156986447
2002-06-27,215.14763958893226
2002-06-28,217.0578548465748
2002-07-01,220.32734996218431
2002-07-02,217.52224046535878
2002-07-03,214.31199531500502
2002-07-04,215.20797623579074
2002-07-05,220.22221853103878
2002-07-08,220.40224263031095
2002-07-09,222.06308632546387
2002-07-10,220.3849198289864
2002-07-11,215.13209909983232
2002-07-12,216.3196157622933
2002-07-15,216.16210398668449
2002-07-16,214.92545848869318
2002-07-17,217.22518444781744
2002-07-18,220.03406145992506
2002-07-19,217.73157370235762
2002-07-22,210.443022897303
2002-07-23,204.23909840732333
2002-07-24,195.88663845622654
2002-07-25,199.24187232489552
2002-07-26,196.11527295628363
2002-07-29,198.2125194263252
2002-07-30,200.49365413789158
2002-07-31,194.22696257320175
2002-08-01,194.94445598947723
2002-08-02,193.82402288911865
2002-08-05,187.82120610536936
2002-08-06,188.2767180863274
2002-08-07,192.4429271635852
2002-08-08,195.61494563228163
2002-08-09,194.68773636712518
2002-08-12,195.22927855870284
2002-08-13,195.18779674048082
2002-08-14,196.42758657820346
2002-08-15,197.5700026800542
2002-08-16,197.2241578236847
2002-08-19,198.60706824007502
2002-08-20,197.0813234791918
2002-08-21,199.1672089084685
2002-08-22,200.59791300718902
2002-08-23,201.1206730736093
2002-08-26,200.13968674295373
2002-08-27,205.37033110249314
2002-08-28,203.14297573396502
2002-08-29,200.245735471789
2002-08-30,201.97776617985136
2002-09-02,201.66214728023016
2002-09-03,197.17098905388934
2002-09-04,198.08555615138113
2002-09-05,197.65057593134833
2002-09-06,200.48046772441845
2002-09-09,203.23009436907924
2002-09-10,205.06858707305454
2002-09-11,206.95796502264568
2002-09-12,205.7499233968921
2002-09-13,203.14207535801418
2002-09-16,202.35502942129855
2002-09-17,204.20101800938684
2002-09-18,200.95089841578567
2002-09-19,198.70514378930739
2002-09-20,200.22596657338858
2002-09-23,198.63954574164174
2002-09-24,198.35993724545025
2002-09-25,200.58367970728787
2002-09-26,202.19637004368084
2002-09-27,202.2945272032208
2002-09-30,198.78837898121853
2002-10-01,200.41703914492345
2002-10-02,200.7056015495126
2002-10-03,201.32606435209254
2002-10-04,202.2500555173265
2002-10-07,198.60001098348738
2002-10-08,197.38751142352268
2002-10-09,195.61194609153418
2002-10-10,195.43468036867114
2002-10-11,198.70577002292092
2002-10-14,198.69271177821332
2002-10-15,203.5471294781533
2002-10-16,201.60923517865353
2002-10-17,204.53876290591515
2002-10-18,202.99193131509838
2002-10-21,204.8007002176308
2002-10-22,206.88113121316974
2002-10-23,206.71479931572838
2002-10-24,207.0791850006167
2002-10-25,206.33098793434064
2002-10-28,207.13722938745218
2002-10-29,203.84283306298747
2002-10-30,205.8184967801476
2002-10-31,207.97358217018893
2002-11-01,211.80102199993675
2002-11-04,212.37144219319856
2002-11-05,213.12646232426948
2002-11-06,214.16998876864693
2002-11-07,217.52713020046778
2002-11-08,217.20536906865652
2002-11-11,216.57686861581905
2002-11-12,216.694997172156
2002-11-13,216.51953805722562
2002-11-14,218.9623811536652
2002-11-15,220.17283608541064
2002-11-18,224.25759533652666
2002-11-19,221.7029548431497
2002-11-20,220.36940478789919
2002-11-21,223.86854115133048
2002-11-22,224.22735857606497
2002-11-25,223.94588425768012
2002-11-26,221.12999361362296
2002-11-27,222.8047017891883
2002-11-28,223.2384305337342
2002-11-29,225.36412696231386
2002-12-02,226.96823589746657
2002-12-03,224.26290503565755
2002-12-04,224.49602543961677
2002-12-05,224.21472132789302
2002-12-06,221.38582020236308
2002-12-09,221.8983529268626
2002-12-10,220.9486477053949
2002-12-11,219.79019205606838
2002-12-12,219.8873527698004
2002-12-13,222.94966653678074
2002-12-16,223.405764092678
2002-12-17,225.21944734281655
2002-12-18,224.92136901023176
2002-12-19,224.44766473163617
2002-12-20,224.4685497506487
2002-12-23,224.98087820365717
2002-12-24,223.21925501866036
2002-12-25,223.20922783676193
2002-12-26,224.25491401656458
2002-12-27,226.47631244797898
2002-12-30,227.4458516519846
2002-12-31,227.3266183078313
2003-01-01,227.56203394022864
2003-01-02,228.83451654370114
2003-01-03,231.24494619733147
2003-01-06,231.59859259869387
