Date,EFM ASIA
2002-05-31,295.91325555431064
2002-06-03,298.0279691143531
2002-06-04,297.6379802385305
2002-06-05,299.1170029314733
2002-06-06,299.3917717748376
2002-06-07,293.629124294765
2002-06-10,297.28423145491814
2002-06-11,296.8417394957499
2002-06-12,296.3915021728773
2002-06-13,299.3794387676186
2002-06-14,298.5153157309974
2002-06-17,295.7633727505946
2002-06-18,295.526067093387
2002-06-19,287.6907036749769
2002-06-20,288.7625961470639
2002-06-21,289.2466119672301
2002-06-24,288.309743016657
2002-06-25,285.22349918780367
2002-06-26,273.3198704431564
2002-06-27,275.1036203861403
2002-06-28,282.44746797492206
2002-07-01,279.5338055289375
2002-07-02,280.10909265555756
2002-07-03,281.4251099748356
2002-07-04,287.0160165681043
2002-07-05,292.3961066023118
2002-07-08,295.7143175022428
2002-07-09,300.0088869732449
2002-07-10,296.0150475786676
2002-07-11,288.5825856362552
2002-07-12,297.43080448077893
2002-07-15,295.51251222826596
2002-07-16,292.8045041715783
2002-07-17,291.7272934340918
2002-07-18,291.81058527516535
2002-07-19,286.6284995949232
2002-07-22,278.04729618763486
2002-07-23,283.4006656858171
2002-07-24,274.57872851874924
2002-07-25,275.26786946702134
2002-07-26,263.2693562160243
2002-07-29,262.39865561513227
2002-07-30,270.82020969612665
2002-07-31,270.25138930229394
2002-08-01,268.45947774397706
2002-08-02,265.70443869127985
2002-08-05,254.52218176105598
2002-08-06,251.2659130653017
2002-08-07,256.6242149299396
2002-08-08,256.30544530199074
2002-08-09,261.40876558089406
2002-08-12,262.33279722358367
2002-08-13,265.4611436982532
2002-08-14,267.93170615134625
2002-08-15,269.6325241378781
2002-08-16,271.09577315177324
2002-08-19,269.6982154542506
2002-08-20,274.19168316782645
2002-08-21,275.02267590874044
2002-08-22,275.4468170375686
2002-08-23,273.32314067281885
2002-08-26,270.8181055974434
2002-08-27,268.1316971266249
2002-08-28,265.8114222244648
2002-08-29,265.3600663569024
2002-08-30,266.9423266251627
2002-09-02,267.30607518584145
2002-09-03,264.154758601475
2002-09-04,260.46887278370485
2002-09-05,259.17054271171634
2002-09-06,256.43771120179423
2002-09-09,256.0835644350088
2002-09-10,261.3024151233992
2002-09-11,262.7739833484058
2002-09-12,264.96527054193814
2002-09-13,258.47086953767166
2002-09-16,251.19337228104487
2002-09-17,259.0434336070371
2002-09-18,252.2457048122462
2002-09-19,252.3271402918214
2002-09-20,250.14753180000912
2002-09-23,242.78740095362485
2002-09-24,239.80205933314755
2002-09-25,234.8671037124617
2002-09-26,236.57797107362003
2002-09-27,236.89325247629435
2002-09-30,233.54718661660078
2002-10-01,233.43890023852745
2002-10-02,233.38468349151685
2002-10-03,231.29517165030302
2002-10-04,232.10800429736767
2002-10-07,224.4259719878344
2002-10-08,225.90466322975624
2002-10-09,223.08846315889616
2002-10-10,215.579326702701
2002-10-11,214.7647829217997
2002-10-14,219.65993301266315
2002-10-15,226.29408416017475
2002-10-16,232.35960498939883
2002-10-17,235.45810360716968
2002-10-18,243.03394396434058
2002-10-21,239.76886519106642
2002-10-22,235.60009374993396
2002-10-23,244.09436245792065
2002-10-24,243.67857543151584
2002-10-25,243.3089849873578
2002-10-28,248.43842688462348
2002-10-29,246.56697632276263
2002-10-30,241.59960255950173
2002-10-31,244.67695129368846
2002-11-01,240.4425053679086
2002-11-04,248.75861488887494
2002-11-05,247.2971341474286
2002-11-06,252.50355913371376
2002-11-07,254.08968257994889
2002-11-08,254.3879746334874
2002-11-11,248.69950333821402
2002-11-12,247.38136374323983
2002-11-13,246.96966266443164
2002-11-14,245.44631730802266
2002-11-15,253.5975418342759
2002-11-18,251.8495033275576
2002-11-19,251.17538593502508
2002-11-20,250.92121446705718
2002-11-21,252.51370384901168
2002-11-22,256.35959861101816
2002-11-25,259.2642290308583
2002-11-26,258.25316350215024
2002-11-27,257.5875064051911
2002-11-28,259.56255248889505
2002-11-29,261.47087931307215
2002-12-02,262.40463067847065
