Date,EM ASIA ESG SCREENED
2012-05-31,1000.0
2012-06-01,986.7293219821092
2012-06-04,961.1163710122727
2012-06-05,968.7987120453291
2012-06-06,982.7847832090472
2012-06-07,998.2201079113706
2012-06-08,988.198023444446
2012-06-11,1008.2771409287557
2012-06-12,1003.2012919496759
2012-06-13,1008.6645112349321
2012-06-14,1003.4311666645565
2012-06-15,1014.081641866652
2012-06-18,1026.5928815480047
2012-06-19,1028.1781812023767
2012-06-20,1035.2580059691354
2012-06-21,1021.2232443324748
2012-06-22,1003.7331156772763
2012-06-25,992.4353113220137
2012-06-26,992.9844176099045
2012-06-27,1001.4021815318401
2012-06-28,998.6836991076161
2012-06-29,1023.7966001270316
2012-07-02,1026.2622156102163
2012-07-03,1042.3997995917837
2012-07-04,1046.1478896039998
2012-07-05,1045.0393190884017
2012-07-06,1039.2874833463945
2012-07-09,1022.1167993667525
2012-07-10,1022.1586542574013
2012-07-11,1021.22874573306
2012-07-12,997.9035041140492
2012-07-13,1006.3081441854687
2012-07-16,1007.7761816475763
2012-07-17,1016.9241099512801
2012-07-18,1006.4662432057727
2012-07-19,1022.1082817570153
2012-07-20,1023.048380860558
2012-07-23,997.9561550362971
2012-07-24,996.1056629592133
2012-07-25,988.7964034699352
2012-07-26,990.8052984053429
2012-07-27,1016.8829999268231
2012-07-30,1027.8674965803134
2012-07-31,1046.6107117048011
2012-08-01,1048.268316615413
2012-08-02,1039.598322144985
2012-08-03,1033.1328304854044
2012-08-06,1052.5333830752597
2012-08-07,1055.5712148574494
2012-08-08,1058.5660672620736
2012-08-09,1072.4161525105587
2012-08-10,1070.6854555821167
2012-08-13,1064.6478263107178
2012-08-14,1073.600568690099
2012-08-15,1068.9352485614056
2012-08-16,1066.110350356273
2012-08-17,1063.8233732692827
2012-08-20,1061.8521590878615
2012-08-21,1068.2741538451974
2012-08-22,1061.6678459438708
2012-08-23,1070.6499935589534
2012-08-24,1058.0262113821318
2012-08-27,1051.1151376219127
2012-08-28,1046.9918206766356
2012-08-29,1047.945982765841
2012-08-30,1039.5387983971875
2012-08-31,1039.773632557246
2012-09-03,1046.5439356497782
2012-09-04,1043.4166956083784
2012-09-05,1028.0168742220897
2012-09-06,1031.2677614049733
2012-09-07,1056.863430054753
2012-09-10,1058.646596768686
2012-09-11,1059.5358367891297
2012-09-12,1073.3362668194795
2012-09-13,1071.9344874513722
2012-09-14,1109.7390153041863
2012-09-17,1111.5390689564258
2012-09-18,1104.7344903564724
2012-09-19,1112.7138525103128
2012-09-20,1097.2679196752954
2012-09-21,1109.775589674649
2012-09-24,1107.2647555289784
2012-09-25,1105.1509719291935
2012-09-26,1095.1180637916266
2012-09-27,1104.1135593494419
2012-09-28,1114.9956868937106
2012-10-01,1113.2411331062717
2012-10-02,1116.2402404920258
2012-10-03,1116.864113430217
2012-10-04,1119.8667950491583
2012-10-05,1122.8920199601266
2012-10-08,1110.2655980715133
2012-10-09,1110.4400289855005
2012-10-10,1102.5268902556195
2012-10-11,1102.654107689268
2012-10-12,1105.311163683965
2012-10-15,1103.2574628215928
2012-10-16,1108.1604641034614
2012-10-17,1116.0200039879107
2012-10-18,1122.5793006731008
2012-10-19,1115.4331776990336
2012-10-22,1117.4841548703632
2012-10-23,1112.5347258519664
2012-10-24,1107.8136026058228
2012-10-25,1111.3137153060966
2012-10-26,1097.398324620261
2012-10-29,1099.487965417343
2012-10-30,1101.8092184825364
2012-10-31,1109.7869945430332
2012-11-01,1112.4966254890996
2012-11-02,1122.4666779799747
2012-11-05,1116.9900515649902
2012-11-06,1121.6592618893528
2012-11-07,1132.2827677131368
2012-11-08,1115.9453316960305
2012-11-09,1112.8756164230947
2012-11-12,1111.2867906584174
2012-11-13,1100.6677883519178
2012-11-14,1107.275657283042
2012-11-15,1095.4366918134576
2012-11-16,1090.4997938182928
2012-11-19,1094.8251735922015
2012-11-20,1099.242153882645
2012-11-21,1103.0816907501924
2012-11-22,1109.8102222923173
2012-11-23,1122.0492753148337
2012-11-26,1122.7618424228726
2012-11-27,1128.1500770789762
2012-11-28,1123.2627298115567
2012-11-29,1137.2511646007733
2012-11-30,1145.1758422925939
2012-12-03,1141.7749109503675
2012-12-04,1141.9612701322792
2012-12-05,1155.1882002441935
2012-12-06,1156.6253004150763
2012-12-07,1159.5093250826765
2012-12-10,1162.6546536322192
2012-12-11,1166.4345287112826
2012-12-12,1176.169189222707
2012-12-13,1180.6362366104315
2012-12-14,1178.6547736900916
2012-12-17,1171.5014841010354
2012-12-18,1175.0562072662526
2012-12-19,1180.97591130396
2012-12-20,1178.1413669500942
2012-12-21,1165.2871471248989
2012-12-24,1168.2308202481677
2012-12-25,1171.6258946094335
2012-12-26,1172.3349344673093
2012-12-27,1175.628738858175
2012-12-28,1183.1681825818052
2012-12-31,1184.8626975671818
2013-01-01,1185.8306570707782
2013-01-02,1212.2241520529265
2013-01-03,1217.924482422983
2013-01-04,1212.2172214837
2013-01-07,1208.9412128565893
2013-01-08,1200.6184884548118
2013-01-09,1202.2168137848957
2013-01-10,1209.4451624376075
2013-01-11,1207.289668406072
2013-01-14,1216.1263838682182
2013-01-15,1210.0049378484437
2013-01-16,1202.8213195393182
2013-01-17,1200.8132633538614
2013-01-18,1215.3110081580612
2013-01-21,1210.146904846603
2013-01-22,1213.0862742970016
2013-01-23,1208.169122375825
2013-01-24,1199.671982657662
2013-01-25,1192.7445474655476
2013-01-28,1186.0669978943504
2013-01-29,1195.3807121156403
2013-01-30,1202.4278370972008
2013-01-31,1198.68273455594
2013-02-01,1197.0030033266505
2013-02-04,1204.6593627663135
2013-02-05,1192.8933091575016
2013-02-06,1193.1675284361725
2013-02-07,1188.7436028200893
2013-02-08,1188.0730644091648
2013-02-11,1187.3417406096823
2013-02-12,1189.1399142390665
2013-02-13,1197.5710108587168
2013-02-14,1203.3640966429482
2013-02-15,1205.6458430935363
2013-02-18,1203.7890742708712
2013-02-19,1200.8525509482802
2013-02-20,1216.560493429408
2013-02-21,1199.1778881175894
2013-02-22,1197.982661830615
2013-02-25,1198.2514384140359
2013-02-26,1183.706482005595
2013-02-27,1187.5740948788546
2013-02-28,1200.1613487124073
2013-03-01,1199.881936728331
2013-03-04,1182.4218834109638
2013-03-05,1190.6200298034971
2013-03-06,1202.2184901857756
2013-03-07,1197.3043422394774
2013-03-08,1206.1919401065234
2013-03-11,1201.845658255803
2013-03-12,1193.9243479399381
2013-03-13,1185.764492326082
2013-03-14,1183.024478008019
2013-03-15,1175.4404255527454
2013-03-18,1158.3293221511951
2013-03-19,1157.463066878454
2013-03-20,1157.2107585472334
2013-03-21,1153.9561144674929
2013-03-22,1147.4654768205833
2013-03-25,1162.8886952542805
2013-03-26,1166.1752545902923
2013-03-27,1173.3467020785306
2013-03-28,1168.1022892333365
2013-03-29,1171.8708427927666
2013-04-01,1168.86798425575
2013-04-02,1167.1578971010472
2013-04-03,1164.5360841522545
2013-04-04,1156.4949125438675
2013-04-05,1139.967415236639
2013-04-08,1132.1135943178836
2013-04-09,1137.303723424398
2013-04-10,1146.7197155739734
2013-04-11,1157.4655416432065
2013-04-12,1147.707023055293
2013-04-15,1140.248590062638
2013-04-16,1147.2428549777026
2013-04-17,1144.7968795291654
2013-04-18,1139.7470385847535
2013-04-19,1159.1901559494725
2013-04-22,1164.828366813898
2013-04-23,1153.7612311717123
2013-04-24,1167.2135184670121
2013-04-25,1177.4660608295173
2013-04-26,1175.2219910230226
2013-04-29,1177.7326087837378
2013-04-30,1192.7518251367162
2013-05-01,1193.0083734242933
2013-05-02,1191.6176047123897
2013-05-03,1192.7273457375725
2013-05-06,1202.8767605833084
2013-05-07,1208.4822340390695
2013-05-08,1220.3996158802129
2013-05-09,1222.4071309660344
2013-05-10,1213.6335567846813
2013-05-13,1201.5452788428172
2013-05-14,1205.7198681286952
2013-05-15,1210.8363171839526
2013-05-16,1213.4248036537801
2013-05-17,1212.8397254997806
2013-05-20,1220.5623978005406
2013-05-21,1219.3492860907638
2013-05-22,1218.1820377221081
2013-05-23,1188.556855862184
2013-05-24,1189.5675401845122
2013-05-27,1195.0277820802537
2013-05-28,1199.280054260004
2013-05-29,1197.015090872228
2013-05-30,1193.4346825262664
2013-05-31,1186.34272809708
2013-06-03,1175.7778645758956
2013-06-04,1180.3174683890793
2013-06-05,1173.44354823463
2013-06-06,1165.2099611614283
2013-06-07,1154.2991926879167
2013-06-10,1151.2446003598177
2013-06-11,1130.4267697871524
2013-06-12,1129.6754430224908
2013-06-13,1106.8160349924954
2013-06-14,1121.4664657452688
2013-06-17,1127.4834292772462
2013-06-18,1125.129252818697
2013-06-19,1119.7621186345355
2013-06-20,1083.976587259775
2013-06-21,1073.522858266276
2013-06-24,1050.77352884972
2013-06-25,1046.4766360536778
2013-06-26,1064.653321004385
2013-06-27,1087.3618063486044
2013-06-28,1116.5946196739349
2013-07-01,1116.8765815955587
2013-07-02,1108.158065020977
2013-07-03,1082.7182681385123
2013-07-04,1091.0029212172979
2013-07-05,1097.5212264633512
2013-07-08,1075.8782319999145
2013-07-09,1085.6996101767033
2013-07-10,1092.904718023329
2013-07-11,1129.4438528384508
2013-07-12,1130.7952315503846
2013-07-15,1134.58771690705
2013-07-16,1133.9542043373954
2013-07-17,1137.8524647063978
2013-07-18,1133.483342157997
2013-07-19,1125.9444537768525
2013-07-22,1128.2894536750655
2013-07-23,1150.5231297485407
2013-07-24,1151.663996951338
2013-07-25,1146.3960113303858
2013-07-26,1148.6208563236746
2013-07-29,1136.2459981978977
2013-07-30,1139.1902416110452
2013-07-31,1131.3260169647658
2013-08-01,1134.6764347588312
2013-08-02,1134.7706770072532
2013-08-05,1139.2755676787133
2013-08-06,1127.6793241753305
2013-08-07,1112.573783522793
2013-08-08,1117.4080583870264
2013-08-09,1118.92788538373
2013-08-12,1129.083317134846
2013-08-13,1148.1820519158002
2013-08-14,1148.285959475377
2013-08-15,1145.5601973576347
2013-08-16,1140.5483287022919
2013-08-19,1128.9669866334734
2013-08-20,1107.9309563588222
2013-08-21,1101.365697571042
2013-08-22,1096.2627083483828
2013-08-23,1105.9612002508054
2013-08-26,1110.542858339753
2013-08-27,1095.9578909937243
2013-08-28,1085.841386127164
2013-08-29,1105.7432626320892
2013-08-30,1119.0821157819153
2013-09-02,1128.9389562142271
2013-09-03,1130.5887784250685
2013-09-04,1131.70125680957
2013-09-05,1142.8766480783495
2013-09-06,1147.0033668611272
2013-09-09,1166.4001362575596
2013-09-10,1188.2908888820116
2013-09-11,1190.015438312477
2013-09-12,1187.3354341517506
2013-09-13,1180.6101542229087
2013-09-16,1199.0131722943354
2013-09-17,1196.1649938024937
2013-09-18,1190.2277275978981
2013-09-19,1209.925988865862
2013-09-20,1205.4774862156983
2013-09-23,1208.6800769735862
2013-09-24,1202.0451392683847
2013-09-25,1198.2056962921977
2013-09-26,1194.0502923445647
2013-09-27,1195.2048305479989
2013-09-30,1178.088443915445
2013-10-01,1183.7321192256925
2013-10-02,1189.092078084796
2013-10-03,1205.7598058302626
2013-10-04,1205.8881268849364
2013-10-07,1201.308755109445
2013-10-08,1209.8628190650115
2013-10-09,1207.4967273531965
2013-10-10,1208.2310670915365
2013-10-11,1222.1594532113552
2013-10-14,1219.2669902369548
2013-10-15,1229.6976724486358
2013-10-16,1224.2803619762965
2013-10-17,1228.6250717703201
2013-10-18,1241.0070399933916
2013-10-21,1240.5324889947105
2013-10-22,1237.1365102229895
2013-10-23,1226.6838407022883
2013-10-24,1225.3617645454035
2013-10-25,1216.7369183471453
2013-10-28,1224.7862197068505
2013-10-29,1229.5007992387348
2013-10-30,1241.3859427216682
2013-10-31,1235.1028195261258
2013-11-01,1232.9916237015557
2013-11-04,1226.5389086773164
2013-11-05,1220.7918727915342
2013-11-06,1218.1617195712092
2013-11-07,1212.5437829504413
2013-11-08,1199.804823602703
2013-11-11,1196.5852709292517
2013-11-12,1196.418160650534
2013-11-13,1176.008533956707
2013-11-14,1187.029986742512
2013-11-15,1204.4512902433332
2013-11-18,1228.6683234508323
2013-11-19,1234.574499867474
2013-11-20,1225.2960272325843
2013-11-21,1207.733178915912
2013-11-22,1212.1368941081514
2013-11-25,1217.484248677682
2013-11-26,1218.3520373178912
2013-11-27,1223.4496374412324
2013-11-28,1229.1328871271066
2013-11-29,1236.6332726211367
2013-12-02,1240.7068012443694
2013-12-03,1232.2992394050993
2013-12-04,1225.0215644565594
2013-12-05,1225.3704216638369
2013-12-06,1224.2119779319198
2013-12-09,1238.140296926582
2013-12-10,1236.8104513659594
2013-12-11,1226.960088270643
2013-12-12,1214.608826185839
2013-12-13,1210.4608968123819
2013-12-16,1205.4910627818617
2013-12-17,1207.8207985947067
2013-12-18,1210.57286066248
2013-12-19,1204.8740824955826
2013-12-20,1201.2621569708754
2013-12-23,1205.1832565988755
2013-12-24,1208.9727804130812
2013-12-25,1209.5866602537687
2013-12-26,1208.7152736805626
2013-12-27,1214.975287623878
2013-12-30,1217.6114992116056
2013-12-31,1220.3549859128077
2014-01-01,1220.2649132220488
2014-01-02,1208.3901565098386
2014-01-03,1189.99230296806
2014-01-06,1180.9941870843386
2014-01-07,1177.6487025193792
2014-01-08,1185.7145498140983
2014-01-09,1177.2103033868314
2014-01-10,1179.474355496668
2014-01-13,1191.3853176811267
2014-01-14,1188.5788972120665
2014-01-15,1191.8021139719253
2014-01-16,1192.8481230443358
2014-01-17,1191.0192321071095
2014-01-20,1187.955349611699
2014-01-21,1190.777660654856
2014-01-22,1196.8118406210688
2014-01-23,1184.5624044183776
2014-01-24,1174.409305999806
2014-01-27,1146.0070818264755
2014-01-28,1149.6612758723238
2014-01-29,1164.637733255869
2014-01-30,1161.482680710656
2014-01-31,1162.2490163115317
2014-02-03,1153.8879148526237
2014-02-04,1133.62763633271
2014-02-05,1129.3943083461716
2014-02-06,1137.8276482743177
2014-02-07,1150.403406793779
2014-02-10,1149.8498454698572
2014-02-11,1161.3911258550681
2014-02-12,1174.4508712505337
2014-02-13,1166.5138197549218
2014-02-14,1176.2928273851085
2014-02-17,1187.766154759811
2014-02-18,1185.6352503061878
2014-02-19,1187.6023291306321
2014-02-20,1174.8522153574659
2014-02-21,1185.988723360586
2014-02-24,1178.0269858322733
2014-02-25,1179.3898802297122
2014-02-26,1186.989007715209
2014-02-27,1195.504373277418
2014-02-28,1198.672952461933
2014-03-03,1187.2341659005888
2014-03-04,1185.4593254898073
2014-03-05,1191.6245638463838
2014-03-06,1203.263798382817
2014-03-07,1207.3867267424564
2014-03-10,1191.4040937238092
2014-03-11,1194.8270773991062
2014-03-12,1178.820573114808
2014-03-13,1180.2169580045245
2014-03-14,1171.1595465065109
2014-03-17,1172.6773083240207
2014-03-18,1178.0684801388295
2014-03-19,1174.5456440931353
2014-03-20,1155.728005998609
2014-03-21,1161.9165106714208
2014-03-24,1176.7300796610168
2014-03-25,1174.4932561995208
2014-03-26,1186.3487690862078
2014-03-27,1190.3545984000086
2014-03-28,1202.6283548323825
2014-03-31,1211.721073036686
2014-04-01,1221.7087975436584
2014-04-02,1226.569671560375
2014-04-03,1225.0368540116228
2014-04-04,1221.86202406043
2014-04-07,1224.463716823473
2014-04-08,1232.1544024189484
2014-04-09,1243.7521868470844
2014-04-10,1251.7750879075993
2014-04-11,1241.5836773202423
