Date,EMERGING MARKETS WITH PARTIAL A SHARES
2014-02-28,2187.5513834699386
2014-03-03,2152.6065168378054
2014-03-04,2165.0916844598596
2014-03-05,2171.68442231553
2014-03-06,2196.8707036710925
2014-03-07,2188.878247960429
2014-03-10,2162.4323546515056
2014-03-11,2164.6348936181003
2014-03-12,2139.2878623614097
2014-03-13,2136.3450849398564
2014-03-14,2123.293426298217
2014-03-17,2135.7945571995865
2014-03-18,2156.7321445992147
2014-03-19,2152.5381085494228
2014-03-20,2130.265921321016
2014-03-21,2140.1887091771246
2014-03-24,2161.3213005329685
2014-03-25,2171.2846864377684
2014-03-26,2193.324426266434
2014-03-27,2208.894418571816
2014-03-28,2230.5950085618842
2014-03-31,2252.8591506684666
2014-04-01,2267.209847289237
2014-04-02,2277.0739413569936
2014-04-03,2267.565793857041
2014-04-04,2271.7469422755794
2014-04-07,2276.803467366102
2014-04-08,2293.6663727250425
2014-04-09,2301.2975376165305
2014-04-10,2317.2410332899035
2014-04-11,2303.028713879161
2014-04-14,2294.4066639059884
2014-04-15,2268.187853704682
2014-04-16,2274.2004934689726
2014-04-17,2289.4643583899187
2014-04-18,2295.4996635274474
2014-04-21,2292.929556203601
2014-04-22,2288.8785732862166
2014-04-23,2277.9854340570705
2014-04-24,2279.6550090214073
2014-04-25,2254.508703713489
2014-04-28,2253.560915389799
2014-04-29,2269.8371218105435
2014-04-30,2259.604798241093
2014-05-01,2261.2301158023665
2014-05-02,2278.3867186629445
2014-05-05,2273.152172412306
2014-05-06,2279.8636951206727
2014-05-07,2280.76665022517
2014-05-08,2290.4925966826527
2014-05-09,2286.382378130233
2014-05-12,2306.866585686169
2014-05-13,2322.200555190226
2014-05-14,2344.315947410173
2014-05-15,2337.271135723539
2014-05-16,2343.884392328281
2014-05-19,2351.6394157263885
2014-05-20,2339.4546355463876
2014-05-21,2343.615936934146
2014-05-22,2365.7627819840955
2014-05-23,2370.2965461311514
2014-05-26,2368.250250817014
2014-05-27,2348.9405624748347
2014-05-28,2361.6461348793123
2014-05-29,2362.685838361023
2014-05-30,2338.0994623300026
2014-06-02,2342.322767490038
2014-06-03,2357.4095143895056
2014-06-04,2346.61034900451
2014-06-05,2355.976579593533
2014-06-06,2378.5868564525663
2014-06-09,2387.8956232221108
2014-06-10,2407.8094440829036
2014-06-11,2404.449568819958
2014-06-12,2403.371816805951
2014-06-13,2391.1309463573557
2014-06-16,2386.2640156067323
2014-06-17,2380.030814859607
2014-06-18,2382.6066405364695
2014-06-19,2395.8673386043965
2014-06-20,2382.3963735820944
2014-06-23,2379.154969984053
2014-06-24,2392.7216646543475
2014-06-25,2378.90630650217
2014-06-26,2390.73198042809
2014-06-27,2389.550689489996
2014-06-30,2400.543720988776
2014-07-01,2402.210815997818
2014-07-02,2425.5631172459075
2014-07-03,2430.5709033159783
2014-07-04,2432.338760216485
2014-07-07,2437.093444762794
2014-07-08,2438.051052889809
2014-07-09,2429.597952734594
2014-07-10,2433.232549138081
2014-07-11,2425.0001302854344
2014-07-14,2438.337692408762
2014-07-15,2445.4816794432263
2014-07-16,2448.0174493000723
2014-07-17,2438.810578158028
2014-07-18,2440.512321924883
2014-07-21,2440.625218100909
2014-07-22,2466.3048625458177
2014-07-23,2473.820860250813
2014-07-24,2481.2851064158467
2014-07-25,2476.648257359584
2014-07-28,2478.767531511558
2014-07-29,2481.994549579203
2014-07-30,2478.0056552239075
2014-07-31,2448.9990493722457
2014-08-01,2436.242226216418
2014-08-04,2457.4772620942367
2014-08-05,2443.3911674924743
2014-08-06,2429.1583528925344
2014-08-07,2416.617653362809
2014-08-08,2403.9091540019394
2014-08-11,2440.7874684785643
2014-08-12,2447.806250246561
2014-08-13,2463.0958240145706
2014-08-14,2466.82452950541
2014-08-15,2471.9787263225767
2014-08-18,2477.940113927095
2014-08-19,2495.1049280175584
2014-08-20,2496.5085823266754
2014-08-21,2489.268822173067
2014-08-22,2492.128092897748
2014-08-25,2497.338356138333
2014-08-26,2502.970895029639
2014-08-27,2516.8994891198245
2014-08-28,2501.643857063435
2014-08-29,2503.976300853691
2014-09-01,2510.3276328886777
2014-09-02,2501.909433144273
2014-09-03,2534.8478851462487
2014-09-04,2534.1063904084403
2014-09-05,2526.6199354330806
2014-09-08,2522.9563850619475
2014-09-09,2506.0095401529284
2014-09-10,2477.8354555128108
2014-09-11,2465.137069398056
2014-09-12,2447.3965011465725
2014-09-15,2434.9935447716484
2014-09-16,2430.8300181970385
2014-09-17,2450.1397940646993
2014-09-18,2436.3243399123294
2014-09-19,2430.956390759088
2014-09-22,2399.4494206449513
2014-09-23,2382.4791637783524
2014-09-24,2388.566397376608
2014-09-25,2366.79569635734
2014-09-26,2362.830977078736
2014-09-29,2329.8837675885857
2014-09-30,2320.5096362393574
2014-10-01,2301.2197490401645
2014-10-02,2291.377503836388
2014-10-03,2302.380899462763
2014-10-06,2332.8586614817946
2014-10-07,2334.283940153627
2014-10-08,2306.823693493851
2014-10-09,2328.7907820332066
2014-10-10,2286.407949857544
2014-10-13,2289.8213035575095
2014-10-14,2290.9444322795425
2014-10-15,2269.6254908052615
2014-10-16,2242.2978989996295
2014-10-17,2257.05949688007
2014-10-20,2268.046615444744
2014-10-21,2268.574794216636
2014-10-22,2280.768183355748
2014-10-23,2268.356699753095
2014-10-24,2274.4057642952494
2014-10-27,2259.0810831942385
2014-10-28,2293.4541451083223
2014-10-29,2322.106652872635
2014-10-30,2328.4710186701877
2014-10-31,2348.3360024148337
2014-11-03,2335.5264945613626
2014-11-04,2328.1302553327378
2014-11-05,2308.16875843926
2014-11-06,2291.87945010034
2014-11-07,2283.457319115697
2014-11-10,2307.1215706187054
2014-11-11,2298.2121517793053
2014-11-12,2303.970589049248
2014-11-13,2296.400951541409
2014-11-14,2292.194359689835
2014-11-17,2280.7129271297
2014-11-18,2286.726740293903
2014-11-19,2289.6245550989656
2014-11-20,2289.977511882554
2014-11-21,2322.835589933639
2014-11-24,2339.5751912218248
2014-11-25,2334.930845357393
2014-11-26,2341.9216691328907
2014-11-27,2343.4050381000948
2014-11-28,2325.7627600315145
2014-12-01,2280.6626154929872
2014-12-02,2280.0668804912975
2014-12-03,2283.4940562345255
2014-12-04,2286.796361869793
2014-12-05,2284.1183502847666
2014-12-08,2264.785223592835
2014-12-09,2237.3585792542835
2014-12-10,2222.982780154204
2014-12-11,2194.0869696724553
2014-12-12,2176.9944783986466
2014-12-15,2144.572708546087
2014-12-16,2112.8620170847616
2014-12-17,2131.4135993640703
2014-12-18,2169.8720918338317
2014-12-19,2192.2859016642237
2014-12-22,2221.7229424065276
2014-12-23,2208.6558361646844
2014-12-24,2206.6880894838955
2014-12-25,2206.3139825253943
2014-12-26,2211.4007753522233
2014-12-29,2228.6667273716685
2014-12-30,2219.4361234667863
2014-12-31,2224.1883256585634
2015-01-01,2224.1276785205464
2015-01-02,2218.894858430902
2015-01-05,2190.3372542154934
2015-01-06,2176.761570916383
2015-01-07,2191.4631868060796
2015-01-08,2231.280421443539
2015-01-09,2236.99818450145
2015-01-12,2223.173598735394
2015-01-13,2233.3066364216747
2015-01-14,2223.7531301288614
2015-01-15,2233.9611919387426
2015-01-16,2228.1827092831386
2015-01-19,2214.450715055596
2015-01-20,2225.8753839196456
2015-01-21,2270.038396811068
2015-01-22,2287.249557787792
2015-01-23,2304.061632616594
2015-01-26,2299.432411028287
2015-01-27,2301.795226189445
2015-01-28,2289.7242881982093
2015-01-29,2263.1326467417293
2015-01-30,2236.5397367967907
2015-02-02,2241.2764320028227
2015-02-03,2270.857360379888
2015-02-04,2280.564643060164
2015-02-05,2283.308835277561
2015-02-06,2274.521676474988
2015-02-09,2261.564836938926
2015-02-10,2248.500050298383
2015-02-11,2236.641790868943
2015-02-12,2259.4553582682724
2015-02-13,2295.5041058416386
2015-02-16,2289.942533056818
2015-02-17,2287.774933206257
2015-02-18,2292.3678861480453
2015-02-19,2292.617779213517
2015-02-20,2291.139223123086
2015-02-23,2289.0023745176954
2015-02-24,2299.218695369651
2015-02-25,2310.3831613384355
2015-02-26,2313.511324982154
2015-02-27,2305.4740029291984
2015-03-02,2301.547332028876
2015-03-03,2296.5238237826015
2015-03-04,2273.9862145114375
2015-03-05,2270.24193248367
2015-03-06,2262.5963480816513
2015-03-09,2235.655588150246
2015-03-10,2200.3343070216115
2015-03-11,2198.496767475343
2015-03-12,2211.561069380666
2015-03-13,2191.21197367682
2015-03-16,2194.2097037311873
2015-03-17,2214.2174628086123
2015-03-18,2232.518913441675
2015-03-19,2251.7917690427275
2015-03-20,2262.57162841455
2015-03-23,2277.5568462165984
2015-03-24,2284.3322896859104
2015-03-25,2279.647892725902
2015-03-26,2248.4562786361466
2015-03-27,2239.134849972737
2015-03-30,2265.968839669061
2015-03-31,2279.063156443831
2015-04-01,2299.1190634766317
2015-04-02,2322.9179739222163
2015-04-03,2326.5573766038415
2015-04-06,2353.2181947628783
2015-04-07,2354.8145715332626
2015-04-08,2391.3428713222816
2015-04-09,2409.9312049716923
2015-04-10,2424.9177894004642
2015-04-13,2443.20124303192
2015-04-14,2431.775057982751
2015-04-15,2431.597867923395
2015-04-16,2468.031697741879
2015-04-17,2446.893223626793
2015-04-20,2425.322123262614
2015-04-21,2445.8495096424977
2015-04-22,2460.335489477579
2015-04-23,2475.2708864172664
2015-04-24,2490.631652847951
2015-04-27,2504.289791378384
2015-04-28,2506.6858880894983
2015-04-29,2489.7673359674786
2015-04-30,2463.3383209727012
2015-05-01,2459.3007566042525
2015-05-04,2465.3526848405318
2015-05-05,2462.637409653349
2015-05-06,2444.61235452665
2015-05-07,2407.530868695708
2015-05-08,2432.4881552264587
2015-05-11,2436.546117192787
2015-05-12,2420.727989166977
2015-05-13,2432.030969790217
2015-05-14,2436.705702556239
2015-05-15,2454.077702942318
2015-05-18,2448.836603851084
2015-05-19,2450.3456774563015
2015-05-20,2439.5270092243404
2015-05-21,2431.0141952408085
2015-05-22,2444.0012654220395
2015-05-25,2439.87437707274
2015-05-26,2422.2395814855704
2015-05-27,2405.6941138347506
2015-05-28,2381.001072108756
2015-05-29,2368.736866230937
2015-06-01,2368.415275589603
2015-06-02,2361.9928428337903
2015-06-03,2352.7913055293375
2015-06-04,2336.316178971043
2015-06-05,2323.1353319777663
2015-06-08,2312.1185180133252
2015-06-09,2297.2493212261043
2015-06-10,2313.070949799848
2015-06-11,2310.892454994978
2015-06-12,2318.105074897731
2015-06-15,2296.592226681511
2015-06-16,2283.161773727715
2015-06-17,2293.5626058765656
2015-06-18,2311.3842100089223
2015-06-19,2302.0666340295356
2015-06-22,2331.9417581051853
2015-06-23,2343.2354420227675
2015-06-24,2350.3529561525006
2015-06-25,2338.2490892137603
2015-06-26,2317.7869081922468
2015-06-29,2269.997091513706
2015-06-30,2302.960468181313
2015-07-01,2300.8319604023077
2015-07-02,2298.916104832357
2015-07-03,2280.083526540631
2015-07-06,2231.3139591454183
2015-07-07,2198.8869993340227
2015-07-08,2136.418503130418
2015-07-09,2176.0814086635055
2015-07-10,2208.87813690604
2015-07-13,2234.447956669101
2015-07-14,2229.150331693641
2015-07-15,2222.6456190700455
2015-07-16,2232.570431745237
2015-07-17,2234.272375393889
2015-07-20,2220.229225066629
2015-07-21,2230.58472137315
2015-07-22,2210.364221367294
2015-07-23,2193.986780085467
2015-07-24,2162.908901010832
2015-07-27,2117.8141396798446
2015-07-28,2114.6760720787347
2015-07-29,2136.7633754909107
2015-07-30,2121.753795908058
2015-07-31,2139.466201915816
2015-08-03,2114.022378857726
2015-08-04,2120.669225036613
2015-08-05,2117.6494067283693
2015-08-06,2101.5029543846103
2015-08-07,2102.701557401451
2015-08-10,2111.15070937594
2015-08-11,2088.4763202156587
2015-08-12,2048.95852552295
2015-08-13,2057.3740941823867
2015-08-14,2055.3158792844133
2015-08-17,2034.0550161237682
2015-08-18,2016.342986237797
2015-08-19,1998.9078796002957
2015-08-20,1973.9284906720718
2015-08-21,1930.5014546667173
2015-08-24,1833.0669166203702
2015-08-25,1870.162060484483
2015-08-26,1867.0913778848376
2015-08-27,1929.2717080341772
2015-08-28,1947.1525208594192
2015-08-31,1943.3109209512124
2015-09-01,1901.9898828004807
2015-09-02,1891.499464323893
2015-09-03,1903.3528039656849
2015-09-04,1873.3980613311978
2015-09-07,1849.614704369215
2015-09-08,1879.7476142578553
2015-09-09,1924.9688725493315
2015-09-10,1912.535999928371
2015-09-11,1908.8177921922795
2015-09-14,1920.53695151396
2015-09-15,1917.462541897736
2015-09-16,1956.3186836135478
2015-09-17,1966.8851891904055
2015-09-18,1973.088905023098
2015-09-21,1940.484142929615
2015-09-22,1923.7791486282797
2015-09-23,1884.6877171877447
2015-09-24,1870.8474587794988
2015-09-25,1878.4637929112212
2015-09-28,1861.0865231561133
2015-09-29,1848.141730817198
2015-09-30,1885.1898576918313
2015-10-01,1898.1596485310122
2015-10-02,1914.060724520367
2015-10-05,1954.862132303667
2015-10-06,1972.1975414985982
2015-10-07,2024.2441066258793
2015-10-08,2019.2892407988525
2015-10-09,2045.3461842423733
2015-10-12,2060.4274368070874
2015-10-13,2034.93391535106
2015-10-14,2023.2429007149667
2015-10-15,2059.965308840015
2015-10-16,2062.098611636107
2015-10-19,2066.6574859781513
2015-10-20,2060.5338528660654
2015-10-21,2047.1344146761767
2015-10-22,2045.3571102548829
2015-10-23,2070.077775628257
2015-10-26,2068.1389991589667
2015-10-27,2056.4633512766973
2015-10-28,2050.2224436592387
2015-10-29,2017.2845869536975
2015-10-30,2021.3628329280557
2015-11-02,2026.221694694419
2015-11-03,2050.9627923138078
2015-11-04,2069.7147197306645
2015-11-05,2060.8705757992648
2015-11-06,2034.427755399514
2015-11-09,2013.8650659951759
2015-11-10,1989.9751248379862
2015-11-11,1989.8829605439303
2015-11-12,1990.653230339551
2015-11-13,1960.7018757397934
2015-11-16,1942.5478018047484
2015-11-17,1967.7376793462802
2015-11-18,1964.3767020871526
2015-11-19,1998.5294148682317
2015-11-20,2013.5971041586586
2015-11-23,2008.0223449944988
2015-11-24,2003.7535918170952
2015-11-25,1996.5462447221341
2015-11-26,2000.6779093903735
2015-11-27,1971.5242672787044
2015-11-30,1943.595820611518
2015-12-01,1969.3268404032585
2015-12-02,1962.179749302745
2015-12-03,1955.5767363722987
2015-12-04,1940.3177598328148
2015-12-07,1930.4331063217717
2015-12-08,1901.441620392104
2015-12-09,1899.9716214995199
2015-12-10,1885.9015062027127
2015-12-11,1848.185437258341
2015-12-14,1844.2229440043573
2015-12-15,1864.0871658127178
2015-12-16,1890.0312742425594
2015-12-17,1908.9932587967323
2015-12-18,1888.4192743121316
2015-12-21,1893.4771778361417
2015-12-22,1901.4921849059804
2015-12-23,1921.2066227612154
2015-12-24,1922.5745554526086
2015-12-25,1923.169049345216
2015-12-28,1912.498959177171
2015-12-29,1914.960211644772
2015-12-30,1895.4251814778813
2015-12-31,1900.8743147929092
2016-01-01,1901.0418896895121
2016-01-04,1835.9476481561235
2016-01-05,1838.6139130002994
2016-01-06,1818.7837529100577
2016-01-07,1765.8022398937085
2016-01-08,1768.2178754033275
2016-01-11,1727.6268137954958
2016-01-12,1728.6926356071745
2016-01-13,1740.9996362411136
2016-01-14,1728.4455371597278
2016-01-15,1693.577450312133
2016-01-18,1680.449619013711
2016-01-19,1707.0684654466277
2016-01-20,1656.5573773707995
2016-01-21,1646.8679277612468
2016-01-22,1697.9263050091356
2016-01-25,1710.1000926251686
2016-01-26,1690.3324570300774
2016-01-27,1706.709979560972
2016-01-28,1719.471016698916
2016-01-29,1767.1502330473068
2016-02-01,1767.5249165336625
2016-02-02,1734.8478565720668
2016-02-03,1717.6054227510972
2016-02-04,1759.3001543165708
2016-02-05,1757.4663390860412
2016-02-08,1744.0279380628906
2016-02-09,1734.1174648147141
2016-02-10,1736.1746573374062
2016-02-11,1695.1100695465216
2016-02-12,1692.0703430077745
2016-02-15,1728.0734356207247
2016-02-16,1742.3317358671177
2016-02-17,1753.391884595173
2016-02-18,1777.1634870361947
2016-02-19,1766.343358903294
2016-02-22,1787.372327342331
2016-02-23,1775.1178912015882
2016-02-24,1757.0130072918744
2016-02-25,1751.4550770158442
2016-02-26,1763.7736825433992
2016-02-29,1764.1158149538371
2016-03-01,1794.79540122731
2016-03-02,1833.1265649072332
2016-03-03,1858.3418028510857
2016-03-04,1884.1967477648084
2016-03-07,1894.1061881418168
2016-03-08,1877.0998152234502
2016-03-09,1876.5390099134
2016-03-10,1882.9990567366467
2016-03-11,1908.1150489772563
2016-03-14,1914.5440919929201
2016-03-15,1884.8655423275904
2016-03-16,1886.94455413519
2016-03-17,1946.8827555418243
2016-03-18,1970.8634330931711
2016-03-21,1977.4273763794986
2016-03-22,1980.7266764327571
2016-03-23,1959.7665495755657
2016-03-24,1941.3601040999856
2016-03-25,1938.532455547432
2016-03-28,1939.9304403701606
2016-03-29,1944.7755206032534
2016-03-30,1990.0802405633226
2016-03-31,1996.744454229915
2016-04-01,1972.6473693669816
2016-04-04,1974.3955500595812
2016-04-05,1942.4831192391794
2016-04-06,1934.571185677512
2016-04-07,1934.2741754041153
2016-04-08,1951.5214366044097
2016-04-11,1968.8153254766432
2016-04-12,1984.9740420412488
2016-04-13,2017.4361117995506
2016-04-14,2020.790684032702
2016-04-15,2023.2581238114822
2016-04-18,2016.216162488914
2016-04-19,2037.325295107468
2016-04-20,2029.5586642045932
2016-04-21,2039.088794206288
2016-04-22,2019.2549373065808
2016-04-25,2004.5498083301356
2016-04-26,2012.3897365851944
2016-04-27,2013.2552298638507
2016-04-28,2015.1093155186288
2016-04-29,2007.038543153676
2016-05-02,1995.6245003047932
2016-05-03,1962.324826713511
2016-05-04,1945.3896354295657
2016-05-05,1936.822703500502
2016-05-06,1926.5719078796083
2016-05-09,1914.816744167993
2016-05-10,1929.130671347411
2016-05-11,1931.4454722968242
2016-05-12,1928.0203174435185
2016-05-13,1902.905435667448
2016-05-16,1907.8675531976903
2016-05-17,1917.9819469443391
2016-05-18,1900.2874397880646
2016-05-19,1871.4002623012352
2016-05-20,1880.1655265679765
2016-05-23,1888.6879786346303
2016-05-24,1888.3246417348082
2016-05-25,1913.7689673890002
2016-05-26,1922.243998756453
2016-05-27,1936.1215577529747
2016-05-30,1935.2205241640752
2016-05-31,1935.6690859274547
2016-06-01,1935.1860725672068
2016-06-02,1940.790255777949
2016-06-03,1957.2943203831105
2016-06-06,1974.4961424884407
2016-06-07,2004.76292389745
2016-06-08,2020.3252919097388
2016-06-09,2007.9777108877477
2016-06-10,1976.8850462969042
2016-06-13,1942.205077411787
2016-06-14,1927.3039228136104
2016-06-15,1940.001139352877
2016-06-16,1921.06869206384
2016-06-17,1936.4667019480019
2016-06-20,1972.0975954719559
2016-06-21,1982.3518106722986
2016-06-22,1994.0163913767192
2016-06-23,2008.666707536587
2016-06-24,1938.436771454072
2016-06-27,1914.5589045043082
2016-06-28,1940.0453406288862
2016-06-29,1981.7944813512454
2016-06-30,2011.457524868684
2016-07-01,2023.7177004512912
2016-07-04,2034.2104107070375
2016-07-05,2006.8649862637599
2016-07-06,1977.431542205247
2016-07-07,1996.646689329902
2016-07-08,2000.9739996026697
2016-07-11,2044.0722677233186
2016-07-12,2062.757839823488
2016-07-13,2068.459340943781
2016-07-14,2091.4879515311195
2016-07-15,2096.8132403357577
2016-07-18,2102.0568747664065
2016-07-19,2098.1231469227464
2016-07-20,2104.6144215983136
2016-07-21,2106.2796556282256
2016-07-22,2101.7117611860494
2016-07-25,2101.301163142435
2016-07-26,2105.630993153646
2016-07-27,2113.1229300227706
2016-07-28,2116.816372593787
2016-07-29,2111.712993849829
2016-08-01,2133.534160048263
2016-08-02,2120.151678534371
2016-08-03,2099.9481318780636
2016-08-04,2119.0064305555934
2016-08-05,2142.0654556216737
2016-08-08,2166.425607033363
2016-08-09,2177.13801303091
2016-08-10,2184.6460220414765
2016-08-11,2195.7293082291194
2016-08-12,2202.3366024553357
2016-08-15,2217.678468827338
2016-08-16,2217.228275825038
2016-08-17,2203.1270623330524
2016-08-18,2219.7192073713236
2016-08-19,2205.2530040047172
2016-08-22,2190.368134880224
2016-08-23,2195.7229480479104
2016-08-24,2172.8665704730065
2016-08-25,2175.8828823286194
2016-08-26,2184.165853370475
2016-08-29,2171.3487313979927
2016-08-30,2178.7513348362113
2016-08-31,2166.472089955803
2016-09-01,2160.9664190090766
2016-09-02,2182.235290120229
2016-09-05,2206.392234750664
2016-09-06,2239.8460778899253
2016-09-07,2246.0145225665383
2016-09-08,2249.4743248369587
2016-09-09,2206.7402125755893
2016-09-12,2158.4309747145867
2016-09-13,2150.322374331251
2016-09-14,2148.5399146069662
2016-09-15,2158.1887869553752
2016-09-16,2149.837375047087
2016-09-19,2179.3176539150677
2016-09-20,2182.072203295543
2016-09-21,2198.7396560946613
2016-09-22,2235.19496432934
2016-09-23,2226.903848349622
2016-09-26,2197.511689597672
2016-09-27,2211.4827836199897
2016-09-28,2214.0697557274116
2016-09-29,2217.3893248030217
2016-09-30,2193.5601091286226
2016-10-03,2213.620441295175
2016-10-04,2223.39820146867
2016-10-05,2222.825447230803
2016-10-06,2227.1595682992274
2016-10-07,2221.726625413147
2016-10-10,2231.290037819677
2016-10-11,2199.908293335816
2016-10-12,2193.026515529878
2016-10-13,2163.9415614608406
2016-10-14,2179.232722446783
2016-10-17,2173.455099891441
2016-10-18,2207.0499885147037
2016-10-19,2218.226019452362
2016-10-20,2218.393144512953
2016-10-21,2213.398968023892
2016-10-24,2230.906251696946
2016-10-25,2230.501465598537
2016-10-26,2211.914339562551
2016-10-27,2199.281563717364
2016-10-28,2194.7348516292736
2016-10-31,2198.3229714148356
2016-11-01,2192.8816614839707
2016-11-02,2162.7924721244003
2016-11-03,2150.3670183853023
2016-11-04,2138.651089108043
2016-11-07,2174.1586283765737
2016-12-08,2139.0415800117885
2017-04-03,2359.960212447986
2017-04-04,2360.2006979655625
2017-04-05,2370.8194217907644
2017-04-06,2356.6370636469046
2017-04-07,2352.8222001030663
2017-04-10,2344.155149406548
2017-04-11,2335.8923939410633
2017-04-12,2345.085337542371
2017-04-13,2356.4930431912826
2017-04-14,2350.498479116096
2017-04-17,2355.970343625184
2017-04-18,2343.5116671982505
2017-04-19,2332.0012293195964
2017-04-20,2345.527012480008
2017-04-21,2353.8671187995405
2017-04-24,2377.0567646243526
2017-04-25,2404.524129100523
2017-04-26,2404.3929634028823
2017-04-27,2397.3806836086637
2017-04-28,2393.349766713363
2017-05-01,2397.705965448027
2017-05-02,2418.218686466198
2017-05-03,2412.4387654256425
2017-05-04,2398.885067634131
2017-05-05,2394.145747838644
