Date,EM EASTERN EUROPE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.80665822888484
2001-01-03,94.51750621431614
2001-01-04,100.38342648259753
2001-01-05,101.52130150032164
2001-01-08,100.70599870523267
2001-01-09,101.88233213368368
2001-01-10,103.10856526142328
2001-01-11,104.32361269496533
2001-01-12,105.55973980769593
2001-01-15,107.02623856936101
2001-01-16,106.1754519990666
2001-01-17,108.4754142463855
2001-01-18,108.05188045776919
2001-01-19,109.90307185171179
2001-01-22,106.8770534959771
2001-01-23,107.66926035916218
2001-01-24,109.67339856189533
2001-01-25,109.78331840498466
2001-01-26,109.39127508064598
2001-01-29,107.74364533651071
2001-01-30,108.56224923298286
2001-01-31,109.12517224251559
2001-02-01,108.26246407045053
2001-02-02,108.52117871809538
2001-02-05,104.9937569657426
2001-02-06,106.03020209855534
2001-02-07,103.99162818710708
2001-02-08,104.88524915951571
2001-02-09,103.20367593710603
2001-02-12,103.2932917840462
2001-02-13,105.78652399809026
2001-02-14,104.60499020355527
2001-02-15,107.52187595966534
2001-02-16,103.64632502199632
2001-02-19,102.76355480490783
2001-02-20,101.63840040410933
2001-02-21,96.02670746585052
2001-02-22,96.77091596676118
2001-02-23,94.93030213493867
2001-02-26,97.61392195815118
2001-02-27,96.1562542324188
2001-02-28,96.83418060366782
2001-03-01,95.33541267080295
2001-03-02,96.06794234599779
2001-03-05,99.19861509042948
2001-03-06,102.84174348453092
2001-03-07,103.13155839403879
2001-03-08,102.67994387905476
2001-03-09,101.4044591144444
2001-03-12,97.24189745387967
2001-03-13,96.97601186576618
2001-03-14,93.0712129878506
2001-03-15,95.26915915281106
2001-03-16,94.6805869858058
2001-03-19,96.47032492078807
2001-03-20,97.23571294153925
2001-03-21,94.55505873644063
2001-03-22,92.76037322989313
2001-03-23,93.98955282674002
2001-03-26,95.60155258357804
2001-03-27,94.97092896968744
2001-03-28,94.17898801896823
2001-03-29,91.64799171666867
2001-03-30,91.73696034013065
2001-04-02,90.71313714698081
2001-04-03,87.95720320799192
2001-04-04,87.17888059592316
2001-04-05,91.38202094168355
2001-04-06,91.16706176788267
2001-04-09,91.88808855831199
2001-04-10,92.84326314292555
2001-04-11,94.38665394812388
2001-04-12,94.2527924028601
2001-04-13,95.20918131055915
2001-04-16,94.27643159824817
2001-04-17,92.61519071947859
2001-04-18,95.52019610471362
2001-04-19,97.5086588357136
2001-04-20,96.09941148514793
2001-04-23,93.55353432235614
2001-04-24,94.06207238580748
2001-04-25,94.54613033693657
2001-04-26,96.88269558112125
2001-04-27,98.28293401629887
2001-04-30,97.46296433552351
2001-05-01,97.58270081273109
2001-05-02,97.98852380645083
2001-05-03,98.74258003360966
2001-05-04,99.55802193662781
2001-05-07,100.70088840194545
