Date,ZHONG HUA WITH PARTIAL A SHARES
2014-05-09,2096.5213471917723
2014-05-12,2132.5760795685533
2014-05-13,2145.386674278895
2014-05-14,2167.277034358906
2014-05-15,2174.8261704350743
2014-05-16,2169.896297434729
2014-05-19,2166.286065073516
2014-05-20,2173.2030621721815
2014-05-21,2184.639691082342
2014-05-22,2204.638264757959
2014-05-23,2211.408104271539
2014-05-26,2212.8838634952463
2014-05-27,2209.0217627434554
2014-05-28,2223.23534724745
2014-05-29,2214.8610823505355
2014-05-30,2222.1095641866195
2014-06-02,2221.8565036440723
2014-06-03,2247.9463175344026
2014-06-04,2233.9113181634416
2014-06-05,2237.319270711499
2014-06-06,2224.632780547264
2014-06-09,2238.3703023384187
2014-06-10,2258.3019864503613
2014-06-11,2254.9228172932535
2014-06-12,2254.385400241803
2014-06-13,2268.875154904778
2014-06-16,2268.4694489725885
2014-06-17,2257.607416925774
2014-06-18,2252.988695110776
2014-06-19,2252.77380455279
2014-06-20,2256.5998477875287
2014-06-23,2222.9929247639398
2014-06-24,2232.840034463937
2014-06-25,2234.3316331505252
2014-06-26,2268.553272772234
2014-06-27,2271.4504200279625
2014-06-30,2274.9737457659417
2014-07-01,2275.0060608087338
2014-07-02,2316.091753703118
2014-07-03,2324.447682327984
2014-07-04,2328.38876864179
2014-07-07,2330.3820577672313
2014-07-08,2331.409659611113
2014-07-09,2298.1423146587586
2014-07-10,2306.0059549995417
2014-07-11,2306.603752876128
2014-07-14,2316.881572956742
2014-07-15,2329.512761883321
2014-07-16,2333.8731269245613
2014-07-17,2331.699951702985
2014-07-18,2325.942858921127
2014-07-21,2319.0683465808443
2014-07-22,2357.969478722879
2014-07-23,2382.694651408941
2014-07-24,2400.3701241999884
2014-07-25,2404.688288291651
2014-07-28,2423.901219710248
2014-07-29,2438.889148943172
2014-07-30,2441.806002927366
2014-07-31,2446.946202880065
2014-08-01,2422.4800068714994
2014-08-04,2438.6408897326664
2014-08-05,2434.5228570679465
2014-08-06,2431.5739473066596
2014-08-07,2411.4929061128123
2014-08-08,2406.506393814626
2014-08-11,2439.4833678775235
2014-08-12,2447.6816791049214
2014-08-13,2468.288577717118
2014-08-14,2454.9936713431275
2014-08-15,2465.087116053371
2014-08-18,2465.5068179527852
2014-08-19,2483.3415380849233
2014-08-20,2491.707950316371
2014-08-21,2472.2094935705686
2014-08-22,2482.7903181889114
2014-08-25,2484.114561794976
2014-08-26,2474.6230304914557
2014-08-27,2464.2600043845264
2014-08-28,2441.406073122643
2014-08-29,2443.8606698500844
2014-09-01,2445.580746956455
2014-09-02,2450.780295240698
2014-09-03,2508.425307078723
2014-09-04,2513.4923221686513
2014-09-05,2507.221864968357
2014-09-08,2507.914679231542
2014-09-09,2507.784177158273
2014-09-10,2461.2969860128346
2014-09-11,2457.1509470807896
2014-09-12,2451.3392127812795
2014-09-15,2425.157685510821
2014-09-16,2398.101034457702
2014-09-17,2419.862306317053
2014-09-18,2401.8194470916833
2014-09-19,2409.9826023589044
2014-09-22,2374.0162535321656
2014-09-23,2363.067462292725
2014-09-24,2378.21014636656
2014-09-25,2364.2801183761553
2014-09-26,2354.0240027792197
2014-09-29,2311.755800594061
2014-09-30,2286.717558697699
2014-10-01,2286.674350337891
2014-10-02,2287.5532485591766
2014-10-03,2303.8939786836404
2014-10-06,2331.9020821616846
2014-10-07,2346.241405022412
2014-10-08,2327.8436512436842
2014-10-09,2353.7185178588747
2014-10-10,2311.721435366847
2014-10-13,2310.5059809005356
2014-10-14,2301.20438524793
2014-10-15,2310.8002783000775
2014-10-16,2289.832990481084
2014-10-17,2300.104880175638
2014-10-20,2309.4446882664142
2014-10-21,2308.5248685371234
2014-10-22,2340.0112147343043
2014-10-23,2332.718171060204
2014-10-24,2329.237548603158
2014-10-27,2308.565738093509
2014-10-28,2346.5950742798677
2014-10-29,2379.267780976648
2014-10-30,2370.994535580963
2014-10-31,2402.169896139514
2014-11-03,2395.859999967492
2014-11-04,2393.5011837038223
2014-11-05,2376.586746973501
2014-11-06,2369.8341174385496
2014-11-07,2360.8998693695767
2014-11-10,2383.71589365674
2014-11-11,2389.2251190290076
2014-11-12,2402.6254793227686
2014-11-13,2416.330765971827
2014-11-14,2425.529980723267
2014-11-17,2392.356655883861
2014-11-18,2365.314244217295
2014-11-19,2351.7054862643354
2014-11-20,2350.372859478662
2014-11-21,2361.4805964583734
2014-11-24,2417.2546383100066
2014-11-25,2413.2155994720065
2014-11-26,2442.8806671895454
2014-11-27,2433.175484800194
2014-11-28,2437.5742897218797
2014-12-01,2375.545776525328
2014-12-02,2407.3786702249176
2014-12-03,2386.71190941568
2014-12-04,2429.682675060583
2014-12-05,2445.9087231082676
2014-12-08,2453.7603380863607
2014-12-09,2388.954614822782
2014-12-10,2403.305464115473
2014-12-11,2381.6369735645612
2014-12-12,2382.292132711675
2014-12-15,2365.4416004692484
2014-12-16,2337.645419485586
2014-12-17,2325.7274209380817
2014-12-18,2349.676445499849
2014-12-19,2370.451333895873
2014-12-22,2397.869642488865
2014-12-23,2387.067182266625
2014-12-24,2384.2284119841925
2014-12-25,2386.4503834693137
2014-12-26,2388.887057125258
2014-12-29,2437.2132634630784
2014-12-30,2417.5237418089077
2014-12-31,2436.0450312222106
2015-01-01,2436.0450312222106
2015-01-02,2468.8816633642587
2015-01-05,2463.75190485707
2015-01-06,2441.4143802403637
2015-01-07,2456.954490681505
2015-01-08,2470.77299105009
2015-01-09,2481.9544087425857
2015-01-12,2485.3105106835114
2015-01-13,2503.899465923307
2015-01-14,2494.670818915105
2015-01-15,2519.564294761412
2015-01-16,2495.354691107281
2015-01-19,2435.9618843695
2015-01-20,2463.7188209119968
2015-01-21,2512.1720629489632
2015-01-22,2520.0412210249515
2015-01-23,2551.893297192956
2015-01-26,2557.2422128779567
2015-01-27,2543.2067936266153
2015-01-28,2545.337394189307
2015-01-29,2519.1899952936915
2015-01-30,2509.173338089284
2015-02-02,2501.5292786835053
2015-02-03,2512.957425532914
2015-02-04,2519.405141515216
2015-02-05,2522.6052341402255
2015-02-06,2512.2414622554993
2015-02-09,2495.604380991075
2015-02-10,2504.2943119169304
2015-02-11,2494.683489068697
2015-02-12,2504.8710443953714
2015-02-13,2529.7733341558946
2015-02-16,2533.2767749911213
2015-02-17,2538.3179590854634
2015-02-18,2543.969712357849
2015-02-19,2544.351462108039
2015-02-20,2543.8424886814296
2015-02-23,2543.9247753060235
2015-02-24,2547.173640480214
2015-02-25,2549.13123044678
2015-02-26,2568.7540994077026
2015-02-27,2560.8306168144704
2015-03-02,2570.6279656741763
2015-03-03,2548.219363245383
2015-03-04,2527.477951668333
2015-03-05,2510.857061453039
2015-03-06,2511.972096855881
2015-03-09,2509.1779357258165
2015-03-10,2479.829696450606
2015-03-11,2464.5804630924963
2015-03-12,2475.7787585102596
2015-03-13,2481.0954297254802
2015-03-16,2497.9792639779157
2015-03-17,2498.6436254410437
2015-03-18,2522.547149163336
2015-03-19,2554.111354526872
2015-03-20,2549.6906041236125
2015-03-23,2561.834479749071
2015-03-24,2552.2636825030427
2015-03-25,2561.1148110989693
2015-03-26,2555.317949283342
2015-03-27,2560.5077124863355
2015-03-30,2618.2104159390105
2015-03-31,2625.907886294855
2015-04-01,2656.609759326595
2015-04-02,2685.4838750056156
2015-04-03,2686.405534567348
2015-04-06,2686.4724720533354
2015-04-07,2688.7972315982297
2015-04-08,2822.7609052593875
2015-04-09,2898.8566902735624
2015-04-10,2936.8813536371144
2015-04-13,3027.501535906193
2015-04-14,2964.6120136215754
2015-04-15,2968.366915157355
2015-04-16,2996.701634754639
2015-04-17,2992.058019345996
2015-04-20,2919.8588765455684
2015-04-21,2991.1192997494354
2015-04-22,3024.0848306537528
2015-04-23,3015.6543171214666
2015-04-24,3024.517076267036
2015-04-27,3063.5648864596656
2015-04-28,3055.2029790173806
2015-04-29,3040.312207468633
2015-04-30,3019.4960754346125
2015-05-01,3019.6088466479046
2015-05-04,3032.358342443845
2015-05-05,2980.735545774141
2015-05-06,2955.590158183944
2015-05-07,2903.1516948221083
2015-05-08,2948.613560173629
2015-05-11,2975.8264854478434
2015-05-12,2944.8236251188314
2015-05-13,2932.645115134249
2015-05-14,2932.3731478716336
2015-05-15,2979.1352358279123
2015-05-18,2963.4622988901615
2015-05-19,2989.755076060921
2015-05-20,2971.3265669587804
2015-05-21,2958.3850930107837
2015-05-22,3004.104114378533
2015-05-25,3007.3661146740983
2015-05-26,3053.488233162195
2015-05-27,3035.772347547525
2015-05-28,2958.4019968243706
2015-05-29,2946.6986397386872
2015-06-01,2980.748469429242
2015-06-02,2963.605565872459
2015-06-03,2974.757330392957
2015-06-04,2968.3762963126496
2015-06-05,2943.277002428859
2015-06-08,2943.5860518050613
2015-06-09,2892.656610913981
2015-06-10,2861.7549125345454
2015-06-11,2881.1658968173183
2015-06-12,2928.087447716446
2015-06-15,2875.5760372138607
2015-06-16,2825.3633943020227
2015-06-17,2854.545067330637
2015-06-18,2840.5202918087216
2015-06-19,2830.274965624053
2015-06-22,2861.706411804225
2015-06-23,2908.1363816886196
2015-06-24,2920.3964653621642
2015-06-25,2893.2935245787858
2015-06-26,2825.5735048701185
2015-06-29,2750.4912384042204
2015-06-30,2796.033884619997
2015-07-01,2790.4715443768823
2015-07-02,2779.678413513107
2015-07-03,2732.7685609057276
2015-07-06,2635.235703008393
2015-07-07,2571.7345999756776
2015-07-08,2417.0964707583016
2015-07-09,2546.407678186984
2015-07-10,2619.556808607521
2015-07-13,2659.386617782356
2015-07-14,2641.6542159909727
2015-07-15,2614.326027756924
2015-07-16,2631.143049025383
2015-07-17,2667.4051627421672
2015-07-20,2663.261044419597
2015-07-21,2681.945325406597
2015-07-22,2653.124384464259
2015-07-23,2673.24563757734
2015-07-24,2645.5589125589368
2015-07-27,2539.434379351272
2015-07-28,2543.570715571999
2015-07-29,2563.0009704884746
2015-07-30,2547.3525618430526
2015-07-31,2560.5642934196217
2015-08-03,2528.245112098271
2015-08-04,2538.2258099508695
2015-08-05,2545.9813966193583
2015-08-06,2534.0203163280594
2015-08-07,2557.968637988663
2015-08-10,2576.8758422842675
2015-08-11,2565.3710090080576
2015-08-12,2505.7388586782404
2015-08-13,2514.764124042149
2015-08-14,2515.804453539997
2015-08-17,2499.9864433203325
2015-08-18,2454.277385525979
2015-08-19,2427.263239865102
2015-08-20,2375.064234228526
2015-08-21,2328.162824644767
2015-08-24,2190.484663883412
2015-08-25,2196.5426204102873
2015-08-26,2173.8597825195598
2015-08-27,2270.1493114338155
2015-08-28,2262.8017112848797
2015-08-31,2247.9375357344593
2015-09-01,2192.687059546634
2015-09-02,2169.1712892289174
2015-09-03,2168.807622003985
2015-09-04,2162.4189715543325
2015-09-07,2145.5220950070084
2015-09-08,2219.700342049207
2015-09-09,2305.937058424376
2015-09-10,2260.6859830049643
2015-09-11,2253.763929716267
2015-09-14,2254.1217477257687
2015-09-15,2238.29436879834
2015-09-16,2292.020100352428
2015-09-17,2287.470827580783
2015-09-18,2308.848609112249
2015-09-21,2294.1590929793488
2015-09-22,2296.791250214787
2015-09-23,2240.8380760132654
2015-09-24,2226.5389485671135
2015-09-25,2229.7530944542805
2015-09-28,2230.232053482328
2015-09-29,2165.8576187583626
2015-09-30,2202.6487278906984
2015-10-01,2202.6487278906984
2015-10-02,2270.3700794686215
2015-10-05,2303.0579144121234
2015-10-06,2302.8936490714236
2015-10-07,2375.9547730963322
2015-10-08,2356.548455276662
2015-10-09,2370.8500892818693
2015-10-12,2402.578647303017
2015-10-13,2391.1791655944235
2015-10-14,2373.6764416226188
2015-10-15,2422.5942915984792
2015-10-16,2439.9301957344233
2015-10-19,2442.41338439097
2015-10-20,2436.1554628921444
2015-10-21,2432.813657933807
2015-10-22,2424.9625638643256
2015-10-23,2456.160197969803
2015-10-26,2455.5744044329563
2015-10-27,2453.0729347291426
2015-10-28,2431.2605823466442
2015-10-29,2414.354529690402
2015-10-30,2402.2748443802425
2015-11-02,2374.4629760181288
2015-11-03,2393.667471295844
2015-11-04,2449.114708136948
2015-11-05,2449.4677188400965
2015-11-06,2442.5083976744727
2015-11-09,2425.1591986766575
2015-11-10,2387.0917340035894
2015-11-11,2381.9623710470028
2015-11-12,2428.6968683611785
2015-11-13,2382.6131190500346
2015-11-16,2343.6460937260063
2015-11-17,2366.564620844514
2015-11-18,2361.071597616454
2015-11-19,2392.9219449747434
2015-11-20,2416.8106622654354
2015-11-23,2407.486022805862
2015-11-24,2398.799168148774
2015-11-25,2391.3034446808006
2015-11-26,2384.808955195609
2015-11-27,2332.2225011319892
2015-11-30,2325.7190177902785
2015-12-01,2357.7837694400046
2015-12-02,2374.5241816996113
2015-12-03,2362.395100507309
2015-12-04,2350.7808360629947
2015-12-07,2349.345092653213
2015-12-08,2321.8005430489543
2015-12-09,2307.6234555864103
2015-12-10,2295.0752523087535
2015-12-11,2257.0232290117533
2015-12-14,2251.1935538199577
2015-12-15,2258.504679851383
2015-12-16,2296.5031385803404
2015-12-17,2309.258693691971
2015-12-18,2295.9980251055676
2015-12-21,2307.1849779042313
2015-12-22,2314.4329478771233
2015-12-23,2334.7938029916936
2015-12-24,2338.3795392993698
2015-12-25,2338.6427904278166
2015-12-28,2311.715621360435
2015-12-29,2320.6287915915386
2015-12-30,2304.6577851004663
2015-12-31,2306.854044771397
2016-01-01,2306.854044771397
2016-01-04,2229.6861502319975
2016-01-05,2225.366680298532
2016-01-06,2208.323600247506
2016-01-07,2122.1774519061246
2016-01-08,2126.2855776936112
2016-01-11,2061.299141053906
2016-01-12,2056.128363668228
2016-01-13,2061.8782646722048
2016-01-14,2058.4682424304815
2016-01-15,2012.7852846903963
2016-01-18,1992.6703787752172
2016-01-19,2034.5267955819736
2016-01-20,1961.333767126955
2016-01-21,1931.341204905092
2016-01-22,1988.5796022513473
2016-01-25,2008.2398631275732
2016-01-26,1959.1555144415122
2016-01-27,1967.0682729491275
2016-01-28,1970.7860554374183
2016-01-29,2020.9630095825694
2016-02-01,2011.7510203879972
2016-02-02,1991.853210484472
2016-02-03,1946.2668312723033
2016-02-04,1971.1706900122192
2016-02-05,1964.862262500593
2016-02-08,1959.5562042586587
2016-02-09,1955.665724824462
2016-02-10,1960.0714661395161
2016-02-11,1895.1190866879126
2016-02-12,1884.9066498000973
2016-02-15,1938.1842106630784
2016-02-16,1977.7349033534072
2016-02-17,1970.271658359998
2016-02-18,2009.0591633249048
2016-02-19,2012.0796155734904
2016-02-22,2039.4144226885433
2016-02-23,2023.7006553123963
2016-02-24,2008.7756092948912
2016-02-25,1967.0297021206914
2016-02-26,2011.756389421933
2016-02-29,1988.040629305311
2016-03-01,2025.175809558418
2016-03-02,2080.350140880808
2016-03-03,2080.3481811834545
2016-03-04,2110.359770035382
2016-03-07,2112.710949528396
2016-03-08,2091.513979848439
2016-03-09,2087.551765679781
2016-03-10,2082.5708395117977
2016-03-11,2117.912035512164
2016-03-14,2140.7493517697803
2016-03-15,2122.357658802315
2016-03-16,2121.7515293881806
2016-03-17,2152.9158509039557
2016-03-18,2182.5522187768997
2016-03-21,2194.2092074830584
2016-03-22,2192.961378570465
2016-03-23,2181.76079639838
2016-03-24,2156.278680768552
2016-03-25,2156.6312854754883
2016-03-28,2155.4346896270295
2016-03-29,2163.8443260088407
2016-03-30,2209.776638945374
2016-03-31,2213.652668937761
2016-04-01,2189.3650850129484
2016-04-04,2188.670224156089
2016-04-05,2161.1755792115637
2016-04-06,2171.456050078679
2016-04-07,2174.6049180160503
2016-04-08,2182.4196058526104
2016-04-11,2196.7375506824064
2016-04-12,2205.6337122739255
2016-04-13,2267.6601537104343
2016-04-14,2278.01873745822
2016-04-15,2273.9060041726652
2016-04-18,2257.9391806194653
2016-04-19,2278.5392001178598
2016-04-20,2256.5752115072937
2016-04-21,2280.6334051562753
2016-04-22,2263.3426612513376
2016-04-25,2242.3773380067773
2016-04-26,2245.9294045146767
2016-04-27,2237.1601998122633
2016-04-28,2236.89384264248
2016-04-29,2216.5179962456714
2016-05-02,2208.8452860093225
2016-05-03,2173.9579710146713
2016-05-04,2167.810104335807
2016-05-05,2163.8302069089495
2016-05-06,2132.3445747563374
2016-05-09,2126.2369314988437
2016-05-10,2135.3138795252016
2016-05-11,2124.4571732110967
2016-05-12,2111.6030030695115
2016-05-13,2087.9898526436514
2016-05-16,2110.193304160011
2016-05-17,2132.1320167581243
2016-05-18,2106.794923754301
2016-05-19,2086.370392390886
2016-05-20,2103.8103579186295
2016-05-23,2102.9096155942875
2016-05-24,2112.0521846591837
2016-05-25,2142.2786596559567
2016-05-26,2148.5242616275527
2016-05-27,2175.393647349065
2016-05-30,2182.420778707426
2016-05-31,2201.584027118502
2016-06-01,2187.9502165351255
2016-06-02,2196.3987579346376
2016-06-03,2200.8237652664575
2016-06-06,2218.2413147091916
2016-06-07,2243.922806073052
2016-06-08,2236.8730042618
2016-06-09,2236.3054071552388
2016-06-10,2203.2871355351135
2016-06-13,2156.432760176176
2016-06-14,2150.266140430273
2016-06-15,2162.0752003654434
2016-06-16,2132.263093008157
2016-06-17,2138.4402817036544
2016-06-20,2168.1590639953442
2016-06-21,2181.1117083909376
2016-06-22,2200.817891050905
2016-06-23,2206.8668626783706
2016-06-24,2152.670257648406
2016-06-27,2145.435858992199
2016-06-28,2149.5136414130716
2016-06-29,2182.9457740209373
2016-06-30,2223.0870294478655
2016-07-01,2222.6230362010624
2016-07-04,2244.9653535437274
2016-07-05,2218.048180113702
2016-07-06,2193.835752483031
2016-07-07,2216.238012288252
2016-07-08,2205.1498713998258
2016-07-11,2244.07473556179
2016-07-12,2275.2646035138987
2016-07-13,2280.3044119458905
2016-07-14,2301.207356897189
2016-07-15,2307.5247725563872
2016-07-18,2320.868682923685
2016-07-19,2308.3780872770894
2016-07-20,2328.7584745983404
2016-07-21,2338.9317887682705
2016-07-22,2332.6907001915934
2016-07-25,2334.9710474813824
2016-07-26,2350.4295475464623
2016-07-27,2353.597333918574
2016-07-28,2352.6290072317483
2016-07-29,2319.9610462329506
2016-08-01,2344.5453242097988
2016-08-02,2341.5994191843597
2016-08-03,2309.112625913303
2016-08-04,2317.448749345781
2016-08-05,2347.8016339604033
2016-08-08,2380.690612943278
2016-08-09,2382.7931774366834
2016-08-10,2388.0932458017137
2016-08-11,2408.4632805975616
2016-08-12,2439.6264970405014
2016-08-15,2462.6603082618235
2016-08-16,2462.719496142925
2016-08-17,2451.945144820617
2016-08-18,2468.599881271591
2016-08-19,2462.857509342195
2016-08-22,2460.7044207354998
2016-08-23,2458.436404125969
2016-08-24,2439.494913622102
2016-08-25,2434.1038717387846
2016-08-26,2447.6800041967895
2016-08-29,2441.1430966694365
2016-08-30,2462.2856690856797
2016-08-31,2450.639078536139
2016-09-01,2464.414074007345
2016-09-02,2481.010239441998
2016-09-05,2518.2137358719624
2016-09-06,2552.5741647428326
2016-09-07,2546.9713334218004
2016-09-08,2562.775677840484
2016-09-09,2564.372395550197
2016-09-12,2498.4718236210133
2016-09-13,2489.8127160939434
2016-09-14,2492.1413000173784
2016-09-15,2511.1515665405
2016-09-16,2510.2647975845957
2016-09-19,2531.3992293317183
2016-09-20,2527.274803767556
2016-09-21,2554.154181333915
2016-09-22,2575.5980406712497
2016-09-23,2565.814889021207
2016-09-26,2523.728627195425
2016-09-27,2550.216373671705
2016-09-28,2550.8173378885963
2016-09-29,2553.921117318575
2016-09-30,2515.7901438577446
2016-10-03,2541.506860750392
2016-10-04,2554.1375378588245
2016-10-05,2563.2361304494866
2016-10-06,2574.9437469981735
2016-10-07,2563.3068168112713
2016-10-10,2571.82965020173
2016-10-11,2537.1693036258653
2016-10-12,2521.3919968668524
2016-10-13,2487.213644822025
2016-10-14,2501.21790684169
2016-10-17,2487.2279794575115
2016-10-18,2523.478032094128
2016-10-19,2518.3848052328394
2016-10-20,2523.3453163339464
2016-10-21,2524.2901837906975
2016-10-24,2549.837579040768
2016-10-25,2545.297293659293
2016-10-26,2518.1979667447777
2016-10-27,2500.0331529619816
2016-10-28,2482.8215880724492
2016-10-31,2474.1010016549694
2016-11-01,2490.1783983248256
2016-11-02,2451.8556327777537
2016-11-03,2438.72041229367
2016-11-04,2434.7563046564455
2016-11-07,2454.4886046779316
2016-12-08,2428.952311290165
2017-04-03,2653.1866075577886
2017-04-04,2649.5604646516786
2017-04-05,2668.2230475142183
2017-04-06,2662.535884647732
2017-04-07,2664.970462418201
2017-04-10,2667.5932472599125
2017-04-11,2648.6158414848987
2017-04-12,2667.8621510989674
2017-04-13,2664.113152649944
2017-04-14,2663.441510753698
2017-04-17,2666.5836271764415
2017-04-18,2637.4621152625655
2017-04-19,2630.2660802506603
2017-04-20,2656.8542810706817
2017-04-21,2656.5686068832274
2017-04-24,2664.0297539197254
2017-04-25,2698.0449269608366
2017-04-26,2704.44265627264
2017-04-27,2709.1184426878785
2017-04-28,2701.4353193728825
2017-05-01,2705.5070653664275
2017-05-02,2712.224833286705
2017-05-03,2708.9236966462995
2017-05-04,2693.742259519301
2017-05-05,2672.570910067524
