Date,EM VOTING RIGHTS-ADJUSTED
2007-11-30,958.0329720661346
2007-12-03,958.6695485229659
2007-12-04,961.9563468791641
2007-12-05,978.9022452943076
2007-12-06,987.2364127868859
2007-12-07,988.5756335933131
2007-12-10,983.9888120325735
2007-12-11,986.881827382386
2007-12-12,980.9402241743753
2007-12-13,957.8948558454639
2007-12-14,944.0360088717766
2007-12-17,913.5720035934687
2007-12-18,917.1288095262313
2007-12-19,922.8829456536262
2007-12-20,921.9694091389417
2007-12-21,936.927663886099
2007-12-24,954.3987689744375
2007-12-25,954.584366146014
2007-12-26,958.49390509998
2007-12-27,962.685517485716
2007-12-28,961.3211405359241
2007-12-31,960.7235286931749
2008-01-01,961.0167485827762
2008-01-02,953.5502272447062
2008-01-03,947.0603424921474
2008-01-04,946.7052745608449
2008-01-07,932.7435269104586
2008-01-08,941.7326307146104
2008-01-09,947.4560747895206
2008-01-10,942.0217873833116
2008-01-11,936.99684823676
2008-01-14,940.21919897368
2008-01-15,924.7052140038373
2008-01-16,886.815825958108
2008-01-17,883.0401882776152
2008-01-18,879.6618374982976
2008-01-21,828.9665585944474
2008-01-22,802.2255631768664
2008-01-23,814.2129535413843
2008-01-24,834.8144579258361
2008-01-25,857.896290849373
2008-01-28,838.2980310308143
2008-01-29,849.7405393050319
2008-01-30,840.1985517737592
2008-01-31,838.2072942326296
2008-02-01,862.6590751415986
2008-02-04,881.0840449602554
2008-02-05,870.5383586632444
2008-02-06,852.7560984688746
2008-02-07,844.9695175654886
2008-02-08,844.8801532549534
2008-02-11,834.3830197613336
2008-02-12,847.0766939590269
2008-02-13,854.6313386017831
2008-02-14,875.2377592323118
2008-02-15,874.2158249718449
2008-02-18,879.3365577564655
2008-02-19,889.6963094934775
2008-02-20,877.3491076677383
2008-02-21,889.3833797788691
2008-02-22,885.2395770429827
2008-02-25,893.623205005894
2008-02-26,901.2557971308845
2008-02-27,915.6284212132807
2008-02-28,916.9239007934569
2008-02-29,899.5069248437841
2008-03-03,879.970028844766
2008-03-04,873.7816968509867
2008-03-05,877.8945190468257
2008-03-06,880.9068920041337
2008-03-07,860.3653111776581
2008-03-10,842.8194521824331
2008-03-11,860.5852024830716
2008-03-12,871.059252201415
2008-03-13,845.5043022697218
2008-03-14,840.2653134558119
2008-03-17,802.7344394276856
2008-03-18,817.4585091155753
2008-03-19,820.3807133433421
2008-03-20,804.7278424888227
2008-03-21,809.7159957995744
2008-03-24,825.7729667534409
2008-03-25,850.9202566758684
2008-03-26,853.5231777449317
2008-03-27,853.29656030516
2008-03-28,858.7681679393883
2008-03-31,851.3900873198389
2008-04-01,857.5111473950421
2008-04-02,876.1984335602039
2008-04-03,879.6894235771674
2008-04-04,881.3877443028423
2008-04-07,894.27854444334
2008-04-08,888.2695594048312
2008-04-09,886.5383169745661
2008-04-10,892.9616160492003
2008-04-11,895.5641284225137
2008-04-14,883.2036318307462
2008-04-15,887.4338819359051
2008-04-16,897.6313293873889
2008-04-17,904.407314964235
2008-04-18,905.6961939597167
2008-04-21,914.675863231517
2008-04-22,917.192524212345
2008-04-23,919.612382670166
2008-04-24,916.1502908310408
2008-04-25,919.2949553536298
2008-04-28,923.4175078587091
2008-04-29,913.6831476885768
2008-04-30,920.616279387895
2008-05-01,921.1023643927127
2008-05-02,931.8304553953019
2008-05-05,933.4258375119623
2008-05-06,938.3044276885627
2008-05-07,931.799970761559
2008-05-08,924.2617596618483
2008-05-09,917.9786757894941
2008-05-12,921.8787866181192
