Date,EMERGING + FRONTIER MARKETS WORKFORCE
2004-11-30,1000.0
2004-12-01,1009.6813466327337
2004-12-02,1005.9818708281952
2004-12-03,1009.2002241836117
2004-12-06,1011.6022438703968
2004-12-07,1004.5120550268699
2004-12-08,991.4185423612447
2004-12-09,984.1394413743501
2004-12-10,990.659073885032
2004-12-13,1003.4227189592597
2004-12-14,1010.7971271111592
2004-12-15,1018.0981259935376
2004-12-16,1021.7388142684141
2004-12-17,1024.1768347729678
2004-12-20,1032.453487729266
2004-12-21,1038.7938055685345
2004-12-22,1041.0572451152054
2004-12-23,1049.141616507463
2004-12-24,1050.5465671558768
2004-12-27,1053.7966898610473
2004-12-28,1057.2177820569816
2004-12-29,1057.621335583163
2004-12-30,1062.1963295792577
2004-12-31,1064.0985132376643
2005-01-03,1063.8504781094312
2005-01-04,1035.9561073446175
2005-01-05,1023.3710319102747
2005-01-06,1012.7292868166498
2005-01-07,1015.36482618248
2005-01-10,1022.0958523156401
2005-01-11,1020.0964919742432
2005-01-12,1027.0661175181028
2005-01-13,1033.8262485718565
2005-01-14,1038.8646483423477
2005-01-17,1034.4146266718474
2005-01-18,1028.2227587036498
2005-01-19,1032.3232487880348
2005-01-20,1020.4732730436546
2005-01-21,1026.558365969109
2005-01-24,1032.7873228328942
2005-01-25,1032.6419517226416
2005-01-26,1043.467650779121
2005-01-27,1043.8275543826142
2005-01-28,1043.532309832189
2005-01-31,1058.3373934107212
2005-02-01,1062.8729055268889
2005-02-02,1066.3049701043035
2005-02-03,1069.4236657272759
2005-02-04,1079.6813952750836
2005-02-07,1076.2984469921091
2005-02-08,1070.8335762732947
2005-02-09,1081.576508169454
2005-02-10,1083.4393154207667
2005-02-11,1089.4788459380297
2005-02-14,1098.523908738656
2005-02-15,1101.317871530299
2005-02-16,1098.0832169534344
2005-02-17,1107.2074784712634
2005-02-18,1107.8154106282223
2005-02-21,1107.1277765346042
2005-02-22,1114.637469637893
2005-02-23,1120.6323236564933
2005-02-24,1137.4357208481415
2005-02-25,1139.638606948371
2005-02-28,1151.2785211113248
2005-03-01,1141.5728266987737
2005-03-02,1132.709024548268
2005-03-03,1138.0400404573177
2005-03-04,1153.1695312136735
2005-03-07,1157.7961165120787
2005-03-08,1155.2832035507033
2005-03-09,1147.5905405923406
2005-03-10,1132.1748133014773
2005-03-11,1136.5830791240096
2005-03-14,1115.1952724979183
2005-03-15,1099.0440898159875
2005-03-16,1096.7825284554465
2005-03-17,1101.0646673226897
2005-03-18,1101.270362173889
2005-03-21,1089.85046777937
2005-03-22,1085.008811497864
2005-03-23,1059.3153664470715
2005-03-24,1061.5546292927263
2005-03-25,1062.3885568831217
2005-03-28,1052.2847016896544
2005-03-29,1043.863744717688
2005-03-30,1055.0122536480278
2005-03-31,1071.9264632288687
2005-04-01,1082.4161031872118
2005-04-04,1066.293145161624
2005-04-05,1069.117500248182
2005-04-06,1071.4963062243223
2005-04-07,1082.5965339818672
2005-04-08,1077.4277558673957
2005-04-11,1081.6079167317228
2005-04-12,1076.483149816397
2005-04-13,1076.4238635702698
2005-04-14,1055.3196842217176
2005-04-15,1042.489697623719
2005-04-18,1034.0851248459514
2005-04-19,1055.5316521518316
2005-04-20,1052.6852620353616
2005-04-21,1056.0403629840594
2005-04-22,1055.7673197218623
2005-04-25,1062.8047510591175
2005-04-26,1070.5059595008406
2005-04-27,1063.3877488966245
2005-04-28,1042.1539979540125
2005-04-29,1049.8598621600963
2005-05-02,1057.448006902154
2005-05-03,1059.3502712314166
2005-05-04,1086.517099636168
2005-05-05,1094.0627447533932
2005-05-06,1097.4447579123926
2005-05-09,1097.6290155481393
2005-05-10,1088.4037715801987
2005-05-11,1082.5183312279441
2005-05-12,1072.0867673124983
2005-05-13,1063.5280920501718
2005-05-16,1066.2289445710628
2005-05-17,1067.291179314084
2005-05-18,1083.022400888094
2005-05-19,1089.101081858852
2005-05-20,1082.796802699492
2005-05-23,1083.2983539819102
2005-05-24,1084.7772615755432
2005-05-25,1088.7475277242174
2005-05-26,1091.3660415476506
2005-05-27,1102.2648975584596
2005-05-30,1109.0834899353695
2005-05-31,1094.2189199642073
2005-06-01,1099.5444398196516
2005-06-02,1116.1258570118798
2005-06-03,1119.5401107476828
2005-06-06,1107.040596113347
2005-06-07,1102.2247349441311
2005-06-08,1103.0440681118912
2005-06-09,1091.3819675603518
2005-06-10,1099.6157576336268
2005-06-13,1103.0324618251004
2005-06-14,1113.0586591694391
2005-06-15,1122.1285914191433
2005-06-16,1132.6905332485803
2005-06-17,1148.6117495010417
2005-06-20,1145.2138365447975
2005-06-21,1140.5253445227263
2005-06-22,1143.0448140441758
2005-06-23,1129.430781890637
2005-06-24,1126.3036724412268
2005-06-27,1131.999622855838
2005-06-28,1138.7364966236305
2005-06-29,1140.8660530743632
2005-06-30,1134.9031463085157
2005-07-01,1143.087619251308
2005-07-04,1136.2351093261295
2005-07-05,1138.7295097429624
2005-07-06,1140.6208002152794
2005-07-07,1134.9819652020774
2005-07-08,1143.4402146271443
2005-07-11,1159.562883224467
2005-07-12,1178.7925973529127
2005-07-13,1177.9238055389333
2005-07-14,1186.4216933040186
2005-07-15,1175.261244526033
2005-07-18,1176.4435827907218
2005-07-19,1183.3408030788744
2005-07-20,1191.2351307418658
2005-07-21,1202.4283086649286
2005-07-22,1203.9113103051761
2005-07-25,1192.348574396098
2005-07-26,1181.1734866996512
2005-07-27,1195.6785677524863
2005-07-28,1209.527396697294
2005-07-29,1215.4348406906593
2005-08-01,1228.3664407497458
2005-08-02,1245.5371872288736
2005-08-03,1251.0672496010875
2005-08-04,1250.6289100241113
2005-08-05,1247.013549846389
2005-08-08,1254.204551802219
2005-08-09,1255.2783606037044
2005-08-10,1273.4129724502684
2005-08-11,1267.2591536117934
2005-08-12,1254.1228025677237
2005-08-15,1261.3228905241324
2005-08-16,1249.768943126599
2005-08-17,1244.4076595893853
2005-08-18,1235.482906538484
2005-08-19,1224.8640256417955
2005-08-22,1241.7651965266705
2005-08-23,1233.6287707669053
2005-08-24,1226.0239078720708
2005-08-25,1230.4167590791235
2005-08-26,1224.556736340401
2005-08-29,1224.8778583481349
2005-08-30,1229.0944030588232
2005-08-31,1251.541033347932
2005-09-01,1273.4715667962516
2005-09-02,1285.9470951139504
2005-09-05,1292.2157194152444
2005-09-06,1301.7063393139083
2005-09-07,1304.4550353476636
2005-09-08,1305.8799008194142
2005-09-09,1318.4701773280842
2005-09-12,1319.2952422876022
2005-09-13,1306.7272546002255
2005-09-14,1311.45692294943
2005-09-15,1322.6277679818772
2005-09-16,1334.4726546149002
2005-09-19,1340.9418191306045
2005-09-20,1343.3800090630216
2005-09-21,1359.7015776557523
2005-09-22,1349.8577020226683
2005-09-23,1349.38158315018
2005-09-26,1358.8409794095985
2005-09-27,1361.8993885410978
2005-09-28,1367.9674537502008
2005-09-29,1376.9642360837813
2005-09-30,1397.7756475336369
2005-10-03,1397.1622944093165
2005-10-04,1392.3284816126804
2005-10-05,1358.5503476057388
2005-10-06,1325.365617557088
2005-10-07,1333.2897622360365
2005-10-10,1341.0332302688616
2005-10-11,1349.382291413643
2005-10-12,1336.0796178172677
2005-10-13,1304.478567211877
2005-10-14,1299.0823385347255
2005-10-17,1328.2112727551512
2005-10-18,1303.0651132098526
2005-10-19,1290.4804851724857
2005-10-20,1287.514327934243
2005-10-21,1290.730329475822
2005-10-24,1319.6072736769486
2005-10-25,1315.9540777020748
2005-10-26,1324.2464130672506
2005-10-27,1301.9445911752357
2005-10-28,1308.0744936977924
2005-10-31,1333.4488430595213
2005-11-01,1354.2107429846476
2005-11-02,1361.3708170634868
2005-11-03,1374.14666454572
2005-11-04,1363.2029629946092
2005-11-07,1373.0571543261376
2005-11-08,1366.7052208645164
2005-11-09,1373.1113138731482
2005-11-10,1372.9780642053288
2005-11-11,1372.667908823434
2005-11-14,1373.3241451240403
2005-11-15,1370.6525400797664
2005-11-16,1381.2630835357702
2005-11-17,1403.0125903057276
2005-11-18,1405.6621851426833
2005-11-21,1415.6853447185836
2005-11-22,1415.2616885679356
2005-11-23,1430.1909890692414
2005-11-24,1435.4416738510495
2005-11-25,1438.1595624720983
2005-11-28,1430.8982077892645
2005-11-29,1432.955140003649
2005-11-30,1433.3795792580847
2005-12-01,1446.03830820996
2005-12-02,1463.488293027277
2005-12-05,1471.130988076273
2005-12-06,1488.6125517365683
2005-12-07,1484.2301699506436
2005-12-08,1475.9080058061447
2005-12-09,1472.4211250980266
2005-12-12,1481.261751695156
2005-12-13,1487.2000905173575
2005-12-14,1486.8028077298557
2005-12-15,1474.5216016767354
2005-12-16,1469.7553268681093
2005-12-19,1468.5019336418372
2005-12-20,1467.9151730665292
2005-12-21,1484.2085359130108
2005-12-22,1491.8014954723678
2005-12-23,1493.5690330104314
2005-12-26,1490.9512479558327
2005-12-27,1492.4450272864815
2005-12-28,1482.491816299088
2005-12-29,1497.3988844985824
2005-12-30,1494.032982966711
2006-01-02,1502.3897943587917
2006-01-03,1538.7375405968005
2006-01-04,1565.8068978200795
2006-01-05,1560.6867530492948
2006-01-06,1581.9929407462494
2006-01-09,1595.3041945476518
2006-01-10,1589.6778397439011
2006-01-11,1609.2345324725786
2006-01-12,1611.0310369666088
2006-01-13,1614.918185208121
2006-01-16,1619.0068637629154
2006-01-17,1596.8028104321543
2006-01-18,1577.5044758462684
2006-01-19,1617.803532242145
2006-01-20,1624.3215089729981
2006-01-23,1624.2213719808117
2006-01-24,1647.32764864434
2006-01-25,1657.3851315976744
2006-01-26,1671.746494294058
2006-01-27,1674.599507874358
