Date,EFM AFRICA ex ZA
2002-05-31,121.18735666873337
2002-06-03,120.45685216223517
2002-06-04,121.13867730945368
2002-06-05,121.42958307914995
2002-06-06,122.16136595029259
2002-06-07,123.24255585288928
2002-06-10,126.05985099314202
2002-06-11,126.13913868855293
2002-06-12,125.45613426719953
2002-06-13,127.22301290392193
2002-06-14,129.61916570019756
2002-06-17,127.33126406589702
2002-06-18,125.2950351623706
2002-06-19,123.39506298185617
2002-06-20,121.66049117195952
2002-06-21,122.05843447565545
2002-06-24,121.1716770425549
2002-06-25,122.36628588698964
2002-06-26,123.53704843034998
2002-06-27,123.39931330893238
2002-06-28,124.1186242460547
2002-07-01,124.76005999323543
2002-07-02,124.99333046563238
2002-07-03,125.7110119319251
2002-07-04,125.72587513184251
2002-07-05,125.90771220069068
2002-07-08,126.5125687884195
2002-07-09,127.3791034053502
2002-07-10,126.51928804696938
2002-07-11,127.08447722860173
2002-07-12,125.11349739915934
2002-07-15,126.77048157602819
2002-07-16,124.96354818210068
2002-07-17,124.70529831509045
2002-07-18,124.93818277274053
2002-07-19,124.82026804049688
2002-07-22,121.78827960702291
2002-07-23,121.76811740868882
2002-07-24,122.15521805434005
2002-07-25,123.1450385410881
2002-07-26,124.79616888744813
2002-07-29,122.66860724389637
2002-07-30,120.23045167700461
2002-07-31,120.87292876190529
2002-08-01,124.60099565316168
2002-08-02,127.27832813855245
2002-08-05,127.45255913225554
2002-08-06,126.58352386894114
2002-08-07,126.41782021168406
2002-08-08,125.40277132321324
2002-08-09,125.5200740530924
2002-08-12,126.77956571720009
2002-08-13,126.65843697044512
2002-08-14,125.6772423272022
2002-08-15,125.20652889299728
2002-08-16,124.52919685899121
2002-08-19,125.27466316362111
2002-08-20,123.99224798435587
2002-08-21,124.39223526707738
2002-08-22,125.56038932828004
2002-08-23,125.77490302681768
2002-08-26,127.0082575932544
2002-08-27,127.00570620336951
2002-08-28,126.49362806711555
2002-08-29,125.68826302883681
2002-08-30,125.23433235556091
2002-09-02,125.26288246986952
2002-09-03,125.46686625702618
2002-09-04,127.02221375915643
2002-09-05,126.24104401393043
2002-09-06,125.35504728747932
2002-09-09,126.16984381330468
2002-09-10,124.4395376889937
2002-09-11,124.40511391094584
2002-09-12,123.39092558731522
2002-09-13,123.96167796443429
2002-09-16,124.19051978866946
2002-09-17,122.62858915528163
2002-09-18,122.75529646903942
2002-09-19,121.94095024576765
2002-09-20,120.69995621213948
2002-09-23,120.532101189724
2002-09-24,120.31447267076835
2002-09-25,119.91090099415999
2002-09-26,120.26403141651934
2002-09-27,120.17518699371175
2002-09-30,120.29091524253357
2002-10-01,119.73305980715686
2002-10-02,119.77743520985835
2002-10-03,120.81969634942963
2002-10-04,121.30675130939457
2002-10-07,120.31020199753713
2002-10-08,120.62831499577167
2002-10-09,120.03357193918114
2002-10-10,119.77008758932794
2002-10-11,120.60770330926822
2002-10-14,120.50586745613602
2002-10-15,119.75534368762118
2002-10-16,119.22957202914593
2002-10-17,119.2227522437662
2002-10-18,119.76322751529861
2002-10-21,119.26083208074049
2002-10-22,119.75406868998986
2002-10-23,119.318826141093
2002-10-24,118.06743939392335
2002-10-25,118.95860073833559
2002-10-28,117.95585065257787
2002-10-29,118.31179862765232
2002-10-30,117.7731597747769
2002-10-31,118.0204707416248
2002-11-01,118.43173385326263
2002-11-04,119.05265053112859
2002-11-05,118.91193139334958
2002-11-06,118.02882290760002
2002-11-07,119.43816972930762
2002-11-08,120.50681384992707
2002-11-11,120.19858770587378
2002-11-12,119.99469545450829
2002-11-13,120.96020696558443
2002-11-14,121.1267042251421
2002-11-15,120.72976318172995
2002-11-18,119.86131593247175
2002-11-19,119.60935278378417
2002-11-20,119.44921202389675
2002-11-21,120.30266048933396
2002-11-22,121.48821776776659
2002-11-25,121.66228094579945
2002-11-26,121.853670581558
2002-11-27,121.5114480718186
2002-11-28,122.4606095084391
2002-11-29,123.51791566617284
2002-12-02,124.88172320774086
2002-12-03,124.2309714241642
2002-12-04,124.6458140810231
2002-12-05,125.0708896018392
2002-12-06,124.39871355153224
2002-12-09,124.3209992987214
2002-12-10,124.6282235720632
2002-12-11,125.46381693902919
2002-12-12,125.34795434349233
2002-12-13,126.00499034119599
2002-12-16,125.61285037454606
2002-12-17,124.95227909518597
2002-12-18,124.92391373100017
2002-12-19,125.22955725614037
2002-12-20,126.09849518020587
2002-12-23,126.58964131467694
2002-12-24,127.59847294676433
2002-12-25,127.24922097362948
2002-12-26,126.02264728985568
2002-12-27,128.14785005272938
2002-12-30,129.7574520074717
2002-12-31,128.96146459980176
2003-01-01,128.96146459980176
2003-01-02,128.46330383065927
2003-01-03,128.35216356369764
2003-01-06,131.90105947595802
2003-01-07,132.8839839332424
2003-01-08,132.06146445666877
2003-01-09,132.46992890366064
2003-01-10,134.06479496126047
2003-01-13,136.76723090188386
2003-01-14,140.6021562825715
2003-01-15,141.0603675071587
2003-01-16,139.87314436429585
2003-01-17,138.30184991383587
2003-01-20,138.32514424058664
2003-01-21,139.1327647936635
2003-01-22,138.8137607828383
2003-01-23,137.65858884228427
