Date,EM LATIN AMERICA ex BRAZIL
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,996.9280696629639
1999-01-05,991.312358082811
1999-01-06,992.5085625162446
1999-01-07,979.0603109867869
1999-01-08,969.9799701232864
1999-01-11,946.1906449287778
1999-01-12,905.8071219422375
1999-01-13,838.3806012784552
1999-01-14,831.0581865090013
1999-01-15,905.8285736524309
1999-01-18,908.9553737771319
1999-01-19,904.9930380661547
1999-01-20,936.5871547449128
1999-01-21,916.1931440308313
1999-01-22,911.9326321081993
1999-01-25,923.6841465114895
1999-01-26,931.230083375766
1999-01-27,943.5359967125449
1999-01-28,960.5478132792628
1999-01-29,965.6639302532292
1999-02-01,987.0432929333692
1999-02-02,984.8335752575007
1999-02-03,988.5412460230853
1999-02-04,985.2519909609208
1999-02-05,986.1012577267599
1999-02-08,986.8219330493572
1999-02-09,978.9319573446817
1999-02-10,986.8899202615675
1999-02-11,1013.3295762271943
1999-02-12,1010.7274762476335
1999-02-15,1011.2686147677292
1999-02-16,1018.6884545767501
1999-02-17,1005.2230758464854
1999-02-18,1011.8973085968589
1999-02-19,1029.7036285915447
1999-02-22,1034.6366819158388
1999-02-23,1027.2755054963443
1999-02-24,1029.0961466190545
1999-02-25,1024.150444167703
1999-02-26,1024.3471072520817
1999-03-01,1018.9723092822036
1999-03-02,1011.2948003434756
1999-03-03,1010.9391973595492
1999-03-04,1034.434463043984
1999-03-05,1048.1360173528499
1999-03-08,1070.8605424562654
1999-03-09,1085.547247138524
1999-03-10,1113.2047984180795
1999-03-11,1119.7039299882595
1999-03-12,1120.5581441117397
1999-03-15,1134.0747775577122
1999-03-16,1148.6802358299897
1999-03-17,1144.0070848957942
1999-03-18,1149.214006451422
1999-03-19,1140.3746311685645
1999-03-22,1129.3514977044535
1999-03-23,1116.0052673571624
1999-03-24,1136.9959055860857
1999-03-25,1148.995296904065
1999-03-26,1138.786264011765
1999-03-29,1157.2930466386865
1999-03-30,1165.6648327953908
1999-03-31,1176.6481491322518
1999-04-01,1176.981491070977
1999-04-02,1178.5057031168951
1999-04-05,1210.9784476677698
1999-04-06,1216.6786993560104
1999-04-07,1218.277814119205
1999-04-08,1225.0979549393626
1999-04-09,1226.12374106542
1999-04-12,1237.8124178443902
1999-04-13,1238.4460301698857
1999-04-14,1240.8601092338959
1999-04-15,1278.0442033498728
1999-04-16,1309.9034633459978
1999-04-19,1326.0484849883546
1999-04-20,1312.436788466781
1999-04-21,1302.2871393013115
1999-04-22,1322.7433967502452
1999-04-23,1320.7870512884167
1999-04-26,1307.8656909698502
1999-04-27,1300.6864499571147
1999-04-28,1322.6018462038305
1999-04-29,1332.6457854079326
1999-04-30,1357.330021030478
1999-05-03,1387.3984677935907
1999-05-04,1384.7527228214128
1999-05-05,1390.5631766438514
1999-05-06,1422.3765548580284
1999-05-07,1449.241707645851
1999-05-10,1473.4534595173754
1999-05-11,1457.9368957557033
1999-05-12,1433.3459879650995
1999-05-13,1462.017201396294
1999-05-14,1435.5140143839055
1999-05-17,1423.4825856492405
1999-05-18,1427.0073289060908
1999-05-19,1392.0543215642863
1999-05-20,1395.393506685267
1999-05-21,1360.627713710236
1999-05-24,1327.935698056641
1999-05-25,1298.9260703452205
1999-05-26,1340.6171949693867
1999-05-27,1306.6942434274315
1999-05-28,1308.6261330002803
1999-05-31,1317.1513619429647
1999-06-01,1305.7764138976477
1999-06-02,1303.2001039701313
1999-06-03,1301.8370962378142
1999-06-04,1315.135505908204
1999-06-07,1327.2431573588171
1999-06-08,1329.7301233104079
1999-06-09,1319.310258972646
1999-06-10,1311.9117376053473
1999-06-11,1290.2051087488885
1999-06-14,1278.152527761325
1999-06-15,1295.7276661524775
1999-06-16,1351.0890189017741
1999-06-17,1366.030086656543
1999-06-18,1372.5700148369242
1999-06-21,1387.7352448021095
1999-06-22,1388.0374178004186
1999-06-23,1364.9360254184376
1999-06-24,1343.440146927047
1999-06-25,1326.5079782068112
1999-06-28,1343.3206214561396
1999-06-29,1351.2374916764052
1999-06-30,1382.599925777952
1999-07-01,1395.291217626227
1999-07-02,1410.587105675991
1999-07-05,1422.3577726395415
1999-07-06,1417.9643588741692
1999-07-07,1418.878455554331
1999-07-08,1397.899917144116
1999-07-09,1395.03562162964
1999-07-12,1352.8824402597286
1999-07-13,1374.5120735493608
1999-07-14,1380.0532748581888
1999-07-15,1389.2176790269034
1999-07-16,1400.4762164513706
1999-07-19,1408.0991963314527
1999-07-20,1381.3538410654162
1999-07-21,1389.949688138426
1999-07-22,1370.4714150387247
1999-07-23,1332.6167271202487
1999-07-26,1299.9176269498278
1999-07-27,1299.222588939888
1999-07-28,1317.083895645544
1999-07-29,1287.0334246602579
1999-07-30,1288.2020122754095
1999-08-02,1261.019962509026
1999-08-03,1267.458355421289
1999-08-04,1259.6397583733701
