Date,EM 50
2008-05-30,1000.0
2008-06-02,1001.5115758472413
2008-06-03,983.1798638498893
2008-06-04,965.9944744927101
2008-06-05,978.6767661035722
2008-06-06,973.1159477893865
2008-06-09,962.9555623311916
2008-06-10,938.1028209335658
2008-06-11,930.7890995251275
2008-06-12,928.8760904890039
2008-06-13,928.9262627373513
2008-06-16,937.7178606554262
2008-06-17,945.8077487233722
2008-06-18,943.458727235305
2008-06-19,933.2574375326575
2008-06-20,914.6799511001119
2008-06-23,909.4663407124781
2008-06-24,900.8751251828006
2008-06-25,916.8845007171578
2008-06-26,907.3222285783829
2008-06-27,902.3560314242824
2008-06-30,901.652141708313
2008-07-01,890.2965467267694
2008-07-02,874.050246743363
2008-07-03,861.3625865589202
2008-07-04,857.2997430724681
2008-07-07,863.6069051144559
2008-07-08,846.0543841884951
2008-07-09,850.6672084208714
2008-07-10,853.3537989315648
2008-07-11,859.2053499892572
2008-07-14,861.403263050676
2008-07-15,837.4837762481822
2008-07-16,842.6943560003874
2008-07-17,857.572302717241
2008-07-18,848.8030842369114
2008-07-21,861.595839861549
2008-07-22,855.2412881965214
2008-07-23,861.6426183581437
2008-07-24,850.1201747180199
2008-07-25,829.9663937252934
2008-07-28,828.9711229788311
2008-07-29,821.9929166151943
2008-07-30,847.4555023049992
2008-07-31,849.8017990746584
2008-08-01,838.5389154266661
2008-08-04,817.7243085230141
2008-08-05,811.6746689728785
2008-08-06,824.6789091462143
2008-08-07,819.8010147588583
2008-08-08,806.7332781362865
2008-08-11,806.9256316781315
2008-08-12,800.7195379576059
2008-08-13,793.5852971114564
2008-08-14,804.9108216087616
2008-08-15,793.2099731637421
2008-08-18,780.7843156682318
2008-08-19,764.3898580288353
2008-08-20,784.7440115973681
2008-08-21,783.3256513618057
2008-08-22,778.4134159967446
2008-08-25,776.9853820026791
2008-08-26,766.8807592395813
2008-08-27,783.5870215144441
2008-08-28,784.011325556392
2008-08-29,780.3454736248906
2008-09-01,767.0313582696685
2008-09-02,757.5332518939337
2008-09-03,741.1269357743715
2008-09-04,719.899183362692
2008-09-05,709.2352315833198
2008-09-08,734.9038782860605
2008-09-09,697.4810632224904
2008-09-10,697.440748946413
2008-09-11,677.9139480759483
2008-09-12,700.1559814305584
2008-09-15,670.3525402888496
2008-09-16,637.8922190603355
2008-09-17,617.6170029103948
2008-09-18,627.5282108573687
2008-09-19,704.2119234119649
2008-09-22,707.151355562859
2008-09-23,682.1828506068179
2008-09-24,683.7944137955152
2008-09-25,695.8273580775883
2008-09-26,679.1996082856135
2008-09-29,626.5414999442522
2008-09-30,651.8870353787011
2008-10-01,646.6017535247971
2008-10-02,614.649622780468
2008-10-03,591.9212877866355
2008-10-06,528.3220971548276
2008-10-07,519.7030783030827
2008-10-08,487.84732184126324
2008-10-09,489.65139856589826
2008-10-10,465.3710146349901
2008-10-13,522.902653307428
2008-10-14,547.9188034392408
2008-10-15,495.5315838533548
2008-10-16,459.63995855540077
2008-10-17,454.5410804300658
2008-10-20,479.0670431354028
2008-10-21,465.0677135288397
2008-10-22,422.672959651532
2008-10-23,407.82298802971434
2008-10-24,366.609207796674
2008-10-27,355.0266680186773
2008-10-28,394.78246310159295
2008-10-29,415.91895833206956
2008-10-30,476.2068230355031
2008-10-31,474.1818553124419
2008-11-03,486.16613092564023
2008-11-04,509.38501774035404
2008-11-05,488.14430496037784
2008-11-06,446.66574350098585
2008-11-07,463.6857507131392
2008-11-10,475.9954086413998
2008-11-11,446.79695805799145
2008-11-12,423.9519000914668
2008-11-13,428.88161584215555
2008-11-14,425.1073071705822
2008-11-17,415.9437489428182
2008-11-18,403.30688971915265
2008-11-19,387.45544505470565
2008-11-20,359.4776060447703
2008-11-21,378.0721993581967
2008-11-24,397.94780099282775
2008-11-25,407.1816551195102
2008-11-26,423.8816088464946
2008-11-27,435.0816075869554
2008-11-28,433.9126746331613
2008-12-01,417.45671448213983
2008-12-02,409.5117604860856
2008-12-03,408.31238479941766
2008-12-04,405.2839047838877
2008-12-05,409.408331037226
2008-12-08,445.7407949409696
2008-12-09,442.27146810575346
2008-12-10,468.7269033350265
2008-12-11,472.3775382841843
2008-12-12,453.7186235971245
2008-12-15,462.8211594583442
2008-12-16,474.7299443980921
2008-12-17,481.33735520841964
2008-12-18,476.76577786998087
2008-12-19,469.5454101845697
2008-12-22,457.4517650283385
2008-12-23,448.99659147644087
2008-12-24,446.8738064467092
2008-12-25,446.34142376525125
2008-12-26,447.54734760707487
2008-12-29,448.8825041904273
2008-12-30,455.90885455767886
2008-12-31,458.74597992235874
2009-01-01,458.74597992235874
2009-01-02,476.3254507401605
2009-01-05,497.41845905090554
2009-01-06,507.52746278207735
2009-01-07,490.0495959625429
2009-01-08,470.8958804226534
2009-01-09,466.32736155876563
2009-01-12,448.10301266553734
2009-01-13,447.80806362818726
2009-01-14,435.7915277154245
2009-01-15,424.67935901345817
2009-01-16,430.6731629894712
2009-01-19,429.0276510306119
2009-01-20,412.1988613641444
2009-01-21,415.23840053271965
2009-01-22,411.1857197362036
2009-01-23,407.2447203773722
2009-01-26,413.25531343719683
2009-01-27,415.02139590456375
2009-01-28,429.3443931103029
2009-01-29,427.98962891950373
2009-01-30,424.3443610419736
2009-02-02,417.11465395699287
2009-02-03,423.71959408431337
2009-02-04,433.6087762017824
2009-02-05,436.11120463970093
2009-02-06,458.68650318030353
2009-02-09,463.977975675313
2009-02-10,458.39661523353686
2009-02-11,453.83645428666426
2009-02-12,445.6390460322403
2009-02-13,454.37862992814905
2009-02-16,448.7234796845152
2009-02-17,421.82960320024694
2009-02-18,417.7165814764317
2009-02-19,419.2824916398519
2009-02-20,405.57398610896934
2009-02-23,408.0417461421967
2009-02-24,406.262751739359
2009-02-25,408.78432340523943
2009-02-26,410.6118327052867
2009-02-27,404.72757721577227
2009-03-02,384.0891365992254
2009-03-03,386.4768654492674
2009-03-04,403.3087718235922
2009-03-05,399.0455443909087
2009-03-06,399.79772821896535
2009-03-09,396.0519848223
2009-03-10,413.4913035199332
2009-03-11,423.10450403763224
2009-03-12,428.3265545255992
2009-03-13,439.49957025694476
2009-03-16,446.2833347762481
2009-03-17,450.0610765428761
2009-03-18,453.50792531487235
2009-03-19,460.32237036723524
2009-03-20,453.9349557676449
2009-03-23,481.2854653731293
2009-03-24,479.98394374884487
2009-03-25,485.121841733449
2009-03-26,497.7223645372853
2009-03-27,487.2345220082223
2009-03-30,461.0586159102057
2009-03-31,466.63631561555223
2009-04-01,475.0358305926553
2009-04-02,502.9971894294703
2009-04-03,505.2367721691468
2009-04-06,507.5965265874784
2009-04-07,501.90927729157374
2009-04-08,494.53165925074023
2009-04-09,519.231424339206
2009-04-10,522.0401041241831
2009-04-13,522.450570045617
2009-04-14,522.4948562070273
2009-04-15,522.4681902439067
2009-04-16,524.6475981046113
2009-04-17,521.8716209753322
2009-04-20,512.977859615816
2009-04-21,509.35011184866113
2009-04-22,506.50101093057543
2009-04-23,518.0556487946155
2009-04-24,522.0966771969381
2009-04-27,508.25582441362667
2009-04-28,503.02341845257024
2009-04-29,522.3955497504377
2009-04-30,534.3910622227074
2009-05-01,539.2798914951466
2009-05-04,568.3067186493155
2009-05-05,572.7665942433125
2009-05-06,578.8562305163634
2009-05-07,578.595113721933
2009-05-08,589.1788085482191
2009-05-11,586.9660026436993
2009-05-12,584.0007624787995
2009-05-13,572.945050059563
2009-05-14,563.548931572378
2009-05-15,567.3987966281256
2009-05-18,581.4160023851879
2009-05-19,596.6924895280581
2009-05-20,603.2819429974072
2009-05-21,591.882490068325
2009-05-22,594.9596678280602
2009-05-25,593.7415654298159
2009-05-26,590.5663189345884
2009-05-27,603.8358039398546
2009-05-28,612.1388898701409
2009-05-29,621.1053185997267
2009-06-01,646.5387608234425
2009-06-02,640.3577914601576
2009-06-03,626.8318923606583
2009-06-04,624.1380647566017
2009-06-05,629.5368257237451
2009-06-08,618.8244208315409
2009-06-09,615.6062155210673
2009-06-10,633.4377258090032
2009-06-11,638.1477070569065
2009-06-12,633.2941552799215
2009-06-15,616.2078306578993
2009-06-16,611.0092394724281
2009-06-17,600.4102299742754
2009-06-18,594.1726289016076
2009-06-19,598.1841159129148
2009-06-22,586.3305294276646
2009-06-23,576.5849569302889
2009-06-24,590.2917786652098
2009-06-25,601.0473097103828
2009-06-26,609.9060109247595
2009-06-29,610.0194464774097
2009-06-30,609.499345921103
2009-07-01,619.0324361863663
2009-07-02,608.2223858760024
2009-07-03,607.1010727046714
2009-07-06,598.1716414503783
2009-07-07,593.1032815804354
2009-07-08,587.0182944941799
2009-07-09,591.9238374489257
2009-07-10,589.2202890288592
2009-07-13,578.3553194264803
2009-07-14,592.9012211786551
2009-07-15,615.9739355603499
2009-07-16,621.6416214265329
2009-07-17,629.8163453037691
2009-07-20,652.5426261223251
2009-07-21,653.5543874567246
2009-07-22,650.8633320865612
