Date,EM (EMERGING MARKETS)+CHINA A ONSHORE
2004-12-01,1000.0
2004-12-02,1005.1937115102955
2004-12-03,1004.0046182091764
2004-12-06,1005.7705489942748
2004-12-07,999.2508438686002
2004-12-08,986.1388496967469
2004-12-09,979.7863701168732
2004-12-10,973.1077711493468
2004-12-13,979.2667749880834
2004-12-14,988.4432056374922
2004-12-15,1000.5473964746141
2004-12-16,1004.4324520921659
2004-12-17,1002.8366116817335
2004-12-20,1009.1511542338711
2004-12-21,1013.6956882602959
2004-12-22,1016.1078799482341
2004-12-23,1018.9945227692034
2004-12-24,1021.7050949728971
2004-12-27,1023.7674114914183
2004-12-28,1026.6449006268845
2004-12-29,1029.8825444354993
2004-12-30,1034.3120860695226
2004-12-31,1040.1078654959658
2005-01-03,1040.5241300806672
2005-01-04,1022.6712179586391
2005-01-05,1009.3766592239728
2005-01-06,996.2605725881543
2005-01-07,997.5610620798648
2005-01-10,999.9335738201676
2005-01-11,1003.5681673398118
2005-01-12,1004.4300455610141
2005-01-13,1009.3859866199527
2005-01-14,1014.5306650931914
2005-01-17,1019.7555536597453
2005-01-18,1013.979625658583
2005-01-19,1015.1392919665109
2005-01-20,1006.7878173683927
2005-01-21,1010.5738105110561
2005-01-24,1014.8492820148044
2005-01-25,1015.8116564278014
2005-01-26,1024.2338702114391
2005-01-27,1025.3446106900328
2005-01-28,1028.3461359401342
2005-01-31,1039.6771709710717
2005-02-01,1039.0485891319775
2005-02-02,1045.171459235435
2005-02-03,1049.3781944887348
2005-02-04,1056.9319464627895
2005-02-07,1060.1872234960886
2005-02-08,1056.8421163183127
2005-02-09,1061.3844104668694
2005-02-10,1060.5754390646691
2005-02-11,1065.2125194375576
2005-02-14,1078.3600327708339
2005-02-15,1081.41356365041
2005-02-16,1081.40589881602
2005-02-17,1083.9840580263356
2005-02-18,1087.856205308658
2005-02-21,1091.28811222075
2005-02-22,1099.8322325178058
2005-02-23,1098.787395967548
2005-02-24,1110.1466341608243
2005-02-25,1117.9967906821375
2005-02-28,1130.3992669722218
2005-03-01,1126.9429330653018
2005-03-02,1114.2919517513237
2005-03-03,1117.8117484622787
2005-03-04,1123.4151759940316
2005-03-07,1128.4305834671868
2005-03-08,1128.995799510423
2005-03-09,1128.9931259251978
2005-03-10,1117.395438032363
2005-03-11,1123.6406161327584
2005-03-14,1110.0278891368137
2005-03-15,1091.2318079281258
2005-03-16,1088.0070204689791
2005-03-17,1084.172433190188
2005-03-18,1083.1954412101554
2005-03-21,1075.7585317793305
2005-03-22,1070.0852293332875
2005-03-23,1051.9087336675148
2005-03-24,1049.9913799616606
2005-03-25,1054.052295335819
2005-03-28,1048.4934046120882
2005-03-29,1036.1143521794922
2005-03-30,1037.901536640812
2005-03-31,1053.8797119721187
2005-04-01,1069.6988280729856
2005-04-04,1059.0877152087576
2005-04-05,1059.8146480447067
2005-04-06,1065.599834311838
2005-04-07,1070.205893303756
2005-04-08,1071.2125113668235
2005-04-11,1068.4601888574896
2005-04-12,1065.1400002062837
2005-04-13,1069.788327731464
2005-04-14,1049.0035794340565
2005-04-15,1035.1114306774446
2005-04-18,1017.4785468699725
2005-04-19,1029.7472750557029
2005-04-20,1030.698657313168
2005-04-21,1033.1955624767409
2005-04-22,1036.9841200002948
2005-04-25,1041.3943141078255
2005-04-26,1045.2946687740189
2005-04-27,1036.3573890447976
2005-04-28,1025.8688066800582
2005-04-29,1026.6655271613915
2005-05-02,1030.261870518138
2005-05-03,1030.926820552688
2005-05-04,1047.4547608891987
2005-05-05,1056.8943565911238
2005-05-06,1062.2852467703774
2005-05-09,1059.940861889933
2005-05-10,1054.879734744652
2005-05-11,1047.2002444090053
2005-05-12,1040.4126373148058
2005-05-13,1036.0271492378324
2005-05-16,1034.0127217499685
2005-05-17,1033.0484225958116
2005-05-18,1041.7948073992136
2005-05-19,1051.9520569344256
2005-05-20,1049.2970974216335
2005-05-23,1045.537531209243
2005-05-24,1049.6027627001754
2005-05-25,1046.7918646879125
2005-05-26,1047.8328030461732
2005-05-27,1059.1523771158477
2005-05-30,1063.7446000452262
2005-05-31,1055.4288318525942
2005-06-01,1051.4608492854425
2005-06-02,1059.2696673014123
2005-06-03,1067.3477809692677
2005-06-06,1067.7225860673
2005-06-07,1065.1202898709953
2005-06-08,1072.622523474423
2005-06-09,1067.3694088049483
