Date,EM WITH CHINA ALL SHARES
2008-11-25,1000.0
2008-11-26,1024.2366505740483
2008-11-27,1048.5833786000437
2008-11-28,1048.6982922413968
2008-12-01,1023.9337074494623
2008-12-02,1001.1755724156933
2008-12-03,1008.5813167986908
2008-12-04,1007.1113671810006
2008-12-05,1000.0871797708472
2008-12-08,1076.4118523357217
2008-12-09,1075.2433766100487
2008-12-10,1123.2554899269726
2008-12-11,1133.3154672661567
2008-12-12,1098.4643946108908
2008-12-15,1119.0792055636061
2008-12-16,1136.554197911596
2008-12-17,1163.1358566566037
2008-12-18,1172.7282949481146
2008-12-19,1157.502437026372
2008-12-22,1128.716971244152
2008-12-23,1103.7931961966408
2008-12-24,1098.6976283482204
2008-12-25,1095.8335781524147
2008-12-26,1094.0187062519215
2008-12-29,1105.437564379326
2008-12-30,1120.2079614231252
2008-12-31,1122.3505543006002
2009-01-01,1124.5038363089398
2009-01-02,1148.0537316895732
2009-01-05,1183.7866903327358
2009-01-06,1201.5804435528107
2009-01-07,1178.466704314533
2009-01-08,1145.5736138911852
2009-01-09,1133.6374428578056
2009-01-12,1100.196202104944
2009-01-13,1094.3065518194494
2009-01-14,1082.4061352549777
2009-01-15,1052.0577752651675
2009-01-16,1074.373021076762
2009-01-19,1068.3509726994942
2009-01-20,1038.4785197056358
2009-01-21,1033.5064815608991
2009-01-22,1032.8802988354882
2009-01-23,1019.5859500434233
2009-01-26,1035.445283227572
2009-01-27,1041.0879923442649
2009-01-28,1067.3911131949526
2009-01-29,1065.95606066787
2009-01-30,1061.1525680665013
2009-02-02,1038.9987259190139
2009-02-03,1056.4090499610488
2009-02-04,1078.3482757400452
2009-02-05,1079.193202466838
2009-02-06,1121.186118706576
2009-02-09,1136.7641651709814
2009-02-10,1131.398873057663
2009-02-11,1117.1062145479755
2009-02-12,1096.2241419918446
2009-02-13,1120.8936729175932
2009-02-16,1111.218996417579
2009-02-17,1058.9374986078753
2009-02-18,1045.8424741281708
2009-02-19,1056.0349610579724
2009-02-20,1022.4780282864655
2009-02-23,1038.508790639372
2009-02-24,1020.2371410096738
2009-02-25,1025.3347476655974
2009-02-26,1022.7593088050595
2009-02-27,1009.5875743955431
2009-03-02,965.2818393276458
2009-03-03,966.1915675322668
2009-03-04,1003.6094148323217
2009-03-05,994.625101198237
2009-03-06,994.0107609376618
2009-03-09,985.5942938460983
2009-03-10,1019.5486735009574
2009-03-11,1036.9118411757904
2009-03-12,1043.1310859671016
2009-03-13,1065.2855356804932
2009-03-16,1088.2180277939976
2009-03-17,1095.2569908740115
2009-03-18,1099.0797573436955
2009-03-19,1126.0919277530359
2009-03-20,1117.7640774897843
2009-03-23,1168.649980491506
2009-03-24,1173.38796715062
2009-03-25,1182.332602162644
2009-03-26,1208.1743786037646
2009-03-27,1193.2431676584508
2009-03-30,1137.551743887782
2009-03-31,1154.14825908843
2009-04-01,1175.7559317746093
2009-04-02,1236.908608717096
2009-04-03,1244.535264898186
2009-04-06,1255.4927826852995
2009-04-07,1242.640477966716
2009-04-08,1228.4249801115163
2009-04-09,1271.9799255768337
2009-04-10,1281.0148083927345
2009-04-13,1292.4475210826424
2009-04-14,1302.2581869724797
2009-04-15,1299.304895877865
2009-04-16,1308.2784863048257
2009-04-17,1297.8599912439752
2009-04-20,1281.9321267308776
2009-04-21,1269.1854355316782
2009-04-22,1269.87686401038
2009-04-23,1290.109966588438
2009-04-24,1304.7178294734117
2009-04-27,1276.3024906223463
2009-04-28,1258.1581521559049
2009-04-29,1302.1365453441585
2009-04-30,1334.8404513944279
2009-05-01,1335.0343562904586
2009-05-04,1409.7081948039236
2009-05-05,1416.506400783492
2009-05-06,1432.2585797068414
2009-05-07,1437.710031537046
2009-05-08,1457.8017211070228
2009-05-11,1453.0327481230818
2009-05-12,1451.0984400199125
2009-05-13,1431.295455842491
2009-05-14,1410.6887558161961
2009-05-15,1426.6921606341343
2009-05-18,1465.5890920238933
2009-05-19,1499.2717780441878
2009-05-20,1517.0863135638922
2009-05-21,1486.7236050746633
2009-05-22,1496.648722115992
2009-05-25,1498.9672769960407
2009-05-26,1484.4111002622524
2009-05-27,1513.765377579771
2009-05-28,1527.901572696974
2009-05-29,1549.157632573645
2009-06-01,1607.986001317368
2009-06-02,1595.9963316281512
2009-06-03,1578.3487500711776
2009-06-04,1574.4839525372543
2009-06-05,1583.706730871746
2009-06-08,1556.9058368750527
2009-06-09,1555.6292558263292
2009-06-10,1590.376492689302
2009-06-11,1592.7263627855016
2009-06-12,1589.0848434291308
2009-06-15,1553.9931328798425
2009-06-16,1543.7724807460895
2009-06-17,1517.258445633635
2009-06-18,1510.3844760420116
2009-06-19,1524.1257623616343
2009-06-22,1498.934624278558
2009-06-23,1475.3330365224847
2009-06-24,1510.824906262823
2009-06-25,1526.5640407888704
2009-06-26,1548.8005424238256
2009-06-29,1556.6028243517208
2009-06-30,1549.685014275831
2009-07-01,1574.5518530394445
2009-07-02,1563.84920060063
2009-07-03,1565.9570717731533
2009-07-06,1541.2472756785353
2009-07-07,1538.6368504936122
2009-07-08,1517.446766606327
2009-07-09,1524.041750480603
2009-07-10,1513.258732066016
2009-07-13,1487.3019995768914
2009-07-14,1522.334457437984
2009-07-15,1574.5696799356122
2009-07-16,1588.5131690231321
2009-07-17,1606.7686307878478
2009-07-20,1655.5530058668555
2009-07-21,1660.0280794207906
2009-07-22,1655.8104609824952
2009-07-23,1686.9090837331648
2009-07-24,1691.708413365223
2009-07-27,1714.0445643778307
2009-07-28,1719.852607250577
2009-07-29,1685.364285801258
2009-07-30,1709.4601007655917
2009-07-31,1733.3329731667209
2009-08-03,1774.6844149217638
2009-08-04,1767.1450749898247
2009-08-05,1753.8819716729931
2009-08-06,1751.9368275782156
2009-08-07,1742.1660167578154
2009-08-10,1745.2181049850574
2009-08-11,1727.5385237121884
2009-08-12,1711.8702661105924
2009-08-13,1742.6884317676754
2009-08-14,1733.2925404519297
2009-08-17,1663.6825374228858
2009-08-18,1675.5618819596496
2009-08-19,1664.7617635242204
2009-08-20,1697.1929835423166
2009-08-21,1715.2134848661399
2009-08-24,1746.2520725816917
2009-08-25,1735.5340751414599
2009-08-26,1726.2333521201529
2009-08-27,1710.3676659192236
2009-08-28,1719.7108576541486
2009-08-31,1688.2120132440327
2009-09-01,1694.4427063708722
2009-09-02,1675.8023827337545
2009-09-03,1701.2689868643495
2009-09-04,1725.0342460391348
2009-09-07,1748.1023052141188
2009-09-08,1780.6396871869574
2009-09-09,1780.1828142046254
2009-09-10,1792.7462931749394
2009-09-11,1809.626053842153
2009-09-14,1794.2483987534486
2009-09-15,1812.1049138008802
2009-09-16,1846.577187672333
2009-09-17,1861.132242592999
2009-09-18,1854.2708807630825
2009-09-21,1839.0167899987823
2009-09-22,1857.882232660631
2009-09-23,1848.284750365785
2009-09-24,1829.470389799044
2009-09-25,1828.7854795750543
2009-09-28,1818.6843332633766
2009-09-29,1835.2057896890801
2009-09-30,1838.1472090967052
2009-10-01,1833.2843902524671
2009-10-02,1814.8518916721819
2009-10-05,1825.3552158525874
2009-10-06,1860.7591729805106
2009-10-07,1866.3336298338556
2009-10-08,1887.0211546501992
2009-10-09,1905.642194328634
2009-10-12,1912.8310634599718
2009-10-13,1916.006659324187
2009-10-14,1956.7605027793413
2009-10-15,1964.0938272973724
2009-10-16,1946.0198407249225
2009-10-19,1970.5324128073366
2009-10-20,1963.9226064305776
2009-10-21,1956.1995793669103
2009-10-22,1942.3144993733583
2009-10-23,1957.3392019350938
2009-10-26,1954.462973310597
2009-10-27,1913.6265801383774
2009-10-28,1857.2462201063963
2009-10-29,1862.408297800418
2009-10-30,1850.8301953939242
2009-11-02,1849.4804872032023
2009-11-03,1836.6356289864254
2009-11-04,1879.8844563238738
2009-11-05,1887.7314822579228
2009-11-06,1900.388858706921
2009-11-09,1944.5456827289577
2009-11-10,1951.2236928699049
2009-11-11,1967.5973456357206
2009-11-12,1943.0843933636452
2009-11-13,1950.6279268963212
2009-11-16,1992.7677335156989
2009-11-17,1988.9371839959026
2009-11-18,1991.7363948659793
2009-11-19,1967.175042702774
2009-11-20,1959.984577009381
2009-11-23,1983.8257685572291
2009-11-24,1970.08647700992
2009-11-25,1985.500591462358
2009-11-26,1941.2623596693452
2009-11-27,1905.0496284222222
2009-11-30,1933.1312333509677
2009-12-01,1972.7530276981977
2009-12-02,1989.9533606862074
2009-12-03,1998.0155555053807
2009-12-04,1996.2650475472626
2009-12-07,1992.0023525958236
2009-12-08,1969.2349333847685
2009-12-09,1953.9850440999578
2009-12-10,1959.6533985254118
2009-12-11,1973.7353329504087
2009-12-14,1988.2955103930083
2009-12-15,1978.994395379074
2009-12-16,1974.6223706938097
2009-12-17,1936.9512378968548
2009-12-18,1924.7650593254846
2009-12-21,1917.8979260231135
2009-12-22,1928.5611557924055
2009-12-23,1949.233851717508
2009-12-24,1971.3044320649701
2009-12-25,1971.0847672801617
2009-12-28,1986.181970334699
2009-12-29,1986.1575928076716
2009-12-30,1989.4362792869947
2009-12-31,2006.5239314250423
2010-01-01,2006.5239314250427
2010-01-04,2032.7788058355468
2010-01-05,2054.222059369061
2010-01-06,2065.252206421901
2010-01-07,2048.4295480866726
2010-01-08,2052.0661029709836
2010-01-11,2073.984120865341
2010-01-12,2063.425591067599
2010-01-13,2040.921969814691
2010-01-14,2044.9708767704117
2010-01-15,2040.8331500534823
2010-01-18,2044.604754036773
2010-01-19,2046.5739272590556
2010-01-20,2012.1003182822888
2010-01-21,1982.0408343554295
2010-01-22,1948.437639936728
2010-01-25,1937.5887101837109
2010-01-26,1895.3139620651589
2010-01-27,1875.905726298707
2010-01-28,1897.39597902474
2010-01-29,1885.053862245847
2010-02-01,1884.1471952817813
2010-02-02,1896.2362145292855
2010-02-03,1922.4539959882882
2010-02-04,1873.1778441280183
2010-02-05,1816.611104110142
2010-02-08,1809.6401030786822
2010-02-09,1837.8067427093795
2010-02-10,1846.7605088077858
2010-02-11,1866.8182893334338
2010-02-12,1866.2466316463263
2010-02-15,1871.826628360769
2010-02-16,1886.5380788229986
2010-02-17,1910.315236935353
2010-02-18,1906.5698354930494
2010-02-19,1888.1927675760599
2010-02-22,1906.4669004698148
2010-02-23,1898.8181642816685
2010-02-24,1887.5832882244158
2010-02-25,1870.088128209715
2010-02-26,1894.1258626905153
2010-03-01,1918.788188202402
2010-03-02,1940.2680984822568
2010-03-03,1953.7674351448502
2010-03-04,1941.164890565181
2010-03-05,1967.0615012583944
2010-03-08,1989.2798765931568
2010-03-09,1990.4956335990707
2010-03-10,2003.507192882407
2010-03-11,1996.9009283871876
2010-03-12,2000.6311672309002
2010-03-15,1980.538784351997
2010-03-16,1997.1637443882883
2010-03-17,2026.7941117956238
2010-03-18,2018.415392895375
2010-03-19,2012.932101160818
2010-03-22,1998.314834863509
2010-03-23,2005.1312519899222
2010-03-24,2001.0230467118386
2010-03-25,1995.3765667538041
2010-03-26,2003.2602926037216
2010-03-29,2027.0782736127921
2010-03-30,2038.047545734259
2010-03-31,2038.8485059829611
2010-04-01,2072.9699503671536
2010-04-02,2075.95974928973
2010-04-05,2091.194322563902
2010-04-06,2096.096721291619
2010-04-07,2102.2327545532544
2010-04-08,2087.6315473091868
2010-04-09,2103.3675507286443
2010-04-12,2097.247059525591
2010-04-13,2085.3314788756647
2010-04-14,2109.324211979179
2010-04-15,2111.745484776797
2010-04-16,2081.1265622405654
2010-04-19,2035.1413309664981
2010-04-20,2056.4775587609874
2010-04-21,2066.4798710055547
2010-04-22,2053.197355577201
2010-04-23,2059.5863877330676
2010-04-26,2079.7464330174043
2010-04-27,2048.9819822548843
2010-04-28,2020.7673915357516
2010-04-29,2036.912808103136
2010-04-30,2049.814125040577
2010-05-03,2028.4914385256025
2010-05-04,1993.075875335483
2010-05-05,1955.0152762457278
2010-05-06,1908.7839246906085
2010-05-07,1865.8395883142246
2010-05-10,1943.2687082878165
2010-05-11,1926.5574637521802
2010-05-12,1945.4319934115344
2010-05-13,1962.4972722508085
2010-05-14,1931.7746741623996
2010-05-17,1888.225163839908
2010-05-18,1890.769132041523
2010-05-19,1836.0486711385154
2010-05-20,1781.6749347724913
2010-05-21,1791.227626991787
2010-05-24,1805.178887901899
2010-05-25,1734.4539266631318
2010-05-26,1786.9611935080882
2010-05-27,1829.108827593589
2010-05-28,1852.7468124437485
2010-05-31,1867.36434396307
2010-06-01,1830.1941567124447
2010-06-02,1833.1913941289702
2010-06-03,1862.7646115621667
2010-06-04,1842.1665456022804
2010-06-07,1795.0258802260362
2010-06-08,1797.7026861347388
2010-06-09,1809.38625638569
2010-06-10,1830.0108424098269
2010-06-11,1849.6916508606466
2010-06-14,1874.4540560018715
2010-06-15,1888.6269755858843
2010-06-16,1899.2946818583778
