Date,EM WITH BRAZIL ADR
2003-05-30,1000.0
2003-06-02,1015.1293958784466
2003-06-03,1010.4363564426603
2003-06-04,1012.7431254681171
2003-06-05,1022.0519016505159
2003-06-06,1026.6001591406039
2003-06-09,1031.9034635389787
2003-06-10,1029.7325515808673
2003-06-11,1031.316788946801
2003-06-12,1042.7130372590839
2003-06-13,1047.5200596463994
2003-06-16,1051.940415992087
2003-06-17,1073.0595691332685
2003-06-18,1067.878948148813
2003-06-19,1074.0893491160284
2003-06-20,1072.619136895422
2003-06-23,1057.8809259515926
2003-06-24,1049.817597422433
2003-06-25,1060.0755459550674
2003-06-26,1060.5628851002953
2003-06-27,1063.7055704521772
2003-06-30,1061.5746974029028
2003-07-01,1073.2408683804654
2003-07-02,1088.713439710165
2003-07-03,1096.1241481354582
2003-07-04,1100.3220362451525
2003-07-07,1117.1336229800502
2003-07-08,1122.9963935722888
2003-07-09,1116.4555456421263
2003-07-10,1107.5552959846434
2003-07-11,1107.429851680008
2003-07-14,1129.6740621701056
2003-07-15,1124.0895572472305
2003-07-16,1119.4427777236676
2003-07-17,1104.5806601052423
2003-07-18,1098.2707756426673
2003-07-21,1095.4257296496721
2003-07-22,1099.7066311319957
2003-07-23,1097.2423792943716
2003-07-24,1109.6922761857531
2003-07-25,1118.735970590865
2003-07-28,1132.7740256971088
2003-07-29,1129.6250608207454
2003-07-30,1123.7133160682201
2003-07-31,1128.2313260814085
2003-08-01,1133.8453412090196
2003-08-04,1132.972491545098
2003-08-05,1125.2893196251096
2003-08-06,1115.2242975513232
2003-08-07,1121.6783118628834
2003-08-08,1119.5913460821628
2003-08-11,1128.6226568333016
2003-08-12,1130.4802650969382
2003-08-13,1147.2117097717423
2003-08-14,1157.0035258272628
2003-08-15,1160.623404673625
2003-08-18,1168.1212786345832
2003-08-19,1173.665226661062
2003-08-20,1174.2637952123612
2003-08-21,1190.557452907569
2003-08-22,1195.5600743411774
2003-08-25,1191.612914539873
2003-08-26,1183.1520600746767
2003-08-27,1186.8785106236858
2003-08-28,1187.8891652428076
2003-08-29,1200.4993462973111
2003-09-01,1212.2286378934639
2003-09-02,1211.3359924000067
2003-09-03,1218.966995811915
2003-09-04,1221.3114882933673
2003-09-05,1226.0313728157273
2003-09-08,1230.8962816288315
2003-09-09,1230.1593656595078
2003-09-10,1224.153715480795
2003-09-11,1224.4477205137828
2003-09-12,1223.793008941542
2003-09-15,1213.663393416347
2003-09-16,1224.9894559726188
2003-09-17,1228.3000716266465
2003-09-18,1224.9330928111156
2003-09-19,1220.7356240715073
2003-09-22,1208.4493794042714
2003-09-23,1215.6541968584518
2003-09-24,1226.9842694279957
2003-09-25,1216.3788848378808
2003-09-26,1207.1863107773904
2003-09-29,1206.3059992729059
2003-09-30,1208.909124107775
2003-10-01,1218.233789613964
2003-10-02,1234.5827090854877
2003-10-03,1243.9699177532918
2003-10-06,1254.9322692725832
2003-10-07,1262.1017424310214
2003-10-08,1268.9024993029127
2003-10-09,1287.5036408086075
2003-10-10,1302.3445653758833
2003-10-13,1308.8106320838435
2003-10-14,1303.0142544217697
2003-10-15,1300.932001580327
2003-10-16,1314.874650132258
2003-10-17,1309.6576713311688
2003-10-20,1313.6443801180344
2003-10-21,1309.6814713150093
2003-10-22,1307.438565673437
2003-10-23,1281.3242876893412
2003-10-24,1280.5650494962451
2003-10-27,1281.613723554548
2003-10-28,1300.7610237725144
2003-10-29,1307.780910426734
2003-10-30,1310.741285707036
2003-10-31,1309.2584741017615
2003-11-03,1328.6087972539597
2003-11-04,1335.181718315759
2003-11-05,1337.9094166932714
2003-11-06,1324.1636564071482
2003-11-07,1332.8690799572173
2003-11-10,1326.458083639848
2003-11-11,1311.1504395635063
2003-11-12,1319.7564222888507
2003-11-13,1338.2126505121116
2003-11-14,1337.1640868658785
2003-11-17,1313.9452542588422
2003-11-18,1314.5207210011422
2003-11-19,1292.399726934615
2003-11-20,1280.3653157481515
2003-11-21,1288.3123622526148
2003-11-24,1276.6908546982368
2003-11-25,1291.5121865785657
2003-11-26,1305.4960134515543
2003-11-27,1303.6242873163364
2003-11-28,1318.8434619457519
2003-12-01,1343.7038331860895
2003-12-02,1348.5299164849594
2003-12-03,1351.4043482336983
2003-12-04,1343.6907667591313
2003-12-05,1336.24045364639
2003-12-08,1332.4953084209421
2003-12-09,1344.3245939068308
2003-12-10,1340.833584781552
2003-12-11,1346.2984269851568
2003-12-12,1356.691292634093
2003-12-15,1368.4635216204626
2003-12-16,1355.0770418192953
2003-12-17,1340.2729727238639
2003-12-18,1350.5565007097805
2003-12-19,1356.380859938334
2003-12-22,1362.800384926282
2003-12-23,1362.9686184280415
2003-12-24,1368.9616583937502
2003-12-25,1369.1584317325544
2003-12-26,1371.779071773398
2003-12-29,1379.1963262996492
2003-12-30,1398.252713443603
2003-12-31,1401.6266656431433
2004-01-01,1402.8869556409957
2004-01-02,1427.2156681492254
2004-01-05,1459.5785398361343
2004-01-06,1453.5379070826555
2004-01-07,1452.6732733763129
2004-01-08,1458.1658005765946
2004-01-09,1479.4118314665172
2004-01-12,1474.7101840103403
2004-01-13,1476.8568940884254
2004-01-14,1468.88338656884
2004-01-15,1452.5533490803762
2004-01-16,1454.4592886975295
2004-01-19,1466.6005678312872
2004-01-20,1479.9487955513528
2004-01-21,1477.73422156201
2004-01-22,1479.4236732456377
2004-01-23,1485.4561934627632
2004-01-26,1488.4435313753106
2004-01-27,1495.0689244519401
2004-01-28,1488.8995950527708
2004-01-29,1466.3700884803034
2004-01-30,1461.0460172863432
2004-02-02,1460.797324701988
2004-02-03,1458.6543007169428
2004-02-04,1454.0752008451004
2004-02-05,1451.6372392843366
2004-02-06,1470.0865996225127
2004-02-09,1497.0375368259724
2004-02-10,1497.7657484651813
2004-02-11,1504.0428161067612
2004-02-12,1520.558040285398
2004-02-13,1533.9429832919002
2004-02-16,1534.4125368584284
2004-02-17,1546.7798192791377
2004-02-18,1547.8735723192515
2004-02-19,1537.3211577673958
2004-02-20,1527.199617967099
2004-02-23,1518.992346141448
2004-02-24,1508.8982748111628
2004-02-25,1508.8823704868655
2004-02-26,1514.8843690731462
2004-02-27,1529.1624713003077
2004-03-01,1549.6883392224074
2004-03-02,1562.5325927130257
2004-03-03,1541.820091121341
2004-03-04,1553.9441098288353
2004-03-05,1562.5250477988234
2004-03-08,1557.452352376758
2004-03-09,1554.6950476199327
2004-03-10,1530.3169624263967
2004-03-11,1511.1435445985549
2004-03-12,1497.7099687701716
2004-03-15,1492.0156274784267
2004-03-16,1492.0123783993904
2004-03-17,1508.8695629239392
2004-03-18,1522.9260148664132
2004-03-19,1531.0426204326147
2004-03-22,1504.8609041079774
2004-03-23,1495.9877965743192
2004-03-24,1497.2976028089342
2004-03-25,1491.1020472041755
2004-03-26,1499.917808732094
2004-03-29,1521.4614753722885
2004-03-30,1531.0508541698377
2004-03-31,1549.2854633168413
2004-04-01,1558.3736253091924
2004-04-02,1562.9705102918774
2004-04-05,1575.1662295085443
2004-04-06,1583.7368698714606
2004-04-07,1593.2334712033503
2004-04-08,1595.9259336328994
2004-04-09,1588.9969697205677
2004-04-12,1600.2343001781144
2004-04-13,1592.1348654091796
2004-04-14,1570.5124840643148
2004-04-15,1560.0824501734712
2004-04-16,1556.7691477176809
2004-04-19,1555.0273548457785
2004-04-20,1561.0696573347634
2004-04-21,1543.6982014868415
2004-04-22,1530.5558151804391
2004-04-23,1547.0912278700584
