Date,EM FAR EAST
2000-12-29,100.0
2001-01-01,99.89227789578842
2001-01-02,101.63219966117992
2001-01-03,100.35464944856308
2001-01-04,105.33949317878202
2001-01-05,108.57621700073624
2001-01-08,109.16708959683838
2001-01-09,111.15616238169568
2001-01-10,109.85648827443144
2001-01-11,108.41158928857506
2001-01-12,110.48354051853285
2001-01-15,111.74969379431715
2001-01-16,114.03708659399638
2001-01-17,114.4758341393598
2001-01-18,116.10120311313405
2001-01-19,118.46657579313114
2001-01-22,119.99161557907806
2001-01-23,119.94686489638669
2001-01-24,119.97510450543214
2001-01-25,120.2303146425047
2001-01-26,118.13875108146426
2001-01-29,117.33774979491203
2001-01-30,118.02120376890421
2001-01-31,121.91778520626714
2001-02-01,121.10423621550227
2001-02-02,122.32626699349143
2001-02-05,118.44755218327118
2001-02-06,118.32712517552773
2001-02-07,116.50355424286157
2001-02-08,117.23951556315687
2001-02-09,118.03282172604413
2001-02-12,117.9343478972657
2001-02-13,119.44463525858828
2001-02-14,118.42624276375373
2001-02-15,120.04684952931301
2001-02-16,119.91373797987161
2001-02-19,118.14556672793695
2001-02-20,119.59949626042751
2001-02-21,117.83705934480258
2001-02-22,115.17180657491792
2001-02-23,115.17833427894931
2001-02-26,114.8491353302806
2001-02-27,114.36880823194211
2001-02-28,114.03631940443972
2001-03-01,111.08303675763577
2001-03-02,108.68702717514697
2001-03-05,110.3077415447178
2001-03-06,111.28076321893924
2001-03-07,111.65771539967004
2001-03-08,111.48374513879264
2001-03-09,110.14367526574956
2001-03-12,107.03584417454877
2001-03-13,106.1441197276574
2001-03-14,107.07180853250144
2001-03-15,107.39730551728297
2001-03-16,107.05707064939433
2001-03-19,105.54579308552223
2001-03-20,104.4553141109114
2001-03-21,104.6910800326041
2001-03-22,103.68899381538061
2001-03-23,105.16301796158217
2001-03-26,106.817779250043
2001-03-27,105.25333009700002
2001-03-28,104.96725970410672
2001-03-29,103.5453777457557
2001-03-30,103.20103645792244
2001-04-02,100.95005630260043
2001-04-03,98.343851781408
2001-04-04,94.57927586600188
2001-04-05,94.62472947150238
2001-04-06,97.088309328709
2001-04-09,94.71574718001573
2001-04-10,94.66157740835494
2001-04-11,97.86645735534465
2001-04-12,99.37010077550806
2001-04-13,99.54732491894659
2001-04-16,98.35815201714493
2001-04-17,97.75259411025571
2001-04-18,100.89241907394161
2001-04-19,104.50327150985161
2001-04-20,102.93343972012602
2001-04-23,103.01479894882166
2001-04-24,102.66773463505811
2001-04-25,102.95721965881087
2001-04-26,102.90760381954622
2001-04-27,102.13221695342548
2001-04-30,103.64024941797688
2001-05-01,103.72699588121141
2001-05-02,106.24507557191555
2001-05-03,107.11248167751101
2001-05-04,104.5670393006736
2001-05-07,105.36360682968325
2001-05-08,104.34052701113104
2001-05-09,104.52972721467657
2001-05-10,103.6181149210206
2001-05-11,104.33149139997435
2001-05-14,103.09457873516827
2001-05-15,102.16305018600349
2001-05-16,101.33210437284882
2001-05-17,103.89343842677597
2001-05-18,103.62196469394144
2001-05-21,103.79036917153407
2001-05-22,104.83448608931393
2001-05-23,107.00493350920026
2001-05-24,106.93045383742178
2001-05-25,106.37736251356488
2001-05-28,105.69604533551484
2001-05-29,105.92951468181977
2001-05-30,105.05140743448901
2001-05-31,103.99036016240201
2001-06-01,103.2354996169111
2001-06-04,103.60742593663441
2001-06-05,103.59168995613737
2001-06-06,104.47589925506344
2001-06-07,104.79112557595467
2001-06-08,107.18376301708923
2001-06-11,106.9322625790045
2001-06-12,106.77983761815634
2001-06-13,106.76962492735377
2001-06-14,105.44285635324037
2001-06-15,105.41636955446735
2001-06-18,103.41020213140797
2001-06-19,103.36064344373095
2001-06-20,102.52999511788252
2001-06-21,102.85710303700507
2001-06-22,102.64685273273376
2001-06-25,102.52247307239797
2001-06-26,101.23217920547265
2001-06-27,101.61144701842898
2001-06-28,100.30511015359333
2001-06-29,102.54127469696748
2001-07-02,102.60846572542026
2001-07-03,102.98715670206127
2001-07-04,102.44375862959316
2001-07-05,102.27472114176247
2001-07-06,101.59070457030235
2001-07-09,99.58645053698568
2001-07-10,99.0539374443661
2001-07-11,97.29337429874937
2001-07-12,98.43794316158595
2001-07-13,97.04706828668657
2001-07-16,96.2705719903055
2001-07-17,95.85762088924251
2001-07-18,94.66472808227657
2001-07-19,94.69781966815357
2001-07-20,94.57228438430113
2001-07-23,93.20219394917025
2001-07-24,92.71025280187101
2001-07-25,93.7128444463262
2001-07-26,94.88836264878059
2001-07-27,95.95007546137265
2001-07-30,95.57491525411854
2001-07-31,96.56288323035051
2001-08-01,98.17221817478983
2001-08-02,99.49567828675234
2001-08-03,99.51382957746337
2001-08-06,98.50890620014064
2001-08-07,97.64287772160908
2001-08-08,98.63606390428424
2001-08-09,96.60299316358947
2001-08-10,97.34740009475559
2001-08-13,98.35673243725645
2001-08-14,100.47597876963344
2001-08-15,100.77259049413517
2001-08-16,100.47120343934101
2001-08-17,99.40423480131419
2001-08-20,97.42066343776989
2001-08-21,97.60979393270924
2001-08-22,96.8987883889539
2001-08-23,96.97006029548805
2001-08-24,95.99767277054802
2001-08-27,98.07063460240863
2001-08-28,97.6321691217612
2001-08-29,97.92125681468752
2001-08-30,97.72941173230588
2001-08-31,96.78244819782485
2001-09-03,95.85205405201653
2001-09-04,97.54795893934462
2001-09-05,96.3727652191769
2001-09-06,95.41689943336489
2001-09-07,95.11696363902476
2001-09-10,94.49326861204008
2001-09-11,93.24395346551665
2001-09-12,89.10767181985307
2001-09-13,88.177825228829
2001-09-14,85.50085655094155
2001-09-17,83.42621383010768
2001-09-18,83.99044170349578
2001-09-19,85.19205703549987
2001-09-20,83.86910137370778
2001-09-21,81.715537245427
2001-09-24,81.8090378191207
2001-09-25,80.46673795006875
2001-09-26,81.08431094300913
2001-09-27,80.88091777158765
2001-09-28,82.050737031672
2001-10-01,81.78914690101419
2001-10-02,80.6611852377708
2001-10-03,80.47754317483384
2001-10-04,82.52034912368951
2001-10-05,83.1733185318378
2001-10-08,81.39751879849312
2001-10-09,83.93506777779177
2001-10-10,83.6545818251312
2001-10-11,85.93737680959525
2001-10-12,85.7839064707899
2001-10-15,84.89281033027062
2001-10-16,85.91260564646164
2001-10-17,86.66588412248475
2001-10-18,85.89214462667367
2001-10-19,86.08975991141949
2001-10-22,86.22635463262306
2001-10-23,87.04761580096196
2001-10-24,89.00951015861567
2001-10-25,89.18860144108633
2001-10-26,89.6589366923799
2001-10-29,89.74239704850127
2001-10-30,87.40841016400923
2001-10-31,87.44106885998848
2001-11-01,87.77722886894968
2001-11-02,88.6390509005132
2001-11-05,89.87742254940734
2001-11-06,90.0691652070289
2001-11-07,90.10147733426679
2001-11-08,91.52275934586768
2001-11-09,92.4659071575413
2001-11-12,92.90683012108411
2001-11-13,93.05504138362683
2001-11-14,95.75676795249834
2001-11-15,97.66796083973725
2001-11-16,98.53104159220251
2001-11-19,100.07657905850222
2001-11-20,98.4740393439207
2001-11-21,99.19989141845859
2001-11-22,99.556478549857
2001-11-23,101.86700657826646
2001-11-26,104.26655919514549
2001-11-27,103.69918733748638
2001-11-28,100.21264928721844
2001-11-29,99.86834493885195
2001-11-30,100.64113703829523
2001-12-03,102.4699837461689
2001-12-04,103.6074512529559
2001-12-05,108.03183201068751
2001-12-06,110.40414655734601
2001-12-07,112.34399621805069
2001-12-10,109.27362947404615
2001-12-11,109.10443062110707
2001-12-12,112.02913064434006
2001-12-13,110.06427585130166
2001-12-14,108.9394861393276
2001-12-17,106.97103752714582
2001-12-18,106.35669643753204
2001-12-19,106.27430628599105
2001-12-20,107.85051869705686
2001-12-21,104.35062662314583
2001-12-24,104.89841897115262
2001-12-25,106.06677070221187
2001-12-26,106.34991272475136
2001-12-27,107.18311722540656
