Date,EM ASIA WITH CHINA ALL SHARES
2009-08-20,1744.5063845460625
2009-08-21,1747.6975808932334
2009-08-24,1787.3600438415217
2009-08-25,1769.8326078704329
2009-08-26,1773.0037008132138
2009-08-27,1758.2441890400592
2009-08-28,1758.7665132544496
2009-08-31,1725.8648184769709
2009-09-01,1748.3033840068672
2009-09-02,1736.2572328247963
2009-09-03,1763.7905545891008
2009-09-04,1786.5760800284754
2009-09-07,1812.1159181388243
2009-09-08,1839.8570925207457
2009-09-09,1832.961952994675
2009-09-10,1852.4308070596746
2009-09-11,1863.8168840241692
2009-09-14,1847.2600285986857
2009-09-15,1862.7401163615316
2009-09-16,1893.8498822084437
2009-09-17,1914.5037361717123
2009-09-18,1902.8042010573304
2009-09-21,1894.7873247602197
2009-09-22,1903.6390217425164
2009-09-23,1895.5355233062737
2009-09-24,1876.3783134693451
2009-09-25,1875.5177515795756
2009-09-28,1840.7856244483623
2009-09-29,1870.304536145323
2009-09-30,1878.410522967164
2009-10-01,1877.0254727739548
2009-10-02,1855.9338988098762
2009-10-05,1850.8936076524215
2009-10-06,1877.7829578297403
2009-10-07,1892.0768315325704
2009-10-08,1898.7633202270704
2009-10-09,1920.1920100665434
2009-10-12,1913.808307371741
2009-10-13,1921.7143019484517
2009-10-14,1953.8621855260178
2009-10-15,1962.833117407021
2009-10-16,1952.6304702611235
2009-10-19,1970.0282819541599
2009-10-20,1980.8526660063262
2009-10-21,1961.7941679061419
2009-10-22,1935.8184487208869
2009-10-23,1964.371618370713
2009-10-26,1968.7706434468678
2009-10-27,1940.574242183648
2009-10-28,1902.5453581787563
2009-10-29,1862.8621646496308
2009-10-30,1880.6669401208298
2009-11-02,1881.6241593281216
2009-11-03,1860.9436556225387
2009-11-04,1901.8246362892648
2009-11-05,1894.6665981965132
2009-11-06,1921.8150745973885
2009-11-09,1949.3405126931414
2009-11-10,1955.5472878277558
2009-11-11,1977.8969405654125
2009-11-12,1962.3605383480206
2009-11-13,1971.6899872710721
2009-11-16,2008.329761099028
2009-11-17,2006.2270789416916
2009-11-18,2011.8162159631106
2009-11-19,2000.5641044546421
2009-11-20,1991.402807282193
2009-11-23,2006.2835353888383
2009-11-24,1986.753087880972
2009-11-25,2005.0041894254075
2009-11-26,1972.9983383314616
2009-11-27,1897.5079590273954
2009-11-30,1946.2522219654861
2009-12-01,1975.059756300021
2009-12-02,1994.5895155768262
2009-12-03,2009.8301493333172
2009-12-04,2013.370856553506
2009-12-07,2011.9920478184104
2009-12-08,2003.7497465186825
2009-12-09,1987.072179141319
2009-12-10,1984.7483075431987
2009-12-11,1998.1071829859097
2009-12-14,2008.6236220084086
2009-12-15,1995.1780362189882
2009-12-16,1981.4529325169215
2009-12-17,1956.970389722058
2009-12-18,1941.1685350155599
2009-12-21,1929.7268869469076
2009-12-22,1939.9157323363854
2009-12-23,1958.6301616056596
2009-12-24,1986.557943245682
2009-12-25,1985.211720467512
2009-12-28,1997.6048417425181
2009-12-29,1996.3043012460387
2009-12-30,2007.4728183644143
2009-12-31,2028.3275446264945
2010-01-01,2028.3275446264945
2010-01-04,2040.0945540504424
2010-01-05,2066.470350460993
2010-01-06,2081.9207523491004
2010-01-07,2059.372429928763
2010-01-08,2064.812920775843
2010-01-11,2079.6412668405815
2010-01-12,2078.444155895317
2010-01-13,2039.661193741269
2010-01-14,2056.6765772883496
2010-01-15,2061.135613686407
2010-01-18,2056.481515778668
2010-01-19,2055.586092310233
2010-01-20,2031.258463683372
2010-01-21,2007.8220547898854
2010-01-22,1971.6225043861264
2010-01-25,1957.2313095327568
2010-01-26,1905.2994212951069
2010-01-27,1883.1541108480967
2010-01-28,1911.1633028946476
2010-01-29,1891.876883860179
2010-02-01,1881.5609842959595
2010-02-02,1878.5551783419855
2010-02-03,1924.2470950258914
2010-02-04,1902.512835924081
2010-02-05,1831.3448994121081
2010-02-08,1821.855614673923
2010-02-09,1844.9004806977423
2010-02-10,1859.3369392846287
2010-02-11,1883.8358082934528
2010-02-12,1887.2137183452458
2010-02-15,1885.8294832286201
2010-02-16,1892.7391118996547
2010-02-17,1915.8857645119344
2010-02-18,1904.4658146710935
2010-02-19,1876.1199498526676
2010-02-22,1907.933663410084
2010-02-23,1913.2100017937253
2010-02-24,1900.342660383861
2010-02-25,1883.6013546010402
2010-02-26,1897.4350776469387
2010-03-01,1922.564695498923
2010-03-02,1939.5661729362187
2010-03-03,1951.692516224133
2010-03-04,1931.7365871516831
2010-03-05,1952.3548520170484
2010-03-08,1987.095469567931
2010-03-09,1988.2448020801646
2010-03-10,1994.679359629158
2010-03-11,1989.8683004084558
2010-03-12,1989.6779722517465
2010-03-15,1965.855183855974
2010-03-16,1973.769262575779
2010-03-17,2015.4589615919092
2010-03-18,2008.997688978058
2010-03-19,2016.9212125564238
2010-03-22,1991.6938036453157
2010-03-23,1993.453028347796
2010-03-24,1996.9836446647678
2010-03-25,1993.5812643998338
2010-03-26,2011.0221330172517
2010-03-29,2030.3421908483497
2010-03-30,2039.374931871552
2010-03-31,2030.8772032840636
2010-04-01,2064.196386761948
2010-04-02,2068.8341632770794
2010-04-05,2082.5465347778854
2010-04-06,2087.118745450576
2010-04-07,2102.8969308740348
2010-04-08,2085.662082692749
2010-04-09,2100.638684764791
2010-04-12,2087.5834545525895
2010-04-13,2078.232298241699
2010-04-14,2095.3519445969027
2010-04-15,2102.40901793121
2010-04-16,2079.9715111157298
2010-04-19,2022.2282446342174
2010-04-20,2043.1486745164323
2010-04-21,2063.078022430058
2010-04-22,2056.1034467605446
2010-04-23,2053.751451999515
2010-04-26,2079.1939278639575
2010-04-27,2060.283085496284
2010-04-28,2030.5986294089835
2010-04-29,2027.0999428469686
2010-04-30,2052.537468367633
2010-05-03,2026.9081747319135
2010-05-04,2018.538030064797
2010-05-05,1984.541960570259
2010-05-06,1933.2753267860587
2010-05-07,1901.7867010838936
2010-05-10,1958.4949105344801
2010-05-11,1934.437272578816
2010-05-12,1934.1374977534094
2010-05-13,1970.9667235355867
2010-05-14,1957.0944031295671
2010-05-17,1894.3513133849126
2010-05-18,1905.443409895243
2010-05-19,1862.390368868181
2010-05-20,1829.286594628543
2010-05-21,1818.7551919303783
2010-05-24,1832.3051151781788
2010-05-25,1757.176880588171
2010-05-26,1789.7049539617406
2010-05-27,1828.216088644895
2010-05-28,1863.9984234859676
2010-05-31,1872.202172123611
2010-06-01,1830.787692986219
2010-06-02,1826.712948393215
2010-06-03,1869.226137264502
2010-06-04,1868.5862368342553
2010-06-07,1814.1228380871503
2010-06-08,1816.6080957561562
2010-06-09,1817.4491751833934
2010-06-10,1824.496767910483
2010-06-11,1851.1632465146538
2010-06-14,1881.667544259381
2010-06-15,1883.6597488193322
2010-06-16,1895.71556069975
2010-06-17,1905.0140643370487
2010-06-18,1914.075297134464
2010-06-21,1981.4348674600192
2010-06-22,1961.7343674704991
2010-06-23,1951.9657534367304
2010-06-24,1947.3085581967941
2010-06-25,1926.2720960435427
2010-06-28,1934.926283499421
2010-06-29,1890.360798464304
2010-06-30,1883.376619428108
2010-07-01,1864.4215549606379
2010-07-02,1854.4097391857194
2010-07-05,1858.2002104919266
2010-07-06,1886.967721942017
2010-07-07,1875.5950155666476
2010-07-08,1900.4334107303862
2010-07-09,1935.342869956813
2010-07-12,1942.0704820441397
2010-07-13,1932.690433553092
2010-07-14,1951.530296900049
2010-07-15,1937.0298047913416
2010-07-16,1930.1237895216063
2010-07-19,1922.6301766854053
2010-07-20,1941.0945494782843
2010-07-21,1957.4253735176944
2010-07-22,1956.9977629546781
2010-07-23,1980.9240301895654
2010-07-26,1985.2301161610865
2010-07-27,1996.5213872360894
2010-07-28,2004.9175839178138
2010-07-29,2008.4135450799972
2010-07-30,2000.9597490027174
2010-08-02,2039.4046832907081
2010-08-03,2039.2327236532103
2010-08-04,2042.4032776304368
2010-08-05,2038.934681434141
2010-08-06,2045.2534261366936
2010-08-09,2058.794642178636
2010-08-10,2027.68241167428
2010-08-11,2002.0701703140276
2010-08-12,1977.590316064011
2010-08-13,1994.484572121526
2010-08-16,2000.4562740759507
2010-08-17,2011.3070738708761
2010-08-18,2016.60532464602
2010-08-19,2033.44930353175
2010-08-20,2021.3162792407766
2010-08-23,2017.824194891183
2010-08-24,2001.8028662792656
2010-08-25,1976.0880347209659
2010-08-26,1976.4905076609869
2010-08-27,1971.816488652517
2010-08-30,1992.9865025475387
2010-08-31,1973.3579316472462
2010-09-01,1994.4614696659855
2010-09-02,2013.2340611472657
2010-09-03,2028.2744164463302
2010-09-06,2057.225119581395
2010-09-07,2053.257937805582
2010-09-08,2043.1370664203373
2010-09-09,2048.7064829476167
2010-09-10,2057.7514602480474
2010-09-13,2097.1929289674013
2010-09-14,2101.7659591908537
2010-09-15,2106.764740121784
2010-09-16,2092.6668102178974
2010-09-17,2114.325328134394
2010-09-20,2121.9199337135037
2010-09-21,2129.015246152103
2010-09-22,2129.4855663105286
2010-09-23,2127.520451505673
2010-09-24,2138.368053436849
2010-09-27,2160.9579736524543
2010-09-28,2149.8564373345166
2010-09-29,2169.5234193037077
2010-09-30,2176.0044947210495
2010-10-01,2194.432534954682
2010-10-04,2210.4727842520374
2010-10-05,2203.987401324595
2010-10-06,2234.2796939295786
2010-10-07,2232.245998619513
2010-10-08,2227.3447047295595
2010-10-11,2243.8276007732984
2010-10-12,2223.1944824257766
2010-10-13,2258.3799007445664
2010-10-14,2290.2639271281896
2010-10-15,2292.3849930565393
2010-10-18,2259.4403238100303
2010-10-19,2259.834339384416
2010-10-20,2257.459470243195
2010-10-21,2270.026258773155
2010-10-22,2272.1484089463897
2010-10-25,2306.4947806754344
2010-10-26,2304.541340552738
2010-10-27,2266.8427589512908
2010-10-28,2271.9366577742367
2010-10-29,2263.0138057168265
2010-11-01,2309.6906834011056
2010-11-02,2311.350306935677
2010-11-03,2328.005592677821
2010-11-04,2355.5333638131806
2010-11-05,2375.7365345982926
2010-11-08,2375.470630416751
2010-11-09,2372.495206855454
2010-11-10,2368.750836081497
2010-11-11,2357.4597355016876
2010-11-12,2295.6911727760603
2010-11-15,2284.5186447548117
2010-11-16,2259.361162717552
2010-11-17,2225.3089423353804
2010-11-18,2258.201684603238
2010-11-19,2264.58294765808
2010-11-22,2281.3934330247516
2010-11-23,2237.6650958925197
2010-11-24,2234.425293987081
2010-11-25,2245.4359540669498
2010-11-26,2210.1042622894433
2010-11-29,2223.662546124227
2010-11-30,2205.7997811233477
2010-12-01,2239.4805679527035
2010-12-02,2269.229521916173
2010-12-03,2277.2524613771648
2010-12-06,2286.4556216003566
2010-12-07,2299.1773928408884
2010-12-08,2271.2328168832623
2010-12-09,2276.9992538976294
2010-12-10,2276.182357862498
2010-12-13,2289.9986685988206
2010-12-14,2306.262635373595
2010-12-15,2283.793326762168
2010-12-16,2269.8874606004174
2010-12-17,2278.7453382295753
2010-12-20,2266.025435619624
2010-12-21,2291.6708551674246
2010-12-22,2293.3231603268446
2010-12-23,2291.687782467176
2010-12-24,2286.1484644640486
2010-12-27,2282.8036038574714
2010-12-28,2277.967942268143
2010-12-29,2298.8178188377838
2010-12-30,2316.2648167461493
2010-12-31,2331.9714587941467
2011-01-03,2358.493968546864
2011-01-04,2373.9168377507885
2011-01-05,2357.929108783856
2011-01-06,2355.77607959605
2011-01-07,2337.8516349375786
2011-01-10,2313.1583105022755
2011-01-11,2326.995810270288
2011-01-12,2356.3113386702644
2011-01-13,2359.0511207624913
2011-01-14,2355.002668506512
2011-01-17,2330.3921206994237
2011-01-18,2337.5663391648345
2011-01-19,2363.2704177411497
2011-01-20,2326.989259573978
2011-01-21,2303.556306956402
2011-01-24,2299.6835184100682
2011-01-25,2303.277251480909
2011-01-26,2323.6854777745566
2011-01-27,2329.7607604772475
2011-01-28,2319.0457626631114
2011-01-31,2300.4987939648036
2011-02-01,2302.474195691679
2011-02-02,2318.0476079020577
2011-02-03,2322.5116840858554
2011-02-04,2317.582054911723
2011-02-07,2314.9032478909244
2011-02-08,2306.439974500412
2011-02-09,2270.945693712866
2011-02-10,2228.971278228021
2011-02-11,2210.590742810205
2011-02-14,2261.0431593065478
2011-02-15,2258.326888715138
2011-02-16,2261.40789926276
2011-02-17,2268.8127892388547
2011-02-18,2291.9064183088008
2011-02-21,2292.0923004641877
2011-02-22,2239.983682176694
2011-02-23,2228.3960341280645
2011-02-24,2198.0434649599392
2011-02-25,2220.498947550888
2011-02-28,2231.649094398134
2011-03-01,2263.629243153632
2011-03-02,2248.465674414574
2011-03-03,2275.03762666425
2011-03-04,2309.300208905311
2011-03-07,2297.4498752605364
2011-03-08,2313.138498942221
2011-03-09,2320.877263580351
2011-03-10,2290.7084835586616
2011-03-11,2257.314579960107
2011-03-14,2276.275247203796
2011-03-15,2217.528339502374
2011-03-16,2244.2171706063855
2011-03-17,2218.029016479367
2011-03-18,2231.732056891254
2011-03-21,2255.5818390008812
2011-03-22,2273.2410490493708
2011-03-23,2278.738405348536
2011-03-24,2295.542840529918
2011-03-25,2325.5982597299476
2011-03-28,2317.356749372692
2011-03-29,2326.9174632316253
2011-03-30,2353.9697184249103
2011-03-31,2372.786899039888
2011-04-01,2397.985622585165
2011-04-04,2413.6069704962188
2011-04-05,2415.9380952917104
2011-04-06,2437.0799578138963
2011-04-07,2439.0506183971615
2011-04-08,2445.255280790042
2011-04-11,2434.382274038636
2011-04-12,2399.0025465935423
2011-04-13,2430.406062399503
2011-04-14,2431.6660075159375
2011-04-15,2423.208807070078
2011-04-18,2412.5008015370995
2011-04-19,2391.385922943174
2011-04-20,2444.4215690970623
2011-04-21,2473.0593906074623
2011-04-22,2470.624774083989
2011-04-25,2466.227782440268
2011-04-26,2453.894742701122
2011-04-27,2460.1948546266444
2011-04-28,2458.2922576738497
2011-04-29,2454.5467264841473
2011-05-02,2466.5075985702224
2011-05-03,2442.753440976526
2011-05-04,2413.1165526577047
2011-05-05,2407.118593854502
2011-05-06,2391.8524057934296
2011-05-09,2403.585139851045
2011-05-10,2405.4860679819553
2011-05-11,2425.8736143343526
2011-05-12,2385.922928310771
2011-05-13,2394.4340690964655
2011-05-16,2361.4881360871636
2011-05-17,2361.3520414216673
2011-05-18,2382.1554199784805
2011-05-19,2373.3550266288657
2011-05-20,2381.6492320931598
2011-05-23,2317.297940812131
2011-05-24,2326.969543093033
2011-05-25,2306.4591805503023
2011-05-26,2340.275572607141
2011-05-27,2359.7109884464544
2011-05-30,2364.533255707207
2011-05-31,2407.8119421276024
2011-06-01,2416.012225297209
2011-06-02,2383.498410241539
2011-06-03,2380.888132188519
2011-06-06,2380.17014748629
2011-06-07,2376.4661586962206
2011-06-08,2361.816163586341
2011-06-09,2343.6525239738935
2011-06-10,2322.9670130316613
2011-06-13,2313.434524410658
2011-06-14,2337.051627498594
2011-06-15,2331.5446228793417
2011-06-16,2287.546460786376
2011-06-17,2270.4625401767985
2011-06-20,2254.5594868025314
2011-06-21,2287.184007307554
2011-06-22,2298.885959098202
2011-06-23,2292.1346923756873
2011-06-24,2327.08076133855
2011-06-27,2314.7347316184655
2011-06-28,2316.5768543848817
2011-06-29,2336.2740021000955
2011-06-30,2368.5370117236266
2011-07-01,2383.0489313183384
2011-07-04,2421.370177532446
2011-07-05,2420.779247018914
2011-07-06,2417.1896210136474
2011-07-07,2421.28798592581
2011-07-08,2432.464015247076
2011-07-11,2403.577803353495
2011-07-12,2338.0105779336477
2011-07-13,2370.277729007487
2011-07-14,2376.525826703619
2011-07-15,2379.9479650946064
2011-07-18,2363.5606848823522
2011-07-19,2365.456995698192
2011-07-20,2389.835679519274
2011-07-21,2383.1907197865057
2011-07-22,2417.0954548294403
2011-07-25,2390.717998294613
2011-07-26,2413.397769070926
2011-07-27,2419.578633493595
2011-07-28,2401.1847575145925
2011-07-29,2377.5033489197817
2011-08-01,2408.721772305031
2011-08-02,2371.078717429391
2011-08-03,2325.728923063362
2011-08-04,2297.278872809863
2011-08-05,2207.2352046690744
2011-08-08,2134.678856612442
2011-08-09,2069.861804186018
2011-08-10,2112.0395941094202
2011-08-11,2112.0532678527106
2011-08-12,2098.886676382173
2011-08-15,2138.1459193011474
2011-08-16,2159.6743880332483
2011-08-17,2158.5808153552034
2011-08-18,2120.472426327757
2011-08-19,2038.5720888777648
2011-08-22,2023.872286270196
2011-08-23,2077.072062361703
2011-08-24,2047.2325918704628
2011-08-25,2057.921240056969
2011-08-26,2056.91377023788
2011-08-29,2095.1204850297518
2011-08-30,2116.28763202487
2011-08-31,2146.9597142910065
2011-09-01,2154.7474189663235
2011-09-02,2140.772863113417
2011-09-05,2078.0138072729496
2011-09-06,2062.7234791407714
2011-09-07,2113.042715698936
2011-09-08,2114.4026928599505
2011-09-09,2096.292978661874
2011-09-12,2055.8763362691275
2011-09-13,2034.726890679582
2011-09-14,1995.2912726386132
2011-09-15,2011.4988418455696
2011-09-16,2049.66221004031
2011-09-19,1998.3465512826556
2011-09-20,2002.0247982709825
2011-09-21,2006.643865582347
2011-09-22,1898.674060476771
2011-09-23,1852.561247317037
2011-09-26,1797.2320132883003
2011-09-27,1882.5102699137349
2011-09-28,1889.282082653365
2011-09-29,1903.4790389427549
2011-09-30,1885.7945925421564
2011-10-03,1830.983142300573
2011-10-04,1788.6492409622667
2011-10-05,1780.9536573603712
2011-10-06,1835.1191949867641
2011-10-07,1879.1368222422077
2011-10-10,1887.8062414289932
2011-10-11,1924.5757322532068
2011-10-12,1955.0239203907672
2011-10-13,1982.113249345666
2011-10-14,1973.4077049428479
2011-10-17,2014.3143453030375
2011-10-18,1954.8404969024784
2011-10-19,1976.2791389812699
2011-10-20,1925.394209324114
2011-10-21,1930.439376842869
2011-10-24,1998.8893680019246
2011-10-25,2022.0513324747176
2011-10-26,2033.1124925825743
2011-10-27,2077.810363149842
2011-10-28,2114.099270850378
2011-10-31,2097.298358804918
2011-11-01,2065.871037599632
2011-11-02,2076.4979572602356
2011-11-03,2045.6594277417453
2011-11-04,2103.314241129688
2011-11-07,2089.413758754553
2011-11-08,2080.4815934624376
2011-11-09,2090.9287672065134
2011-11-10,2008.1307999653334
2011-11-11,2031.840536684737
2011-11-14,2070.319285138086
2011-11-15,2051.3312733435955
2011-11-16,2015.5612658716086
2011-11-17,2010.44552467551
2011-11-18,1965.2108625756707
2011-11-21,1929.1645802239314
2011-11-22,1931.8588055708694
2011-11-23,1887.3419739761832
2011-11-24,1898.004973416782
2011-11-25,1871.6471992293345
2011-11-28,1909.0384767664698
2011-11-29,1938.4639884584294
2011-11-30,1924.4029508581766
2011-12-01,2018.0605484481976
2011-12-02,2018.1202082165262
2011-12-05,2016.2937420712994
2011-12-06,1993.13966052353
2011-12-07,2016.5188232785674
2011-12-08,2001.3276757066485
2011-12-09,1954.6549368906656
2011-12-12,1955.5568666220124
2011-12-13,1929.9338139751555
2011-12-14,1917.1732940595036
2011-12-15,1878.4124027710084
2011-12-16,1905.60979900377
2011-12-19,1871.0984245047582
2011-12-20,1874.3974676772832
2011-12-21,1928.7339392663093
2011-12-22,1925.8860377117808
2011-12-23,1948.7944410646328
2011-12-26,1945.0983799477424
2011-12-27,1933.891638302452
2011-12-28,1922.2152846075476
2011-12-29,1921.1731761937824
2011-12-30,1926.9923168098555
2012-01-02,1923.2280812140323
2012-01-03,1959.4199568466156
2012-01-04,1951.244339557396
2012-01-05,1950.1295580928365
2012-01-06,1935.4579799625728
2012-01-09,1948.444085404798
2012-01-10,1985.550650993978
2012-01-11,1987.265792218012
2012-01-12,1991.0126357530544
2012-01-13,2001.3906774821987
2012-01-16,1974.7163867114762
2012-01-17,2034.575335385034
2012-01-18,2036.8986703580017
2012-01-19,2062.9107783905633
2012-01-20,2078.544066992312
2012-01-23,2079.45116938091
2012-01-24,2082.31278979858
2012-01-25,2088.3560917022837
2012-01-26,2104.069816381714
2012-01-27,2113.6940841460314
2012-01-30,2088.361611128448
2012-01-31,2118.744459565436
2012-02-01,2115.1431206466846
2012-02-02,2157.413453832845
2012-02-03,2160.8966594971816
2012-02-06,2155.4603185439328
2012-02-07,2151.4624083528206
2012-02-08,2191.7421637312405
2012-02-09,2197.8463560371656
2012-02-10,2168.8604874420967
2012-02-13,2179.344522778031
2012-02-14,2172.0765094304606
2012-02-15,2208.839024944946
2012-02-16,2182.7529002197816
2012-02-17,2207.0198683734707
2012-02-20,2210.323323983066
2012-02-21,2212.5775522248264
2012-02-22,2220.5481621590966
2012-02-23,2203.170310412524
2012-02-24,2212.3226221213595
2012-02-27,2186.914987501134
2012-02-28,2212.9779380386585
2012-02-29,2240.7151395150568
2012-03-01,2221.8759114785353
2012-03-02,2236.877853313026
2012-03-05,2203.8695282178874
2012-03-06,2172.1836449419484
2012-03-07,2155.2443392159466
2012-03-08,2183.0501314274265
2012-03-09,2205.833901009666
2012-03-12,2191.348550863527
2012-03-13,2216.297476789955
2012-03-14,2218.8288486055576
2012-03-15,2208.713613365428
2012-03-16,2203.9014103138643
2012-03-19,2199.6414089871323
2012-03-20,2181.071031129144
2012-03-21,2177.8378632337876
2012-03-22,2174.7867371457605
2012-03-23,2168.216668315029
2012-03-26,2150.2347246864338
2012-03-27,2184.363107830534
2012-03-28,2168.0403805764145
2012-03-29,2143.5558817185683
2012-03-30,2161.3047582515737
2012-04-02,2168.3812363239967
2012-04-03,2190.8682137096994
2012-04-04,2171.669788071846
2012-04-05,2170.8205738891875
2012-04-06,2174.0405274854284
2012-04-09,2149.1343905189246
2012-04-10,2142.017234687367
2012-04-11,2135.305266010829
2012-04-12,2147.854118608777
2012-04-13,2172.61700405992
2012-04-16,2158.413092644419
2012-04-17,2144.8412003516673
2012-04-18,2165.358135751214
2012-04-19,2171.0095723388145
2012-04-20,2158.7454382122783
2012-04-23,2138.0105295587286
2012-04-24,2138.2303496799304
