Date,PACIFIC ex JAPAN SMALL VALUE
1998-12-31,213.86321381142403
1999-01-01,213.8680202411897
1999-01-04,214.36327301061496
1999-01-05,215.03935039008473
1999-01-06,221.9322580429928
1999-01-07,225.3904789859235
1999-01-08,228.77876562423887
1999-01-11,230.5949682099062
1999-01-12,231.73870613390704
1999-01-13,223.0331021572771
1999-01-14,222.22169135413787
1999-01-15,225.40102258512027
1999-01-18,226.22880157419917
1999-01-19,226.66214522178896
1999-01-20,227.42517663141408
1999-01-21,224.99628158617026
1999-01-22,221.5516724924676
1999-01-25,217.22743096249215
1999-01-26,218.06267367497816
1999-01-27,220.83874918609615
1999-01-28,220.39289087571717
1999-01-29,222.38479266217627
1999-02-01,223.79908897654033
1999-02-02,222.92327974474023
1999-02-03,222.970235694482
1999-02-04,225.71680522593618
1999-02-05,225.0826241554621
1999-02-08,224.55155999972038
1999-02-09,221.981754463806
1999-02-10,220.07341670169544
1999-02-11,224.50658287576093
1999-02-12,224.46276992647208
1999-02-15,225.5291022531803
1999-02-16,224.4830274438709
1999-02-17,223.1490778521637
1999-02-18,222.98802619295012
1999-02-19,227.15359965557823
1999-02-22,227.956057033793
1999-02-23,228.41443270566026
1999-02-24,227.39443242061665
1999-02-25,223.61509816371063
1999-02-26,225.55453063261655
1999-03-01,225.83600865495436
1999-03-02,225.5612867654429
1999-03-03,226.9448201831498
1999-03-04,228.85208189314827
1999-03-05,230.9659096450675
1999-03-08,231.42984933756324
1999-03-09,232.91126412971775
1999-03-10,233.49130244580556
1999-03-11,235.88631022148184
1999-03-12,235.24841901741289
1999-03-15,235.06891882994802
1999-03-16,233.68926864651604
1999-03-17,231.40607604501733
1999-03-18,232.2556137203394
1999-03-19,234.91227859126792
1999-03-22,236.8260305231586
1999-03-23,239.25245145197445
1999-03-24,237.2441114114787
1999-03-25,238.5610319001593
1999-03-26,240.89266583720735
1999-03-29,240.93464306391115
1999-03-30,239.70746603905715
1999-03-31,239.81021856272463
1999-04-01,242.23075792141873
1999-04-02,242.02253625546217
1999-04-05,244.95722443638113
1999-04-06,244.19311802826385
1999-04-07,244.21212792861948
1999-04-08,245.116744593789
1999-04-09,250.02169619689843
1999-04-12,249.6495699015115
1999-04-13,255.17983638587316
1999-04-14,258.5802322055277
1999-04-15,261.9286838429933
1999-04-16,268.1898780372918
1999-04-19,275.9868661726057
1999-04-20,272.14346366206456
1999-04-21,277.38976535288566
1999-04-22,282.45041261574494
1999-04-23,280.99408840921353
1999-04-26,281.5962638497781
1999-04-27,280.862007577662
1999-04-28,280.0043806437246
1999-04-29,281.60447133842
1999-04-30,287.69208808375043
1999-05-03,291.25116294566715
1999-05-04,297.48110062309416
1999-05-05,299.30752138671215
1999-05-06,300.23295403618374
1999-05-07,293.17400444586576
1999-05-10,291.102203093054
1999-05-11,294.3100538768539
1999-05-12,295.8414301139078
1999-05-13,294.92549520125544
1999-05-14,295.34010220609264
1999-05-17,293.2431987797076
1999-05-18,297.5311203484603
1999-05-19,294.2896341960383
1999-05-20,294.30133689950776
1999-05-21,297.0665673138195
1999-05-24,298.4954098233204
1999-05-25,294.1901407608584
1999-05-26,295.2745496689665
1999-05-27,297.26923683635096
1999-05-28,298.2780926446043
1999-05-31,298.548261462166
1999-06-01,297.2232042619737
1999-06-02,298.957277592855
1999-06-03,299.50986816047623
1999-06-04,300.8941933428727
1999-06-07,305.50849461330233
1999-06-08,304.6913120655521
1999-06-09,307.44501559710886
1999-06-10,306.4067582320796
1999-06-11,310.57874064105044
1999-06-14,313.83194506273645
1999-06-15,310.93660267708157
1999-06-16,317.30990966759
1999-06-17,321.1530023806692
1999-06-18,318.67126120161834
1999-06-21,326.4826244208656
1999-06-22,329.04294752636537
1999-06-23,334.037032649052
1999-06-24,332.7220733975785
1999-06-25,328.7622746919757
1999-06-28,331.05535053606116
1999-06-29,331.5052555214136
1999-06-30,334.716539278722
1999-07-01,342.50729739031493
1999-07-02,346.3465418636811
1999-07-05,343.30988118429815
1999-07-06,339.60691778839436
1999-07-07,335.8808214835385
1999-07-08,340.2352164251954
1999-07-09,340.01314334144547
1999-07-12,338.4749270550742
1999-07-13,333.4134454095512
1999-07-14,332.0070868544593
1999-07-15,329.7535279654105
1999-07-16,325.3263350008825
1999-07-19,324.84462920688384
1999-07-20,322.1060409608618
1999-07-21,316.25038021037426
1999-07-22,316.2729208907942
1999-07-23,315.3097512377703
1999-07-26,305.29231244452427
1999-07-27,308.26188160857544
1999-07-28,312.6947403009832
1999-07-29,312.293066452939
1999-07-30,312.94060727607757
1999-08-02,312.27313407508603
1999-08-03,313.91053409255386
1999-08-04,311.4602878775317
1999-08-05,306.8664177620666
1999-08-06,306.0770607058105
1999-08-09,306.13104632162504
1999-08-10,298.9625184463246
1999-08-11,297.56399168980244
1999-08-12,300.52844885607675
1999-08-13,299.760076640085
1999-08-16,302.83252902075435
1999-08-17,301.42132771031254
1999-08-18,306.64749431317784
1999-08-19,302.7038231242154
1999-08-20,305.15916187830555
1999-08-23,310.9308097283822
1999-08-24,311.4487283579541
1999-08-25,311.6049023266962
1999-08-26,311.063993998855
1999-08-27,310.6022487018815
1999-08-30,309.9799518217737
1999-08-31,305.8788385699237
1999-09-01,305.8682269530876
1999-09-02,302.4652231313787
1999-09-03,302.5475418280377
1999-09-06,303.7423774804227
1999-09-07,303.91293779129137
1999-09-08,303.03044672152635
1999-09-09,307.25478933228834
1999-09-10,308.91254342155935
1999-09-13,313.29706329599543
1999-09-14,311.1014868684197
1999-09-15,308.6592752183586
1999-09-16,305.7633782821899
1999-09-17,307.1492840129467
1999-09-20,304.64767173722834
1999-09-21,302.0657088796661
1999-09-22,299.5134918351321
1999-09-23,302.22156568477357
1999-09-24,298.0112257768191
1999-09-27,296.2066542949047
1999-09-28,295.47886715398715
1999-09-29,292.392150750061
1999-09-30,291.6327195389892
1999-10-01,292.84425352355146
1999-10-04,292.74678079316016
1999-10-05,296.5977454491755
1999-10-06,296.1838314007017
1999-10-07,297.2942258228872
1999-10-08,298.80489222608287
1999-10-11,298.40897976214427
1999-10-12,293.8289031819477
1999-10-13,290.1182163838417
1999-10-14,289.25792057674306
1999-10-15,282.2023973992805
1999-10-18,278.3079979598408
1999-10-19,278.8893729745711
1999-10-20,283.6040388609482
1999-10-21,283.72682640624197
1999-10-22,288.7026996369871
1999-10-25,289.03118847948946
1999-10-26,290.06954456420266
1999-10-27,288.98748301271564
1999-10-28,291.3866181717975
1999-10-29,291.15207878159
1999-11-01,294.1176475885678
1999-11-02,292.99136755604104
1999-11-03,295.3845295841925
1999-11-04,295.69924064277063
1999-11-05,297.01143889107954
1999-11-08,297.8406744167699
1999-11-09,297.6537852542628
1999-11-10,299.28451052158914
1999-11-11,302.48817422638155
1999-11-12,306.0761693383584
1999-11-15,308.42375666646427
1999-11-16,307.63804002036863
1999-11-17,305.024349640836
1999-11-18,307.53968308080005
1999-11-19,308.2515952742036
1999-11-22,305.79358400013206
1999-11-23,305.98326368035833
1999-11-24,307.72567125982533
1999-11-25,305.95026008949105
1999-11-26,309.4217931564383
1999-11-29,310.77128565897607
1999-11-30,309.8092698531479
1999-12-01,309.82853890079286
1999-12-02,310.04871006571375
1999-12-03,311.2049762481628
1999-12-06,304.8390404979988
1999-12-07,306.0562753031476
1999-12-08,307.2601635731445
1999-12-09,310.88948684008756
1999-12-10,309.99882313767694
1999-12-13,310.6090556874296
1999-12-14,310.1623836653443
1999-12-15,308.29896791082086
1999-12-16,306.26002416836985
1999-12-17,310.2484278976296
1999-12-20,309.0731779177834
1999-12-21,307.9039944600701
1999-12-22,309.8476067468035
1999-12-23,308.2269752388441
1999-12-24,311.2871322147824
1999-12-27,314.88411699544054
1999-12-28,316.9779018843437
1999-12-29,320.4978076135709
1999-12-30,324.90040520843866
1999-12-31,324.90040520843866
2000-01-03,327.48053328444286
2000-01-04,319.1991018229145
2000-01-05,307.82011121436483
2000-01-06,302.26278904606767
2000-01-07,308.1998732703013
2000-01-10,312.34250035574695
2000-01-11,308.7601199252959
2000-01-12,310.88413220327243
2000-01-13,311.7110019504339
2000-01-14,316.356080721034
2000-01-17,316.30782927780456
2000-01-18,314.67355535576445
2000-01-19,312.12018104854735
2000-01-20,313.6390819890437
2000-01-21,313.0609211513606
2000-01-24,311.6609615016924
2000-01-25,307.28329155272405
2000-01-26,309.32199109026016
2000-01-27,315.2098028781313
2000-01-28,314.0103110671912
2000-01-31,311.16697115925194
2000-02-01,312.51381211883074
2000-02-02,314.85372577991956
2000-02-03,311.56459731127813
2000-02-04,312.9980266152332
2000-02-07,314.8177763678128
2000-02-08,311.4458112953968
2000-02-09,311.4215607547272
2000-02-10,313.0742123958226
2000-02-11,311.0666723099012
2000-02-14,311.07299044814664
2000-02-15,312.9073713501453
2000-02-16,314.7280533345798
2000-02-17,316.6875480994093
2000-02-18,315.1443858425867
2000-02-21,311.70794826523377
2000-02-22,303.10196375583655
2000-02-23,306.7446065638924
2000-02-24,305.95961643492245
2000-02-25,309.16360884270637
2000-02-28,305.08838889582523
2000-02-29,308.658381683259
2000-03-01,305.14877259901067
2000-03-02,306.4169586209207
2000-03-03,306.80346334227085
2000-03-06,306.45948882440075
2000-03-07,307.100938972924
2000-03-08,308.50995253253296
2000-03-09,306.18192727593635
2000-03-10,308.68289331537693
2000-03-13,305.5908894513589
2000-03-14,304.43235081908654
2000-03-15,300.17761092888844
2000-03-16,297.636279844445
2000-03-17,300.7619095238182
2000-03-20,299.0930563786729
2000-03-21,300.215363475303
2000-03-22,302.71132112580494
2000-03-23,302.8103800934046
2000-03-24,304.8582255690509
2000-03-27,309.7226453758161
2000-03-28,311.78610978307023
2000-03-29,314.4320614627448
2000-03-30,310.2133486438685
2000-03-31,308.5584475845645
2000-04-03,306.7268751511811
2000-04-04,305.2847248995298
2000-04-05,300.33712124422334
2000-04-06,303.15508593802264
2000-04-07,304.86284717866806
2000-04-10,303.73380195403183
2000-04-11,300.7090221982286
2000-04-12,302.2872147482271
2000-04-13,300.1846978712269
2000-04-14,302.33660902781617
2000-04-17,285.6451216959885
2000-04-18,292.38106178716606
2000-04-19,297.2168603458722
2000-04-20,296.70737940429996
2000-04-21,296.60398465946855
2000-04-24,296.17048240742986
2000-04-25,300.6856040286643
2000-04-26,302.07103441618943
2000-04-27,305.7489898975649
2000-04-28,306.9075692639852
2000-05-01,306.45647689465596
2000-05-02,310.12884815525933
2000-05-03,315.07301466293427
2000-05-04,314.85093734477846
2000-05-05,316.62417151202897
2000-05-08,312.2041541833736
2000-05-09,305.3156506900272
2000-05-10,299.75442109575624
2000-05-11,300.5038051059722
2000-05-12,300.32898376270384
2000-05-15,294.035894762655
2000-05-16,301.5829035074385
2000-05-17,301.68505862809826
2000-05-18,300.1013849595091
2000-05-19,300.68848083602927
2000-05-22,294.3034776001974
2000-05-23,291.8648496309605
2000-05-24,286.02829034705417
2000-05-25,284.6991624538024
2000-05-26,276.1619109678909
2000-05-29,277.66151969753815
2000-05-30,277.23211042959963
2000-05-31,276.83419523181243
2000-06-01,277.1138354340148
2000-06-02,280.11363520032234
2000-06-05,284.97851627418515
2000-06-06,284.08599174115216
2000-06-07,285.9850814022535
2000-06-08,288.4890859377644
2000-06-09,289.5307317974761
2000-06-12,291.14140557242
2000-06-13,288.84705645042015
2000-06-14,291.9203443904599
2000-06-15,294.90822271791006
2000-06-16,295.08848199562647
2000-06-19,292.1847364381248
2000-06-20,292.93962111838334
2000-06-21,296.98807229635446
2000-06-22,297.3321912499572
2000-06-23,297.7034841692188
2000-06-26,296.6134277746476
2000-06-27,298.6065666204409
2000-06-28,299.59783709366724
2000-06-29,298.65700580582785
2000-06-30,297.7733935478606
2000-07-03,300.54757521707825
2000-07-04,301.71260029833195
2000-07-05,298.3914731053448
2000-07-06,299.52186981562005
2000-07-07,303.45709987132267
2000-07-10,305.59458841449583
2000-07-11,307.5400210899561
2000-07-12,312.7859090203714
2000-07-13,311.80202839948265
2000-07-14,309.784640717897
2000-07-17,310.2290070832447
2000-07-18,309.0655307251818
2000-07-19,310.9272094188697
2000-07-20,311.696942803294
2000-07-21,312.6284092683955
2000-07-24,311.8513645769915
2000-07-25,309.9053785516602
2000-07-26,312.12470516104383
2000-07-27,311.1106821874728
2000-07-28,313.92573188718006
2000-07-31,310.58742450023993
2000-08-01,313.56769333717796
2000-08-02,318.68606075785675
2000-08-03,321.6786680587906
2000-08-04,320.35905056583033
2000-08-07,321.45418077318413
2000-08-08,325.0759053033694
2000-08-09,324.76805164343006
2000-08-10,322.4339230124274
2000-08-11,324.1872250830151
2000-08-14,326.0264968074939
2000-08-15,326.1031633361745
