Date,FAR EAST SMALL VALUE
1998-12-31,365.8505335460286
1999-01-01,365.8529758909034
1999-01-04,361.38232834040883
1999-01-05,362.0165238770601
1999-01-06,365.5789655471892
1999-01-07,373.0620578405135
1999-01-08,374.78016117164304
1999-01-11,382.1555329596344
1999-01-12,372.5992003519596
1999-01-13,359.230122984523
1999-01-14,361.0906055059825
1999-01-15,363.5439405704536
1999-01-18,364.7866149410728
1999-01-19,367.7814876326524
1999-01-20,370.50202835756653
1999-01-21,371.80441726018483
1999-01-22,367.386503221881
1999-01-25,368.0368186967866
1999-01-26,370.71593679045077
1999-01-27,370.62820598047034
1999-01-28,369.30667138920643
1999-01-29,372.753911943771
1999-02-01,378.0467440514776
1999-02-02,383.64866775261237
1999-02-03,380.54858448708586
1999-02-04,382.0500683675955
1999-02-05,377.5254115813402
1999-02-08,375.52124831422185
1999-02-09,369.4177947976106
1999-02-10,368.95382570791253
1999-02-11,371.8149629639676
1999-02-12,372.2881921438138
1999-02-15,372.14321923172264
1999-02-16,368.6831040475103
1999-02-17,364.4566537746647
1999-02-18,361.8092674876237
1999-02-19,363.3914051782038
1999-02-22,369.2123450033387
1999-02-23,370.06526654153936
1999-02-24,369.5220914184636
1999-02-25,373.14411891169556
1999-02-26,381.0504416298664
1999-03-01,380.08448294634024
1999-03-02,376.46155828814574
1999-03-03,374.5495440334406
1999-03-04,373.14200988898375
1999-03-05,384.4277861309422
1999-03-08,383.17125161311355
1999-03-09,385.7154422941163
1999-03-10,391.73870077548116
1999-03-11,397.20281316205205
1999-03-12,397.50039784763806
1999-03-15,404.73803092514726
1999-03-16,414.7055155900155
1999-03-17,410.7063236165222
1999-03-18,408.91552520247956
1999-03-19,420.63787655681415
1999-03-22,419.47997373372067
1999-03-23,420.47061220172367
1999-03-24,417.91675417223007
1999-03-25,425.53544884770474
1999-03-26,426.6547802877256
1999-03-29,429.73220183114296
1999-03-30,425.5241969499445
1999-03-31,434.9069012056939
1999-04-01,435.2286944505418
1999-04-02,437.69962827740613
1999-04-05,445.4685825306284
1999-04-06,449.18864764590967
1999-04-07,451.9454322638312
1999-04-08,457.5774682211133
1999-04-09,463.2713842281004
1999-04-12,460.6622240158253
1999-04-13,468.4420120811428
1999-04-14,472.88847124929237
1999-04-15,477.7438845886168
1999-04-16,484.7494803160432
1999-04-19,489.2464375697177
1999-04-20,483.98969067600405
1999-04-21,477.934455103397
1999-04-22,480.50940637472655
1999-04-23,482.73861192084615
1999-04-26,489.6398374134689
1999-04-27,485.61321563407313
1999-04-28,489.79564934166854
1999-04-29,491.3170350426135
1999-04-30,494.70905236066534
1999-05-03,494.2515124604567
1999-05-04,492.8377795562593
1999-05-05,491.3411510305098
1999-05-06,497.3816300512695
1999-05-07,494.59125079373
1999-05-10,497.1671198968854
1999-05-11,498.0427405750205
1999-05-12,504.4855575264842
1999-05-13,500.60815909920734
1999-05-14,496.64800243707015
1999-05-17,486.45386304592597
1999-05-18,485.33767138768263
1999-05-19,474.75421519135335
1999-05-20,477.24200208244446
1999-05-21,481.5066543546019
1999-05-24,482.66418866882486
1999-05-25,481.57240725336027
1999-05-26,489.47610820090586
1999-05-27,491.8509488342037
1999-05-28,490.1960078125453
1999-05-31,489.1175080537692
1999-06-01,497.69425604575923
1999-06-02,505.0859143212779
1999-06-03,501.60318978653004
1999-06-04,503.92069002940934
1999-06-07,513.5570476247251
1999-06-08,512.7904890073787
1999-06-09,520.6856839570906
1999-06-10,526.3163075897169
1999-06-11,532.0847447328674
1999-06-14,529.399970624049
1999-06-15,527.4884011517319
1999-06-16,537.6017695731194
1999-06-17,545.4430988731476
1999-06-18,541.4319819496507
1999-06-21,550.3040564580692
1999-06-22,555.5547119142079
1999-06-23,556.9302285495303
1999-06-24,552.5233221570771
1999-06-25,546.2496800971734
1999-06-28,553.9311915397845
1999-06-29,559.4469834581569
1999-06-30,562.7133814463372
1999-07-01,577.8398116198464
1999-07-02,584.6187726999874
1999-07-05,586.9233284627875
1999-07-06,585.7091238207337
1999-07-07,587.0248050570129
1999-07-08,586.2311918882085
1999-07-09,584.6119577040622
1999-07-12,592.5819681197855
1999-07-13,592.9758400037232
1999-07-14,595.7642541914231
1999-07-15,594.1383260661084
1999-07-16,587.6786761870418
1999-07-19,599.18243117702
1999-07-20,587.0802864624624
1999-07-21,586.3684763261061
1999-07-22,579.4050091798168
1999-07-23,576.9156284256092
1999-07-26,567.0158624630118
1999-07-27,566.683080906281
1999-07-28,571.3940869398407
1999-07-29,572.7806670278912
1999-07-30,574.9028560457684
1999-08-02,575.8267531753552
1999-08-03,573.2192532364114
1999-08-04,569.6104154931944
1999-08-05,557.0829476574564
1999-08-06,551.5404628533745
1999-08-09,553.2346333543858
1999-08-10,553.4530739980632
1999-08-11,553.2284825340704
1999-08-12,556.665181843985
1999-08-13,559.0326992449362
1999-08-16,573.1575403186582
1999-08-17,576.7302027836689
1999-08-18,584.6433759980081
1999-08-19,581.1866226884345
1999-08-20,584.9534114568619
1999-08-23,591.3072464138947
1999-08-24,595.4442805451921
1999-08-25,602.6503547847315
1999-08-26,598.6663000633487
1999-08-27,596.2348069907891
1999-08-30,600.5287128376198
1999-08-31,597.8572613446443
1999-09-01,601.9191849252959
1999-09-02,596.3695446074439
1999-09-03,598.6416973139768
1999-09-06,604.865892326013
1999-09-07,596.5123915474371
1999-09-08,592.0123108978601
1999-09-09,608.9612376647588
1999-09-10,616.4066921790763
1999-09-13,640.3561989513147
1999-09-14,639.5494625172998
1999-09-15,646.646873651643
1999-09-16,635.8973482740248
1999-09-17,627.3276048203797
1999-09-20,628.2480176680308
1999-09-21,633.1378916693818
1999-09-22,621.0854077985655
1999-09-23,624.6154742524998
1999-09-24,607.4251307401422
1999-09-27,597.0198715832
1999-09-28,600.2486291627553
1999-09-29,588.9527737489155
1999-09-30,603.5254658582849
1999-10-01,610.2582899774511
1999-10-04,604.810391652034
1999-10-05,599.1896027497428
1999-10-06,594.8575662216737
1999-10-07,594.4989554601549
1999-10-08,597.3789480993785
1999-10-11,600.0552645965791
1999-10-12,596.0507439702001
1999-10-13,581.8978949115105
1999-10-14,580.1108255270003
1999-10-15,574.264808580629
1999-10-18,563.1153716888213
1999-10-19,562.4326859619093
1999-10-20,573.2554343534623
1999-10-21,569.7880225122107
1999-10-22,576.443947007294
1999-10-25,582.3213294255477
1999-10-26,585.8679371941234
1999-10-27,589.3472349421936
1999-10-28,583.7873209711688
1999-10-29,594.3743181266027
1999-11-01,594.0336872654008
1999-11-02,596.4364266887019
1999-11-03,593.3306757806761
1999-11-04,599.4908339291442
1999-11-05,591.0724572715385
1999-11-08,593.1542216548156
1999-11-09,595.3423847339568
1999-11-10,593.6048480847587
1999-11-11,581.4077788708942
1999-11-12,579.2210181093683
1999-11-15,570.4662842480991
1999-11-16,567.3389849361727
1999-11-17,574.3971784187794
1999-11-18,588.8832174051163
1999-11-19,591.219112740678
1999-11-22,595.834635834056
1999-11-23,600.7751738763855
1999-11-24,598.840924559214
1999-11-25,590.1898717881028
1999-11-26,604.6397375787473
1999-11-29,608.4958642988341
1999-11-30,605.3335038967887
1999-12-01,603.4454035051386
1999-12-02,601.412125435544
1999-12-03,603.1587925479581
1999-12-06,586.277454265452
1999-12-07,588.5216856307834
1999-12-08,581.6276092276444
1999-12-09,582.6403794447493
1999-12-10,588.4990811623176
1999-12-13,584.751986113902
1999-12-14,580.9070277639634
1999-12-15,576.6590341965115
1999-12-16,565.4402738790031
1999-12-17,564.1439801383824
1999-12-20,562.0914077097505
1999-12-21,562.3049448873937
1999-12-22,567.0504443091643
1999-12-23,562.200882431009
1999-12-24,564.7834745529024
1999-12-27,567.3988396236383
1999-12-28,567.6523579384674
1999-12-29,567.3249953112746
1999-12-30,570.7038381851244
1999-12-31,570.6628972220877
2000-01-03,570.5071547770692
2000-01-04,552.5815342879604
2000-01-05,543.2066245477376
2000-01-06,530.6271537900678
2000-01-07,536.0497717597549
2000-01-10,538.6994789952068
2000-01-11,539.3335207885046
2000-01-12,537.2553522960766
2000-01-13,541.6226003622654
2000-01-14,552.2204867141023
2000-01-17,571.4031180415998
2000-01-18,569.1922147147676
2000-01-19,566.4065441785265
2000-01-20,571.5760427348647
2000-01-21,570.331178020203
2000-01-24,570.5703710373094
2000-01-25,565.1906287086068
2000-01-26,570.4953955319577
2000-01-27,580.6060511533342
2000-01-28,581.1304101859016
2000-01-31,578.1536138750596
2000-02-01,576.7660255970757
2000-02-02,577.6505843196362
2000-02-03,569.2355504419992
2000-02-04,574.563579751828
2000-02-07,571.7621868655142
2000-02-08,559.6938379609111
2000-02-09,556.4469690126944
2000-02-10,560.0505805215661
2000-02-11,557.9089436344346
2000-02-14,558.0635562106271
2000-02-15,550.7870714097006
2000-02-16,546.8293386644996
2000-02-17,539.9816291793143
2000-02-18,537.6552417203922
2000-02-21,526.7442814169528
2000-02-22,514.801636724198
2000-02-23,518.1077856425413
2000-02-24,525.7341596092525
2000-02-25,539.5100668079501
2000-02-28,554.3790133323009
2000-02-29,559.1572114591208
2000-03-01,567.4206943266979
2000-03-02,568.8473818659572
2000-03-03,570.7568176505378
2000-03-06,569.0365221254436
2000-03-07,573.8571928567493
2000-03-08,571.4623241243379
2000-03-09,567.9835983737103
2000-03-10,575.5688338496695
2000-03-13,569.2792329554399
2000-03-14,570.8935266417199
2000-03-15,565.543526816265
2000-03-16,564.8577801616817
2000-03-17,573.2085559354329
2000-03-20,569.9574407940244
2000-03-21,570.9956688584
2000-03-22,577.2310851179725
2000-03-23,569.7506809251406
2000-03-24,572.1232691556768
2000-03-27,584.4524039640418
2000-03-28,591.8065827368686
2000-03-29,606.8598071740296
2000-03-30,600.1024182953405
2000-03-31,614.1076519760693
2000-04-03,604.2823900334586
2000-04-04,601.9073270364048
2000-04-05,596.2069015218965
2000-04-06,597.2519342014542
2000-04-07,597.1450132058168
2000-04-10,594.1660440789516
2000-04-11,589.2326532910538
2000-04-12,601.0824046837521
2000-04-13,599.3270104317817
2000-04-14,602.1649209974493
2000-04-17,572.177074650141
2000-04-18,582.2433143363696
2000-04-19,590.1943701439652
2000-04-20,591.2208409046917
2000-04-21,583.6407011940732
2000-04-24,588.6870050552276
2000-04-25,594.700427247481
2000-04-26,594.4204893595705
2000-04-27,599.1287551830522
2000-04-28,590.558917131607
2000-05-01,598.7279779440488
2000-05-02,603.2512379551526
2000-05-03,612.3160203950423
2000-05-04,616.8260941523185
2000-05-05,614.0025275921184
2000-05-08,615.0616499442316
