Date,EMU SMALL VALUE
1998-12-31,297.15096043903765
1999-01-01,297.06562926983753
1999-01-04,301.5491511434823
1999-01-05,301.4544914853574
1999-01-06,301.58771597903416
1999-01-07,299.9268722359878
1999-01-08,299.166611907101
1999-01-11,298.8905800742431
1999-01-12,298.07226501590645
1999-01-13,291.59689878077614
1999-01-14,293.3611908785288
1999-01-15,293.3340790269095
1999-01-18,295.6741770537438
1999-01-19,295.7463621159263
1999-01-20,294.9986940432318
1999-01-21,293.7919021549635
1999-01-22,291.53085515075514
1999-01-25,291.01675257740095
1999-01-26,292.2518659354666
1999-01-27,293.11375012962543
1999-01-28,293.17049678556486
1999-01-29,293.72603331231096
1999-02-01,294.37928339498455
1999-02-02,293.8720278535543
1999-02-03,293.99172118299845
1999-02-04,295.3236251612523
1999-02-05,295.2807589965774
1999-02-08,295.5963575174355
1999-02-09,295.03058174232166
1999-02-10,293.8014626083718
1999-02-11,295.0761200035086
1999-02-12,296.49212241564123
1999-02-15,297.12202383378303
1999-02-16,297.1199821243693
1999-02-17,296.01727726717166
1999-02-18,295.0150335353481
1999-02-19,294.93369979481685
1999-02-22,295.79668797464274
1999-02-23,296.25438291144053
1999-02-24,297.0740399097745
1999-02-25,296.9353108842948
1999-02-26,296.7579345500337
1999-03-01,298.057075331251
1999-03-02,297.39840146580633
1999-03-03,297.22674145018516
1999-03-04,295.7981378904804
1999-03-05,296.92054677511925
1999-03-08,298.2485893810293
1999-03-09,298.89248273178254
1999-03-10,298.5600160841813
1999-03-11,298.8575672998779
1999-03-12,299.4124581631055
1999-03-15,300.001072772478
1999-03-16,299.6630917212212
1999-03-17,299.5264917090257
1999-03-18,299.21294911667866
1999-03-19,300.2975253526296
1999-03-22,299.8668534346976
1999-03-23,299.33188569384987
1999-03-24,296.2323988395646
1999-03-25,297.939258136989
1999-03-26,298.153980087881
1999-03-29,298.89292532347275
1999-03-30,299.4025912326803
1999-03-31,299.77359230979
1999-04-01,299.47774846779305
1999-04-02,299.9934383719658
1999-04-05,299.57968796194086
1999-04-06,300.8929356392596
1999-04-07,301.80172604827897
1999-04-08,302.5136265827655
1999-04-09,302.61299714746286
1999-04-12,302.41662288663514
1999-04-13,303.5976707476321
1999-04-14,304.418771765091
1999-04-15,304.8741711006359
1999-04-16,305.10599959786134
1999-04-19,306.3353099594606
1999-04-20,304.8927198990434
1999-04-21,305.33738561842875
1999-04-22,305.4997063187317
1999-04-23,306.1830144998876
1999-04-26,306.51582800275327
1999-04-27,307.96660471102336
1999-04-28,308.48584954323684
1999-04-29,308.70611762425864
1999-04-30,309.99606191678606
1999-05-03,311.3227625963838
1999-05-04,312.660372080571
1999-05-05,312.5592881118324
1999-05-06,313.6430162464422
1999-05-07,313.8444276024346
1999-05-10,314.2828703640132
1999-05-11,315.50777090141383
1999-05-12,315.3709138378363
1999-05-13,315.7931710636278
1999-05-14,315.22654922209705
1999-05-17,312.6449579159405
1999-05-18,313.5235871952984
1999-05-19,313.9921415482708
1999-05-20,314.3128228390292
1999-05-21,314.26805182772944
1999-05-24,314.1954132438109
1999-05-25,313.23301845105766
1999-05-26,312.4963258681774
1999-05-27,312.7420087565375
1999-05-28,311.78668268417005
1999-05-31,312.3799200471664
1999-06-01,312.6516058829608
1999-06-02,311.8721325283583
1999-06-03,312.74985471136995
1999-06-04,313.5792242080911
1999-06-07,314.8617588607983
1999-06-08,315.1532331374816
1999-06-09,315.3307270423062
1999-06-10,315.1148076519664
1999-06-11,315.76337937851014
1999-06-14,315.5610429751565
1999-06-15,315.8607606253907
1999-06-16,316.17536276678413
1999-06-17,316.8361740068513
1999-06-18,317.44712122253264
1999-06-21,318.4362241940613
1999-06-22,317.927653893765
1999-06-23,317.4411592357041
1999-06-24,317.37799976829217
1999-06-25,317.17669372274776
1999-06-28,317.5290250961163
1999-06-29,317.8192495138136
1999-06-30,318.36179805992555
1999-07-01,319.4529106262414
1999-07-02,319.5602300477411
1999-07-05,321.7763665972517
1999-07-06,321.91997479764905
1999-07-07,321.75334067101466
1999-07-08,321.4256796200587
1999-07-09,321.86177759520194
1999-07-12,322.11158240505176
1999-07-13,321.2000550843506
1999-07-14,321.51311266882686
1999-07-15,321.4049225533505
1999-07-16,321.6642735735348
1999-07-19,322.1809155919362
1999-07-20,320.92388438163465
1999-07-21,319.0358513684027
1999-07-22,317.8171494048659
1999-07-23,317.83435222649194
1999-07-26,316.80376755198915
1999-07-27,315.88862462320367
1999-07-28,316.694012982706
1999-07-29,315.0378245847395
1999-07-30,315.4030985130177
1999-08-02,313.9501309749382
1999-08-03,314.342638928623
1999-08-04,314.7570629822667
1999-08-05,313.7485281726793
1999-08-06,314.48152782926644
1999-08-09,316.0833792382754
1999-08-10,315.13686967285736
1999-08-11,315.479632155446
1999-08-12,317.2792318058768
1999-08-13,318.8877691393106
1999-08-16,319.8118362404096
1999-08-17,320.3584327033845
1999-08-18,320.59186530027876
1999-08-19,320.1972988578533
1999-08-20,321.8503377478708
1999-08-23,323.9127053499742
1999-08-24,323.62079737262735
1999-08-25,324.99098298015224
1999-08-26,326.2146194645092
1999-08-27,327.09162779156753
1999-08-30,328.8779381872411
1999-08-31,328.4367912456473
1999-09-01,330.2759677314817
1999-09-02,329.12348220772793
1999-09-03,330.52861774720856
1999-09-06,333.1232823226847
1999-09-07,334.1186770060473
1999-09-08,333.7973740002378
1999-09-09,334.6412815349964
1999-09-10,336.10884293640765
1999-09-13,337.4760277539986
1999-09-14,338.0800046986099
1999-09-15,338.6005088381334
1999-09-16,338.903414003107
1999-09-17,339.37095554818404
1999-09-20,338.43815945246166
1999-09-21,335.5450607823563
1999-09-22,334.34507398736133
1999-09-23,332.9295703551945
1999-09-24,329.2234511330581
1999-09-27,327.5387801447134
1999-09-28,328.371493508493
1999-09-29,327.9786944247263
1999-09-30,328.9522779811263
1999-10-01,328.87603775242974
1999-10-04,329.85296616311643
1999-10-05,331.7254145910459
1999-10-06,332.82968728501817
1999-10-07,334.59859848729786
1999-10-08,334.3621357281172
1999-10-11,335.7463613961593
1999-10-12,336.4691956037885
1999-10-13,334.5243613645572
1999-10-14,332.6602734980368
1999-10-15,330.2403509764772
1999-10-18,325.4358837296341
1999-10-19,326.7614356962494
1999-10-20,329.04821479357076
1999-10-21,329.0950743708668
1999-10-22,328.5182865131586
1999-10-25,328.7068356900104
1999-10-26,327.9657278740211
1999-10-27,326.41439336372537
1999-10-28,327.01911268707823
1999-10-29,328.3504364238846
1999-11-01,329.3147709308078
1999-11-02,329.20746832084427
1999-11-03,328.5144714449563
1999-11-04,329.0326968149123
1999-11-05,329.48282174364294
1999-11-08,331.25624094201453
1999-11-09,331.30391743440333
1999-11-10,331.1773673736633
1999-11-11,330.6743653127091
1999-11-12,331.5773793640486
1999-11-15,331.7477026856702
1999-11-16,331.2067887178867
1999-11-17,332.2549046895231
1999-11-18,331.7441667045912
