Date,NORTH AMERICA SMALL VALUE
1998-12-31,419.2896779260068
1999-01-01,419.2896779260068
1999-01-04,418.50800110693245
1999-01-05,419.26857416808645
1999-01-06,425.6343248593027
1999-01-07,426.8332038304258
1999-01-08,433.7203431165596
1999-01-11,435.55563039614293
1999-01-12,429.7003519052926
1999-01-13,420.157366927931
1999-01-14,416.2918460741566
1999-01-15,425.0239873608954
1999-01-18,424.73228044743047
1999-01-19,425.8737721665247
1999-01-20,426.2748336235135
1999-01-21,421.7969872125566
1999-01-22,421.12696452546777
1999-01-25,422.3265885787188
1999-01-26,422.97388181432234
1999-01-27,421.2251057022208
1999-01-28,425.5336270093754
1999-01-29,429.447363576644
1999-02-01,430.2523078395135
1999-02-02,425.57852579227745
1999-02-03,426.9921452754809
1999-02-04,425.01953646093006
1999-02-05,421.94913127397797
1999-02-08,422.86361252151613
1999-02-09,416.46008753614007
1999-02-10,410.7303495467268
1999-02-11,415.0291157236057
1999-02-12,409.30301813611254
1999-02-15,410.77935496748677
1999-02-16,411.30391495631636
1999-02-17,404.80248668478237
1999-02-18,407.0969983202157
1999-02-19,412.2750235648427
1999-02-22,418.26594848793536
1999-02-23,420.5111975555168
1999-02-24,417.6794275030373
1999-02-25,412.2240969552478
1999-02-26,415.1814182444683
1999-03-01,418.4967062461048
1999-03-02,418.0984653939789
1999-03-03,416.81872493705305
1999-03-04,421.78518123013924
1999-03-05,423.69192571660216
1999-03-08,421.48622784779036
1999-03-09,420.5672176835468
1999-03-10,419.7682088919438
1999-03-11,424.90176440549345
1999-03-12,420.1059481876864
1999-03-15,421.37938946120624
1999-03-16,421.1956325558855
1999-03-17,416.95521679418044
1999-03-18,418.40329237503875
1999-03-19,418.62029146538833
1999-03-22,417.417279448344
1999-03-23,410.6464062357995
1999-03-24,410.39476782654634
1999-03-25,417.4165711111427
1999-03-26,423.7142659409374
1999-03-29,428.59033598006357
1999-03-30,424.8380450027518
1999-03-31,421.7163429066524
1999-04-01,422.3395171440541
1999-04-02,423.40463089852597
1999-04-05,426.4845713078883
1999-04-06,422.8429265950948
1999-04-07,418.9824554312922
1999-04-08,419.16093963396156
1999-04-09,426.4169219491587
1999-04-12,428.91503585334675
1999-04-13,433.4846174248995
1999-04-14,436.721764424583
1999-04-15,443.71129030581767
1999-04-16,451.9438351257845
1999-04-19,454.9429293326392
1999-04-20,452.7227127820034
1999-04-21,461.37922284603786
1999-04-22,463.20119573289674
1999-04-23,463.91103284491317
1999-04-26,465.1470442632971
1999-04-27,463.7962837513599
1999-04-28,467.5822840780426
1999-04-29,471.327043623713
1999-04-30,471.37640183812726
1999-05-03,474.90828441910503
1999-05-04,472.7863991556485
1999-05-05,470.32170224245317
1999-05-06,466.4487933803057
1999-05-07,467.3777379342974
1999-05-10,471.3641200858698
1999-05-11,477.926356001105
1999-05-12,480.2807887208428
1999-05-13,484.83416962717706
1999-05-14,475.60822847978704
1999-05-17,473.8110466427069
1999-05-18,474.14335754770445
1999-05-19,476.88993980233215
1999-05-20,481.8331761618649
1999-05-21,487.4920082868287
1999-05-24,481.04548104001327
1999-05-25,475.2771225608022
1999-05-26,480.35435709716563
1999-05-27,479.13608943043755
1999-05-28,484.3395870908717
1999-05-31,485.6675071212629
1999-06-01,483.8124110547629
1999-06-02,487.6573702372332
1999-06-03,488.70837036407414
1999-06-04,494.35615653435104
1999-06-07,497.2490734057948
1999-06-08,489.11108352561183
1999-06-09,489.3933581429243
1999-06-10,484.6763154829813
1999-06-11,482.0637711511737
1999-06-14,482.3378705607548
1999-06-15,484.9174276820743
1999-06-16,493.9856918578919
1999-06-17,495.5205611139677
1999-06-18,493.2003699616743
1999-06-21,498.95705101570024
1999-06-22,498.6056048021711
1999-06-23,497.84887532227776
1999-06-24,493.7006342972006
1999-06-25,489.1999191072307
1999-06-28,498.5152793450989
1999-06-29,502.98171561918014
1999-06-30,510.83842331586266
1999-07-01,513.4372903798287
1999-07-02,516.347942376936
1999-07-05,516.078564933627
1999-07-06,514.4725457548192
1999-07-07,513.0795412808393
1999-07-08,516.6793725441986
1999-07-09,519.0662098972485
1999-07-12,522.7361753358471
1999-07-13,519.6237467065399
1999-07-14,519.9225883691104
1999-07-15,521.9731450956674
1999-07-16,523.1258449710253
1999-07-19,522.6219817465753
1999-07-20,505.3786559643126
1999-07-21,501.61466385494293
