Date,WORLD ex AUSTRALIA SMALL VALUE
1998-12-31,371.41215859384374
1999-01-01,371.3947590246891
1999-01-04,371.5647522553419
1999-01-05,372.26325562693245
1999-01-06,376.65233242186247
1999-01-07,378.05046429071723
1999-01-08,382.0495001367375
1999-01-11,384.3014250560879
1999-01-12,379.6092988625364
1999-01-13,370.6522084536111
1999-01-14,369.4985393502939
1999-01-15,373.97643302134287
1999-01-18,374.7387260686065
1999-01-19,375.85763641690795
1999-01-20,376.0532280501699
1999-01-21,373.66209581132716
1999-01-22,371.9150646659168
1999-01-25,372.592065469713
1999-01-26,373.64407866317333
1999-01-27,373.3278526326598
1999-01-28,375.6580229040996
1999-01-29,378.6722252272447
1999-02-01,380.7642032696764
1999-02-02,379.75203875445953
1999-02-03,380.0539854640201
1999-02-04,380.1740011742731
1999-02-05,378.2418963895271
1999-02-08,378.6981160383357
1999-02-09,374.3384117918935
1999-02-10,370.7750502475909
1999-02-11,373.8375516524626
1999-02-12,371.85899932659527
1999-02-15,372.84757605396743
1999-02-16,372.8479684622208
1999-02-17,368.5169714310864
1999-02-18,368.80236926533235
1999-02-19,371.8919933740889
1999-02-22,376.1047884580234
1999-02-23,377.45623946288504
1999-02-24,376.1970206955707
1999-02-25,373.7798393496865
1999-02-26,376.6335698708043
1999-03-01,378.6516457500897
1999-03-02,378.1505415240085
1999-03-03,377.59006703064364
1999-03-04,379.72059416661307
1999-03-05,382.8800886394378
1999-03-08,381.9654140799742
1999-03-09,382.1913091024474
1999-03-10,382.97156076672644
1999-03-11,387.45046566759515
1999-03-12,385.522910932825
1999-03-15,386.90873292064043
1999-03-16,388.47379771843816
1999-03-17,385.4666226051416
1999-03-18,385.885411717568
1999-03-19,388.4921821482076
1999-03-22,387.7324954167715
1999-03-23,384.5763965967626
1999-03-24,383.2504319791976
1999-03-25,388.04074241098726
1999-03-26,391.56538959328844
1999-03-29,394.7272689241159
1999-03-30,392.10492629973703
1999-03-31,392.0386977697277
1999-04-01,392.0393477415716
1999-04-02,393.07130022525274
1999-04-05,395.764656345814
1999-04-06,394.57264843468613
1999-04-07,393.6053186754457
1999-04-08,395.0547969029446
1999-04-09,399.78941943893767
1999-04-12,400.5579287058919
1999-04-13,404.5934897077208
1999-04-14,407.38836340074573
1999-04-15,412.04348927242796
1999-04-16,418.00441051892597
1999-04-19,421.43639244805746
1999-04-20,418.86481606160476
1999-04-21,422.40646413042816
1999-04-22,424.26387531414576
1999-04-23,425.36715733075914
1999-04-26,427.2598386997635
1999-04-27,426.3895658393373
1999-04-28,429.0470211623625
1999-04-29,431.2765465962402
1999-04-30,432.5060944780534
1999-05-03,434.6196557402082
1999-05-04,434.40088108477903
1999-05-05,432.60102800236535
1999-05-06,431.8765835182273
1999-05-07,431.7050892541559
1999-05-10,434.06830074894583
