Date,EAFE SMALL VALUE
1998-12-31,298.3209995359128
1999-01-01,298.29196708153046
1999-01-04,299.231068791081
1999-01-05,299.8648933021811
1999-01-06,302.411008912485
1999-01-07,304.01616915581064
1999-01-08,305.31874874595104
1999-01-11,307.7993541600744
1999-01-12,304.7120031983318
1999-01-13,296.9196017510252
1999-01-14,298.12426949578696
1999-01-15,298.8119999610855
1999-01-18,300.40040355740103
1999-01-19,301.498171928971
1999-01-20,301.5906689035307
1999-01-21,301.09338556728767
1999-01-22,298.55761698955894
1999-01-25,298.6451352036717
1999-01-26,299.8432954358058
1999-01-27,300.81292235839186
1999-01-28,301.3146295668085
1999-01-29,303.41379783881
1999-02-01,306.43499778392624
1999-02-02,308.4644988470181
1999-02-03,307.974825089006
1999-02-04,309.95824679584564
1999-02-05,309.2408431687332
1999-02-08,309.3093137869434
1999-02-09,307.01397590602056
1999-02-10,305.4287117008004
1999-02-11,307.26010161156427
1999-02-12,308.5328526994122
1999-02-15,308.98946666764965
1999-02-16,308.4289401943659
1999-02-17,306.26829186846265
1999-02-18,305.0313198038474
1999-02-19,306.34537618912844
1999-02-22,308.75089553175974
1999-02-23,309.2962602974544
1999-02-24,309.2835082342572
1999-02-25,309.2041454784125
1999-02-26,311.6159742459275
1999-03-01,312.29675024595355
1999-03-02,311.85397643145825
1999-03-03,312.1022958576811
1999-03-04,311.77240229337485
1999-03-05,315.65212235586915
1999-03-08,316.01698231230336
1999-03-09,317.2248712098843
1999-03-10,319.05011531307565
1999-03-11,322.58282378380864
1999-03-12,323.140204570741
1999-03-15,324.37484140289513
1999-03-16,326.97977344767963
1999-03-17,325.19735892490166
1999-03-18,324.8478445189781
1999-03-19,329.11745445430904
1999-03-22,328.90580468433325
1999-03-23,329.1330284912963
1999-03-24,327.03012582971184
1999-03-25,329.4372099961201
1999-03-26,330.5031673246912
1999-03-29,331.970221152209
1999-03-30,330.38777755811674
1999-03-31,332.68228201900894
1999-04-01,332.286252176809
1999-04-02,333.1195551817573
1999-04-05,335.2132285989637
1999-04-06,336.0318568109009
1999-04-07,337.38788921907815
1999-04-08,339.5989730377624
1999-04-09,341.96785082758066
1999-04-12,341.2117321957245
1999-04-13,344.4836246883559
1999-04-14,346.6805066661613
1999-04-15,348.9446880973001
1999-04-16,352.69659090138504
1999-04-19,356.39746050481995
1999-04-20,353.6777009837061
1999-04-21,352.7015125682034
1999-04-22,354.5448896948094
1999-04-23,355.73716188163274
1999-04-26,357.90261698170286
1999-04-27,357.45137182067526
1999-04-28,358.88062174766225
1999-04-29,359.8034820833098
1999-04-30,361.95921456301915
1999-05-03,362.6849996447149
1999-05-04,364.018205955711
1999-05-05,362.8252687311575
1999-05-06,364.81380687756183
1999-05-07,363.6502464565048
1999-05-10,364.34564696362503
1999-05-11,365.3813034709406
1999-05-12,366.86735967293595
1999-05-13,366.59655380006484
1999-05-14,364.7911636345476
1999-05-17,360.43204755311734
1999-05-18,360.7577315176593
1999-05-19,358.02537090985606
1999-05-20,359.06484442672564
1999-05-21,360.55565560396246
1999-05-24,360.4463899716355
1999-05-25,358.7659257989533
1999-05-26,361.07868516344763
1999-05-27,361.9267655424974
1999-05-28,361.2790663683617
1999-05-31,361.64343251681
1999-06-01,363.73581796171726
1999-06-02,366.2473720073385
1999-06-03,365.84077870978143
1999-06-04,367.7473020562935
1999-06-07,371.11429306817774
1999-06-08,370.36391277675193
1999-06-09,372.54739546725904
1999-06-10,373.72024186666266
1999-06-11,376.0884879037271
1999-06-14,376.03823901048946
1999-06-15,375.06533883423754
1999-06-16,379.09188041488426
1999-06-17,381.79101329423366
1999-06-18,380.5709837256029
1999-06-21,384.02731113147183
1999-06-22,385.286119574497
1999-06-23,384.89023187207806
1999-06-24,383.0651780141654
1999-06-25,380.40793545694515
1999-06-28,383.1619891813391
1999-06-29,384.7018141163338
1999-06-30,385.95477213896385
1999-07-01,391.4741851337258
1999-07-02,394.03555715731414
1999-07-05,396.0023349205146
1999-07-06,395.4779772707481
1999-07-07,395.5425854355338
1999-07-08,395.9637015000561
1999-07-09,395.6322148119547
1999-07-12,398.8105311758065
1999-07-13,397.83623332812317
1999-07-14,399.06813770977385
1999-07-15,398.9890404075781
1999-07-16,397.51337061631904
1999-07-19,400.98142690622603
1999-07-20,395.3993656088778
1999-07-21,392.9730349129901
1999-07-22,391.1632846843408
1999-07-23,390.44806569735283
1999-07-26,386.0336885546561
1999-07-27,385.6830297912206
1999-07-28,387.5605894934801
1999-07-29,387.3384584626316
1999-07-30,388.5946188012955
1999-08-02,388.1959740392588
1999-08-03,388.0035147240117
1999-08-04,386.9311340173856
1999-08-05,382.3709169246576
1999-08-06,381.3778927390608
1999-08-09,382.5889586140699
1999-08-10,381.8909310068564
1999-08-11,382.49747437561973
1999-08-12,385.03881620598827
1999-08-13,387.05034829424545
1999-08-16,391.4980597725033
1999-08-17,392.987915886098
1999-08-18,395.34845918843405
1999-08-19,393.74888733156456
1999-08-20,395.3951875515574
1999-08-23,398.464237328487
1999-08-24,399.2356157848967
1999-08-25,401.87311025190024
1999-08-26,401.513754680856
1999-08-27,401.02936684826665
1999-08-30,402.8008600148263
1999-08-31,401.88456842073447
1999-09-01,403.7976313985305
1999-09-02,401.05156359097003
1999-09-03,403.05245012779073
1999-09-06,406.43926921330126
1999-09-07,405.1418602339497
1999-09-08,403.99281848292344
1999-09-09,409.3954481965156
1999-09-10,412.1054470067133
1999-09-13,418.69918463335534
1999-09-14,417.3436258102738
1999-09-15,418.6406769871058
1999-09-16,415.02930424710075
1999-09-17,413.2019902353516
1999-09-20,413.1879937928174
1999-09-21,412.69718266347866
1999-09-22,408.36116852883106
1999-09-23,409.6930060034871
1999-09-24,402.48477556235684
1999-09-27,399.6865738242774
1999-09-28,400.3250749551364
1999-09-29,395.7227179159137
1999-09-30,399.58378715062116
1999-10-01,401.5523769430621
1999-10-04,400.5840244859085
1999-10-05,400.1526820734693
1999-10-06,399.32783059955136
1999-10-07,399.81254809787174
1999-10-08,401.1327469652696
1999-10-11,402.27441511466714
1999-10-12,400.3426847592044
1999-10-13,394.8696777274209
1999-10-14,393.27202143234155
1999-10-15,389.20439298305047
1999-10-18,383.3606228362656
1999-10-19,384.5991989318002
1999-10-20,388.5401541965082
1999-10-21,387.12471397217996
1999-10-22,389.28623580517814
1999-10-25,391.07450623608025
1999-10-26,391.9818068848396
1999-10-27,392.38124605493675
1999-10-28,391.4635595249174
1999-10-29,394.89131911289843
1999-11-01,395.7955180064484
1999-11-02,396.70018820142997
1999-11-03,396.16654625651597
1999-11-04,398.10084476709335
1999-11-05,396.2436171693694
1999-11-08,397.7464502061727
1999-11-09,398.46769026616516
1999-11-10,398.0321803656062
1999-11-11,395.4104267199892
1999-11-12,396.2070312947497
1999-11-15,395.1246453908846
1999-11-16,394.31201521274113
1999-11-17,396.4795794333143
1999-11-18,400.62714125460553
1999-11-19,401.6006374901254
1999-11-22,402.8239546779328
1999-11-23,404.2413335689129
1999-11-24,403.6344782892366
1999-11-25,402.1878222896543
1999-11-26,406.8319158675621
1999-11-29,408.58440365774726
1999-11-30,407.1096788249621
1999-12-01,406.6798399758249
1999-12-02,407.3142137969094
1999-12-03,409.1873202364114
1999-12-06,404.2866151543775
1999-12-07,404.4740307954421
1999-12-08,402.4782331182688
1999-12-09,403.2705169373201
1999-12-10,404.53199760565263
1999-12-13,405.04369655806687
1999-12-14,404.1784902458332
1999-12-15,401.7926920427403
1999-12-16,398.7459993030142
1999-12-17,400.21637308625446
1999-12-20,399.44496314674205
1999-12-21,399.08706166804825
1999-12-22,401.1746832089237
1999-12-23,400.17361142411806
1999-12-24,401.238122146384
1999-12-27,403.56607876205595
1999-12-28,404.7469056325952
1999-12-29,406.8017104213779
1999-12-30,410.057724572042
1999-12-31,410.06262240908654
2000-01-03,410.5068789559613
2000-01-04,402.20655141433866
2000-01-05,396.33968143386625
2000-01-06,394.44904442522
2000-01-07,399.0516722596636
2000-01-10,402.0827626455337
