Date,EUROPE ex SWITZERLAND SMALL VALUE
2007-05-31,1000.0
2007-06-01,1006.632142484626
2007-06-04,1003.6367620664046
2007-06-05,999.0167638405667
2007-06-06,980.8521988333711
2007-06-07,964.1761171258516
2007-06-08,961.0167207261063
2007-06-11,971.6111895156087
2007-06-12,966.4222468453881
2007-06-13,966.0352864736404
2007-06-14,978.6136972095162
2007-06-15,988.0651964536371
2007-06-18,986.1931589921551
2007-06-19,983.7422201091528
2007-06-20,985.1063214591518
2007-06-21,974.3614857768114
2007-06-22,973.2776594350782
2007-06-25,968.6989866139756
2007-06-26,964.8151735427548
2007-06-27,958.4696502357399
2007-06-28,969.8790322752438
2007-06-29,972.2617411126137
2007-07-02,970.4912122969131
2007-07-03,980.8245663214219
2007-07-04,986.7151135806894
2007-07-05,984.159999859099
2007-07-06,985.8963654673398
2007-07-09,989.3405861816701
2007-07-10,983.044865449765
2007-07-11,979.8291392625016
2007-07-12,988.4170362540336
2007-07-13,993.4491441537698
2007-07-16,994.1935015383274
2007-07-17,990.7296745941438
2007-07-18,983.6807220677761
2007-07-19,990.8691408187955
2007-07-20,986.5450832552195
2007-07-23,987.1154925792849
2007-07-24,973.0336079771141
2007-07-25,962.7488094809395
2007-07-26,936.9694825991543
2007-07-27,929.3565013788037
2007-07-30,930.4078060281984
2007-07-31,947.6262556069086
2007-08-01,931.5506796273515
2007-08-02,936.1458675317871
2007-08-03,927.6813209739344
2007-08-06,911.028394543065
2007-08-07,920.5199087008126
2007-08-08,933.5250723035144
2007-08-09,914.4503528518869
2007-08-10,890.4968168279685
2007-08-13,908.3838808970005
2007-08-14,899.1782847653659
2007-08-15,891.7634909722025
2007-08-16,859.4723489753435
2007-08-17,867.9961029544298
2007-08-20,875.9619111980405
2007-08-21,871.8094995514575
2007-08-22,891.9591649398826
2007-08-23,897.591074621116
2007-08-24,899.6394834315794
2007-08-27,902.407076810923
2007-08-28,887.5617288159652
2007-08-29,895.2345328376947
2007-08-30,906.5683844839202
2007-08-31,920.3399030882672
2007-09-03,924.5958468608652
2007-09-04,931.2961601322653
2007-09-05,916.8356014120394
2007-09-06,916.3011162423052
2007-09-07,898.9448984600212
2007-09-10,887.6909392577243
2007-09-11,900.7202627972581
2007-09-12,899.7458674732336
2007-09-13,897.3122077036556
2007-09-14,884.2601855299855
2007-09-17,865.312976776261
2007-09-18,871.5114803025588
2007-09-19,891.2345885783685
