Date,PACIFIC SMALL VALUE
1998-12-31,333.64122440198605
1999-01-01,333.6431289486921
1999-01-04,330.2574059018213
1999-01-05,331.2083479160074
1999-01-06,335.11052486400104
1999-01-07,341.7886267712028
1999-01-08,343.55488923506294
1999-01-11,350.0129543218437
1999-01-12,342.6565146559006
1999-01-13,330.47329664500194
1999-01-14,332.09558136007655
1999-01-15,334.63880889558664
1999-01-18,335.9022527782138
1999-01-19,338.7207255220471
1999-01-20,341.2354610620757
1999-01-21,342.0045167445321
1999-01-22,337.94270742242804
1999-01-25,338.14674128432495
1999-01-26,340.08360165753584
1999-01-27,340.3851956484078
1999-01-28,339.549522408735
1999-01-29,342.9324384957587
1999-02-01,347.76918916886797
1999-02-02,352.1289905242388
1999-02-03,350.20521131453324
1999-02-04,352.12146901342146
1999-02-05,348.8007018032982
1999-02-08,347.5003448793153
1999-02-09,342.2043069227637
1999-02-10,340.96964316131715
1999-02-11,343.755348768151
1999-02-12,344.19965871311
1999-02-15,344.047027575394
1999-02-16,340.78275210073883
1999-02-17,337.11242416616386
1999-02-18,335.37095710505946
1999-02-19,337.724223794911
1999-02-22,342.82186107109027
1999-02-23,343.6853862049849
1999-02-24,342.608228494334
1999-02-25,344.0405537786513
1999-02-26,350.21826367332557
1999-03-01,349.30594352690844
1999-03-02,346.7571062374074
1999-03-03,345.8216097217916
1999-03-04,344.89591828988034
1999-03-05,354.218491599098
1999-03-08,353.70176293711944
1999-03-09,356.0700642836603
1999-03-10,360.3967950207081
1999-03-11,365.13626151701527
1999-03-12,365.2254228070569
1999-03-15,370.70971807047215
1999-03-16,378.12183143960215
1999-03-17,374.44388128796135
1999-03-18,373.433502245735
1999-03-19,382.96335638946425
1999-03-22,382.3312860228132
1999-03-23,383.64140385153996
1999-03-24,381.269842685519
1999-03-25,387.2576084211484
1999-03-26,388.75344464956163
1999-03-29,391.37796935476604
1999-03-30,387.44377124024186
1999-03-31,394.5971648755849
1999-04-01,395.193215929663
1999-04-02,396.98114742208895
1999-04-05,403.28156934333947
1999-04-06,405.8816763938054
1999-04-07,407.67746801608973
1999-04-08,411.93152298983597
1999-04-09,417.3137823005061
1999-04-12,415.20523289760473
1999-04-13,421.98922827488616
1999-04-14,425.8024380537852
1999-04-15,429.81374778633904
1999-04-16,436.5746193892222
1999-04-19,441.40469760146016
1999-04-20,436.61444650922044
1999-04-21,432.0340922380829
1999-04-22,434.7396240033221
1999-04-23,436.2974583594078
1999-04-26,441.58319736827997
1999-04-27,438.13551907951336
1999-04-28,441.4542007896756
1999-04-29,443.4865328381392
1999-04-30,446.55498709419754
1999-05-03,446.26673813263636
1999-05-04,445.185815736664
1999-05-05,443.40793152869827
1999-05-06,448.557533031112
1999-05-07,445.83560725263544
1999-05-10,447.6307838330877
1999-05-11,448.6320557872315
1999-05-12,453.53731875355044
1999-05-13,450.75596929150714
1999-05-14,447.78989535299644
1999-05-17,439.1469433641631
1999-05-18,439.23249369313027
1999-05-19,430.1685381628158
1999-05-20,431.82474431452505
1999-05-21,435.3220327925458
1999-05-24,436.1199983762961
1999-05-25,434.59978937543514
1999-05-26,440.47709037547986
1999-05-27,442.24556526471065
1999-05-28,441.13616643617155
1999-05-31,439.98009140372795
1999-06-01,445.7879472714231
1999-06-02,451.7135196614598
1999-06-03,449.4411444750462
1999-06-04,451.9703622218097
1999-06-07,460.0865697664082
1999-06-08,459.2011034154042
1999-06-09,465.6701888724647
1999-06-10,469.74730268756684
1999-06-11,474.52600500761633
1999-06-14,472.60121039029076
1999-06-15,470.57088231060357
1999-06-16,479.16992819344847
1999-06-17,485.6632013087985
1999-06-18,481.8124293161831
1999-06-21,488.9026823642152
1999-06-22,493.47851263028974
1999-06-23,494.9728320140139
1999-06-24,491.09243466677975
1999-06-25,485.58498369807364
1999-06-28,491.9276856919507
1999-06-29,495.9440515256694
1999-06-30,499.3626117396718
1999-07-01,512.353850714518
1999-07-02,518.4061902032959
1999-07-05,520.142070814584
1999-07-06,519.3471557487508
1999-07-07,520.0387343321368
1999-07-08,520.0284085323459
1999-07-09,518.6634432849812
1999-07-12,525.1915389446436
1999-07-13,525.0349470102914
1999-07-14,527.2778792165487
1999-07-15,526.0126127360173
1999-07-16,520.7140151394093
1999-07-19,529.6370515111588
1999-07-20,518.9658943063672
1999-07-21,517.3879949040146
1999-07-22,512.1625534830247
1999-07-23,510.82792101618026
1999-07-26,501.54011133047993
1999-07-27,501.14066879744706
1999-07-28,505.05703863080623
1999-07-29,505.9138470215493
1999-07-30,507.5893284191513
1999-08-02,507.80795950228423
1999-08-03,506.5854901224017
1999-08-04,503.44430136060157
1999-08-05,493.3822672649839
1999-08-06,488.8320411950391
1999-08-09,490.3028629740602
1999-08-10,489.9388883135005
1999-08-11,489.69290249827463
1999-08-12,492.838339767297
1999-08-13,495.0881815725224
1999-08-16,506.5584535650019
1999-08-17,509.15746942324944
1999-08-18,515.7283877827728
1999-08-19,511.38073629892784
1999-08-20,514.2609535236677
1999-08-23,519.8409873847479
1999-08-24,523.2940046819515
1999-08-25,528.6844560126344
1999-08-26,525.7575230709577
1999-08-27,523.6462715312776
1999-08-30,526.7756912641336
1999-08-31,524.3630629874837
1999-09-01,527.7614791272629
1999-09-02,523.2146165252404
1999-09-03,525.1956076776247
1999-09-06,530.3112434013318
1999-09-07,524.3305637749013
1999-09-08,520.8725519838632
1999-09-09,534.8604122906446
1999-09-10,540.8783372186302
1999-09-13,560.5537863984285
1999-09-14,559.2685049273006
1999-09-15,564.1020414419352
1999-09-16,555.123248470918
1999-09-17,548.4615508381651
1999-09-20,548.6324966391477
1999-09-21,552.4006950275043
1999-09-22,543.0257657270844
1999-09-23,546.3189697392321
1999-09-24,532.4244150586371
1999-09-27,524.5376294534104
1999-09-28,526.7159953980826
1999-09-29,517.2597827183489
1999-09-30,528.0308548047974
1999-10-01,533.8219013812896
1999-10-04,529.6391252841098
1999-10-05,525.779671585061
1999-10-06,521.8531570092596
1999-10-07,521.3824453153344
1999-10-08,523.9179404768157
1999-10-11,525.9248904596396
1999-10-12,522.244527283236
1999-10-13,510.7816418098974
1999-10-14,508.9950227380758
1999-10-15,503.33390048373394
1999-10-18,493.77912593219514
1999-10-19,493.7265073751295
1999-10-20,502.83449721935995
1999-10-21,499.9770323569291
1999-10-22,506.16077373838704
1999-10-25,510.61926835196755
1999-10-26,513.6300383652334
1999-10-27,515.8526798169878
1999-10-28,512.0883831781548
1999-10-29,519.6708033782807
1999-11-01,519.991933112445
1999-11-02,522.0456373990185
1999-11-03,519.8694688722403
1999-11-04,524.3479974820965
1999-11-05,518.0748470285187
1999-11-08,519.8271627603821
1999-11-09,521.2469824993732
1999-11-10,520.0553823363832
1999-11-11,511.6896076165829
1999-11-12,510.7582163607499
1999-11-15,504.0423990863597
1999-11-16,500.96506164306726
1999-11-17,506.33632239965107
1999-11-18,517.8977452183307
1999-11-19,519.6676448366651
1999-11-22,522.8916788174946
1999-11-23,526.8066119142247
1999-11-24,525.5231496962825
1999-11-25,519.0440849023266
1999-11-26,530.7975787787541
1999-11-29,534.270077233943
1999-11-30,531.635753313803
1999-12-01,530.1599176485356
1999-12-02,528.499182702214
1999-12-03,529.6674109907925
1999-12-06,515.1484715920841
1999-12-07,517.2235816136848
1999-12-08,512.1851167579141
1999-12-09,513.6170286034579
1999-12-10,517.5007051777093
1999-12-13,514.68138485604
1999-12-14,511.98627123719416
1999-12-15,508.77425355102946
1999-12-16,500.2108912100459
1999-12-17,499.9473898889849
1999-12-20,498.2782367422475
1999-12-21,498.8078500146968
1999-12-22,502.7465007778429
1999-12-23,498.37152489130875
1999-12-24,500.6919503704124
1999-12-27,502.8977486328648
1999-12-28,503.4585236035071
1999-12-29,504.03108914435467
1999-12-30,507.5900245003801
1999-12-31,507.55836240994375
2000-01-03,507.12884824347356
2000-01-04,491.28115494700324
2000-01-05,483.09622886659764
2000-01-06,472.8200491206404
2000-01-07,477.65039263922426
2000-01-10,480.476222890281
2000-01-11,480.61474683611743
2000-01-12,479.37066895061275
2000-01-13,483.32157037388157
2000-01-14,492.5683237353002
2000-01-17,507.5879656491449
2000-01-18,505.3895467206288
2000-01-19,502.95239270814204
2000-01-20,507.4587388305219
2000-01-21,506.4513323170999
2000-01-24,506.141988893797
2000-01-25,501.31284899165274
2000-01-26,505.3827120918087
2000-01-27,514.275533199723
2000-01-28,513.899554713898
2000-01-31,511.13709076605545
2000-02-01,509.9088093890749
2000-02-02,510.63650300838174
2000-02-03,503.2851334768615
2000-02-04,507.332493890485
2000-02-07,505.8429506553854
2000-02-08,495.82257469782996
2000-02-09,493.4694904167977
2000-02-10,495.93940291979504
2000-02-11,493.8429538490627
2000-02-14,494.059470909012
2000-02-15,488.59806001184694
2000-02-16,485.4525887996641
2000-02-17,480.5803880766422
2000-02-18,478.5799550329704
2000-02-21,469.72113861302864
2000-02-22,459.3179632880959
2000-02-23,461.81262363592253
2000-02-24,467.3801862859125
2000-02-25,479.29080696627045
2000-02-28,490.6793042429935
2000-02-29,495.0407269505222
2000-03-01,500.65827295661893
2000-03-02,501.94821422519084
2000-03-03,503.16649917253847
2000-03-06,501.3497502560034
2000-03-07,505.4943357768967
2000-03-08,504.13514861000334
2000-03-09,501.20191663679935
2000-03-10,507.73886257983685
2000-03-13,503.404525968717
2000-03-14,504.6314270516663
2000-03-15,500.06313017125075
2000-03-16,499.4822640519779
2000-03-17,506.00342816342123
2000-03-20,503.2526839177367
2000-03-21,504.1025871530635
2000-03-22,509.2789949652793
2000-03-23,503.21463582778387
2000-03-24,505.05851891237813
2000-03-27,515.5635792871493
2000-03-28,522.2733431251592
