Date,KOKUSAI INDEX (WORLD ex JP) SMALL VALUE
1998-12-31,360.47353895132574
1999-01-01,360.4546869280019
1999-01-04,361.378735882821
1999-01-05,362.0460651374934
1999-01-06,366.7614280384203
1999-01-07,367.35310791606895
1999-01-08,371.68027793301434
1999-01-11,373.0811693598367
1999-01-12,369.6268928612129
1999-01-13,361.3894135189179
1999-01-14,359.7764118013094
1999-01-15,364.4864457569591
1999-01-18,365.177081226082
1999-01-19,365.946309606488
1999-01-20,365.7677004887862
1999-01-21,362.7763161611306
1999-01-22,361.3279226829737
1999-01-25,361.6178905765846
1999-01-26,362.40652543529893
1999-01-27,362.29213318132946
1999-01-28,364.9811846523366
1999-01-29,367.84627502158514
1999-02-01,369.3616904680923
1999-02-02,367.3110716344262
1999-02-03,368.1169523560868
1999-02-04,368.21886631785304
1999-02-05,366.78526528410487
1999-02-08,367.5231994320876
1999-02-09,363.5835971564886
1999-02-10,359.6847052291028
1999-02-11,362.8923163974989
1999-02-12,360.66559125213655
1999-02-15,361.8427522265344
1999-02-16,362.3268244453735
1999-02-17,358.1949601307927
1999-02-18,358.91697593932514
1999-02-19,362.3073879592076
1999-02-22,366.00240390921846
1999-02-23,367.3803746624655
1999-02-24,366.0437751122757
1999-02-25,362.5774916284513
1999-02-26,364.58045231770984
1999-03-01,366.9454634347946
1999-03-02,366.94793621758527
1999-03-03,366.7520080009051
1999-03-04,369.4412587964364
1999-03-05,371.23097187328375
1999-03-08,370.4730697397143
1999-03-09,370.4239375589129
1999-03-10,370.36575384157436
1999-03-11,374.54978673583514
1999-03-12,372.3638966945674
1999-03-15,372.69487412640035
1999-03-16,372.67979203441536
1999-03-17,369.89090793221953
1999-03-18,370.68608392335614
1999-03-19,371.85156989418766
1999-03-22,371.3727585284581
1999-03-23,367.9473837218397
1999-03-24,366.76767611715286
1999-03-25,370.8505301690155
1999-03-26,374.68075495667335
1999-03-29,377.62672838373095
1999-03-30,375.3576822180301
1999-03-31,373.79800154997207
1999-04-01,373.93375935186657
1999-04-02,374.64748839703776
1999-04-05,376.5580459726645
1999-04-06,374.62039660921795
1999-04-07,373.1455819603295
1999-04-08,373.8866694580754
1999-04-09,378.47807581767086
1999-04-12,379.67748242260035
1999-04-13,383.23430908423137
1999-04-14,385.8358183321959
1999-04-15,390.3779428427293
1999-04-16,396.20534233549364
1999-04-19,399.80875006705276
1999-04-20,397.55648347288275
1999-04-21,402.7538777373468
1999-04-22,404.75104963953754
1999-04-23,405.4610483037365
1999-04-26,406.47988268642695
1999-04-27,406.13073842118536
1999-04-28,408.27656751750806
1999-04-29,410.53562372568
1999-04-30,411.81736306159183
1999-05-03,414.4663646153459
1999-05-04,414.9458459350452
1999-05-05,413.3976939315825
1999-05-06,411.69519482527215
1999-05-07,411.4185389822961
1999-05-10,413.41180652925067
1999-05-11,417.5508563401472
1999-05-12,418.8583304868016
1999-05-13,421.5481480944458
1999-05-14,416.2188274333946
1999-05-17,414.05452103576914
1999-05-18,414.7621812234152
1999-05-19,416.01513266959705
1999-05-20,418.9237448498716
1999-05-21,422.340987062997
1999-05-24,418.86363628010685
1999-05-25,414.7385694699092
1999-05-26,417.76833570556875
1999-05-27,417.4803162567567
1999-05-28,420.0770225116426
1999-05-31,421.2626693467911
1999-06-01,420.30430513573725
1999-06-02,422.8466179070484
1999-06-03,423.66213308797757
1999-06-04,427.4527635272283
1999-06-07,429.8166867953995
1999-06-08,425.1583214145899
1999-06-09,425.5767969709374
1999-06-10,422.901523032387
1999-06-11,422.38269882622825
1999-06-14,423.16386248407
1999-06-15,424.0908439126451
1999-06-16,430.18033179110733
1999-06-17,431.6754551636627
1999-06-18,430.27396152223616
1999-06-21,434.68117253854956
1999-06-22,434.550855651983
1999-06-23,433.9840858639193
1999-06-24,431.3294750864786
1999-06-25,428.0805039583969
1999-06-28,433.619149812941
1999-06-29,436.15807381829694
1999-06-30,440.64399103818704
1999-07-01,443.47310731786604
1999-07-02,445.69622610857033
1999-07-05,446.2173336705611
1999-07-06,444.8997039578675
1999-07-07,443.7594613011838
1999-07-08,446.281605819942
1999-07-09,447.5914313733381
1999-07-12,450.0723044051299
1999-07-13,447.4218020083491
1999-07-14,447.78771502561636
1999-07-15,448.89940917123766
1999-07-16,449.31241610745485
1999-07-19,449.362763471723
1999-07-20,438.7221144088226
1999-07-21,435.0204527171278
1999-07-22,434.1736844696211
1999-07-23,433.1946100588156
1999-07-26,424.46784048624744
1999-07-27,426.3952484271034
1999-07-28,427.20079334538053
1999-07-29,422.22659599204997
1999-07-30,424.3727238458057
1999-08-02,424.4036446943713
1999-08-03,422.4708818157862
1999-08-04,417.5207213477445
1999-08-05,414.67523395513024
1999-08-06,414.72659940546475
1999-08-09,416.4245361446424
1999-08-10,412.9257063556799
1999-08-11,416.84159847469306
1999-08-12,418.50888305954624
1999-08-13,422.9387427543291
1999-08-16,423.273233617158
1999-08-17,426.07881185181384
1999-08-18,425.0579331541117
1999-08-19,422.8167889654532
1999-08-20,423.4678874619874
1999-08-23,427.0454604013081
1999-08-24,427.57392232313913
1999-08-25,429.71799001581365
1999-08-26,429.9205972422372
1999-08-27,427.94914546950633
1999-08-30,426.32219317520435
1999-08-31,423.27578411076405
1999-09-01,424.22700049541135
1999-09-02,418.98563894513813
1999-09-03,425.56460670439367
1999-09-06,427.3906848989547
1999-09-07,428.0651417641245
1999-09-08,426.81967945106146
1999-09-09,429.0543639803827
1999-09-10,433.1466069132993
1999-09-13,435.0620639423101
1999-09-14,431.71354175944515
1999-09-15,431.57203453427513
1999-09-16,427.8668740710418
1999-09-17,429.251935505359
1999-09-20,427.81634039058014
1999-09-21,422.1998517909592
1999-09-22,420.1907083082548
1999-09-23,419.3961302486305
1999-09-24,415.167532125653
1999-09-27,417.2235333206353
1999-09-28,414.444294105583
1999-09-29,411.6400194655891
1999-09-30,413.7662089432841
1999-10-01,411.244741801221
1999-10-04,412.6145177387157
1999-10-05,413.03617483446726
1999-10-06,413.8548629288726
1999-10-07,413.188386144714
1999-10-08,415.8867410932552
1999-10-11,416.07403207878957
1999-10-12,410.8073456092079
1999-10-13,406.7718656300754
1999-10-14,404.8207159200598
1999-10-15,398.44104047429863
1999-10-18,395.1889978193925
1999-10-19,397.44446428945514
1999-10-20,399.44374612955596
1999-10-21,397.7687064944144
1999-10-22,403.37971685021483
1999-10-25,403.53456557265696
1999-10-26,404.7544146767594
1999-10-27,406.4557656982597
1999-10-28,410.07647062799384
1999-10-29,412.7261098671657
1999-11-01,414.8619568743051
1999-11-02,415.9661671061528
1999-11-03,418.0622652783074
1999-11-04,419.67535694296674
1999-11-05,421.71001879663385
1999-11-08,423.7405480971445
1999-11-09,422.8829505508133
1999-11-10,422.53648631339365
1999-11-11,422.93040776845373
1999-11-12,426.8669030951406
1999-11-15,428.74985203762355
1999-11-16,429.9591807033949
1999-11-17,428.1016279622037
1999-11-18,431.56640659998425
1999-11-19,431.63031687758445
1999-11-22,428.9925792728497
1999-11-23,427.41947981290826
1999-11-24,429.6602483330517
1999-11-25,430.0478802493586
1999-11-26,433.6826008045171
1999-11-29,434.42179494826814
1999-11-30,434.279265852858
1999-12-01,434.0333334248658
1999-12-02,436.7992986431924
1999-12-03,439.47835471004663
1999-12-06,432.3542037070618
1999-12-07,431.5239624386192
1999-12-08,430.62216410899526
1999-12-09,431.17344846585286
1999-12-10,432.63648928270476
1999-12-13,435.1022571017137
1999-12-14,434.1300278013975
1999-12-15,433.53002587269094
1999-12-16,430.2863629211131
1999-12-17,434.40184468986234
1999-12-20,433.9285481449924
1999-12-21,435.28138178901304
1999-12-22,436.25730082763533
1999-12-23,436.59394729488656
1999-12-24,437.15415955206817
1999-12-27,439.04656372629427
1999-12-28,441.7716713627655
1999-12-29,447.83114364178203
1999-12-30,450.75598019847075
1999-12-31,453.9315622029991
2000-01-03,447.1835504730089
2000-01-04,434.6086824359887
2000-01-05,432.092390239451
2000-01-06,433.47748325591687
2000-01-07,441.7740665791164
2000-01-10,446.8343474463154
2000-01-11,443.0005757170482
2000-01-12,442.84528841601116
2000-01-13,447.31595276453237
2000-01-14,453.85617604877746
2000-01-17,456.0331944018813
2000-01-18,455.8863974907626
2000-01-19,456.5682730936035
2000-01-20,457.46265274920114
2000-01-21,459.0989014150068
2000-01-24,457.59203066174666
2000-01-25,453.1372507736208
2000-01-26,455.28765326152444
2000-01-27,458.9241288022595
2000-01-28,456.62823312567645
2000-01-31,453.34738655388645
2000-02-01,457.449459038298
2000-02-02,458.7278419776871
2000-02-03,458.4698033910796
