Date,WORLD ex USA SMALL VALUE
1998-12-31,296.00959816642916
1999-01-01,295.98251300073514
1999-01-04,296.987294282395
1999-01-05,297.8013138165823
1999-01-06,300.55866835387553
1999-01-07,302.300389113472
1999-01-08,303.8264252939584
1999-01-11,306.38333964791696
1999-01-12,303.2513575219178
1999-01-13,295.228313104227
1999-01-14,296.32971173540506
1999-01-15,297.1863954396771
1999-01-18,298.6306238298995
1999-01-19,299.5369822993166
1999-01-20,299.60992778383377
1999-01-21,299.1058236811582
1999-01-22,296.65902587832545
1999-01-25,296.7623439136112
1999-01-26,297.7145885025045
1999-01-27,298.4682117698006
1999-01-28,299.08682877511256
1999-01-29,301.18300303988997
1999-02-01,304.25221872887937
1999-02-02,305.93823109125304
1999-02-03,305.48439144371343
1999-02-04,307.57122245669115
1999-02-05,306.949889944578
1999-02-08,307.0430603729218
1999-02-09,304.5308555697232
1999-02-10,302.9600828734072
1999-02-11,304.79196348098327
1999-02-12,305.9670126290795
1999-02-15,306.4340178769153
1999-02-16,305.77473296084764
1999-02-17,303.549351130945
1999-02-18,302.58037591890724
1999-02-19,304.02480373876057
1999-02-22,306.4075445983968
1999-02-23,306.8332673504465
1999-02-24,306.65308833429344
1999-02-25,306.3091609799139
1999-02-26,308.6222829312905
1999-03-01,309.2173146257713
1999-03-02,308.8283258108052
1999-03-03,308.95072414675025
1999-03-04,308.8753269049202
1999-03-05,312.7064366980369
1999-03-08,313.1142538599457
1999-03-09,314.18867990759105
1999-03-10,315.83653377676023
1999-03-11,319.4278761010708
1999-03-12,319.7922169266007
1999-03-15,320.9467527228945
1999-03-16,323.54594410659405
1999-03-17,321.8189705742715
1999-03-18,321.73111916524897
1999-03-19,325.82667270942915
1999-03-22,325.6786889726617
1999-03-23,325.6859711923197
1999-03-24,323.7520870908987
1999-03-25,326.02123381337674
1999-03-26,327.34406143232064
1999-03-29,328.8258343014418
1999-03-30,327.1395402990452
1999-03-31,329.2509550657505
1999-04-01,328.89199651777926
1999-04-02,329.8039338109789
1999-04-05,331.93459097968025
1999-04-06,332.48743849924466
1999-04-07,333.63315357504723
1999-04-08,335.7794187625627
1999-04-09,338.05049401534967
1999-04-12,337.26613201510776
1999-04-13,340.4766746994613
1999-04-14,342.4897680210795
1999-04-15,345.07685204796974
1999-04-16,348.96142726637106
1999-04-19,352.80934365832775
1999-04-20,349.9514193592702
1999-04-21,349.2370072676624
1999-04-22,351.1211465089051
1999-04-23,352.33254136180534
1999-04-26,354.3153698317296
1999-04-27,353.8929988945583
1999-04-28,355.57742486288913
1999-04-29,356.899275745413
1999-04-30,359.19525048680816
1999-05-03,360.0149576290297
1999-05-04,361.0846953334858
1999-05-05,359.80149479836547
1999-05-06,361.6365846194465
1999-05-07,360.3262236356711
1999-05-10,360.9121597314061
1999-05-11,362.05768192601
1999-05-12,363.35169071307575
1999-05-13,363.2751650314264
1999-05-14,361.36707406308284
1999-05-17,357.3335242795246
1999-05-18,357.6512117316552
1999-05-19,355.1473190013331
1999-05-20,356.13093119722754
1999-05-21,357.8126092451264
1999-05-24,357.7304404874041
1999-05-25,355.8032761821774
1999-05-26,357.9870568791988
1999-05-27,358.6634921251282
1999-05-28,358.18032760781205
1999-05-31,358.59892831639405
1999-06-01,360.2876850825887
1999-06-02,362.894510746861
1999-06-03,362.6670973175166
1999-06-04,364.757500777193
1999-06-07,368.0298087921108
1999-06-08,367.05382942028905
1999-06-09,369.06122996924796
1999-06-10,370.19485924389517
1999-06-11,372.3509334100038
1999-06-14,372.4117242189041
1999-06-15,371.5610856732771
1999-06-16,375.5555673588433
1999-06-17,378.01032537559803
1999-06-18,376.7714809659295
1999-06-21,380.0452347041834
1999-06-22,381.3305634644007
1999-06-23,380.94904335164796
1999-06-24,379.14300265225035
1999-06-25,376.54978261845076
1999-06-28,379.3337822254111
1999-06-29,380.65877430600005
1999-06-30,381.9388225678294
1999-07-01,387.3982793062412
1999-07-02,390.1183322105854
1999-07-05,392.1406929339239
1999-07-06,391.5620391405184
1999-07-07,391.6603274561569
1999-07-08,392.18386916178866
1999-07-09,391.9347036645255
1999-07-12,394.84535148533035
1999-07-13,393.7752291485129
1999-07-14,395.0772773645307
1999-07-15,395.1066387848566
1999-07-16,393.94242765276584
1999-07-19,397.0482319223815
1999-07-20,391.06545019119403
1999-07-21,388.2943896155386
1999-07-22,386.53719297081005
1999-07-23,385.89876855510846
1999-07-26,381.19518426109
1999-07-27,380.94347769961973
1999-07-28,382.82886346350455
1999-07-29,382.31317966657514
1999-07-30,383.6509037549183
1999-08-02,383.2495460239556
1999-08-03,383.27584683175337
1999-08-04,382.09132664737086
1999-08-05,377.66270073084416
1999-08-06,376.7042637238644
1999-08-09,378.0191140738065
1999-08-10,377.3337494230841
1999-08-11,378.34051203135937
1999-08-12,380.84230796822334
1999-08-13,383.06777095829716
1999-08-16,387.0609000515567
1999-08-17,388.65499134792657
1999-08-18,390.81752342060884
1999-08-19,389.3668671404878
1999-08-20,390.65789740677593
1999-08-23,393.6982055670553
1999-08-24,394.4187876896959
1999-08-25,397.01058511827125
1999-08-26,396.5841141526434
1999-08-27,396.15464478016054
1999-08-30,397.8253937181837
1999-08-31,396.56393718742396
1999-09-01,398.37073074804
1999-09-02,395.3853950190099
1999-09-03,397.61399503243905
1999-09-06,400.8448075817668
1999-09-07,399.6531519964721
1999-09-08,398.5948985184046
1999-09-09,403.91979251239326
1999-09-10,406.8404032307486
1999-09-13,413.2033918838181
1999-09-14,411.83170085864856
1999-09-15,412.997562470496
1999-09-16,409.4930521105626
1999-09-17,407.87227530925617
1999-09-20,407.8016525872756
1999-09-21,407.1484297537856
1999-09-22,402.96305064158264
1999-09-23,404.21416451205494
1999-09-24,397.25949842877895
1999-09-27,395.03670489724067
1999-09-28,395.55340931487206
1999-09-29,391.0560192664439
1999-09-30,394.5477115753901
1999-10-01,396.2492329438012
1999-10-04,395.2899917327309
1999-10-05,394.7952191607188
1999-10-06,393.86737758505285
1999-10-07,394.289913256034
1999-10-08,395.67027402256406
1999-10-11,396.72617575495065
1999-10-12,394.783848194291
1999-10-13,389.51543675146235
1999-10-14,387.815451050688
1999-10-15,383.4863095041018
1999-10-18,377.8203874506474
1999-10-19,379.07010657504674
1999-10-20,382.8446862037063
1999-10-21,381.3807078098303
1999-10-22,383.8542851837437
1999-10-25,385.55946317976804
1999-10-26,386.5548907476375
1999-10-27,386.89244368561094
1999-10-28,386.0695551465061
1999-10-29,389.3982891166397
1999-11-01,390.2637105685183
1999-11-02,391.0762713147823
1999-11-03,390.5345914133438
1999-11-04,392.40758811213414
1999-11-05,390.8372539585217
1999-11-08,392.08482648302873
1999-11-09,392.7361933738902
1999-11-10,392.48504484047703
1999-11-11,390.1017644836206
1999-11-12,391.10298851996845
1999-11-15,390.039819568311
1999-11-16,389.1107197934669
1999-11-17,391.1023796151918
1999-11-18,395.10873707095044
1999-11-19,395.9959801716854
1999-11-22,397.1003003546504
1999-11-23,398.45377902478884
1999-11-24,398.0626777801472
1999-11-25,396.77390415159005
1999-11-26,401.32961238813385
1999-11-29,402.86969679610144
1999-11-30,401.28895615631853
1999-12-01,400.88723731067427
1999-12-02,401.4559266167448
1999-12-03,403.39007426857864
1999-12-06,398.36900950935427
1999-12-07,398.5768366841195
1999-12-08,396.5643363077989
1999-12-09,397.41239567742656
1999-12-10,398.8269792676751
1999-12-13,399.40887261127205
1999-12-14,398.6793916667
1999-12-15,396.6411194976454
1999-12-16,393.75624726993215
1999-12-17,395.4609563243395
1999-12-20,394.7930219549357
1999-12-21,394.4741926226864
1999-12-22,396.4770186786478
1999-12-23,395.4837362367454
1999-12-24,396.6408968192385
1999-12-27,399.0663780583828
1999-12-28,400.4362072509318
1999-12-29,402.60566921196516
1999-12-30,405.86496450971515
1999-12-31,405.9858565356722
2000-01-03,406.21646966743594
2000-01-04,397.6186707383912
2000-01-05,392.07689141531137
