Date,EUROPE SMALL VALUE
1998-12-31,272.2522563600278
1999-01-01,272.2108808626095
1999-01-04,274.9898291973627
1999-01-05,275.46289849676464
1999-01-06,277.3267272557689
1999-01-07,276.66058636903716
1999-01-08,277.7142291518769
1999-01-11,278.3702873798014
1999-01-12,277.2565118903302
1999-01-13,271.65884842294366
1999-01-14,272.63814597407946
1999-01-15,272.4910218807282
1999-01-18,274.16479776429674
1999-01-19,274.4738185311323
1999-01-20,273.50850069289424
1999-01-21,272.4777806086473
1999-01-22,270.6973172672816
1999-01-25,270.73097026209183
1999-01-26,271.56452429409865
1999-01-27,272.79025566398883
1999-01-28,273.85628846791536
1999-01-29,275.32103706890183
1999-02-01,277.4427818203057
1999-02-02,278.38405831508265
1999-02-03,278.5368901119242
1999-02-04,280.4785219437934
1999-02-05,280.92153688648625
1999-02-08,281.584182936634
1999-02-09,280.68066874034196
1999-02-10,278.9988423618705
1999-02-11,280.34796379863377
1999-02-12,281.9372084003208
1999-02-15,282.64328130312094
1999-02-16,283.2822907234697
1999-02-17,281.85747586744765
1999-02-18,280.88481473258537
1999-02-19,281.69868259494336
1999-02-22,282.84409270714616
1999-02-23,283.2311802623357
1999-02-24,283.6828867680781
1999-02-25,282.94733105459284
1999-02-26,283.63197924342745
1999-03-01,284.9861618253418
1999-03-02,285.48013608755116
1999-03-03,286.23689327966105
1999-03-04,286.1790908766057
1999-03-05,287.5424842610489
1999-03-08,288.2796701952307
1999-03-09,288.9368846288746
1999-03-10,289.59997334816074
1999-03-11,292.4780344605152
1999-03-12,293.22104416111034
1999-03-15,292.5477811601098
1999-03-16,292.9569031537653
1999-03-17,292.0673298943218
1999-03-18,292.02015076778764
1999-03-19,293.8306018953651
1999-03-22,293.81096743522573
1999-03-23,293.5547888875379
1999-03-24,291.6442975745893
1999-03-25,292.3959097976536
1999-03-26,293.2355867302799
1999-03-29,294.14509045566956
1999-03-30,293.6454889166059
1999-03-31,293.7398418645571
1999-04-01,292.9245001074367
1999-04-02,293.3108886609918
1999-04-05,293.4914886558443
1999-04-06,293.50233975892877
1999-04-07,294.617728256245
1999-04-08,295.8565941848906
1999-04-09,296.8231935331076
1999-04-12,296.6867959427853
1999-04-13,298.3026051795555
1999-04-14,299.71263228770715
1999-04-15,301.12981557506015
1999-04-16,303.42819993736424
1999-04-19,306.5027244527977
1999-04-20,304.7886351198313
1999-04-21,305.4305678038982
1999-04-22,306.83004130362696
1999-04-23,307.8196849870258
1999-04-26,308.5322838965397
1999-04-27,309.41997132948137
1999-04-28,309.96495545306715
1999-04-29,310.3637817303818
1999-04-30,312.04134915927557
1999-05-03,313.1917235852087
1999-05-04,315.5488620117172
1999-05-05,314.656402739266
1999-05-06,315.1729197822441
1999-05-07,314.7418644754449
1999-05-10,314.9245473852269
1999-05-11,315.94032495351814
1999-05-12,315.8544675860517
1999-05-13,316.7095449456761
1999-05-14,315.4817497917065
1999-05-17,313.17580834904396
1999-05-18,313.59723655576636
1999-05-19,313.77398740917306
1999-05-20,314.50396449760535
1999-05-21,315.0521825486146
1999-05-24,314.54351328373156
1999-05-25,312.8490479189949
1999-05-26,313.49897875900416
1999-05-27,313.90917939795014
1999-05-28,313.48853236649484
1999-05-31,314.515752646839
1999-06-01,314.8007085438719
1999-06-02,315.6342068659565
1999-06-03,316.1170713852748
1999-06-04,317.6764709048835
1999-06-07,318.713185525146
1999-06-08,318.0476653256318
1999-06-09,318.15204753101244
1999-06-10,317.9241575390783
1999-06-11,319.0905217775669
1999-06-14,319.92438154804256
1999-06-15,319.4770130971172
1999-06-16,321.23660573140256
1999-06-17,322.0726485252387
1999-06-18,322.1260645914145
1999-06-21,323.7730232542246
1999-06-22,323.4351339946581
1999-06-23,322.16063674678475
1999-06-24,321.354894485886
1999-06-25,320.11413651358436
1999-06-28,321.1019610956452
1999-06-29,321.4330316182749
1999-06-30,321.63162363524276
1999-07-01,323.48011938334565
1999-07-02,324.32448000405907
1999-07-05,326.3445984674563
1999-07-06,325.96256955959626
1999-07-07,325.7296482456066
1999-07-08,326.3425302547243
1999-07-09,326.5079190780829
1999-07-12,328.01187960680244
1999-07-13,326.67670186018665
1999-07-14,327.3957527082095
1999-07-15,327.88101213823853
1999-07-16,328.25775897542707
1999-07-19,329.04463143207164
1999-07-20,326.0288415570693
1999-07-21,323.26582130439493
1999-07-22,323.1242232940352
1999-07-23,322.7221691823517
1999-07-26,320.7387246519006
1999-07-27,320.42075742938886
1999-07-28,321.2789725209089
1999-07-29,320.55018085343875
1999-07-30,321.5732382757307
1999-08-02,320.89185681273864
1999-08-03,321.19316111549045
1999-08-04,321.1311999960474
1999-08-05,319.30545560020806
1999-08-06,320.0272259966318
1999-08-09,321.08219895842586
1999-08-10,320.2444287356885
1999-08-11,321.2394280949454
1999-08-12,323.4251050586799
1999-08-13,325.26899859236795
1999-08-16,326.2619637670255
1999-08-17,327.18462064368066
1999-08-18,327.48101968785727
1999-08-19,327.2306290604817
1999-08-20,328.2462526045204
1999-08-23,330.039541356781
1999-08-24,329.5162329567113
1999-08-25,330.7737437896794
1999-08-26,331.6456348918929
1999-08-27,331.948148600202
1999-08-30,333.0274012681246
1999-08-31,332.8456886151278
1999-09-01,334.00518418340835
1999-09-02,332.18443712718926
1999-09-03,334.1378795938448
1999-09-06,336.61436117283637
1999-09-07,337.56027795196394
1999-09-08,337.53162948767675
1999-09-09,338.7366744436243
1999-09-10,339.81179385825914
1999-09-13,340.0467494893482
1999-09-14,338.6954927940539
1999-09-15,338.2831320341872
1999-09-16,337.3112458020637
1999-09-17,337.82065929281964
1999-09-20,337.71952693672245
1999-09-21,335.22585759029005
1999-09-22,333.39399423570893
1999-09-23,333.76090025263034
1999-09-24,329.9154648087171
1999-09-27,329.602976510583
1999-09-28,329.49640918098197
1999-09-29,327.31419463696164
1999-09-30,327.8053845304681
1999-10-01,327.914025887377
1999-10-04,328.4893928583365
1999-10-05,329.69037112962167
1999-10-06,330.3541902604379
1999-10-07,331.276988240261
1999-10-08,331.9862675909302
1999-10-11,332.68714540640747
1999-10-12,331.63610622082075
1999-10-13,329.148373169914
1999-10-14,327.68410945199054
1999-10-15,324.4826370250072
1999-10-18,320.5573066849068
1999-10-19,322.37407210758346
1999-10-20,323.75932877069283
1999-10-21,323.0657717852067
1999-10-22,323.25839781096863
1999-10-25,323.72976261914613
1999-10-26,323.61293546904164
1999-10-27,323.1355140753393
1999-10-28,323.59444401387594
1999-10-29,324.9556648066033
1999-11-01,326.1126253331936
1999-11-02,326.4466492278353
1999-11-03,326.7078576888591
1999-11-04,327.3795154151231
1999-11-05,327.6716604077242
1999-11-08,329.0154994039666
1999-11-09,329.3851925347154
1999-11-10,329.32085146564555
1999-11-11,329.49969018662813
1999-11-12,331.09605506635603
1999-11-15,332.7198654023121
1999-11-16,333.00516870012655
1999-11-17,333.59244508361246
1999-11-18,334.1061782506287
1999-11-19,334.6750765873342
1999-11-22,334.91321662144327
1999-11-23,335.1018713588481
1999-11-24,334.83373788869335
1999-11-25,335.8272409947352
1999-11-26,336.95223396175106
1999-11-29,337.8368415056298
1999-11-30,336.9552536355159
1999-12-01,337.0041239814273
1999-12-02,338.6266189818614
1999-12-03,340.7404921605682
1999-12-06,340.2653943246806
1999-12-07,339.61302575680213
1999-12-08,339.03410517862307
1999-12-09,339.5146139937929
1999-12-10,339.571469920103
1999-12-13,341.53496773328806
1999-12-14,341.5114611069379
1999-12-15,339.5795894154935
1999-12-16,339.08698946772586
1999-12-17,341.27024145682987
1999-12-20,340.92425050804144
1999-12-21,340.1866860571168
1999-12-22,341.3765720033624
1999-12-23,341.90714629214165
1999-12-24,342.3759884050821
1999-12-27,344.67294235954114
1999-12-28,346.0848629007184
1999-12-29,348.7204774725983
1999-12-30,351.7221963555202
1999-12-31,351.74313894142415
2000-01-03,352.5584048513729
2000-01-04,347.8657515158144
2000-01-05,343.2434609315698
2000-01-06,345.1423999804508
2000-01-07,349.47432901806104
2000-01-10,352.48517919059094
2000-01-11,352.6571370615151
2000-01-12,353.0123373601506
2000-01-13,354.5656941587368
2000-01-14,356.867998932797
2000-01-17,358.92708941825964
2000-01-18,357.34548886655335
2000-01-19,356.4190905034371
2000-01-20,357.695973737085
2000-01-21,357.25496945883583
2000-01-24,358.09991475418616
2000-01-25,354.352869740606
2000-01-26,355.27042811772986
2000-01-27,357.3148990607189
2000-01-28,357.1591977830669
2000-01-31,354.8069342120696
2000-02-01,355.6509666629189
2000-02-02,354.82848573212294
2000-02-03,354.6962722075952
2000-02-04,355.57507158409675
2000-02-07,356.6371464717753
2000-02-08,359.1488558145946
2000-02-09,359.1536417559725
2000-02-10,357.1089426322546
2000-02-11,357.7332065301714
2000-02-14,357.77728160305384
2000-02-15,355.5663276467565
2000-02-16,355.6656342076437
2000-02-17,356.33959266304316
2000-02-18,358.2225358932034
2000-02-21,357.37655253383093
2000-02-22,356.40261151199235
2000-02-23,358.17755301976246
2000-02-24,359.9631082240215
2000-02-25,363.8436123108839
2000-02-28,363.3743804073657
2000-02-29,364.6687351331068
2000-03-01,367.93827354910803
2000-03-02,369.7154784466419
2000-03-03,372.6559973407047
2000-03-06,373.42942047795924
2000-03-07,372.615046456661
2000-03-08,370.3101101333084
2000-03-09,370.39184104780037
2000-03-10,372.25051120274134
2000-03-13,368.72696098611345
2000-03-14,367.99772197320004
2000-03-15,363.289144528266
2000-03-16,364.77105901170705
2000-03-17,367.9842875007471
2000-03-20,369.0100165290211
2000-03-21,366.46472042353497
2000-03-22,367.75002980844397
2000-03-23,366.4630177863028
