Date,NIHONKABU IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,997.5467290604355
2001-06-04,998.289098754617
2001-06-05,990.4051362721561
2001-06-06,989.2527504776546
2001-06-07,997.2570531858141
2001-06-08,990.9925400808793
2001-06-11,978.0977489819225
2001-06-12,959.4314594923981
2001-06-13,963.1287937432506
2001-06-14,966.0302223080527
2001-06-15,959.4819903610418
2001-06-18,953.7194553917205
2001-06-19,951.0544465141251
2001-06-20,951.2603063497204
2001-06-21,959.5428044764394
2001-06-22,971.1186090121888
2001-06-25,967.4259921474909
2001-06-26,974.3246516026098
2001-06-27,967.1433871549066
2001-06-28,956.595210288941
2001-06-29,971.3041900383279
2001-07-02,966.625274617032
2001-07-03,970.7318735324861
2001-07-04,963.860236461231
2001-07-05,958.3840266479007
2001-07-06,943.2343645243213
2001-07-09,941.6741591343704
2001-07-10,945.0905581464282
2001-07-11,942.2022366557323
2001-07-12,955.1592555267205
2001-07-13,944.1419276625254
2001-07-16,940.5457076849402
2001-07-17,935.2351413557999
2001-07-18,925.0674356433127
2001-07-19,930.1795383468497
2001-07-20,933.164273664859
2001-07-23,905.6853382545194
2001-07-24,916.5852870841825
2001-07-25,922.113427844576
2001-07-26,921.6247655843275
2001-07-27,923.0455113066431
2001-07-30,908.9768141299805
2001-07-31,921.8034524225433
2001-08-01,929.2584661479135
2001-08-02,949.8682545711423
2001-08-03,940.5769534249115
2001-08-06,940.6394724359677
2001-08-07,946.6475572862502
2001-08-08,948.5391361030506
2001-08-09,929.4074129376543
2001-08-10,938.0344049419925
2001-08-13,928.4092345267346
2001-08-14,950.9507974685373
2001-08-15,962.7959686231668
2001-08-16,951.7699202093181
2001-08-17,947.5148267680242
2001-08-20,936.7039280087234
2001-08-21,946.5974881285168
2001-08-22,954.0792077065187
2001-08-23,942.8403864194825
2001-08-24,941.6606896080563
2001-08-27,943.1706846592888
2001-08-28,935.3816100311781
2001-08-29,927.7187508426998
2001-08-30,916.2089532008064
2001-08-31,917.1638075645164
2001-09-03,900.6530517310543
2001-09-04,916.3463591071637
2001-09-05,895.740214857008
2001-09-06,893.8757585031638
2001-09-07,896.1386333498835
2001-09-10,875.4537741128996
2001-09-11,893.0432292815192
2001-09-12,840.2200286872567
2001-09-13,857.0589687995421
2001-09-14,887.2464486120984
2001-09-17,855.260060567919
2001-09-18,868.9692353640328
2001-09-19,882.985727700266
2001-09-20,881.7977635081191
2001-09-21,863.2201812791686
2001-09-24,856.8273184767604
2001-09-25,866.134171586418
2001-09-26,856.2244327125575
2001-09-27,847.5760146759551
2001-09-28,867.4835045063148
2001-10-01,876.3446493105503
2001-10-02,887.0869491366178
2001-10-03,876.3849873476898
2001-10-04,890.937047923599
2001-10-05,887.188028448604
2001-10-08,890.2600604202862
2001-10-09,872.0600272982981
2001-10-10,867.2923164781184
2001-10-11,879.6248558748227
2001-10-12,887.5447459849869
2001-10-15,881.1342006044885
2001-10-16,885.8821842673073
2001-10-17,888.8555522593102
2001-10-18,875.3496632202031
2001-10-19,874.4605393709046
2001-10-22,870.4855917457331
2001-10-23,880.6522135131702
2001-10-24,883.402569199881
2001-10-25,894.1032556710982
2001-10-26,885.7313956902129
2001-10-29,878.8567179978664
2001-10-30,877.0423847240852
2001-10-31,869.0042996712442
2001-11-01,868.3562557349604
2001-11-02,862.422173021691
2001-11-05,862.96640990236
2001-11-06,872.7287026146603
2001-11-07,857.5697040289599
2001-11-08,866.9254401782044
2001-11-09,857.7534799861053
2001-11-12,852.114587783528
2001-11-13,839.615922063184
2001-11-14,835.3491648919453
2001-11-15,845.1370392857426
2001-11-16,835.4372737747591
2001-11-19,834.8332009682152
2001-11-20,837.0100968611711
2001-11-21,841.2656307745565
2001-11-22,836.6371951644022
2001-11-23,832.8046531629249
2001-11-26,848.8427814657681
2001-11-27,841.9752293984152
2001-11-28,831.8450594112147
2001-11-29,829.8926780061295
2001-11-30,836.9924060250145
2001-12-03,817.4506183361789
2001-12-04,817.5967662548179
2001-12-05,823.117664885168
2001-12-06,819.0743541120345
2001-12-07,803.8141712088596
2001-12-10,787.7414359572886
2001-12-11,783.5062960230786
2001-12-12,798.5510925317163
2001-12-13,781.3884014635488
2001-12-14,778.6307646108071
2001-12-17,766.5124808205846
2001-12-18,770.3156338977975
2001-12-19,772.4483458282034
2001-12-20,779.9142728400888
2001-12-21,773.6618420996518
2001-12-24,771.2510315583705
2001-12-25,768.968277128415
2001-12-26,759.1669538824765
2001-12-27,767.5840472941326
2001-12-28,778.9861204137457
2001-12-31,779.8182435394734
2002-01-01,779.8182435394737
2002-01-02,773.5617544526449
2002-01-03,776.0581570923988
2002-01-04,787.1398775515989
2002-01-07,783.7073318368226
2002-01-08,761.2825974540226
2002-01-09,754.8727589669754
2002-01-10,742.8563487014468
2002-01-11,740.7551356168224
2002-01-14,742.8936067216955
2002-01-15,739.3210818864355
2002-01-16,740.6990251434465
2002-01-17,740.2331762510092
2002-01-18,750.5338742310387
2002-01-21,750.5169568605387
2002-01-22,726.8142517074776
2002-01-23,721.5689834938053
2002-01-24,722.6057837550615
2002-01-25,722.3869508920112
2002-01-28,734.4233146131235
2002-01-29,723.2649177295943
2002-01-30,720.2364312520333
2002-01-31,719.7083870170867
2002-02-01,709.3526384774682
2002-02-04,708.0971955022871
2002-02-05,690.9612710752283
2002-02-06,689.5114227996077
2002-02-07,698.2500372133746
2002-02-08,700.1081109331176
2002-02-11,706.3422373324765
2002-02-12,723.6650113464177
2002-02-13,726.4949087664977
2002-02-14,728.9160396496369
2002-02-15,725.1625819375049
2002-02-18,725.761567212833
2002-02-19,706.5119953483243
2002-02-20,706.440387503488
2002-02-21,722.3879024137286
2002-02-22,726.0434507631358
2002-02-25,723.1296329293058
2002-02-26,719.0325579596271
2002-02-27,736.4020426367633
2002-02-28,741.5264176969089
2002-03-01,755.5467927156006
2002-03-04,789.6217689962998
2002-03-05,784.7392010893525
2002-03-06,791.2857792107409
2002-03-07,824.4491780663162
2002-03-08,825.7061637488216
2002-03-11,836.3192118827252
2002-03-12,817.55317676648
2002-03-13,800.4581820047914
2002-03-14,809.4224633164068
2002-03-15,814.1748647179264
2002-03-18,796.1401975028729
2002-03-19,810.216217678865
2002-03-20,800.9299303411341
2002-03-21,797.6244378415245
2002-03-22,780.8412471941069
2002-03-25,780.4953053212995
2002-03-26,778.9995384836039
2002-03-27,782.5002777051534
2002-03-28,784.7258332885543
2002-03-29,770.004539250846
2002-04-01,763.0937199262913
2002-04-02,769.6833303556265
2002-04-03,784.1907466098129
2002-04-04,792.7117143050255
2002-04-05,795.1820397111834
2002-04-08,796.906642670744
2002-04-09,787.041533767854
2002-04-10,798.5113372490094
2002-04-11,785.7963167591506
2002-04-12,776.1241448899066
2002-04-15,784.3426264128591
2002-04-16,793.6423206196763
2002-04-17,800.2937098439468
2002-04-18,810.8124139812556
2002-04-19,807.3322342859896
2002-04-22,817.7298334348042
2002-04-23,816.5264528150365
2002-04-24,812.2193467767612
2002-04-25,820.2655860748265
2002-04-26,812.3297151826736
2002-04-29,810.8412938106574
2002-04-30,810.0451301114776
2002-05-01,817.7299088843433
2002-05-02,815.5972935477403
2002-05-03,821.9239854216153
2002-05-06,819.3429711794369
2002-05-07,812.9097341465435
2002-05-08,817.4040742983268
2002-05-09,821.7914548151045
2002-05-10,823.5684855456064
2002-05-13,818.186993646016
2002-05-14,808.8855564889889
2002-05-15,821.8893591407966
2002-05-16,832.3389922341203
2002-05-17,847.3815009512732
2002-05-20,851.5047484086859
2002-05-21,861.1077803077173
2002-05-22,873.3345253656488
