Date,USA IMI MINIMUM VOLATILITY (USD)
2001-09-26,890.567871936463
2001-09-27,902.8755863831395
2001-09-28,919.3095078782748
2001-10-01,915.8063345564872
2001-10-02,921.5594236132573
2001-10-03,926.098313284084
2001-10-04,929.4917645835126
2001-10-05,933.599722596762
2001-10-08,929.3820297044604
2001-10-09,927.3292612423433
2001-10-10,941.2798016448221
2001-10-11,946.5493783603474
2001-10-12,942.5292978646107
2001-10-15,942.6659222058207
2001-10-16,946.0809149010317
2001-10-17,937.2414808298973
2001-10-18,927.556051694327
2001-10-19,931.7418899570009
2001-10-22,937.6081640075646
2001-10-23,931.8138304240732
2001-10-24,928.7084240149311
2001-10-25,936.4881291388169
2001-10-26,939.5022091090159
2001-10-29,929.5255181119687
2001-10-30,917.9079111399014
2001-10-31,919.7527919520178
2001-11-01,932.9092678540758
2001-11-02,931.9641524902798
2001-11-05,939.0595528843735
2001-11-06,947.4296061575495
2001-11-07,944.1729226012104
2001-11-08,944.8410311815699
2001-11-09,944.1195030663347
2001-11-12,944.2198838510571
2001-11-13,953.9743519114048
2001-11-14,952.9173179234687
2001-11-15,953.6888698583214
2001-11-16,953.2270160901944
2001-11-19,958.1079455675869
2001-11-20,958.6494608287701
2001-11-21,955.6439210622349
2001-11-22,955.6439210622349
2001-11-23,962.819953762134
2001-11-26,963.9131413167624
2001-11-27,960.3066220857947
2001-11-28,952.8323234766762
2001-11-29,959.5804202963814
2001-11-30,960.6044516648046
2001-12-03,960.8662769021976
2001-12-04,968.5980567459441
2001-12-05,978.7360274732143
2001-12-06,974.0291649011923
2001-12-07,973.8895444646759
2001-12-10,965.2649466817181
2001-12-11,960.5299236707871
2001-12-12,959.0277217446624
2001-12-13,952.668003596321
2001-12-14,956.9694208712749
2001-12-17,963.475112893581
2001-12-18,970.5955975904873
2001-12-19,975.7436664893322
2001-12-20,972.5480748194963
2001-12-21,976.7211895365944
2001-12-24,979.6137864982933
2001-12-25,979.6137864982933
2001-12-26,984.0631977033155
2001-12-27,988.1635242547728
2001-12-28,989.9986056366004
2001-12-31,984.0095664613408
2002-01-01,984.0095664613408
2002-01-02,985.5888408677388
2002-01-03,987.5255373326393
2002-01-04,988.5895844031279
2002-01-07,984.841534382296
2002-01-08,982.5129375332854
2002-01-09,979.0349266652012
2002-01-10,980.1573829657085
2002-01-11,977.3430514759219
2002-01-14,978.157871463732
2002-01-15,981.718416411712
2002-01-16,973.2197741494949
2002-01-17,977.3456284684605
2002-01-18,971.8154617384328
2002-01-21,971.8154617384328
2002-01-22,970.3861928008557
2002-01-23,973.8411204994934
2002-01-24,973.0650523883039
2002-01-25,973.2505784386689
2002-01-28,972.8756477913184
2002-01-29,958.1922169505697
2002-01-30,966.3400120031188
2002-01-31,976.9991555942813
2002-02-01,975.5930651693891
2002-02-04,964.7858198069584
2002-02-05,963.9872690037387
2002-02-06,957.131841339787
2002-02-07,955.4545373669933
2002-02-08,961.9167775486612
2002-02-11,971.0912624312986
2002-02-12,971.4104357040358
2002-02-13,977.1358985976483
2002-02-14,976.9913074435668
2002-02-15,975.3363997540233
2002-02-18,975.3363997540233
2002-02-19,965.0079727244304
2002-02-20,975.359765251193
2002-02-21,965.1732393343916
2002-02-22,975.5582771010328
2002-02-25,982.2556422548365
2002-02-26,982.6793933222333
2002-02-27,983.808781678246
2002-02-28,982.5816048896644
2002-03-01,996.2355339456873
2002-03-04,1005.3885858662782
2002-03-05,1003.7888639503077
2002-03-06,1014.2971468980782
2002-03-07,1010.2297313490552
2002-03-08,1010.4270654536529
2002-03-11,1011.7505772731095
2002-03-12,1012.5731942227491
2002-03-13,1009.3152065193107
2002-03-14,1011.494106104067
2002-03-15,1018.6060525758195
2002-03-18,1021.647503457564
2002-03-19,1024.4673970317083
2002-03-20,1015.8973127314595
2002-03-21,1019.9870246435896
2002-03-22,1017.1672542835125
2002-03-25,1010.0976509783993
2002-03-26,1013.5376618625484
2002-03-27,1019.0689929990758
2002-03-28,1020.5928400805931
2002-03-29,1020.5928400805931
2002-04-01,1020.5515443234309
2002-04-02,1018.2111077693228
2002-04-03,1010.5157472041551
2002-04-04,1010.6818684448392
2002-04-05,1009.9016071942398
2002-04-08,1013.139522175118
2002-04-09,1011.1101593562457
2002-04-10,1024.3246444609804
2002-04-11,1010.1721601157928
2002-04-12,1015.8738235195017
2002-04-15,1009.5970140015494
2002-04-16,1018.1425745094012
2002-04-17,1013.0657930819428
2002-04-18,1015.2790009326753
2002-04-19,1018.169668009657
2002-04-22,1007.3821030472755
2002-04-23,1003.4537993698367
2002-04-24,1000.7019933973319
2002-04-25,1000.4029260150456
2002-04-26,991.7486375730131
2002-04-29,985.2197282057577
2002-04-30,993.8019036336508
2002-05-01,1003.9978848512014
2002-05-02,1006.0994061954008
2002-05-03,1000.9759113544658
2002-05-06,989.0491546122937
2002-05-07,982.8386869075634
2002-05-08,998.8054902403285
2002-05-09,989.7677192172414
2002-05-10,979.6599461078771
2002-05-13,989.5738824085734
2002-05-14,1000.3816955874481
2002-05-15,996.7975971557619
2002-05-16,996.7866865344834
2002-05-17,1002.4414923005701
2002-05-20,996.8784330823265
2002-05-21,991.2594893368903
2002-05-22,997.2531776415925
2002-05-23,1006.6435264314189
2002-05-24,998.2278042622412
2002-05-27,998.2278042622412
2002-05-28,996.1667368780448
2002-05-29,994.428626247485
2002-05-30,992.2629347420433
2002-05-31,994.3420342114476
2002-06-03,980.1394497948946
2002-06-04,979.3647496782052
2002-06-05,983.6168502435565
2002-06-06,970.1578948246665
2002-06-07,971.4736383448353
2002-06-10,974.9070618479512
2002-06-11,965.7771198617235
2002-06-12,966.3353148609207
2002-06-13,961.481439320298
2002-06-14,959.9772603788361
2002-06-17,975.8648231432767
2002-06-18,978.1006895619788
2002-06-19,970.5631554432277
2002-06-20,967.0082477358994
2002-06-21,958.120686948966
2002-06-24,954.3130547523483
2002-06-25,944.7885017106415
2002-06-26,944.3968523105924
2002-06-27,953.007503819243
2002-06-28,953.2703549959318
2002-07-01,939.4521433632899
2002-07-02,923.859063394524
2002-07-03,922.2052118032937
2002-07-04,922.2052118032937
2002-07-05,941.3958905991012
2002-07-08,933.9202384673728
2002-07-09,915.6461476610715
2002-07-10,892.9373220372961
2002-07-11,889.7952490850375
2002-07-12,884.7340924081083
2002-07-15,879.3907639067133
2002-07-16,870.2254849750185
2002-07-17,873.7136437257667
2002-07-18,849.5137179213513
2002-07-19,822.1169747672609
2002-07-22,800.7619416016905
2002-07-23,785.3055589712327
2002-07-24,820.2825658343517
2002-07-25,834.5522504267964
2002-07-26,845.6971849433105
2002-07-29,880.2946619660252
2002-07-30,888.2196998966181
2002-07-31,900.8164434122463
2002-08-01,882.8584080604139
2002-08-02,871.5862559028528
2002-08-05,849.211208390149
2002-08-06,863.8683523439983
2002-08-07,878.487115303281
2002-08-08,895.6129998392067
2002-08-09,894.8522949958495
2002-08-12,896.0346255734685
2002-08-13,882.0397369880019
2002-08-14,903.6996751074079
2002-08-15,908.08131656442
2002-08-16,910.2835987383708
2002-08-19,917.917775284717
2002-08-20,909.1713598137596
2002-08-21,919.2049777115088
2002-08-22,928.0493231212106
2002-08-23,915.4926741871981
2002-08-26,924.1798277176713
2002-08-27,916.5034083694276
2002-08-28,909.0382298260918
2002-08-29,907.7414946484289
2002-08-30,908.8479609541561
2002-09-02,908.8479609541561
2002-09-03,883.8199284434145
2002-09-04,892.5913555281172
2002-09-05,888.1305544938252
2002-09-06,895.8911015801856
2002-09-09,900.6846728010132
2002-09-10,903.5075742028697
2002-09-11,903.8840584303274
2002-09-12,890.9231691832907
2002-09-13,895.8389243908849
2002-09-16,897.5148751966308
2002-09-17,881.3587443920754
2002-09-18,880.6466320734204
2002-09-19,859.9940909551284
2002-09-20,864.0120406722082
2002-09-23,856.9691453820433
2002-09-24,845.103087036771
2002-09-25,856.2855143137863
2002-09-26,871.1825838596342
2002-09-27,851.9459716257377
2002-09-30,844.2792824894683
2002-10-01,863.7524678224484
2002-10-02,850.6496103806383
2002-10-03,850.4294604375423
2002-10-04,833.6501027450654
2002-10-07,821.3875282751351
2002-10-08,824.6824069314872
2002-10-09,804.151111795538
2002-10-10,824.7116659700525
2002-10-11,843.9481868527146
2002-10-14,847.3198301852341
2002-10-15,867.821185345036
2002-10-16,854.505658763414
2002-10-17,865.7017685971039
2002-10-18,869.2811734626628
2002-10-21,879.5656959765378
2002-10-22,868.4027072179842
2002-10-23,870.846299481763
2002-10-24,865.2866486466116
2002-10-25,876.3187590085945
2002-10-28,870.3726473682871
2002-10-29,864.616509878904
2002-10-30,872.3439371631537
2002-10-31,865.8488005876867
2002-11-01,874.1412793093677
2002-11-04,879.4368199973462
2002-11-05,884.3733856728195
2002-11-06,891.191509561778
2002-11-07,880.4042723092813
2002-11-08,871.3465118056874
2002-11-11,859.9079697866133
2002-11-12,861.2808975140085
2002-11-13,859.1029101733965
2002-11-14,873.0734532061288
2002-11-15,879.0564227104935
2002-11-18,873.1365707527327
2002-11-19,872.2217902866868
2002-11-20,879.9374741592113
2002-11-21,884.9230954172226
2002-11-22,886.2503215165991
2002-11-25,885.3529267982345
2002-11-26,873.2283007750185
2002-11-27,888.5385020928828
2002-11-28,888.5426343475822
2002-11-29,886.643560283145
2002-12-02,885.6272724379892
2002-12-03,883.3177648959836
2002-12-04,883.6024260195114
2002-12-05,879.0284902690735
2002-12-06,882.8010562398288
2002-12-09,875.9465171994474
2002-12-10,881.145561623763
2002-12-11,881.3819376867718
2002-12-12,879.0343374117708
2002-12-13,874.4836906205284
2002-12-16,886.0148764541224
2002-12-17,880.1018584303883
2002-12-18,875.9419434041902
2002-12-19,871.8881765691534
2002-12-20,880.1864007232106
2002-12-23,884.132542555719
2002-12-24,883.1419842889853
2002-12-25,883.1419842889853
2002-12-26,882.2521260367283
2002-12-27,873.8297705445676
2002-12-30,879.013889606763
2002-12-31,880.2306008145712
2003-01-01,880.2306008145712
2003-01-02,897.7337665879048
2003-01-03,901.0197312190916
2003-01-06,915.3907753932921
2003-01-07,902.5544173462562
2003-01-08,894.2775210251759
2003-01-09,901.8078872178893
2003-01-10,897.6748857496294
2003-01-13,894.1275742572464
2003-01-14,895.7949730347841
2003-01-15,887.6173602058459
2003-01-16,886.1950141985961
2003-01-17,877.5315520045757
2003-01-20,877.5315520045757
2003-01-21,869.007469824611
2003-01-22,865.1925625402206
2003-01-23,868.3410805359277
2003-01-24,853.016465343907
2003-01-27,840.9112928987724
2003-01-28,850.0285468218419
2003-01-29,855.0175608430936
2003-01-30,843.4354761844547
2003-01-31,855.7969001037055
2003-02-03,856.3802744093858
2003-02-04,853.0533389272504
2003-02-05,849.7601219707893
2003-02-06,847.619415551042
2003-02-07,840.2792387847736
2003-02-10,844.7451771091047
2003-02-11,837.0857948875624
2003-02-12,827.8131925274564
2003-02-13,827.9583189046101
2003-02-14,836.8014787964576
2003-02-17,836.8014787964576
2003-02-18,848.6451712224898
2003-02-19,846.2015121361018
2003-02-20,840.314443172903
2003-02-21,849.3261994711237
2003-02-24,838.5949769304549
2003-02-25,845.4174412826674
2003-02-26,838.5514727832565
2003-02-27,844.2599418430303
2003-02-28,845.4012498135486
2003-03-03,843.3974457861382
2003-03-04,834.4190529672949
2003-03-05,839.2175352729552
2003-03-06,834.441585905463
2003-03-07,838.1506306813906
2003-03-10,822.9639418281613
2003-03-11,820.5034741798361
2003-03-12,821.5520384582834
2003-03-13,836.886410939136
2003-03-14,837.0532784786133
2003-03-17,859.4206597389109
2003-03-18,861.8870758345553
2003-03-19,868.3503423038408
2003-03-20,869.8633457289685
2003-03-21,884.921536740716
2003-03-24,862.375821605915
2003-03-25,871.173085128246
2003-03-26,867.8975928028326
2003-03-27,867.8585191881892
2003-03-28,867.5754007248171
2003-03-31,858.6426116068567
2003-04-01,868.457750236937
2003-04-02,880.3503112893158
2003-04-03,874.6711533812802
2003-04-04,874.468985847576
2003-04-07,875.2450680600488
2003-04-08,873.0621202927866
2003-04-09,867.0720033689809
2003-04-10,868.9609437037171
2003-04-11,866.6196346031563
2003-04-14,879.4563823978766
2003-04-15,881.4595038295965
2003-04-16,873.0545947340496
2003-04-17,882.0067099146772
2003-04-18,882.0067099146772
2003-04-21,881.6997131474456
2003-04-22,894.8143445405364
2003-04-23,898.5360694167564
2003-04-24,893.0993722210907
2003-04-25,885.5417162248758
2003-04-28,894.6703232807163
2003-04-29,896.7216764642465
2003-04-30,894.3758404938944
2003-05-01,895.2496036557304
2003-05-02,905.7154589446426
2003-05-05,906.5131254068119
2003-05-06,911.6973035076333
2003-05-07,909.1735820266707
2003-05-08,906.2591295364119
2003-05-09,915.3422931707127
2003-05-12,922.4612027068099
2003-05-13,921.5080124574312
2003-05-14,919.5823589075596
2003-05-15,925.4827182014874
2003-05-16,925.7239375092784
2003-05-19,913.2987153587201
2003-05-20,914.0321525368435
2003-05-21,917.968648491948
2003-05-22,924.5592018434992
2003-05-23,929.3593136459273
2003-05-26,929.3593136459273
2003-05-27,938.6031278112118
2003-05-28,933.8687710730945
2003-05-29,925.932015225589
2003-05-30,940.1900416622785
2003-06-02,942.5214961588133
2003-06-03,946.8222164386829
2003-06-04,955.2254335226954
2003-06-05,955.1354891540882
2003-06-06,955.1644132581301
2003-06-09,948.5729693353703
2003-06-10,955.1449696367443
2003-06-11,964.4141941599012
2003-06-12,963.0139466354751
2003-06-13,955.6993088101319
2003-06-16,970.9412801437845
2003-06-17,970.0576674114125
2003-06-18,967.6437388499432
2003-06-19,959.111048457717
2003-06-20,960.1978225302287
2003-06-23,950.2761734972738
2003-06-24,951.9491938119206
2003-06-25,948.205851514733
2003-06-26,956.0394835670961
2003-06-27,951.0587742424038
2003-06-30,950.6674326026304
2003-07-01,955.9848607563653
2003-07-02,965.6662853252873
2003-07-03,961.3246940486184
2003-07-04,961.3246940486184
2003-07-07,970.1244919696925
2003-07-08,969.6524035713918
2003-07-09,963.4156766230158
2003-07-10,954.1731479532647
2003-07-11,961.6776280507597
2003-07-14,962.5080957539114
2003-07-15,958.7930384095838
2003-07-16,953.627315148156
2003-07-17,945.953969011159
2003-07-18,954.7336258103977
2003-07-21,944.9741258180765
2003-07-22,951.8654003473224
2003-07-23,952.4021804267824
2003-07-24,949.9906470334336
2003-07-25,958.6009734538549
2003-07-28,956.0097560336729
2003-07-29,955.4023102139532
2003-07-30,958.3775278537943
2003-07-31,955.2822233981195
2003-08-01,948.1040035066816
2003-08-04,948.834121306484
2003-08-05,939.4758553778723
2003-08-06,941.6642111833545
2003-08-07,947.634141770725
2003-08-08,949.9014530860997
2003-08-11,952.251978024807
2003-08-12,957.6688736304288
2003-08-13,953.0029893591433
2003-08-14,957.6120133010503
2003-08-15,956.9576699219647
2003-08-18,960.2759571752845
2003-08-19,960.619387074422
2003-08-20,960.5222352340205
2003-08-21,960.8612412987908
2003-08-22,951.6556636293666
2003-08-25,950.9517597213319
2003-08-26,955.1009510939011
2003-08-27,957.9676483505615
2003-08-28,961.1989797212088
2003-08-29,965.1252258469882
2003-09-01,965.1252258469882
2003-09-02,977.1474435005
2003-09-03,981.6527499405414
2003-09-04,982.9144805256909
2003-09-05,977.6645517671298
2003-09-08,983.7794067645834
2003-09-09,979.7092372932755
2003-09-10,972.2053621478541
2003-09-11,976.069454398011
2003-09-12,978.0726625033944
2003-09-15,975.0190918865618
2003-09-16,981.6602279613387
2003-09-17,977.4460039738619
2003-09-18,984.9442436619859
2003-09-19,986.0756286415467
2003-09-22,979.608103967552
2003-09-23,983.9780902020088
2003-09-24,973.822503635173
2003-09-25,969.8352855797327
2003-09-26,966.9392895789682
2003-09-29,973.6922937234635
2003-09-30,971.5365125477998
2003-10-01,985.4795028157647
2003-10-02,989.5483174879319
2003-10-03,993.921985915162
2003-10-06,998.211451293636
2003-10-07,999.6143212795102
2003-10-08,995.9374846707207
2003-10-09,998.2457444074741
2003-10-10,998.2286160533938
2003-10-13,1001.512245259745
2003-10-14,1004.0399694446377
2003-10-15,1001.7867693068249
2003-10-16,1005.3775914337895
2003-10-17,998.9699123999842
2003-10-20,1002.2179245549454
2003-10-21,1004.1566999542281
2003-10-22,995.0893984746106
2003-10-23,995.0510533964534
2003-10-24,992.8296867254553
2003-10-27,994.6672930559729
2003-10-28,998.4586374303838
2003-10-29,1002.0157450013855
2003-10-30,1001.5114557320362
2003-10-31,1004.8704758399715
2003-11-03,1010.9221299086938
2003-11-04,1007.0455149880903
2003-11-05,1005.8625585400648
2003-11-06,1010.153506467339
2003-11-07,1009.3312853411802
2003-11-10,1006.1710480332209
2003-11-11,1004.5272985645878
2003-11-12,1015.8578877754271
2003-11-13,1019.7580808086458
2003-11-14,1019.5178657506526
2003-11-17,1014.9929276772177
2003-11-18,1009.7262294246574
2003-11-19,1013.0887356891307
2003-11-20,1006.2695862714767
2003-11-21,1005.4077672908493
2003-11-24,1016.0292045572816
2003-11-25,1020.8205818572659
2003-11-26,1024.956985247614
2003-11-27,1024.956985247614
2003-11-28,1025.850101574083
2003-12-01,1037.568436377505
2003-12-02,1036.744216058447
2003-12-03,1035.4944804014638
2003-12-04,1038.7892326965134
2003-12-05,1036.1497811407173
2003-12-08,1042.2398932592876
2003-12-09,1036.9220292953785
2003-12-10,1033.9991435689735
2003-12-11,1041.8765534752124
2003-12-12,1045.734507616815
2003-12-15,1040.5249613026758
2003-12-16,1045.586554907709
2003-12-17,1048.2084207547573
2003-12-18,1054.3730432154887
2003-12-19,1052.8254782885995
2003-12-22,1056.3153854114614
2003-12-23,1057.1874549418465
2003-12-24,1058.2144659014957
2003-12-25,1058.2144659014957
2003-12-26,1060.3318401581103
2003-12-29,1071.3221655819189
2003-12-30,1073.264413432503
2003-12-31,1070.951233568565
2004-01-01,1070.951233568565
2004-01-02,1067.1478111866224
2004-01-05,1073.7792149413856
2004-01-06,1073.8948262989434
2004-01-07,1071.6787535658784
2004-01-08,1073.4317300128362
2004-01-09,1068.7623182382133
2004-01-12,1070.720824613938
2004-01-13,1068.1006257664726
2004-01-14,1074.4773927715407
2004-01-15,1071.5442565304957
2004-01-16,1073.6071346613442
2004-01-19,1073.6071346613442
2004-01-20,1074.753563026073
2004-01-21,1079.3813901262697
2004-01-22,1080.209485178337
2004-01-23,1082.9212504177096
2004-01-26,1093.7795773961698
2004-01-27,1090.877252574294
2004-01-28,1083.5696622268786
2004-01-29,1090.285567152875
2004-01-30,1089.2653580751232
2004-02-02,1095.4503337986134
2004-02-03,1095.8729506034203
2004-02-04,1087.5210732385763
2004-02-05,1086.5693732322627
2004-02-06,1098.8221309581302
2004-02-09,1100.2535580742083
2004-02-10,1106.8581046906227
2004-02-11,1115.1030882529162
2004-02-12,1108.1311529814107
2004-02-13,1103.9760523284892
2004-02-16,1103.9760523284892
2004-02-17,1110.1583207974438
2004-02-18,1105.9379801573573
2004-02-19,1103.719785739749
2004-02-20,1101.832612188029
2004-02-23,1100.2755814136349
2004-02-24,1101.4110556827989
2004-02-25,1104.8062532351405
2004-02-26,1105.9241441112656
2004-02-27,1107.8029493499942
2004-03-01,1118.289245979441
2004-03-02,1115.5962994725214
2004-03-03,1119.5461201810979
2004-03-04,1121.7154036128456
2004-03-05,1128.0820620362526
2004-03-08,1124.9297990572122
2004-03-09,1122.5856808752396
2004-03-10,1112.3707038214332
2004-03-11,1097.2616845977332
2004-03-12,1108.3749993618737
2004-03-15,1099.0285062783385
2004-03-16,1102.489407242914
2004-03-17,1115.7760822505793
2004-03-18,1117.1407078394159
2004-03-19,1111.140893530673
2004-03-22,1101.5627498963918
2004-03-23,1102.8464584540948
2004-03-24,1096.0967513443725
2004-03-25,1108.0440764588022
2004-03-26,1104.3636333570737
2004-03-29,1115.1004109700946
2004-03-30,1122.5950031031632
2004-03-31,1126.146313958923
2004-04-01,1132.5807306697914
2004-04-02,1135.8395903101007
2004-04-05,1130.2719937391955
2004-04-06,1117.871324660975
2004-04-07,1118.4587448088791
2004-04-08,1114.4493948239294
2004-04-09,1114.4493948239294
2004-04-12,1103.9020811666944
2004-04-13,1092.6011022579485
2004-04-14,1092.4954471922601
2004-04-15,1099.5299697271364
2004-04-16,1107.8716976813287
2004-04-19,1109.24668470476
2004-04-20,1089.0466909141066
2004-04-21,1094.4095252331902
2004-04-22,1108.7599680284748
2004-04-23,1106.5636588694326
2004-04-26,1106.3164184446073
2004-04-27,1110.6076672165125
2004-04-28,1099.719771339763
2004-04-29,1093.0603932660151
2004-04-30,1090.036912095829
2004-05-03,1100.7723035335816
2004-05-04,1101.741724652861
2004-05-05,1102.036795359547
2004-05-06,1098.132218346538
2004-05-07,1079.2442205919401
2004-05-10,1066.096283713561
2004-05-11,1072.5769882336447
2004-05-12,1072.3181048430686
2004-05-13,1072.096317340305
2004-05-14,1076.805777635693
2004-05-17,1072.1379760006125
2004-05-18,1079.546304575844
2004-05-19,1070.874664796951
2004-05-20,1075.9163572077255
2004-05-21,1077.608339433717
2004-05-24,1082.488410494327
2004-05-25,1099.4461771284632
2004-05-26,1103.6461497243888
2004-05-27,1109.152049479478
2004-05-28,1112.5458683930226
2004-05-31,1112.5458683930226
2004-06-01,1111.7814645220033
2004-06-02,1118.514312026963
2004-06-03,1112.1765653645318
2004-06-04,1115.4242080780523
2004-06-07,1126.3794439239794
2004-06-08,1125.7348555925469
2004-06-09,1118.4962449188663
2004-06-10,1120.9820003667596
2004-06-11,1120.9820003667596
2004-06-14,1110.3305672900121
2004-06-15,1119.3167249557473
2004-06-16,1120.7431287739946
2004-06-17,1122.4524369683832
2004-06-18,1124.814415009113
2004-06-21,1125.2310445726268
2004-06-22,1125.6681729689944
2004-06-23,1132.743636434546
2004-06-24,1130.072133122866
2004-06-25,1127.9677920629729
2004-06-28,1126.9246613642492
2004-06-29,1124.5122077033611
2004-06-30,1132.337477593498
2004-07-01,1126.0857074770583
2004-07-02,1129.6186755282595
2004-07-05,1129.6186755282595
2004-07-06,1125.5301901929208
2004-07-07,1130.7140764604032
2004-07-08,1122.6568315945372
2004-07-09,1124.0252230445747
2004-07-12,1125.9875795632179
2004-07-13,1123.5321974500127
2004-07-14,1125.85052447564
2004-07-15,1128.3114087220256
2004-07-16,1124.0139750667277
2004-07-19,1124.8284667269809
2004-07-20,1128.9437776104778
2004-07-21,1114.940266437087
2004-07-22,1107.500482053585
2004-07-23,1097.70253347929
2004-07-26,1092.8251992251546
2004-07-27,1097.5868995048445
2004-07-28,1100.0371800728146
2004-07-29,1102.6296323363422
2004-07-30,1107.6674289996824
2004-08-02,1117.2532429434511
2004-08-03,1116.0734826584646
2004-08-04,1117.0351242944516
2004-08-05,1101.1907254408175
2004-08-06,1091.5009910394972
2004-08-09,1092.1818129141768
2004-08-10,1102.3658209233188
2004-08-11,1104.2898210610813
2004-08-12,1095.4128073583572
2004-08-13,1097.5804402377473
2004-08-16,1108.477044972038
2004-08-17,1110.0599930778826
2004-08-18,1121.6169923502528
2004-08-19,1114.7303628803504
2004-08-20,1128.4715966554618
2004-08-23,1125.9036378137753
2004-08-24,1129.2621751092022
2004-08-25,1133.5653130822955
2004-08-26,1134.2342702968547
2004-08-27,1136.3829634000328
2004-08-30,1133.6963802448224
2004-08-31,1141.5092514753387
2004-09-01,1144.4888393663966
2004-09-02,1153.3541600513186
2004-09-03,1152.976521349661
2004-09-06,1152.976521349661
2004-09-07,1159.9203818912295
2004-09-08,1155.2635702161597
2004-09-09,1151.5487094584494
2004-09-10,1153.2433142457453
2004-09-13,1151.8227603260077
2004-09-14,1149.9996057636051
2004-09-15,1147.5385108772382
2004-09-16,1154.0982257006483
2004-09-17,1156.5486315581575
2004-09-20,1148.013254699356
2004-09-21,1153.7315706370669
2004-09-22,1143.2178056890318
2004-09-23,1139.291434440078
2004-09-24,1142.8828617876854
2004-09-27,1139.7248045216572
2004-09-28,1147.7554976453448
2004-09-29,1148.9569578447095
2004-09-30,1154.5200973460046
2004-10-01,1167.1376058881262
2004-10-04,1168.3349906341437
2004-10-05,1170.7482679096217
2004-10-06,1179.2534958084425
2004-10-07,1166.9928434803871
2004-10-08,1164.566941805591
2004-10-11,1163.1112088563812
2004-10-12,1162.6250873929687
2004-10-13,1153.1230325764911
2004-10-14,1152.86695143796
2004-10-15,1158.5281371203012
2004-10-18,1162.4622189044028
2004-10-19,1150.7383014787024
2004-10-20,1154.3203065337432
2004-10-21,1158.0785513232975
2004-10-22,1151.066338665852
2004-10-25,1149.4184220960515
2004-10-26,1164.5891118777697
2004-10-27,1173.8756466413236
2004-10-28,1172.95201712536
2004-10-29,1175.2542730313776
2004-11-01,1176.9775576295388
2004-11-02,1170.987976188872
2004-11-03,1188.2634205544746
2004-11-04,1206.9530467028694
2004-11-05,1203.7740176323216
2004-11-08,1204.5455355629772
2004-11-09,1205.3616017766003
2004-11-10,1207.5982959325827
2004-11-11,1217.615978788711
2004-11-12,1231.804610627491
2004-11-15,1231.898143193669
2004-11-16,1224.8382418295917
2004-11-17,1220.903335485555
2004-11-18,1219.9930970613511
2004-11-19,1210.218666093987
2004-11-22,1217.9117148380944
2004-11-23,1221.0867511979523
2004-11-24,1227.3399495207482
2004-11-25,1227.3399495207482
2004-11-26,1228.3227173188577
2004-11-29,1226.1717220680766
2004-11-30,1223.8016709019353
2004-12-01,1236.2209778179267
2004-12-02,1231.0070216494214
