Date,AUSTRALIA IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1008.9792337890156
2001-06-04,1016.1801843877793
2001-06-05,1017.4805922846674
2001-06-06,1025.4103511675519
2001-06-07,1042.2375460353865
2001-06-08,1047.7361111190003
2001-06-11,1045.6344339451055
2001-06-12,1043.408460146269
2001-06-13,1054.8893104481665
2001-06-14,1059.8396160198215
2001-06-15,1061.4124120645101
2001-06-18,1044.1627236338063
2001-06-19,1041.5432043607898
2001-06-20,1044.6258784787688
2001-06-21,1046.7643623825759
2001-06-22,1047.8162364776758
2001-06-25,1046.6686162411363
2001-06-26,1053.748978865659
2001-06-27,1044.9462801293223
2001-06-28,1034.4752805590101
2001-06-29,1048.8645658386804
2001-07-02,1037.5891068062087
2001-07-03,1051.6066746086842
2001-07-04,1050.7005919898945
2001-07-05,1034.3911903643184
2001-07-06,1007.5528629707389
2001-07-09,1005.677403783501
2001-07-10,1017.095077957024
2001-07-11,1015.7365503561651
2001-07-12,1017.2776201558345
2001-07-13,1024.5201485085884
2001-07-16,1032.4966379063408
2001-07-17,1019.0726934867412
2001-07-18,1033.0942601496631
2001-07-19,1031.831256200295
2001-07-20,1014.7630363813269
2001-07-23,1013.9344154985502
2001-07-24,1008.3597966256327
2001-07-25,1004.3074874856627
2001-07-26,996.1122019883856
2001-07-27,992.3697339752933
2001-07-30,999.5245778304541
2001-07-31,1006.5386580950474
2001-08-01,1033.9578836147343
2001-08-02,1050.190953000711
2001-08-03,1049.2890742744466
2001-08-06,1049.351382193486
2001-08-07,1045.4995191702112
2001-08-08,1049.7129863924947
2001-08-09,1046.0114173695724
2001-08-10,1044.8916164588993
2001-08-13,1046.9885306334138
2001-08-14,1041.835136293886
2001-08-15,1058.5047284464663
2001-08-16,1053.3003919730259
2001-08-17,1070.0531961638605
2001-08-20,1051.5014800776103
2001-08-21,1058.9415862411363
2001-08-22,1069.45621234293
2001-08-23,1064.8155280526705
2001-08-24,1066.746953315352
2001-08-27,1067.9389948661842
2001-08-28,1072.8033315293276
2001-08-29,1071.0509168085207
2001-08-30,1069.0753161833682
2001-08-31,1048.8103778867305
2001-09-03,1053.6877167891187
2001-09-04,1046.5507895392996
2001-09-05,1039.6616327726597
2001-09-06,1040.0727705979918
2001-09-07,1026.1395770650126
2001-09-10,1014.3454046325272
2001-09-11,1030.3274254372507
2001-09-12,988.1378582460104
2001-09-13,988.510398896794
2001-09-14,982.6432175383153
2001-09-17,921.9358686806823
2001-09-18,923.6838588605375
2001-09-19,931.358204808047
2001-09-20,917.5385633489753
2001-09-21,892.5528611584947
2001-09-24,895.2237868305965
2001-09-25,910.7619419536849
2001-09-26,911.7607153906391
2001-09-27,913.1817665840911
2001-09-28,944.4354862248797
2001-10-01,953.1902214424803
2001-10-02,968.0576760568905
2001-10-03,968.8785883011309
2001-10-04,969.7217672030405
2001-10-05,999.1076565793664
2001-10-08,997.1787332373636
2001-10-09,991.2283051820195
2001-10-10,985.858850416275
2001-10-11,996.0694432667832
2001-10-12,1003.5715012261069
2001-10-15,1020.0112621658562
2001-10-16,1022.828089160273
2001-10-17,1032.414369394377
2001-10-18,1012.8479294376001
2001-10-19,1001.2362740257655
2001-10-22,1002.3876535815673
2001-10-23,1012.8540659255116
2001-10-24,1016.1929511658764
2001-10-25,1015.3822580817709
2001-10-26,1012.5632936308704
2001-10-29,1017.8989956138746
2001-10-30,1020.8048049735291
2001-10-31,1016.1446140903636
2001-11-01,1027.1905063880902
2001-11-02,1023.9782765592038
2001-11-05,1018.8076564453372
2001-11-06,1045.5944107987011
2001-11-07,1042.2587265714449
2001-11-08,1047.9709475631362
2001-11-09,1044.2681744505344
2001-11-12,1057.7431991056121
2001-11-13,1051.2066879439756
2001-11-14,1062.3091284594814
2001-11-15,1057.3628760286197
2001-11-16,1059.215833736855
2001-11-19,1064.6170360842852
2001-11-20,1065.9598010102602
2001-11-21,1056.995807679001
2001-11-22,1052.3413623706635
2001-11-23,1057.7604335561643
2001-11-26,1061.2114673496787
2001-11-27,1074.0781695152855
2001-11-28,1070.1807173751429
2001-11-29,1058.9970777057174
2001-11-30,1065.8147678053124
2001-12-03,1060.8447014383983
2001-12-04,1054.8908711887116
2001-12-05,1061.3299648878447
2001-12-06,1062.4164981351762
2001-12-07,1061.0777154185134
2001-12-10,1055.6964978605313
2001-12-11,1059.7441613863643
2001-12-12,1058.5098287674139
2001-12-13,1058.2860892744084
2001-12-14,1051.0615422448195
2001-12-17,1049.3919143594817
2001-12-18,1054.8799055171112
2001-12-19,1048.9725880978658
2001-12-20,1038.0661508446467
2001-12-21,1048.7869823168805
2001-12-24,1058.3603587096986
2001-12-25,1058.3603587096984
2001-12-26,1057.6319620416266
2001-12-27,1065.3242731671587
2001-12-28,1072.8002430318063
2001-12-31,1076.6679514682216
2002-01-01,1076.6679514682216
2002-01-02,1086.089117998318
2002-01-03,1079.838671395203
2002-01-04,1090.3731876283846
2002-01-07,1093.3991086732012
2002-01-08,1093.5180915999013
2002-01-09,1091.2369728142505
2002-01-10,1090.9133966264117
2002-01-11,1090.0688250960593
2002-01-14,1082.6743710037429
2002-01-15,1085.5308918222577
2002-01-16,1085.5865884116645
2002-01-17,1072.1781274723505
2002-01-18,1073.4755563056403
2002-01-21,1083.6583204641415
2002-01-22,1094.2575695027865
2002-01-23,1095.8897748590555
2002-01-24,1094.8621656553166
2002-01-25,1090.6142950611793
2002-01-28,1087.5540324045005
2002-01-29,1090.7550449419844
2002-01-30,1067.184454952125
2002-01-31,1076.8823907105013
2002-02-01,1075.7468043303859
2002-02-04,1082.1084929630506
2002-02-05,1079.5126327929945
2002-02-06,1068.6410743143285
2002-02-07,1061.7484416823675
2002-02-08,1077.1538415184325
2002-02-11,1087.429067279602
2002-02-12,1083.547655640461
2002-02-13,1080.683040571303
2002-02-14,1097.7153134468851
2002-02-15,1099.6801085601403
2002-02-18,1102.869751076786
2002-02-19,1102.2739690410615
2002-02-20,1092.6481354082714
2002-02-21,1089.6296599618577
2002-02-22,1086.4785702595648
2002-02-25,1084.5415534848191
2002-02-26,1088.1970797156046
2002-02-27,1081.3991362315157
2002-02-28,1083.7129385334767
2002-03-01,1087.0286600120105
2002-03-04,1095.0058248573569
2002-03-05,1095.033023106183
2002-03-06,1101.2527133433289
2002-03-07,1122.408912476621
2002-03-08,1112.0389984144254
2002-03-11,1105.9684085208132
2002-03-12,1101.6969582699858
2002-03-13,1099.284358918469
2002-03-14,1106.9136087016584
2002-03-15,1101.6832170789367
2002-03-18,1111.4735380489617
2002-03-19,1114.3189493669768
2002-03-20,1132.499947568244
2002-03-21,1129.3720785893638
2002-03-22,1130.0593231082862
2002-03-25,1122.2672512765696
2002-03-26,1103.7412131162018
2002-03-27,1110.7080028722985
2002-03-28,1126.4961673364103
2002-03-29,1126.4961673364103
2002-04-01,1128.5013600644786
2002-04-02,1121.2836015313787
2002-04-03,1113.749108472568
2002-04-04,1114.1622171428728
2002-04-05,1116.7537345812752
2002-04-08,1106.5316920747493
2002-04-09,1102.5686521979467
2002-04-10,1111.4441430545457
2002-04-11,1118.2054978922822
2002-04-12,1114.8181243825773
2002-04-15,1113.9213042733259
2002-04-16,1119.272985856416
2002-04-17,1133.7896509708594
2002-04-18,1138.4940561936835
2002-04-19,1141.0700557397222
2002-04-22,1140.752335987091
2002-04-23,1135.609401507233
2002-04-24,1131.4280592440305
2002-04-25,1136.2315378527278
2002-04-26,1136.029681248382
2002-04-29,1118.0110517026608
2002-04-30,1114.0585932124404
2002-05-01,1121.8482892945337
2002-05-02,1119.2123147363786
2002-05-03,1126.084146964027
2002-05-06,1117.7484179524172
2002-05-07,1115.6908030048644
2002-05-08,1122.4307423557166
2002-05-09,1122.2099449343934
2002-05-10,1124.4077846377934
2002-05-13,1119.2508417398665
2002-05-14,1119.01155652392
2002-05-15,1138.4969676084388
2002-05-16,1145.8439493421693
2002-05-17,1160.9286989758978
2002-05-20,1153.841166337363
2002-05-21,1154.5252300626432
2002-05-22,1163.469471189398
2002-05-23,1157.4095230564146
2002-05-24,1161.245580516358
2002-05-27,1158.686606300903
2002-05-28,1168.1130256683432
2002-05-29,1174.35676247756
2002-05-30,1178.5132315516476
2002-05-31,1180.7153466400105
2002-06-03,1190.4446681496433
2002-06-04,1187.9578812733555
2002-06-05,1180.797741165402
2002-06-06,1190.3906988628182
2002-06-07,1189.225262630376
2002-06-10,1181.344791799449
2002-06-11,1176.8983179406196
2002-06-12,1179.198923787996
2002-06-13,1174.2989571587464
2002-06-14,1149.5490967327326
2002-06-17,1145.300975016287
2002-06-18,1157.860211965861
2002-06-19,1159.583342371038
2002-06-20,1169.836579643348
2002-06-21,1169.4192022623852
2002-06-24,1167.7937556208824
2002-06-25,1153.376533262288
2002-06-26,1129.2466770628675
2002-06-27,1137.6510738200893
2002-06-28,1138.0025569766417
2002-07-01,1139.3680748769143
2002-07-02,1142.2694259865766
2002-07-03,1125.2039629127894
2002-07-04,1120.711811049808
2002-07-05,1123.8595507534467
2002-07-08,1144.461992800776
2002-07-09,1158.9541694271616
2002-07-10,1148.5779377037566
2002-07-11,1119.3054179744097
2002-07-12,1121.2909786736661
2002-07-15,1122.1674801686272
2002-07-16,1110.0177046624692
2002-07-17,1082.1253274193023
2002-07-18,1091.8942325832643
2002-07-19,1084.0117703365856
2002-07-22,1076.218604456835
2002-07-23,1062.9584775508729
2002-07-24,1030.1140632407476
2002-07-25,1043.9990392895395
2002-07-26,1029.3672937321865
2002-07-29,1041.948287002789
2002-07-30,1062.8507517519818
2002-07-31,1062.5513856273292
2002-08-01,1048.7360311275065
2002-08-02,1042.557948627295
2002-08-05,1018.8330269444298
2002-08-06,1005.3663828575513
2002-08-07,1037.9805176897305
2002-08-08,1041.8330891146352
2002-08-09,1053.2614468717798
2002-08-12,1062.9299881965985
2002-08-13,1063.981358876566
2002-08-14,1059.849416908961
2002-08-15,1074.8775799013201
2002-08-16,1084.6060300686404
2002-08-19,1080.1025083870013
2002-08-20,1098.1547930841098
2002-08-21,1089.959676041977
2002-08-22,1092.0713684722386
2002-08-23,1092.6150885034688
2002-08-26,1091.8257846960387
2002-08-27,1105.8610823217339
2002-08-28,1097.0264246651468
2002-08-29,1094.410292115644
2002-08-30,1091.918389663339
2002-09-02,1096.0898537487265
2002-09-03,1090.0221201234358
2002-09-04,1071.4869285696943
2002-09-05,1072.2626768482469
2002-09-06,1073.8666722634964
2002-09-09,1085.9311715333165
2002-09-10,1080.301427831018
2002-09-11,1090.0115922851035
2002-09-12,1095.6583356763717
2002-09-13,1090.5274633694007
2002-09-16,1086.0243898067474
2002-09-17,1094.129375284602
2002-09-18,1086.0639138708275
2002-09-19,1080.76707512392
2002-09-20,1069.9173635930151
2002-09-23,1057.3982866006543
2002-09-24,1055.2650901931354
2002-09-25,1041.6153353222228
2002-09-26,1040.7507529476136
2002-09-27,1047.8802033967934
2002-09-30,1040.3767089977707
2002-10-01,1041.6705788423008
2002-10-02,1048.9238994363582
2002-10-03,1053.4889205781906
2002-10-04,1051.5648605480599
2002-10-07,1044.6430326961604
2002-10-08,1045.240169818173
2002-10-09,1039.3485283906139
2002-10-10,1034.9678621145435
2002-10-11,1044.810236923885
2002-10-14,1047.178968098877
2002-10-15,1055.6882389078562
2002-10-16,1056.7355534140008
2002-10-17,1059.313720271025
2002-10-18,1062.1405127960843
2002-10-21,1063.0607059189815
2002-10-22,1063.9542226632161
2002-10-23,1069.6487043820505
2002-10-24,1072.749612825088
2002-10-25,1065.9085529778572
2002-10-28,1080.1653086656609
2002-10-29,1068.1730352091051
2002-10-30,1058.6033427889452
2002-10-31,1078.54115324244
2002-11-01,1073.6753706580594
2002-11-04,1090.9088385974687
2002-11-05,1094.4729692584046
2002-11-06,1099.7852125365305
2002-11-07,1106.345176598752
2002-11-08,1096.7306923432322
2002-11-11,1073.2225863157062
2002-11-12,1080.438491403131
2002-11-13,1074.1318629203656
2002-11-14,1078.1549045147078
2002-11-15,1087.3755454168054
2002-11-18,1088.7644179616577
2002-11-19,1083.8489085195158
2002-11-20,1085.4645092942421
2002-11-21,1095.0762913198641
2002-11-22,1102.032292439717
2002-11-25,1092.0021764693397
2002-11-26,1087.4232325826213
2002-11-27,1077.4011702627627
2002-11-28,1098.3245309364465
2002-11-29,1103.5767411848155
2002-12-02,1107.18416102016
2002-12-03,1102.5355839130618
2002-12-04,1090.6624124566886
2002-12-05,1095.1398841911675
2002-12-06,1092.8654949470363
2002-12-09,1094.9294050853362
2002-12-10,1083.1335458056424
2002-12-11,1075.026595425259
2002-12-12,1087.5088510390242
2002-12-13,1083.9562566169375
2002-12-16,1080.3693480142092
2002-12-17,1092.3392596291983
2002-12-18,1086.7978648916385
2002-12-19,1088.2013081737473
2002-12-20,1087.4338886203316
2002-12-23,1093.8247233338375
2002-12-24,1095.6274183467513
2002-12-25,1095.6274183467513
2002-12-26,1095.6274183467513
2002-12-27,1091.0465236540888
2002-12-30,1087.8192989393324
2002-12-31,1092.404790016543
2003-01-01,1092.404790016543
2003-01-02,1096.3628380546809
2003-01-03,1108.4841786954312
2003-01-06,1137.7149529514106
2003-01-07,1137.0738973270238
2003-01-08,1131.4889468719307
2003-01-09,1136.9095374961703
2003-01-10,1145.7101848422008
2003-01-13,1145.4005064343621
2003-01-14,1152.2877707796165
2003-01-15,1153.1033468343248
2003-01-16,1152.7014716666995
2003-01-17,1159.4494750493452
2003-01-20,1162.134552001966
2003-01-21,1154.4922100985343
2003-01-22,1143.565790124318
2003-01-23,1150.7584638503583
2003-01-24,1151.4281549240084
2003-01-27,1147.2453881197735
2003-01-28,1127.2329095066978
2003-01-29,1131.711158597562
2003-01-30,1128.4573094261543
2003-01-31,1125.7170958501254
2003-02-03,1115.9789225325858
2003-02-04,1129.8298516094746
2003-02-05,1122.5211812967705
2003-02-06,1114.0649976548941
2003-02-07,1121.956846934889
2003-02-10,1120.2446116506921
2003-02-11,1108.212293703423
2003-02-12,1112.1285480089136
2003-02-13,1102.7844526378888
2003-02-14,1093.4608041579431
2003-02-17,1101.4334672244718
2003-02-18,1106.2808246280274
2003-02-19,1115.6663611059423
2003-02-20,1109.6022019394134
2003-02-21,1110.2290502056817
2003-02-24,1131.9797866438728
2003-02-25,1112.2726490415143
2003-02-26,1126.4816488444908
2003-02-27,1114.8566081155166
2003-02-28,1121.4560813315363
2003-03-03,1135.356095049537
2003-03-04,1138.8305403321401
2003-03-05,1133.1583678843426
2003-03-06,1129.4099087542406
2003-03-07,1119.0852553295672
2003-03-10,1120.5867936435727
2003-03-11,1095.3447205113341
2003-03-12,1075.749000704553
2003-03-13,1067.8333541460565
2003-03-14,1081.585745080251
2003-03-17,1076.8884114533712
2003-03-18,1101.3032659368978
2003-03-19,1107.6594860337664
2003-03-20,1116.2950864767656
2003-03-21,1111.0670635366014
2003-03-24,1117.9673050500674
2003-03-25,1124.922649366605
2003-03-26,1133.6187832697813
2003-03-27,1143.8390922505755
2003-03-28,1142.8071712705366
2003-03-31,1147.9225235956847
2003-04-01,1141.8510816323862
2003-04-02,1130.9543924849663
2003-04-03,1136.7641538982602
2003-04-04,1149.3311099945079
2003-04-07,1158.3637861565194
2003-04-08,1162.7502751666527
2003-04-09,1161.817296652216
2003-04-10,1177.0458367672918
2003-04-11,1175.2088541921162
2003-04-14,1169.8950801342578
2003-04-15,1183.0136686376832
2003-04-16,1199.4886135209074
2003-04-17,1196.131970143108
2003-04-18,1196.1319701431082
2003-04-21,1193.3129675316372
2003-04-22,1217.9776347413551
2003-04-23,1220.4621839663957
2003-04-24,1223.945108797619
2003-04-25,1218.8024822900654
2003-04-28,1217.0548403325795
2003-04-29,1229.5804862902382
2003-04-30,1238.4768046265287
2003-05-01,1248.6672620761701
2003-05-02,1239.5441832067418
2003-05-05,1245.0199030203717
2003-05-06,1248.0121906518632
2003-05-07,1246.134391622477
2003-05-08,1256.2970654046403
2003-05-09,1260.0164295714624
2003-05-12,1270.9389012012007
2003-05-13,1271.591864432273
2003-05-14,1269.2205839014614
2003-05-15,1257.3569753836457
2003-05-16,1264.6966846513617
2003-05-19,1276.5806029685034
2003-05-20,1275.428196911054
2003-05-21,1284.7009720019344
2003-05-22,1295.3634671788375
2003-05-23,1304.5857192372275
2003-05-26,1313.0164622345255
2003-05-27,1304.131767053993
2003-05-28,1289.3769658413637
2003-05-29,1290.193812389256
2003-05-30,1297.6778447084882
2003-06-02,1313.7380333112792
2003-06-03,1313.1712871788961
2003-06-04,1327.944458626673
2003-06-05,1332.7733972721978
2003-06-06,1324.7044127481022
2003-06-09,1319.6930470344455
2003-06-10,1319.5339277826822
2003-06-11,1336.195402536624
2003-06-12,1347.1849281263912
2003-06-13,1354.6810654254957
2003-06-16,1360.027215974712
2003-06-17,1373.7104295905651
2003-06-18,1370.5171629932022
2003-06-19,1367.2427049429898
2003-06-20,1363.9159068313263
2003-06-23,1354.3706452152799
2003-06-24,1343.7656860676532
2003-06-25,1353.2454021920119
2003-06-26,1332.2262287451658
2003-06-27,1339.555053574899
2003-06-30,1338.7617453514245
2003-07-01,1356.357462090945
2003-07-02,1356.3426450947923
2003-07-03,1370.6982741789716
2003-07-04,1358.996924266765
2003-07-07,1356.2688659018875
2003-07-08,1324.0294796001078
2003-07-09,1305.9399513779706
2003-07-10,1314.0023853498308
2003-07-11,1320.1120310147148
2003-07-14,1335.9393431905094
2003-07-15,1320.6912984553435
2003-07-16,1333.9693295509937
2003-07-17,1321.7285795681112
2003-07-18,1306.238075015078
2003-07-21,1319.8707285991504
2003-07-22,1311.6074891783733
2003-07-23,1329.4034558575345
2003-07-24,1346.550504610665
2003-07-25,1346.3400676074775
2003-07-28,1356.1721008789834
2003-07-29,1351.540174170065
2003-07-30,1321.0842786059507
2003-07-31,1320.5879289063741
2003-08-01,1334.549642180405
2003-08-04,1324.5052295310002
2003-08-05,1314.4602811371803
2003-08-06,1318.1679031272301
2003-08-07,1326.9297857228694
2003-08-08,1336.0538833964567
2003-08-11,1341.4961480188754
2003-08-12,1340.4568302381172
2003-08-13,1348.9739859881272
2003-08-14,1347.6033650352738
2003-08-15,1351.5236850417552
2003-08-18,1350.7858795749073
2003-08-19,1349.5950351986644
2003-08-20,1365.428895584233
2003-08-21,1353.5792285628913
2003-08-22,1345.5537348029318
2003-08-25,1346.596093811523
2003-08-26,1330.151626976638
2003-08-27,1323.7254000054534
2003-08-28,1321.6248293388655
2003-08-29,1333.0865977376684
2003-09-01,1327.3482087470222
2003-09-02,1320.8097786568078
2003-09-03,1314.4781512308537
2003-09-04,1319.3529899313032
2003-09-05,1326.0811394922944
2003-09-08,1341.1963221680708
2003-09-09,1362.279164199396
2003-09-10,1359.858489840355
2003-09-11,1352.861760101331
2003-09-12,1357.6317316744517
2003-09-15,1360.2120600623941
2003-09-16,1358.3254835995754
2003-09-17,1369.6596823688599
2003-09-18,1376.0159805646197
2003-09-19,1385.9449854519878
2003-09-22,1398.8658235947917
2003-09-23,1389.3741489203403
2003-09-24,1392.053982569787
2003-09-25,1387.2349537673174
2003-09-26,1375.346307939598
2003-09-29,1372.5652840767552
2003-09-30,1378.8235938432933
2003-10-01,1389.7033868229303
2003-10-02,1406.6841504773804
2003-10-03,1405.4571617648478
2003-10-06,1405.105595656511
2003-10-07,1423.8965044233587
2003-10-08,1433.0751138294
2003-10-09,1441.3505550377063
2003-10-10,1444.2437673621084
2003-10-13,1446.435850486089
2003-10-14,1442.2056550242678
2003-10-15,1445.946716317684
2003-10-16,1453.8974705654803
2003-10-17,1454.1786551614498
2003-10-20,1454.7544913687093
2003-10-21,1474.0350635336974
2003-10-22,1485.3264273695825
2003-10-23,1465.5632712122183
2003-10-24,1464.9581524302778
2003-10-27,1467.1586568726764
2003-10-28,1463.7952414577314
2003-10-29,1467.5782871138042
2003-10-30,1475.6486959439726
2003-10-31,1478.5748198229537
2003-11-03,1463.1032209609225
2003-11-04,1458.4591815551457
2003-11-05,1469.3332672788895
2003-11-06,1462.7277509230514
2003-11-07,1464.5721644493003
2003-11-10,1472.6077903417477
2003-11-11,1464.0352121656608
2003-11-12,1466.0850580231472
2003-11-13,1477.5808909662017
2003-11-14,1473.4595185976739
2003-11-17,1454.5360423700006
2003-11-18,1471.2283728604746
2003-11-19,1481.9135260554212
2003-11-20,1487.7330931748666
2003-11-21,1488.2933958476995
2003-11-24,1479.80526939637
2003-11-25,1487.2171831030626
2003-11-26,1498.447673559812
2003-11-27,1495.5475906343793
2003-11-28,1500.3304940658086
2003-12-01,1500.747766430656
2003-12-02,1516.7972269250229
2003-12-03,1532.978062719667
2003-12-04,1533.2739933991643
2003-12-05,1539.0740345952468
2003-12-08,1548.806839786518
2003-12-09,1545.3670975516823
2003-12-10,1546.7823242618028
2003-12-11,1525.6498015662246
2003-12-12,1548.0237582914567
2003-12-15,1559.2342131755415
2003-12-16,1552.642977877236
2003-12-17,1554.3885872807148
2003-12-18,1541.567787218908
2003-12-19,1544.636393329203
2003-12-22,1551.5640241971264
2003-12-23,1558.0682579187237
2003-12-24,1574.7932334185664
2003-12-25,1574.7932334185664
2003-12-26,1571.6144016999183
2003-12-29,1579.0593897356662
2003-12-30,1595.3241614630258
2003-12-31,1608.3123307295655
2004-01-01,1608.312330729566
2004-01-02,1613.7814206843307
2004-01-05,1627.765961115847
2004-01-06,1649.5976643488268
2004-01-07,1645.1513138949413
2004-01-08,1655.8497638373847
2004-01-09,1666.3186481239184
2004-01-12,1667.0645696319714
2004-01-13,1672.8197552935135
2004-01-14,1669.6910449942352
2004-01-15,1652.3918139080229
2004-01-16,1637.151039521905
2004-01-19,1614.2391151165107
2004-01-20,1645.8910528864833
2004-01-21,1659.460980014031
2004-01-22,1677.0372346011866
2004-01-23,1681.9357875411683
2004-01-26,1676.7379432325156
2004-01-27,1672.9763682190699
2004-01-28,1656.5233190075724
2004-01-29,1614.3768798101382
2004-01-30,1616.8484413733327
2004-02-02,1611.359854096275
2004-02-03,1628.7139704215049
2004-02-04,1618.2744521507204
2004-02-05,1624.4565740910223
2004-02-06,1638.4514040262939
2004-02-09,1658.0855982664427
2004-02-10,1661.668573540941
2004-02-11,1670.3780455767655
2004-02-12,1703.673709835633
2004-02-13,1706.6204592322786
2004-02-16,1707.4277132437257
2004-02-17,1720.8309643282294
2004-02-18,1726.2157382243283
2004-02-19,1717.355033394982
2004-02-20,1684.9288799290832
2004-02-23,1675.9805401794
2004-02-24,1684.2602292315887
2004-02-25,1679.8810551890178
2004-02-26,1676.6162933937853
2004-02-27,1688.0221375878075
2004-03-01,1703.5211293545674
2004-03-02,1694.40739183654
2004-03-03,1647.231353211184
2004-03-04,1660.9679060315336
2004-03-05,1697.3044381036418
2004-03-08,1691.1107783822747
2004-03-09,1708.299693275955
2004-03-10,1667.5007468344231
2004-03-11,1641.5212841701084
2004-03-12,1629.322147030681
2004-03-15,1639.4442891643446
2004-03-16,1672.2482141337975
2004-03-17,1668.535570555795
2004-03-18,1689.6763811845879
2004-03-19,1691.4273494734152
2004-03-22,1689.3134869402368
2004-03-23,1684.922978316086
2004-03-24,1672.2822623640648
2004-03-25,1663.1673574034514
2004-03-26,1679.6903281703721
2004-03-29,1676.1457438824198
2004-03-30,1696.966389937066
2004-03-31,1715.2774037938595
2004-04-01,1736.622467603139
2004-04-02,1715.0399005136962
2004-04-05,1701.256590417065
2004-04-06,1719.196641885347
2004-04-07,1727.248781903801
2004-04-08,1717.1593363068862
2004-04-09,1717.159336306886
2004-04-12,1725.943912173085
2004-04-13,1692.4047303588195
2004-04-14,1642.4094024721508
2004-04-15,1653.8929578859286
2004-04-16,1670.7226894098521
2004-04-19,1683.1054871084987
2004-04-20,1669.0849936822362
2004-04-21,1650.8017109083617
2004-04-22,1636.7280490740475
2004-04-23,1656.9787896050016
2004-04-26,1660.2937015832915
2004-04-27,1657.5064138915816
2004-04-28,1642.2479653146927
2004-04-29,1615.080083507464
