Date,AUSTRALIA IMI MINIMUM VOLATILITY (AUD)
2002-02-18,1104.900079033077
2002-02-19,1104.1704083338177
2002-02-20,1095.1882856561676
2002-02-21,1092.083752142034
2002-02-22,1088.8812602690039
2002-02-25,1087.0744053855558
2002-02-26,1090.9256699601408
2002-02-27,1084.7730390211907
2002-02-28,1087.1729751025102
2002-03-01,1090.8857090684924
2002-03-04,1099.025600540363
2002-03-05,1099.6717652921393
2002-03-06,1105.9545940719472
2002-03-07,1127.3021577125587
2002-03-08,1117.1620528731444
2002-03-11,1111.379969154071
2002-03-12,1107.032247650564
2002-03-13,1104.7713389496882
2002-03-14,1111.8189493045463
2002-03-15,1106.676231025667
2002-03-18,1116.601085823046
2002-03-19,1119.6764569888894
2002-03-20,1138.244184710924
2002-03-21,1135.3761285640455
2002-03-22,1136.0054278457915
2002-03-25,1127.843976253757
2002-03-26,1108.9523965258804
2002-03-27,1115.651811056966
2002-03-28,1131.6875802045197
2002-03-29,1131.6875802045197
2002-04-01,1133.702013783673
2002-04-02,1126.1975402973549
2002-04-03,1118.6625202613698
2002-04-04,1118.9707388532
2002-04-05,1121.383209680505
2002-04-08,1111.5653388147573
2002-04-09,1107.315994390411
2002-04-10,1116.6602119517554
2002-04-11,1123.2729538833003
2002-04-12,1119.7205817687657
2002-04-15,1118.3610559210417
2002-04-16,1123.807440135331
2002-04-17,1138.8632454012666
2002-04-18,1143.272649057941
2002-04-19,1146.192538373291
2002-04-22,1146.0639114674768
2002-04-23,1140.6375870426064
2002-04-24,1137.1004159381202
2002-04-25,1141.927976541088
2002-04-26,1141.4912652671399
2002-04-29,1123.4893670712022
2002-04-30,1120.10616457738
2002-05-01,1127.7895368252452
2002-05-02,1124.9650310519744
2002-05-03,1132.5071698290851
2002-05-06,1124.6364923343303
2002-05-07,1122.7388040470244
2002-05-08,1129.3308145928106
2002-05-09,1129.213459972711
2002-05-10,1132.1109414132593
2002-05-13,1127.0463851027744
2002-05-14,1127.0614801733525
2002-05-15,1147.436533871997
2002-05-16,1154.5037286903082
2002-05-17,1169.4680841416214
2002-05-20,1162.0102722545394
2002-05-21,1162.6490013837886
2002-05-22,1171.467457060468
2002-05-23,1165.2222462076566
2002-05-24,1168.8062139840604
2002-05-27,1166.0988829916803
2002-05-28,1175.33467498799
2002-05-29,1181.676110224224
2002-05-30,1185.6857189241905
2002-05-31,1187.856530629885
2002-06-03,1197.3611402671168
2002-06-04,1194.6496768207837
2002-06-05,1188.0316968641675
2002-06-06,1197.6567993967742
2002-06-07,1196.379854428773
2002-06-10,1188.4519732763983
2002-06-11,1184.3252207007324
2002-06-12,1186.5433831565674
2002-06-13,1181.3756219561894
2002-06-14,1156.4945181571125
2002-06-17,1152.5006508054141
2002-06-18,1165.1535721763441
2002-06-19,1166.6631886466523
2002-06-20,1176.8922946707462
2002-06-21,1176.6294681160111
2002-06-24,1175.0687067482977
2002-06-25,1160.679967589906
2002-06-26,1136.27163387198
2002-06-27,1144.9591378492394
2002-06-28,1145.48314228584
2002-07-01,1147.6351163701506
2002-07-02,1150.5396479947538
2002-07-03,1133.070066157103
2002-07-04,1129.0309771415195
2002-07-05,1132.271476501325
2002-07-08,1152.7486023990498
2002-07-09,1167.5226820572943
2002-07-10,1156.959499095933
2002-07-11,1127.6130902932496
2002-07-12,1129.807623831106
2002-07-15,1130.8270412906857
2002-07-16,1118.7433476376327
2002-07-17,1090.5532252486512
2002-07-18,1100.1786507039271
2002-07-19,1092.2690173439878
2002-07-22,1084.2940502231975
2002-07-23,1070.383517275039
2002-07-24,1037.650629671064
2002-07-25,1051.5553182633848
2002-07-26,1036.8515538804477
2002-07-29,1049.7448767611918
2002-07-30,1071.040245135686
2002-07-31,1070.3253070056603
2002-08-01,1055.7863759207853
2002-08-02,1049.4786210297739
2002-08-05,1025.399887129755
2002-08-06,1012.065332769109
2002-08-07,1044.6597099542305
2002-08-08,1048.818417558938
2002-08-09,1060.5046439944565
2002-08-12,1070.0328460105047
2002-08-13,1070.7961669454417
2002-08-14,1066.6859480100316
2002-08-15,1081.7319322214569
2002-08-16,1091.3784964451784
2002-08-19,1086.7021443499814
2002-08-20,1104.3022994338335
2002-08-21,1095.9081822519506
2002-08-22,1098.3431440181491
2002-08-23,1099.1121219413544
2002-08-26,1098.2534690467673
2002-08-27,1112.5799164178397
2002-08-28,1104.0324941176698
2002-08-29,1101.2249733588083
2002-08-30,1098.9902382859673
2002-09-02,1103.2495684155754
2002-09-03,1097.1359289197442
2002-09-04,1078.409676320132
2002-09-05,1078.8924702367628
2002-09-06,1080.3070702651282
2002-09-09,1092.5636301078023
2002-09-10,1087.1565321364005
2002-09-11,1097.277853019113
2002-09-12,1103.1276010033857
2002-09-13,1097.3951631267782
2002-09-16,1092.687251524835
2002-09-17,1100.9528557708165
2002-09-18,1092.5072375601433
2002-09-19,1087.480148747422
2002-09-20,1076.376790986654
2002-09-23,1063.7059135959894
2002-09-24,1061.3677642462062
2002-09-25,1047.7787815103702
2002-09-26,1046.8665300621203
2002-09-27,1054.1409549262332
2002-09-30,1046.046028138242
2002-10-01,1047.402116126913
2002-10-02,1054.6064800274582
2002-10-03,1058.8961677700024
2002-10-04,1056.7981415790641
2002-10-07,1049.8193261320446
2002-10-08,1050.295853619396
2002-10-09,1044.3560301413404
2002-10-10,1040.1527329932276
2002-10-11,1050.3754054809442
2002-10-14,1052.8538165711332
2002-10-15,1061.5649011207117
2002-10-16,1062.6882103967012
2002-10-17,1065.8999512892672
2002-10-18,1069.5972244552356
2002-10-21,1070.5172328819042
2002-10-22,1071.3270196014887
2002-10-23,1076.9707461428238
2002-10-24,1079.8941838510086
2002-10-25,1073.195159189308
2002-10-28,1087.9092805165124
2002-10-29,1076.1877684315816
2002-10-30,1066.6567004842818
2002-10-31,1086.0215976884947
2002-11-01,1081.1313945315203
2002-11-04,1098.844117926703
2002-11-05,1102.1347437482523
2002-11-06,1107.6077697488965
2002-11-07,1114.117689100986
2002-11-08,1104.3870568290176
2002-11-11,1081.0273449738647
2002-11-12,1088.275208395396
2002-11-13,1081.6078926189473
2002-11-14,1085.666926390134
2002-11-15,1094.7399100891334
2002-11-18,1096.4449418266527
2002-11-19,1091.769901225301
2002-11-20,1093.4460167840791
2002-11-21,1103.8914835152818
2002-11-22,1110.4807410582964
2002-11-25,1100.7156767927556
2002-11-26,1096.2170831527108
2002-11-27,1086.1494507785123
2002-11-28,1106.8941140875381
2002-11-29,1112.1648948683705
2002-12-02,1115.9546785844839
2002-12-03,1110.757561535563
2002-12-04,1098.8661253004477
2002-12-05,1103.576691936418
2002-12-06,1100.9503644894485
2002-12-09,1103.278432429465
2002-12-10,1091.2110385163005
2002-12-11,1083.2237058327075
2002-12-12,1095.4678087430163
2002-12-13,1092.045944964182
2002-12-16,1088.558073039526
2002-12-17,1100.8978804244075
2002-12-18,1095.2489539287135
2002-12-19,1096.816948172942
2002-12-20,1095.9311218877
2002-12-23,1102.4821381637096
2002-12-24,1104.3760798219864
2002-12-25,1104.3760798219864
2002-12-26,1104.3760798219864
2002-12-27,1099.6230483426482
2002-12-30,1096.0060338079804
2002-12-31,1100.8416254621561
2003-01-01,1100.8416254621561
2003-01-02,1105.0989864747712
2003-01-03,1117.3646198011265
2003-01-06,1147.2046388747117
2003-01-07,1146.832766583843
2003-01-08,1141.4867030234375
2003-01-09,1146.7116983137112
2003-01-10,1155.5472219457592
2003-01-13,1155.7400811850428
2003-01-14,1163.0690971585832
2003-01-15,1164.150157680017
2003-01-16,1163.554456611537
2003-01-17,1170.0619634100642
2003-01-20,1172.6545300664873
2003-01-21,1164.804835506921
2003-01-22,1153.3210204917386
2003-01-23,1160.4235363311207
2003-01-24,1160.8203327378906
2003-01-27,1156.603447183466
2003-01-28,1135.4946180066386
2003-01-29,1139.987403608842
2003-01-30,1136.7411794970153
2003-01-31,1134.2073549828203
2003-02-03,1123.6552836877795
2003-02-04,1137.8880251895978
2003-02-05,1130.3372861694013
2003-02-06,1120.8770194877309
2003-02-07,1129.0252612434024
2003-02-10,1126.6850100416443
2003-02-11,1114.5207280050047
2003-02-12,1118.5047060373547
2003-02-13,1109.018933423902
2003-02-14,1099.828838946853
2003-02-17,1108.263058110989
2003-02-18,1113.5008450849796
2003-02-19,1123.1169794715672
2003-02-20,1116.0405668822364
2003-02-21,1116.5604458432672
2003-02-24,1138.7389319642214
2003-02-25,1118.6539382996584
2003-02-26,1132.8699636599283
2003-02-27,1121.3347923622853
2003-02-28,1128.1443627075455
2003-03-03,1142.545414107357
2003-03-04,1146.5755178227428
2003-03-05,1140.6131295054795
2003-03-06,1136.93217184281
2003-03-07,1126.1463167651332
2003-03-10,1128.1389638407466
2003-03-11,1102.3555066659194
2003-03-12,1082.478378519334
2003-03-13,1074.3103914270373
2003-03-14,1088.54547963674
2003-03-17,1083.461987585498
2003-03-18,1108.447277810931
2003-03-19,1115.3397235030768
2003-03-20,1124.244197851119
2003-03-21,1119.3928571726983
2003-03-24,1126.3704906614635
2003-03-25,1133.204772961234
2003-03-26,1142.8348782738328
2003-03-27,1152.2277964191692
2003-03-28,1150.9907904005827
2003-03-31,1156.2165572146646
2003-04-01,1149.5756128856049
2003-04-02,1138.7691956794638
2003-04-03,1144.5955748683728
2003-04-04,1157.2963551021508
2003-04-07,1166.3467495297004
2003-04-08,1170.7093814279815
2003-04-09,1169.8620929812414
2003-04-10,1184.8478110261271
2003-04-11,1182.7400250738608
2003-04-14,1177.1723333782134
2003-04-15,1190.4108138675003
2003-04-16,1206.8268092638039
2003-04-17,1203.6396367099464
2003-04-18,1203.6396367099464
2003-04-21,1200.802940288607
2003-04-22,1225.5625155086032
2003-04-23,1227.9026038581444
2003-04-24,1230.9076806334394
2003-04-25,1225.7357996223748
2003-04-28,1223.5189253424103
2003-04-29,1236.2242454652746
2003-04-30,1245.9026683340503
2003-05-01,1256.0351890041413
2003-05-02,1246.0545794528384
2003-05-05,1252.0940225560785
2003-05-06,1255.2807823198261
2003-05-07,1253.6980273345207
2003-05-08,1263.95768203469
2003-05-09,1268.0692448843158
2003-05-12,1278.7583478870163
2003-05-13,1279.935894555436
2003-05-14,1277.399391542749
2003-05-15,1265.5676609378788
2003-05-16,1272.8002641877963
2003-05-19,1284.3422786342635
2003-05-20,1282.8698666197015
2003-05-21,1292.5734653300117
2003-05-22,1304.4423131458557
2003-05-23,1313.8885364514945
2003-05-26,1322.1704435232036
2003-05-27,1313.1561723519685
2003-05-28,1298.1734001040159
2003-05-29,1298.1145987673667
2003-05-30,1305.3916677164987
2003-06-02,1322.2431478311025
2003-06-03,1321.4356884696815
2003-06-04,1336.348149815347
2003-06-05,1341.3084786334339
2003-06-06,1333.352200729951
2003-06-09,1328.308120376126
2003-06-10,1327.9451875076957
2003-06-11,1344.2417234791885
2003-06-12,1355.4660293960194
2003-06-13,1363.0557701632754
2003-06-16,1368.1101264040733
2003-06-17,1382.4244986264948
2003-06-18,1378.5512338266562
2003-06-19,1374.5569930905028
2003-06-20,1371.2716995085682
2003-06-23,1361.38583891129
2003-06-24,1350.5120494031987
2003-06-25,1359.7347898190242
2003-06-26,1338.399464750453
2003-06-27,1346.0314058469478
2003-06-30,1344.8476742780115
2003-07-01,1362.4028179009083
2003-07-02,1362.5357707653352
2003-07-03,1376.6983192690313
2003-07-04,1365.1087039103186
2003-07-07,1362.4766187675689
2003-07-08,1330.0980159959363
2003-07-09,1311.9921105413325
2003-07-10,1320.4896213334632
2003-07-11,1326.5903380656687
2003-07-14,1342.6569044503992
2003-07-15,1328.1207096746525
2003-07-16,1341.0438098561278
2003-07-17,1328.508857882008
2003-07-18,1313.0706171115326
2003-07-21,1326.8973229666024
2003-07-22,1318.5862521488095
2003-07-23,1337.0618837929424
2003-07-24,1354.1748231606423
2003-07-25,1354.9037081668491
2003-07-28,1364.731093801858
2003-07-29,1359.9608310293418
2003-07-30,1328.8144991047166
2003-07-31,1328.3514661521028
2003-08-01,1343.2904511849556
2003-08-04,1332.2429592927483
2003-08-05,1322.2279282279176
2003-08-06,1326.527378800322
2003-08-07,1335.052342759477
2003-08-08,1344.1241469421836
2003-08-11,1350.1891347953785
2003-08-12,1349.0736603354153
2003-08-13,1357.285303996851
2003-08-14,1355.5671554813018
2003-08-15,1359.3622996174508
2003-08-18,1358.9187550873166
2003-08-19,1358.0712177866685
2003-08-20,1373.9437005725692
2003-08-21,1362.2394650044587
2003-08-22,1355.07460943812
2003-08-25,1356.5146281973732
2003-08-26,1339.8166521202418
2003-08-27,1332.8746446825503
2003-08-28,1331.5347206280046
2003-08-29,1343.6424776177003
2003-09-01,1338.765571856933
2003-09-02,1332.5425661836491
2003-09-03,1326.2123402044447
2003-09-04,1331.3934897074007
2003-09-05,1337.304006474763
2003-09-08,1352.669061266587
2003-09-09,1374.098555441778
2003-09-10,1371.6175392825612
2003-09-11,1364.538182359272
2003-09-12,1369.3361437822857
2003-09-15,1372.1665025400896
2003-09-16,1370.2742998948293
2003-09-17,1381.478025035722
2003-09-18,1387.619641309755
2003-09-19,1397.2439793291308
2003-09-22,1410.271315380051
2003-09-23,1400.6540321051227
2003-09-24,1403.676440946595
2003-09-25,1399.1550271059689
2003-09-26,1387.3442850559936
2003-09-29,1384.3912438427592
2003-09-30,1390.6039470932437
2003-10-01,1400.626831099054
2003-10-02,1418.4891661812032
2003-10-03,1418.2912061052054
2003-10-06,1418.2580239102472
2003-10-07,1437.5790028575652
2003-10-08,1447.780310593842
2003-10-09,1456.1789544744092
2003-10-10,1459.3695231929441
2003-10-13,1461.7621483259459
2003-10-14,1458.009130927912
2003-10-15,1461.455977925779
2003-10-16,1470.2701076252156
2003-10-17,1470.7761534881174
2003-10-20,1471.1112276839478
2003-10-21,1490.938778566933
2003-10-22,1502.1576703134688
2003-10-23,1481.8210448570828
2003-10-24,1481.3573286361004
2003-10-27,1483.4510624869079
2003-10-28,1480.5212402088935
2003-10-29,1485.1043608346877
2003-10-30,1492.9294780394823
2003-10-31,1496.1239092113135
2003-11-03,1480.6601276652652
2003-11-04,1475.833797113312
2003-11-05,1487.4403029701225
2003-11-06,1481.6592083890193
2003-11-07,1484.0361701853853
2003-11-10,1492.5990696506342
2003-11-11,1483.2373680530409
2003-11-12,1484.7662581014808
2003-11-13,1496.490976160585
2003-11-14,1491.7207638675443
2003-11-17,1473.0284054068647
2003-11-18,1489.7543055123997
2003-11-19,1499.55654397079
2003-11-20,1504.4350238954823
2003-11-21,1504.3886380899671
2003-11-24,1495.7117464695432
2003-11-25,1504.58319763932
2003-11-26,1515.8670579160716
2003-11-27,1512.4407357174452
2003-11-28,1517.5524818276265
2003-12-01,1517.6144055093714
2003-12-02,1534.9876393143988
2003-12-03,1551.7225732207582
2003-12-04,1551.6385692014896
2003-12-05,1557.0768656805835
2003-12-08,1567.0030235011297
2003-12-09,1562.5646067825428
2003-12-10,1563.692737499722
2003-12-11,1541.7241490357078
2003-12-12,1564.3611712660927
2003-12-15,1576.3294901183972
2003-12-16,1570.7288375905198
2003-12-17,1573.506590172195
2003-12-18,1561.209150530696
2003-12-19,1563.6374577676236
2003-12-22,1570.5155554860173
2003-12-23,1576.8739458684852
2003-12-24,1594.5873250581465
2003-12-25,1594.587325058147
2003-12-26,1591.368537563077
2003-12-29,1599.5487001365639
2003-12-30,1616.5100192763543
2003-12-31,1629.5716210534695
2004-01-01,1629.57162105347
2004-01-02,1635.2477110275645
2004-01-05,1649.009792088264
2004-01-06,1671.7994770235239
2004-01-07,1666.3643935594112
2004-01-08,1676.107566018195
2004-01-09,1686.7745067236397
2004-01-12,1686.1415477553965
2004-01-13,1691.0472386955141
2004-01-14,1689.0410933140356
2004-01-15,1670.9255735069
2004-01-16,1655.3453370689097
2004-01-19,1631.4751459250012
2004-01-20,1664.2959793661842
2004-01-21,1678.008919151028
2004-01-22,1695.735131208427
2004-01-23,1699.5915575227634
2004-01-26,1694.3391499280483
2004-01-27,1691.0029638521096
2004-01-28,1672.8341346886862
2004-01-29,1629.9970469005634
2004-01-30,1632.7517520893796
2004-02-02,1627.8847765564292
2004-02-03,1644.326528942416
2004-02-04,1633.2590467952134
2004-02-05,1639.1497203938848
2004-02-06,1653.442685861611
2004-02-09,1673.5832343939303
2004-02-10,1676.2747555126705
2004-02-11,1684.771924552188
2004-02-12,1718.662193393716
2004-02-13,1722.480744285335
2004-02-16,1723.803140477558
2004-02-17,1736.8258522574433
2004-02-18,1742.373921739068
2004-02-19,1732.6540534221594
2004-02-20,1699.6147070734683
2004-02-23,1689.7464933104998
2004-02-24,1697.737678680223
2004-02-25,1693.2860868142861
2004-02-26,1688.8929215991193
2004-02-27,1700.1473703821914
2004-03-01,1715.101863650906
2004-03-02,1707.0070825821733
2004-03-03,1659.0089596936664
2004-03-04,1672.3471374325343
2004-03-05,1708.3993580608796
2004-03-08,1702.270854321637
2004-03-09,1719.1664484252215
2004-03-10,1676.229277793138
2004-03-11,1649.2110829544583
2004-03-12,1637.89012355125
2004-03-15,1648.154693780006
2004-03-16,1679.9603963453296
2004-03-17,1677.7519673406402
2004-03-18,1700.1136806621012
2004-03-19,1701.408909330942
2004-03-22,1699.7702920160095
2004-03-23,1695.2801993586959
2004-03-24,1681.9381298301146
2004-03-25,1672.4955416951893
2004-03-26,1688.8351888397374
2004-03-29,1685.75574140993
2004-03-30,1706.7608822843497
2004-03-31,1725.3466865007986
2004-04-01,1747.572224517491
2004-04-02,1725.9876284512266
2004-04-05,1712.7005715708094
2004-04-06,1729.3237533379024
2004-04-07,1737.5572972534007
2004-04-08,1728.6671037010603
2004-04-09,1728.6671037010608
2004-04-12,1737.5105505488789
2004-04-13,1704.0997015811747
2004-04-14,1653.6589584483963
2004-04-15,1664.5517713015925
2004-04-16,1681.5328707462684
2004-04-19,1694.0136928099973
2004-04-20,1679.7107089850283
2004-04-21,1661.776455314689
2004-04-22,1647.28274345671
2004-04-23,1667.622669768784
2004-04-26,1670.6201271256243
2004-04-27,1667.8540222875558
2004-04-28,1652.2595897925871
2004-04-29,1624.0891410719375
2004-04-30,1627.5273954105303
2004-05-03,1613.7437053791234
2004-05-04,1642.2110278392206
2004-05-05,1654.1268312312552
2004-05-06,1644.537581568863
2004-05-07,1592.8613465964636
2004-05-10,1548.1181061997852
2004-05-11,1552.6593118010849
2004-05-12,1570.4113097020463
2004-05-13,1551.9695695444848
2004-05-14,1546.4519333372882
2004-05-17,1546.6258571181575
2004-05-18,1548.6184759107587
2004-05-19,1583.1758007123829
2004-05-20,1563.987913166103
2004-05-21,1592.8651557568105
2004-05-24,1585.5696458337195
2004-05-25,1601.94589694157
2004-05-26,1614.917701011141
2004-05-27,1651.8301975138936
2004-05-28,1641.7848702752294
2004-05-31,1647.7213945706492
2004-06-01,1637.4146520822871
2004-06-02,1620.1315931251843
2004-06-03,1595.6170121138757
2004-06-04,1603.1512262710903
2004-06-07,1636.8501620277218
2004-06-08,1630.5798643907428
2004-06-09,1601.7982215290615
2004-06-10,1616.5143703187703
2004-06-11,1610.1505235078941
2004-06-14,1609.337374841522
2004-06-15,1600.8018688029288
2004-06-16,1609.3468817224348
2004-06-17,1610.3594195578526
2004-06-18,1630.2547443755498
2004-06-21,1640.721768880327
2004-06-22,1626.9171080304677
2004-06-23,1633.5563563609217
2004-06-24,1656.1042028178547
2004-06-25,1646.9375428633637
2004-06-28,1646.3568355292607
2004-06-29,1624.6575052406818
2004-06-30,1644.2536686766598
2004-07-01,1663.0251693727755
2004-07-02,1684.9420815058936
2004-07-05,1689.9302295305847
2004-07-06,1703.427627890922
2004-07-07,1730.4402461672216
2004-07-08,1730.4618794870896
2004-07-09,1726.0087270548422
2004-07-12,1740.165004576448
2004-07-13,1733.1326338756394
2004-07-14,1723.2005490710221
2004-07-15,1720.8473668488562
2004-07-16,1744.3791182581283
2004-07-19,1748.6560065708263
2004-07-20,1733.138135980717
2004-07-21,1703.5384738424405
2004-07-22,1702.3893447159514
2004-07-23,1679.569994433023
2004-07-26,1678.3387311709425
2004-07-27,1668.421694006521
2004-07-28,1663.6099398038098
2004-07-29,1661.5876942742102
2004-07-30,1680.4351256395435
2004-08-02,1696.90496420893
2004-08-03,1702.7378036771047
2004-08-04,1700.0474174270241
2004-08-05,1693.8982213406182
2004-08-06,1720.561027246853
2004-08-09,1715.7574924740402
2004-08-10,1714.078040244948
2004-08-11,1708.8854161866684
2004-08-12,1704.404472959532
2004-08-13,1708.9837351303179
2004-08-16,1711.8414172265632
2004-08-17,1704.3400777884408
2004-08-18,1706.6127384439053
2004-08-19,1739.01669635739
2004-08-20,1744.6863692222723
2004-08-23,1741.2921659096876
2004-08-24,1708.1522095009004
2004-08-25,1708.1543545562254
2004-08-26,1702.8617055185503
2004-08-27,1722.4245407434187
2004-08-30,1711.3913561849492
2004-08-31,1728.692146641027
2004-09-01,1735.7103643293187
2004-09-02,1721.5769793062232
2004-09-03,1704.4828055595174
2004-09-06,1708.5203388887428
2004-09-07,1716.3589355466754
2004-09-08,1720.1468968414122
2004-09-09,1704.1410496779763
2004-09-10,1738.9666899583167
2004-09-13,1738.3367615767866
2004-09-14,1765.6069358595025
2004-09-15,1742.8783783386061
2004-09-16,1750.3856678470029
2004-09-17,1744.1537363960974
2004-09-20,1751.038329167656
2004-09-21,1754.4468522398552
2004-09-22,1774.4682059629613
2004-09-23,1796.4296365017985
2004-09-24,1785.453894783226
2004-09-27,1786.4962909525182
2004-09-28,1801.1912551509836
2004-09-29,1804.2911403831285
2004-09-30,1831.3309711116476
2004-10-01,1825.2580869484143
2004-10-04,1825.6746600216027
2004-10-05,1843.0190163739098
2004-10-06,1846.0933852684007
2004-10-07,1852.8503972419473
2004-10-08,1870.225498878103
2004-10-11,1877.1921443878164
2004-10-12,1876.6920373196633
2004-10-13,1864.2236787426866
2004-10-14,1884.1975641411193
2004-10-15,1889.9353247247036
2004-10-18,1871.4111204641333
2004-10-19,1879.7795523460354
