Date,JAPAN IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,997.9005658472845
2001-06-04,997.822808585148
2001-06-05,990.2314720633866
2001-06-06,988.1585814245917
2001-06-07,996.5312306121405
2001-06-08,990.8999449591427
2001-06-11,979.0198102990366
2001-06-12,961.3466437701527
2001-06-13,965.2944166597712
2001-06-14,968.0974178052271
2001-06-15,961.0354226987685
2001-06-18,955.6314767629158
2001-06-19,953.6958859116543
2001-06-20,953.4801849079962
2001-06-21,959.948270113035
2001-06-22,971.9062995916727
2001-06-25,969.7344064629389
2001-06-26,977.6527931849768
2001-06-27,970.5388334234556
2001-06-28,960.2999673313639
2001-06-29,974.1784791586772
2001-07-02,969.9243614495608
2001-07-03,974.0320782947881
2001-07-04,966.5664642343974
2001-07-05,961.3106341278567
2001-07-06,947.8716546284944
2001-07-09,944.8926436861503
2001-07-10,948.1338057087394
2001-07-11,945.9435602150714
2001-07-12,958.050201496187
2001-07-13,947.7468251279405
2001-07-16,944.1661436672837
2001-07-17,939.122630094216
2001-07-18,929.2356436451304
2001-07-19,934.5529980972738
2001-07-20,937.5517668563998
2001-07-23,911.1508410339652
2001-07-24,921.6992881766881
2001-07-25,927.0980556494975
2001-07-26,926.7071747739194
2001-07-27,929.0735995795045
2001-07-30,914.413751679008
2001-07-31,926.7130840392907
2001-08-01,934.5863274224093
2001-08-02,954.7302005609798
2001-08-03,945.5855081678069
2001-08-06,945.910716814545
2001-08-07,952.2180048506374
2001-08-08,953.6285244206022
2001-08-09,935.8768019227991
2001-08-10,944.9142408461922
2001-08-13,935.8502505798914
2001-08-14,956.9110616814651
2001-08-15,969.8063610848177
2001-08-16,959.1402622612549
2001-08-17,955.620877894889
2001-08-20,944.8241301450373
2001-08-21,954.8490667510682
2001-08-22,961.8168607354169
2001-08-23,951.5023217776949
2001-08-24,950.1695815202817
2001-08-27,951.2245423464017
2001-08-28,943.3123833221726
2001-08-29,936.3124562704735
2001-08-30,924.8438566270427
2001-08-31,926.1073236019269
2001-09-03,909.1300252962898
2001-09-04,922.9892170508185
2001-09-05,902.1146929779812
2001-09-06,900.8670425181408
2001-09-07,903.020159516722
2001-09-10,883.0013507680911
2001-09-11,899.9221969963455
2001-09-12,847.1394841453999
2001-09-13,862.6849008162163
2001-09-14,892.6159160271168
2001-09-17,860.432846094556
2001-09-18,873.9544405113679
2001-09-19,887.4145804659116
2001-09-20,885.6496670316828
2001-09-21,868.3169919008919
2001-09-24,861.8642125719107
2001-09-25,872.8069186204018
2001-09-26,864.6738132767124
2001-09-27,855.4939181211305
2001-09-28,876.6638366748851
2001-10-01,885.2606588806534
2001-10-02,894.5012591813338
2001-10-03,885.7528421615311
2001-10-04,899.8464430521703
2001-10-05,895.3726168434029
2001-10-08,898.4729892755262
2001-10-09,880.4267167643114
2001-10-10,875.7734633788328
2001-10-11,886.735483751166
2001-10-12,893.611544982381
2001-10-15,888.213551582772
2001-10-16,892.4199325773993
2001-10-17,895.6966599579318
2001-10-18,882.1782350000283
2001-10-19,881.629630124533
2001-10-22,877.6410202962044
2001-10-23,886.9577423746786
2001-10-24,889.9865663938816
2001-10-25,901.7942033028531
2001-10-26,893.8682576057519
2001-10-29,887.9892410161877
2001-10-30,885.3782010631297
2001-10-31,877.6534923005371
2001-11-01,875.8745237460397
2001-11-02,870.2281298661649
2001-11-05,871.2072716250002
2001-11-06,880.8807730126848
2001-11-07,867.5769301450372
2001-11-08,875.763457993946
2001-11-09,866.4063171145898
2001-11-12,860.5425073559345
2001-11-13,848.5406759945711
2001-11-14,844.7208273169482
2001-11-15,853.3597141861133
2001-11-16,843.767220707041
2001-11-19,842.3568786567809
2001-11-20,844.5163623601396
2001-11-21,848.4414591086711
2001-11-22,844.0768817299501
2001-11-23,840.2102593512127
2001-11-26,855.9540084460474
2001-11-27,849.307237228316
2001-11-28,839.7341969544982
2001-11-29,836.842682309567
2001-11-30,842.9463639299928
2001-12-03,824.6979038186788
2001-12-04,824.7197785771615
2001-12-05,829.761351885532
2001-12-06,825.7684381259537
2001-12-07,811.1880672158784
2001-12-10,796.8336478271414
2001-12-11,792.7807295135499
2001-12-12,806.7486590830691
2001-12-13,791.9785982670737
2001-12-14,787.6392386293579
2001-12-17,775.6011604869295
2001-12-18,778.608184787769
2001-12-19,779.2549404797876
2001-12-20,786.5958647351256
2001-12-21,781.1064702197822
2001-12-24,778.6724614451496
2001-12-25,777.0851650269116
2001-12-26,766.864567337374
2001-12-27,774.4748042762791
2001-12-28,786.303819357057
2001-12-31,787.1437593441606
2002-01-01,787.1437593441606
2002-01-02,780.8284975752782
2002-01-03,783.3483511116267
2002-01-04,792.9543147805441
2002-01-07,788.8910772815224
2002-01-08,766.5946476760591
2002-01-09,760.5065845792942
2002-01-10,748.8987815072674
2002-01-11,747.3311332811545
2002-01-14,749.4885885014465
2002-01-15,746.1553239160845
2002-01-16,747.0867005970749
2002-01-17,746.234603829409
2002-01-18,757.6199588858718
2002-01-21,758.1527663852481
2002-01-22,734.9192276228301
2002-01-23,729.0014457958861
2002-01-24,729.6139755311475
2002-01-25,729.0268636748558
2002-01-28,741.0371592938612
2002-01-29,730.6094194621658
2002-01-30,728.2576737600992
2002-01-31,727.1216796625628
2002-02-01,718.0499103744493
2002-02-04,717.3047365427908
2002-02-05,700.6144368378252
2002-02-06,699.1389290749041
2002-02-07,707.0604477059009
2002-02-08,708.6422618555874
2002-02-11,714.952380769147
2002-02-12,732.5502040001728
2002-02-13,735.5180307679957
2002-02-14,737.7163890016174
2002-02-15,734.3519382543714
2002-02-18,735.0136356295604
2002-02-19,716.4012355326388
2002-02-20,716.2465072543839
2002-02-21,730.879348229883
2002-02-22,734.5616865756548
2002-02-25,732.1168080513742
2002-02-26,728.2112950654448
2002-02-27,744.9314144558676
2002-02-28,749.8540769835712
2002-03-01,762.7263353500281
2002-03-04,794.922018223264
2002-03-05,789.9288481213106
2002-03-06,796.0502561958158
2002-03-07,828.5238752124084
2002-03-08,828.5835549490952
2002-03-11,838.8496975349243
2002-03-12,821.7777083416127
2002-03-13,805.0861605954568
2002-03-14,812.8814976313151
2002-03-15,817.1819711608898
2002-03-18,800.0797519094949
2002-03-19,813.678817988304
2002-03-20,805.562737565479
2002-03-21,802.2381251541864
2002-03-22,786.1588038727216
2002-03-25,786.0895926560859
2002-03-26,784.9822583154216
2002-03-27,788.9331605328227
2002-03-28,789.9876090981181
2002-03-29,775.7885567555228
2002-04-01,768.9565753112466
2002-04-02,775.3450835195707
2002-04-03,788.809865855176
2002-04-04,797.2642471736699
2002-04-05,800.5068596805485
2002-04-08,802.2057189922322
2002-04-09,792.5488258222185
2002-04-10,803.9056264830084
2002-04-11,791.5504092992936
2002-04-12,782.7071235278113
2002-04-15,790.0471176018465
2002-04-16,798.8338870671761
2002-04-17,805.0585860854458
2002-04-18,815.2893735470827
2002-04-19,812.2581246782102
2002-04-22,822.0431634644864
2002-04-23,820.4894417442226
2002-04-24,815.8889333530643
2002-04-25,824.5265257545592
2002-04-26,816.7192779385592
2002-04-29,815.2522283028155
2002-04-30,814.258390570736
2002-05-01,822.1896765317491
2002-05-02,820.0798794400268
2002-05-03,826.4413433024338
2002-05-06,823.8461436060848
2002-05-07,817.3171555902221
2002-05-08,821.201043425924
2002-05-09,825.2850137254798
2002-05-10,827.4433793449032
2002-05-13,821.8710799876687
2002-05-14,812.7820387902964
2002-05-15,825.0748423080177
2002-05-16,835.5821459452035
2002-05-17,850.3850453527972
2002-05-20,854.8146279226168
2002-05-21,865.2769567578925
2002-05-22,876.506837655335
2002-05-23,878.1394327230255
2002-05-24,881.9721212874446
2002-05-27,878.4721583315487
2002-05-28,882.095167510474
2002-05-29,878.9827083648221
2002-05-30,883.6223729087918
2002-05-31,876.5435709242574
2002-06-03,882.6754291288545
2002-06-04,873.6173334804821
2002-06-05,867.3075835295267
2002-06-06,862.8339281972148
2002-06-07,859.3719136372945
2002-06-10,856.4441511571429
2002-06-11,854.0047896357046
2002-06-12,847.0802106629941
2002-06-13,839.7697993918138
2002-06-14,832.1619216473307
2002-06-17,813.332063970234
2002-06-18,822.2472261435314
2002-06-19,809.3308884281674
2002-06-20,821.1962883107005
2002-06-21,823.3095436422693
2002-06-24,832.6358006410019
2002-06-25,828.8172940926274
2002-06-26,829.7353919610081
2002-06-27,830.5748698859859
2002-06-28,850.35693971261
2002-07-01,850.3950461087088
2002-07-02,852.9323806767567
2002-07-03,868.287761706459
2002-07-04,859.3656733649739
2002-07-05,865.3981415700816
2002-07-08,869.687426915227
2002-07-09,886.937627220646
2002-07-10,879.1862489056109
2002-07-11,873.2512118253951
2002-07-12,875.3834316718343
2002-07-15,866.9613032652702
2002-07-16,855.5345850287014
2002-07-17,857.1366631468186
2002-07-18,861.075029210012
2002-07-19,853.8941619456764
2002-07-22,852.5766308735347
2002-07-23,844.359494085299
2002-07-24,840.9306617209298
2002-07-25,836.5867010528331
2002-07-26,807.7056312023836
2002-07-29,805.3146097548095
2002-07-30,816.5067700710649
2002-07-31,813.8205504868095
2002-08-01,813.2369398810604
2002-08-02,816.5698183115825
2002-08-05,821.359923254476
2002-08-06,799.2784338626233
2002-08-07,815.7634250824589
2002-08-08,814.5521672894571
2002-08-09,830.9503387525921
2002-08-12,824.7362450046395
2002-08-13,822.2917616638808
2002-08-14,840.4383197803459
2002-08-15,840.1204360441642
2002-08-16,838.6482698448964
2002-08-19,819.4226819156795
2002-08-20,814.7390262816904
2002-08-21,816.6053968603866
2002-08-22,816.4473663211744
2002-08-23,812.5123716012641
2002-08-26,826.9654595965919
2002-08-27,825.8075685114079
2002-08-28,819.6115864067862
2002-08-29,810.8110498015093
2002-08-30,812.3925898701798
2002-09-02,809.9037972212221
2002-09-03,798.174196565706
2002-09-04,784.9507634742382
2002-09-05,792.9479891717534
2002-09-06,785.2583728051471
2002-09-09,790.4097955767198
2002-09-10,785.7416630202945
2002-09-11,783.2689793714236
2002-09-12,787.7704708989667
2002-09-13,778.7594437330274
2002-09-16,771.3964185405612
2002-09-17,785.7955328062898
2002-09-18,788.7150601303562
2002-09-19,798.8842610010148
2002-09-20,778.9037799172031
2002-09-23,775.6629360742834
2002-09-24,775.12574460726
2002-09-25,767.7538600213942
2002-09-26,777.4067603260594
2002-09-27,786.6219465373605
2002-09-30,785.1142589746448
2002-10-01,768.7553890421535
2002-10-02,760.2403609136995
2002-10-03,758.4757956482415
2002-10-04,763.3445744151836
2002-10-07,736.3108218214111
2002-10-08,737.8856725567431
2002-10-09,732.0281369514423
2002-10-10,726.74743298012
2002-10-11,732.3037696771933
2002-10-14,731.8318674533895
2002-10-15,744.108640154607
2002-10-16,748.5610009551568
2002-10-17,750.0232152692196
2002-10-18,750.611362572497
2002-10-21,751.1780474929228
2002-10-22,733.6266662886547
2002-10-23,742.1707216593
2002-10-24,737.0476916083219
2002-10-25,746.698717777022
2002-10-28,747.4057944600884
2002-10-29,748.9782119183311
2002-10-30,754.4815855842294
2002-10-31,749.8631702694669
2002-11-01,754.6675913832462
2002-11-04,753.3123253116221
