Date,MSCI ACWI ex USA Small Cap Momentum Index
1998-12-31,1000.0
1999-01-01,999.8668037325547
1999-01-04,1012.3654614202869
1999-01-05,1016.2526955347545
1999-01-06,1028.7327460403485
1999-01-07,1034.9209060217593
1999-01-08,1042.2564345913281
1999-01-11,1050.946799670416
1999-01-12,1042.4556356723222
1999-01-13,1012.8846033321889
1999-01-14,1013.6041657801368
1999-01-15,1020.1998491218695
1999-01-18,1033.1405126709105
1999-01-19,1036.3420215233614
1999-01-20,1040.915265020592
1999-01-21,1034.7365653144232
1999-01-22,1022.8342189352439
1999-01-25,1018.9041986335803
1999-01-26,1025.4956022363365
1999-01-27,1033.2683706425366
1999-01-28,1035.6240083678724
1999-01-29,1043.6724278859149
1999-02-01,1055.408521225392
1999-02-02,1056.8170310213045
1999-02-03,1056.1962510849921
1999-02-04,1061.3057344504762
1999-02-05,1060.024974495613
1999-02-08,1058.5591025859853
1999-02-09,1049.5333607299149
1999-02-10,1043.3868730812187
1999-02-11,1054.1472364052347
1999-02-12,1065.8716827729897
1999-02-15,1067.0351442914389
1999-02-16,1064.4697803443544
1999-02-17,1060.2846629462058
1999-02-18,1057.833687383835
1999-02-19,1060.965486975797
1999-02-22,1066.2568800973975
1999-02-23,1065.6601134982334
1999-02-24,1069.477338392243
1999-02-25,1066.3317090625178
1999-02-26,1075.9446010816184
1999-03-01,1080.1049603068238
1999-03-02,1076.2902330814454
1999-03-03,1075.5694763934086
1999-03-04,1072.7967153699326
1999-03-05,1084.7927687299155
1999-03-08,1091.7078978568325
1999-03-09,1094.7768725732658
1999-03-10,1095.7433921670681
1999-03-11,1105.3750784180397
1999-03-12,1107.230042684002
1999-03-15,1112.2852003481594
1999-03-16,1119.606835482066
1999-03-17,1113.5234753947782
1999-03-18,1111.458027115064
1999-03-19,1126.3015177833126
1999-03-22,1124.6000706718928
1999-03-23,1121.7923607210826
1999-03-24,1110.623878107618
1999-03-25,1122.1614766393577
1999-03-26,1126.427305565209
1999-03-29,1130.6091991473604
1999-03-30,1132.1600747732084
1999-03-31,1134.50503604946
1999-04-01,1136.4556994447057
1999-04-02,1142.9710512015372
1999-04-05,1145.1837343951242
1999-04-06,1149.238440106571
1999-04-07,1152.7883859785043
1999-04-08,1166.098446835968
1999-04-09,1183.3821295992157
1999-04-12,1175.514051944681
1999-04-13,1180.0045180022967
1999-04-14,1188.0706837897994
1999-04-15,1195.1738109384223
1999-04-16,1199.4061479404647
1999-04-19,1201.7775495425267
1999-04-20,1187.4267131241293
1999-04-21,1187.3714236795718
1999-04-22,1195.6720612799763
1999-04-23,1201.0408471443436
1999-04-26,1209.5119287433758
1999-04-27,1210.7615521057671
1999-04-28,1215.6172629004857
1999-04-29,1219.344974092457
1999-04-30,1228.6356412264101
1999-05-03,1232.3581046485058
1999-05-14,1223.7204904445314
1999-05-17,1207.8078382578647
1999-05-18,1214.2245730753114
1999-05-19,1212.675330798464
1999-05-20,1212.891179800576
1999-05-21,1219.8279116788656
1999-05-24,1219.7265983848931
1999-05-25,1211.3570266513084
1999-05-26,1219.7522468775442
1999-05-27,1221.6795143676372
1999-05-28,1219.4591267997132
1999-05-31,1221.7783352077788
1999-06-01,1231.2557890541805
1999-06-02,1247.7222487664922
1999-06-03,1255.262232014466
1999-06-04,1265.9659069919255
1999-06-07,1283.6281024712875
1999-06-08,1287.118835444263
1999-06-09,1292.1829505712878
1999-06-10,1296.077214001594
1999-06-11,1303.0271530260611
1999-06-14,1301.9165761067698
1999-06-15,1292.7142541986805
1999-06-16,1310.6769933546125
1999-06-17,1327.1641183500853
1999-06-18,1323.650212362918
1999-06-21,1346.813155382635
1999-06-22,1359.9748005404358
1999-06-23,1367.1806765280312
1999-06-24,1362.1633932424272
1999-06-25,1350.3011542692539
1999-06-28,1368.0975728129426
1999-06-29,1381.9609057862244
1999-06-30,1388.6136471855614
1999-07-01,1422.264634863371
1999-07-02,1439.952720886521
1999-07-05,1453.4246240332182
1999-07-06,1452.1153166178399
1999-07-07,1452.819716711709
1999-07-08,1452.737245770917
1999-07-09,1450.2888683749127
1999-07-12,1466.209714449679
1999-07-13,1461.397191041752
1999-07-14,1462.4952892493188
1999-07-15,1466.8518783584777
1999-07-16,1464.4916548346919
1999-07-19,1482.3724318745749
1999-07-20,1456.9566896107985
1999-07-21,1432.7640693404774
1999-07-22,1425.9213478146
1999-07-23,1414.5889032731518
1999-07-26,1387.2778316850042
1999-07-27,1385.5418572809162
1999-07-28,1409.301634486107
1999-07-29,1418.3965183866233
1999-07-30,1418.9539013592919
1999-08-02,1418.5059011602866
1999-08-03,1423.8865376421888
1999-08-04,1419.902918399824
1999-08-05,1393.26924144856
1999-08-06,1393.2347866316948
1999-08-09,1400.5397404931532
1999-08-10,1391.3034432337852
1999-08-11,1389.0547475603175
1999-08-12,1404.5934933746648
1999-08-13,1416.514495593518
1999-08-16,1439.5150753874918
1999-08-17,1449.8588456385858
1999-08-18,1468.6621565490482
1999-08-19,1464.0708789459468
1999-08-20,1476.1339236026688
1999-08-23,1497.219833580054
